
TAHT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-13,31,27,24,23,21,19,78,69,62,1013,1012,1010,10,10,10,24,10,,0.00,5,Rain-Thunderstorm,54<br />
2012-1-14,31,27,24,23,21,19,78,69,58,1014,1012,1010,10,10,10,35,8,,0.00,4,Rain,68<br />
2012-1-15,30,27,24,24,22,20,83,75,62,1015,1014,1012,10,10,10,19,8,,0.00,5,Rain-Thunderstorm,191<br />
2012-1-16,27,26,25,24,22,21,89,79,74,1016,1014,1013,10,10,10,14,5,,0.00,5,Rain-Thunderstorm,173<br />
2012-1-17,31,27,24,23,22,20,89,71,58,1014,1013,1010,10,10,10,32,11,39,0.00,5,Thunderstorm,75<br />
2012-1-18,31,27,24,23,21,19,83,72,55,1016,1013,1012,10,10,10,29,8,58,0.00,6,Rain-Thunderstorm,192<br />
2012-1-19,31,27,23,23,21,19,78,67,55,1015,1014,1011,10,10,10,32,10,37,0.00,2,,161<br />
2012-1-20,32,28,25,23,22,20,83,69,55,1016,1014,1012,10,10,10,21,6,,0.00,2,,154<br />
2012-1-21,31,27,24,23,22,20,83,69,58,1015,1014,1012,10,10,10,23,8,,0.00,3,,70<br />
2012-1-22,31,27,24,23,21,20,78,69,58,1013,1012,1011,10,10,10,19,6,,0.00,3,,50<br />
2012-1-23,30,27,24,23,21,19,78,71,55,1013,1012,1011,10,10,2,19,5,,0.00,4,Rain-Thunderstorm,177<br />
2012-1-24,31,27,23,23,21,19,78,68,55,1015,1013,1011,10,10,10,29,8,,0.00,1,,79<br />
2012-1-25,31,27,24,23,22,21,89,70,58,1015,1013,1012,10,10,10,14,5,,0.00,1,,181<br />
2012-1-26,31,28,25,23,22,21,78,69,58,1013,1011,1009,10,10,10,19,6,,0.00,1,,215<br />
2012-1-27,31,28,25,23,22,21,83,70,58,1011,1010,1008,10,10,10,14,6,,0.00,2,,124<br />
2012-1-28,31,28,25,23,22,21,83,71,58,1012,1010,1009,10,10,10,16,6,,0.00,1,,61<br />
2012-1-29,32,28,25,23,21,20,78,67,55,1011,1010,1009,10,10,10,14,6,,0.00,4,,49<br />
2012-1-30,31,28,25,23,22,21,83,73,62,1010,1009,1007,10,10,8,26,10,40,0.00,6,,53<br />
2012-1-31,28,26,24,23,22,21,89,81,70,1009,1007,1006,10,9,5,32,11,42,0.00,6,Rain,63<br />
2012-2-1,30,27,24,24,23,21,89,77,66,1011,1008,1006,10,10,6,42,18,,0.00,6,Rain,19<br />
2012-2-2,31,28,26,24,23,21,83,73,66,1010,1009,1008,10,10,10,19,10,,0.00,5,,16<br />
2012-2-3,31,28,25,24,23,21,89,75,62,1010,1009,1007,10,10,1,35,16,,0.00,5,Rain,357<br />
2012-2-4,30,28,25,24,23,22,89,79,70,1010,1008,1007,10,9,3,23,13,32,0.00,5,Rain,52<br />
2012-2-5,31,28,25,24,23,21,83,73,62,1013,1011,1008,10,10,6,19,13,,0.00,4,Rain,60<br />
2012-2-6,31,28,25,23,22,21,83,69,55,1015,1013,1011,10,10,10,10,6,,0.00,3,,101<br />
2012-2-7,31,28,25,24,23,22,83,73,58,1014,1013,1011,10,10,10,16,5,,0.00,5,,352<br />
2012-2-8,32,29,26,25,23,22,89,76,62,1014,1013,1011,10,10,4,14,6,,0.00,3,Rain,150<br />
2012-2-9,32,28,25,25,23,22,89,73,59,1014,1013,1011,10,10,10,16,6,,0.00,1,,37<br />
2012-2-10,31,28,26,24,23,22,84,76,66,1015,1013,1012,10,10,10,29,13,,0.00,4,Rain,303<br />
2012-2-11,31,28,25,24,23,22,83,73,62,1014,1013,1011,10,10,6,32,13,,0.00,4,Rain,211<br />
2012-2-12,30,28,25,25,23,21,89,76,66,1015,1013,1011,10,10,10,27,11,,0.00,5,Rain-Thunderstorm,207<br />
2012-2-13,31,28,26,24,22,21,83,69,58,1015,1013,1011,10,10,10,47,11,,0.00,3,,189<br />
2012-2-14,31,28,25,24,22,21,78,71,62,1013,1012,1010,10,10,10,26,10,,0.00,2,,198<br />
2012-2-15,32,28,25,25,23,21,83,73,58,1013,1011,1009,10,10,10,11,6,,0.00,2,Rain-Thunderstorm,122<br />
2012-2-16,31,27,24,25,23,22,94,80,58,1015,1012,1010,10,9,2,21,10,,0.00,4,Rain-Thunderstorm,61<br />
2012-2-17,32,28,25,24,23,22,89,73,59,1014,1013,1011,10,10,10,19,11,,0.00,5,Rain,64<br />
2012-2-18,31,28,26,23,22,21,83,73,62,1015,1014,1012,10,10,10,16,8,,0.00,5,Rain-Tornado,74<br />
2012-2-19,31,28,25,24,22,21,83,72,58,1014,1013,1011,10,10,10,24,8,,0.00,2,,121<br />
2012-2-20,32,28,25,24,23,20,83,71,59,1014,1013,1011,10,10,10,14,5,,0.00,1,,182<br />
2012-2-21,32,28,25,25,23,22,89,74,59,1015,1014,1012,10,10,10,24,6,,0.00,3,,135<br />
2012-2-22,32,28,25,24,23,22,83,73,55,1014,1013,1011,10,10,10,19,6,,0.00,3,Rain,205<br />
2012-2-23,31,28,26,24,23,22,83,75,66,1013,1012,1010,10,10,10,29,6,,0.00,5,,177<br />
2012-2-24,32,28,25,24,22,20,78,69,62,1013,1011,1009,10,10,10,29,10,34,0.00,2,,70<br />
2012-2-25,32,29,26,24,22,20,79,71,59,1014,1013,1011,10,10,10,26,10,,0.00,3,Thunderstorm,88<br />
2012-2-26,32,28,25,24,22,20,78,69,52,1014,1013,1011,10,10,10,14,6,,0.00,2,,209<br />
2012-2-27,33,29,25,24,23,21,83,70,55,1014,1012,1010,10,10,10,16,6,,0.00,1,Rain,171<br />
2012-2-28,32,29,26,24,23,22,83,73,58,1013,1012,1010,10,10,10,16,5,,0.00,3,,321<br />
2012-2-29,32,28,25,23,22,21,83,71,58,1012,1011,1009,10,10,9,23,6,,0.00,3,Rain,73<br />
2012-3-1,31,28,25,24,22,21,78,70,62,1012,1011,1010,10,10,10,21,6,,0.00,2,,57<br />
2012-3-2,32,28,25,25,22,20,78,70,62,1013,1011,1009,10,10,10,21,6,,0.00,4,,114<br />
2012-3-3,32,29,26,25,23,21,79,71,62,1012,1011,1010,10,10,10,21,8,,0.00,5,Thunderstorm,79<br />
2012-3-4,31,28,25,24,22,21,79,71,58,1011,1009,1008,10,10,10,21,6,,0.00,4,,65<br />
2012-3-5,32,28,25,24,23,22,89,72,58,1010,1009,1007,10,10,10,13,5,,0.00,3,,78<br />
2012-3-6,32,28,25,24,23,21,83,71,55,1010,1009,1008,10,10,10,19,6,,0.00,1,,203<br />
2012-3-7,32,29,26,25,23,21,79,71,62,1009,1008,1005,10,10,10,19,6,,0.00,1,,189<br />
2012-3-8,31,28,26,24,22,21,79,71,62,1008,1006,1005,10,10,10,21,8,,0.00,2,,195<br />
2012-3-9,32,29,26,24,22,20,78,68,55,1010,1008,1007,10,10,10,23,8,,0.00,4,Thunderstorm,77<br />
2012-3-10,32,28,24,24,23,20,89,73,62,1014,1011,1009,10,10,4,35,10,52,0.00,5,Rain-Thunderstorm,29<br />
2012-3-11,32,28,24,25,22,20,94,74,58,1013,1012,1010,10,10,4,23,8,,0.00,6,Rain,171<br />
2012-3-12,32,29,26,25,23,22,83,74,59,1012,1011,1009,10,10,10,13,6,,0.00,4,,227<br />
2012-3-13,29,26,23,24,22,19,94,78,62,1012,1009,1006,10,9,2,26,11,35,0.00,6,Rain,100<br />
2012-3-14,28,26,24,23,22,20,94,80,69,1012,1009,1006,10,10,5,26,10,,0.00,5,Rain,74<br />
2012-3-15,28,26,23,23,22,21,94,81,70,1012,1010,1008,10,9,1,24,14,,0.00,5,Rain-Thunderstorm,99<br />
2012-3-16,31,27,24,25,23,21,89,77,66,1013,1011,1010,10,10,2,19,6,,0.00,4,Rain,53<br />
2012-3-17,30,28,25,25,23,22,94,82,70,1011,1010,1008,10,10,10,26,6,,0.00,4,Rain,82<br />
2012-3-18,28,26,24,24,23,22,94,84,70,1011,1009,1008,10,9,1,13,6,,0.00,6,Fog-Rain,118<br />
2012-3-19,31,27,24,22,21,19,83,68,58,1012,1010,1009,10,10,10,16,6,,0.00,3,,56<br />
2012-3-20,29,27,24,23,21,19,83,71,61,1013,1011,1009,10,10,10,16,8,,0.00,5,,86<br />
2012-3-21,30,27,24,23,22,20,83,75,66,1013,1011,1010,10,10,10,39,8,,0.00,5,Rain,66<br />
2012-3-22,29,27,24,23,22,20,89,76,66,1013,1011,1009,10,10,10,34,14,,0.00,6,,65<br />
2012-3-23,31,27,24,25,22,19,79,71,65,1013,1011,1010,10,10,6,32,13,,0.00,2,,61<br />
2012-3-24,32,28,24,25,23,21,83,74,62,1013,1012,1011,10,10,10,19,6,,0.00,2,Rain,174<br />
2012-3-25,32,29,26,25,23,22,83,74,62,1014,1012,1011,10,10,10,32,8,39,0.00,2,,69<br />
2012-3-26,32,28,25,25,23,22,89,75,62,1013,1012,1011,10,10,10,19,5,,0.00,4,,199<br />
2012-3-27,32,29,26,24,23,21,83,70,55,1013,1012,1011,10,10,10,24,8,37,0.00,5,,109<br />
2012-3-28,32,28,25,24,23,21,83,71,59,1013,1012,1010,10,10,10,19,8,,0.00,4,,192<br />
2012-3-29,32,28,25,24,23,22,83,73,59,1012,1010,1008,10,10,10,13,5,,0.00,2,,218<br />
2012-3-30,31,28,25,25,23,21,84,73,66,1011,1009,1008,10,10,10,14,5,,0.00,1,Rain,58<br />
2012-3-31,31,28,25,25,23,21,83,72,62,1013,1011,1009,10,10,10,14,6,,0.00,4,,61<br />
2012-4-1,32,28,25,24,22,21,83,69,58,1015,1013,1011,10,10,10,16,6,,0.00,2,Rain,145<br />
2012-4-2,32,28,25,24,22,21,78,72,62,1013,1011,1010,10,10,10,11,6,,0.00,5,,80<br />
2012-4-3,29,27,25,24,23,22,94,80,70,1012,1010,1008,10,10,4,29,10,,0.00,6,Rain,193<br />
2012-4-4,31,28,25,24,22,20,89,74,58,1011,1009,1008,10,10,10,21,6,40,0.00,3,,92<br />
2012-4-5,31,27,24,22,21,20,83,69,55,1011,1010,1008,10,10,10,13,5,,0.00,2,,54<br />
2012-4-6,31,27,23,21,20,19,78,66,52,1011,1010,1008,10,10,10,10,5,,0.00,1,,155<br />
2012-4-7,30,27,23,22,21,18,78,69,58,1012,1010,1009,10,10,5,21,8,,0.00,1,,196<br />
2012-4-8,30,28,25,24,22,20,89,72,62,1013,1012,1010,10,10,10,26,11,,0.00,3,,193<br />
2012-4-9,31,27,22,22,20,18,78,65,47,1014,1012,1011,31,12,10,13,8,,0.00,2,,206<br />
2012-4-10,31,28,24,22,21,20,83,66,44,1014,1012,1011,31,12,10,26,6,,0.00,2,,209<br />
2012-4-11,31,28,24,24,22,19,89,71,50,1016,1013,1011,31,11,4,35,11,,14.99,2,Rain-Thunderstorm,72<br />
2012-4-12,31,27,24,25,23,22,89,76,62,1017,1015,1013,19,11,10,35,10,,0.25,5,Rain-Thunderstorm,63<br />
2012-4-13,31,28,25,25,23,22,84,76,64,1016,1014,1012,19,11,10,26,6,,0.00,4,,168<br />
2012-4-14,32,28,24,24,23,22,89,73,53,1015,1013,1011,31,11,10,19,6,,0.00,3,,190<br />
2012-4-15,31,28,25,24,23,21,89,72,54,1013,1012,1010,31,12,10,32,6,,0.00,2,,206<br />
2012-4-16,31,28,24,24,22,20,79,71,55,1012,1010,1009,31,12,10,11,5,,0.00,3,,51<br />
2012-4-17,31,28,25,25,23,21,83,72,58,1013,1011,1009,31,11,10,29,8,,0.00,2,Thunderstorm,65<br />
2012-4-18,32,29,25,24,22,19,79,67,52,1015,1013,1011,31,12,10,26,13,,0.00,2,,149<br />
2012-4-19,32,29,26,25,23,22,84,70,56,1015,1013,1011,19,11,10,27,10,52,0.00,2,Thunderstorm,144<br />
2012-4-20,31,28,25,25,23,22,89,76,57,1015,1013,1011,31,11,2,26,8,32,6.10,5,Rain-Thunderstorm,163<br />
2012-4-21,33,29,26,24,22,20,74,65,42,1013,1012,1010,31,12,10,27,10,,0.00,5,,80<br />
2012-4-22,32,28,25,24,23,21,83,72,56,1014,1012,1010,31,12,10,43,6,,0.00,4,,86<br />
2012-4-23,32,28,24,25,23,21,84,74,57,1015,1013,1011,31,12,6,40,8,,4.06,2,Rain,85<br />
2012-4-24,32,28,24,24,23,21,89,73,55,1015,1013,1011,26,11,10,19,6,,0.00,2,,187<br />
2012-4-25,28,26,24,24,23,22,94,83,69,1013,1011,1010,19,10,1,14,6,,21.08,5,Rain,100<br />
2012-4-26,26,24,23,23,23,22,94,89,78,1012,1011,1010,19,9,1,14,5,,28.96,6,Rain,99<br />
2012-4-27,28,26,23,24,23,21,94,85,74,1014,1012,1010,19,9,2,43,10,48,6.10,6,Rain-Thunderstorm,149<br />
2012-4-28,28,26,23,23,22,20,94,79,56,1015,1013,1011,26,10,4,18,8,,9.91,6,Rain,88<br />
2012-4-29,29,27,23,23,22,21,91,80,60,1013,1011,1009,26,11,5,40,14,,2.03,6,Rain,79<br />
2012-4-30,31,27,23,23,22,21,94,77,51,1012,1010,1008,19,11,10,26,6,,2.03,6,Rain,115<br />
2012-5-1,31,27,23,23,22,20,89,74,55,1012,1010,1008,19,10,10,26,6,,0.00,1,,95<br />
2012-5-2,30,26,22,22,21,19,83,69,49,1013,1011,1009,31,12,10,35,6,,0.00,1,,110<br />
2012-5-3,31,27,23,23,21,20,88,72,54,1014,1011,1010,31,12,10,26,6,,0.00,1,,143<br />
2012-5-4,31,27,23,22,21,19,88,72,52,1014,1012,1011,19,10,10,14,5,,0.00,2,,126<br />
2012-5-5,30,27,23,23,21,19,83,72,58,1013,1012,1010,26,11,10,40,10,,0.00,3,,84<br />
2012-5-6,31,28,24,24,22,21,83,71,55,1014,1012,1011,31,12,10,29,11,,0.00,3,,63<br />
2012-5-7,31,27,24,23,22,22,89,75,54,1016,1014,1012,31,12,10,21,6,,0.00,2,,72<br />
2012-5-8,31,27,23,23,22,21,89,74,55,1016,1015,1014,31,12,10,40,8,,0.00,2,,174<br />
2012-5-9,31,27,23,23,22,21,89,72,55,1016,1014,1012,31,11,10,18,8,,0.00,3,,152<br />
2012-5-10,31,27,23,22,21,20,83,71,49,1015,1013,1011,19,11,10,21,8,32,0.00,2,,125<br />
2012-5-11,31,27,23,23,22,20,83,71,51,1015,1013,1011,31,12,10,21,6,,0.00,1,,178<br />
2012-5-12,31,28,24,24,22,21,83,73,50,1015,1013,1011,31,12,10,29,6,,0.00,1,,142<br />
2012-5-13,31,27,23,23,21,20,83,71,52,1016,1014,1012,31,12,10,26,6,,0.00,2,,168<br />
2012-5-14,31,27,23,22,21,19,83,70,44,1014,1012,1010,26,10,10,14,5,,0.00,1,,185<br />
2012-5-15,29,26,23,22,20,18,83,68,51,1012,1011,1009,31,12,10,29,10,,0.00,2,,147<br />
2012-5-16,30,27,23,22,21,20,83,70,49,1014,1012,1010,31,12,10,21,6,,0.00,1,,97<br />
2012-5-17,30,26,22,22,20,18,78,68,51,1014,1013,1011,31,12,10,19,6,,0.00,2,,86<br />
2012-5-18,31,27,22,21,20,18,78,66,45,1015,1013,1012,19,10,10,21,5,,0.00,2,,194<br />
2012-5-19,31,27,23,23,21,19,83,70,50,1015,1013,1011,31,12,10,29,8,,0.00,2,,131<br />
2012-5-20,31,27,22,24,21,18,78,71,57,1014,1012,1011,31,12,10,26,6,,0.00,2,,131<br />
2012-5-21,31,28,24,24,23,21,83,73,57,1013,1012,1011,19,11,10,23,10,,0.00,1,,56<br />
2012-5-22,31,28,26,24,22,19,83,69,57,1013,1011,1009,31,12,10,35,14,,0.00,2,,59<br />
2012-5-23,31,29,26,26,23,22,89,74,58,1012,1011,1009,31,11,10,32,13,,3.05,3,Rain,47<br />
2012-5-24,30,27,24,25,23,22,94,79,66,1012,1011,1009,31,11,3,40,14,,4.06,4,Rain-Thunderstorm,57<br />
2012-5-25,31,27,24,23,22,20,94,75,57,1012,1011,1009,26,11,2,35,13,,2.03,5,Rain,92<br />
2012-5-26,29,27,25,24,22,19,84,69,49,1013,1011,1009,19,11,7,47,19,55,2.03,6,Rain,73<br />
2012-5-27,30,27,24,25,23,20,94,75,61,1014,1012,1010,31,11,1,40,19,40,27.94,5,Rain,63<br />
2012-5-28,30,28,25,25,22,20,79,72,63,1014,1011,1009,31,12,10,61,18,,0.00,4,,60<br />
2012-5-29,30,28,25,24,23,20,89,75,58,1014,1011,1010,31,11,2,21,11,,7.11,4,Rain,70<br />
2012-5-30,31,28,24,24,23,22,89,77,63,1014,1012,1010,31,12,10,29,13,,0.00,2,,60<br />
2012-5-31,30,27,23,23,22,20,83,71,55,1014,1013,1011,19,11,10,50,11,,0.00,1,,67<br />
2012-6-1,30,27,24,23,22,20,89,73,60,1015,1014,1012,31,12,5,43,11,53,1.02,6,Rain,64<br />
2012-6-2,29,27,25,24,23,21,89,76,66,1015,1013,1011,31,12,10,40,13,,7.11,4,Rain,60<br />
2012-6-3,30,27,23,24,22,21,89,75,59,1014,1012,1010,19,11,10,14,5,,0.00,1,,200<br />
2012-6-4,30,27,24,24,22,20,83,74,58,1014,1012,1010,31,12,10,42,8,66,0.00,6,,186<br />
2012-6-5,30,27,24,24,22,20,89,75,59,1014,1012,1010,31,12,10,21,10,,0.51,4,Rain,108<br />
2012-6-6,29,27,24,23,21,18,83,70,57,1015,1013,1011,31,12,10,68,26,,0.00,1,,190<br />
2012-6-7,29,26,22,20,18,17,83,65,45,1015,1013,1012,31,12,10,32,11,,0.00,1,,173<br />
2012-6-8,28,24,21,17,17,16,78,61,38,1015,1013,1012,19,10,10,18,5,,0.00,2,,168<br />
2012-6-9,29,24,21,19,17,15,78,64,45,1014,1012,1010,31,12,10,18,6,,0.00,1,,169<br />
2012-6-10,29,25,21,21,19,17,78,69,51,1011,1010,1008,31,12,10,40,10,,0.00,2,,74<br />
2012-6-11,30,26,21,22,20,17,88,70,52,1015,1012,1010,26,11,10,32,8,,0.00,1,,189<br />
2012-6-12,29,26,22,22,21,19,83,73,55,1016,1015,1013,31,12,10,43,8,,0.00,3,,98<br />
2012-6-13,31,26,21,23,21,17,89,71,50,1016,1015,1013,26,11,10,14,6,,0.00,2,Rain,198<br />
2012-6-14,30,27,23,23,22,21,89,75,62,1016,1015,1013,19,11,10,26,6,,0.00,2,,204<br />
2012-6-15,30,27,23,22,21,20,89,71,48,1016,1015,1013,31,12,10,18,6,,0.00,2,,310<br />
2012-6-16,29,26,23,21,20,19,78,69,51,1016,1014,1013,31,12,10,21,6,,0.00,3,,212<br />
2012-6-17,29,26,22,21,20,19,83,69,46,1016,1014,1012,19,11,10,26,6,,0.00,1,,195<br />
2012-6-18,30,26,22,21,20,18,83,69,50,1015,1013,1012,19,10,10,16,6,,0.00,1,,26<br />
2012-6-19,30,27,23,21,20,18,83,68,46,1015,1013,1012,19,11,10,14,6,,0.00,1,,54<br />
2012-6-20,30,26,22,23,21,18,83,70,50,1015,1013,1011,31,12,10,18,6,,0.00,4,,45<br />
2012-6-21,30,27,24,23,22,21,89,77,60,1016,1015,1013,31,12,10,11,5,,0.00,5,,142<br />
2012-6-22,29,26,23,22,21,20,89,74,54,1014,1013,1011,31,12,10,16,6,,0.00,2,,327<br />
2012-6-23,28,26,22,22,21,19,88,73,58,1013,1011,1009,31,12,10,61,11,61,0.00,5,,88<br />
2012-6-24,29,27,24,23,22,20,83,74,61,1012,1010,1009,19,11,10,47,23,47,1.02,4,Rain-Thunderstorm,62<br />
2012-6-25,28,26,23,23,22,20,94,79,65,1011,1010,1009,31,11,1,58,21,,23.11,3,Fog-Rain,198<br />
2012-6-26,28,26,24,20,19,18,78,65,49,1012,1011,1009,31,12,10,58,27,,0.00,2,,200<br />
2012-6-27,27,25,23,18,17,16,69,59,43,1013,1012,1010,31,12,10,55,23,,0.00,2,,196<br />
2012-6-28,27,23,20,17,16,14,73,59,40,1015,1013,1012,31,11,10,40,18,,0.00,2,,186<br />
2012-6-29,28,23,19,17,16,14,73,59,36,1017,1015,1013,31,12,10,18,6,,0.00,2,,101<br />
2012-6-30,28,23,19,19,17,15,83,65,46,1015,1013,1011,31,12,10,29,8,,0.00,2,,75<br />
2012-7-1,29,24,20,23,20,16,89,73,48,1013,1011,1010,31,11,10,32,8,,0.51,3,Rain,88<br />
2012-7-2,29,26,23,23,22,21,83,76,62,1014,1012,1010,31,12,10,32,10,,0.51,4,Rain,59<br />
2012-7-3,29,26,23,23,22,19,94,75,58,1015,1013,1012,19,11,10,43,11,,2.03,4,Rain,74<br />
2012-7-4,28,26,23,23,21,20,89,77,60,1014,1012,1011,31,12,10,14,8,,0.00,6,,203<br />
2012-7-5,29,26,22,22,20,18,83,70,54,1012,1011,1010,31,11,10,43,10,,0.00,2,,69<br />
2012-7-6,30,26,22,22,21,18,83,72,54,1013,1012,1010,31,12,10,13,5,,0.00,1,,71<br />
2012-7-7,29,26,22,22,21,19,88,75,56,1013,1012,1011,31,11,10,14,6,,0.00,2,,187<br />
2012-7-8,29,26,23,24,22,20,88,77,57,1014,1012,1011,19,11,10,14,6,,0.00,3,,59<br />
2012-7-9,28,26,24,24,22,21,89,79,66,1014,1013,1011,19,11,10,43,11,,0.25,5,Rain,188<br />
2012-7-10,26,24,23,23,22,21,89,82,73,1016,1014,1013,31,11,10,43,10,,2.03,5,Rain,194<br />
2012-7-11,29,26,22,22,21,20,89,76,52,1017,1015,1013,31,12,10,19,8,,0.00,2,,241<br />
2012-7-12,29,26,22,22,20,19,83,72,57,1015,1014,1011,26,11,10,21,6,,0.00,1,,182<br />
2012-7-13,29,26,22,22,20,18,89,67,48,1017,1014,1012,19,11,10,29,8,,0.00,5,,162<br />
2012-7-14,28,26,23,23,21,19,90,74,55,1017,1015,1013,31,11,10,42,13,66,1.02,5,Rain,151<br />
2012-7-15,31,27,23,20,18,16,74,57,33,1016,1014,1013,31,12,10,55,24,50,0.00,3,,74<br />
2012-7-16,29,25,21,21,19,17,83,68,49,1017,1014,1012,31,12,10,32,10,45,0.00,2,,112<br />
2012-7-17,29,26,22,21,19,17,83,68,51,1017,1015,1012,26,11,10,29,8,,0.00,1,,191<br />
2012-7-18,29,26,22,22,20,18,83,70,52,1017,1015,1014,19,11,10,21,6,,0.00,2,,172<br />
2012-7-19,29,26,22,21,19,18,83,70,41,1017,1016,1015,31,11,10,35,8,40,0.00,3,,162<br />
2012-7-20,29,26,22,22,19,17,83,69,54,1017,1016,1014,31,11,10,29,8,,0.00,3,,133<br />
2012-7-21,29,26,22,21,20,18,78,68,53,1015,1013,1012,26,11,10,32,13,,0.00,3,,68<br />
2012-7-22,29,26,23,22,20,18,83,70,52,1014,1013,1011,26,10,10,50,13,,0.00,3,Rain,154<br />
2012-7-23,28,26,22,20,18,16,83,66,47,1015,1013,1012,19,11,10,43,16,,0.00,5,,189<br />
2012-7-24,28,24,20,18,17,14,83,64,45,1015,1014,1012,31,12,10,14,5,,0.00,2,,113<br />
2012-7-25,28,23,19,18,16,15,78,62,43,1015,1013,1012,31,11,10,29,8,,0.00,1,,184<br />
2012-7-26,29,26,22,18,17,15,73,61,39,1015,1013,1011,31,12,10,19,8,,0.00,2,,163<br />
2012-7-27,28,24,20,20,18,17,78,68,48,1014,1013,1011,19,10,10,32,8,,0.00,1,,166<br />
2012-7-28,29,26,22,22,20,17,83,70,59,1014,1012,1010,19,11,10,21,10,,0.00,3,,68<br />
2012-7-29,29,26,22,23,21,18,83,70,55,1013,1011,1009,31,12,10,23,11,,0.00,3,,61<br />
2012-7-30,29,27,24,23,21,19,83,71,58,1012,1010,1009,19,10,10,16,10,,0.00,3,,42<br />
2012-7-31,28,26,23,24,23,20,89,81,72,1011,1010,1009,31,12,4,55,13,,2.03,4,Rain,207<br />
2012-8-1,27,25,23,20,18,16,78,66,55,1014,1011,1009,31,12,10,72,27,,0.00,1,,196<br />
2012-8-2,27,23,20,17,15,14,69,57,37,1016,1014,1012,31,12,10,47,16,,0.00,1,,188<br />
2012-8-3,28,23,19,19,17,14,78,65,48,1017,1016,1014,31,12,10,26,6,,0.00,3,,131<br />
2012-8-4,28,24,20,20,19,17,83,70,50,1018,1017,1015,31,11,10,19,6,,0.00,4,,208<br />
2012-8-5,28,25,22,21,20,19,94,74,53,1017,1016,1014,31,11,3,19,6,,1.02,4,Rain,217<br />
2012-8-6,28,24,21,21,20,19,83,73,54,1017,1015,1013,19,10,10,18,6,,0.00,3,,204<br />
2012-8-7,29,26,22,23,22,19,83,75,61,1014,1013,1011,26,11,10,47,11,,0.00,2,,110<br />
2012-8-8,28,26,23,23,21,20,88,75,58,1015,1013,1011,31,12,10,64,11,29,0.00,3,,181<br />
2012-8-9,28,25,22,21,19,17,88,69,51,1016,1014,1013,31,12,10,26,10,,0.00,2,,180<br />
2012-8-10,27,23,20,18,16,14,83,63,45,1017,1015,1013,31,12,10,64,16,,0.00,2,,176<br />
2012-8-11,26,23,19,16,15,14,73,61,41,1016,1013,1012,19,10,10,40,16,,0.00,1,,192<br />
2012-8-12,27,24,21,20,16,14,83,60,42,1015,1013,1012,31,12,10,76,23,45,0.00,2,Rain,195<br />
2012-8-13,27,23,18,17,16,14,83,64,42,1015,1014,1012,31,12,10,19,10,,0.00,1,,68<br />
2012-8-14,27,24,21,22,18,17,89,67,46,1015,1013,1011,19,11,10,47,14,,2.03,2,Rain,211<br />
2012-8-15,27,23,20,21,18,16,94,70,50,1016,1013,1011,31,12,10,64,16,,0.00,1,Rain,186<br />
2012-8-16,27,23,20,18,17,16,83,65,46,1017,1016,1014,19,10,10,23,10,,0.00,3,,207<br />
