
AMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-1-26,33,29,25,25,23,21,94,78,49,1012,1010,1008,10,10,10,14,3,,0.00,4,,18<br />
2007-1-27,33,28,24,24,24,23,94,81,59,1013,1011,1010,10,10,4,13,2,,0.00,6,Rain-Thunderstorm,346<br />
2007-1-28,34,29,24,24,23,22,94,74,49,1014,1011,1009,10,10,10,13,2,,0.00,3,,50<br />
2007-1-29,34,29,24,24,23,22,94,73,49,1014,1011,1008,10,10,10,14,3,,0.00,3,,14<br />
2007-1-30,33,29,25,24,23,22,89,76,55,1014,1011,1008,10,10,10,14,3,,0.00,4,,55<br />
2007-1-31,33,29,25,25,23,22,94,78,55,1013,1011,1008,10,10,10,14,3,,0.00,5,,43<br />
2007-2-1,31,28,25,24,23,23,94,80,62,1014,1011,1009,10,10,10,14,5,,0.00,6,,17<br />
2007-2-2,35,30,25,24,23,22,94,75,47,1014,1011,1008,10,10,8,16,5,,0.00,4,,56<br />
2007-2-3,34,29,25,24,23,21,89,69,46,1014,1011,1008,10,10,10,19,5,,0.00,4,,44<br />
2007-2-4,34,30,26,24,22,21,84,69,46,1013,1010,1008,10,10,10,14,5,,0.00,4,,32<br />
2007-2-5,34,29,25,23,21,19,89,65,44,1013,1010,1008,10,10,10,14,3,,0.00,4,,22<br />
2007-2-6,34,29,25,24,22,20,94,69,44,1012,1010,1008,10,10,10,19,6,,0.00,4,Rain,31<br />
2007-2-7,31,28,25,24,23,20,94,77,52,1014,1011,1009,10,10,10,11,3,,0.00,6,,45<br />
2007-2-8,33,29,26,23,22,20,83,66,46,1014,1011,1009,10,10,10,14,5,,0.00,6,,74<br />
2007-2-9,33,29,26,24,23,22,84,73,55,1014,1012,1009,10,10,10,14,3,,0.00,5,Thunderstorm,79<br />
2007-2-10,29,27,24,24,23,21,94,86,70,1016,1014,1012,10,10,10,19,3,,0.00,4,Rain,74<br />
2007-2-11,33,28,23,24,23,22,94,79,55,1016,1013,1010,10,10,10,21,6,,0.00,5,Rain-Thunderstorm,56<br />
2007-2-12,32,28,24,25,23,22,94,82,62,1014,1011,1008,10,10,5,14,2,,0.00,6,Rain-Thunderstorm,51<br />
2007-2-13,29,27,24,24,23,22,94,85,66,1014,1011,1008,10,10,10,19,5,,0.00,6,Rain-Thunderstorm,23<br />
2007-2-14,34,29,24,25,23,20,100,76,44,1012,1009,1007,10,8,0,19,3,,0.00,3,Fog,41<br />
2007-2-15,35,29,24,23,21,18,89,66,38,1010,1009,1006,10,10,10,23,5,,0.00,5,,43<br />
2007-2-16,34,29,25,23,22,21,83,66,46,1010,1008,1005,10,10,10,23,6,42,0.00,2,,48<br />
2007-2-17,35,29,24,25,23,20,94,71,41,1011,1009,1006,10,10,10,19,3,,0.00,3,Thunderstorm,41<br />
2007-2-18,35,29,24,23,22,19,89,70,39,1012,1010,1008,10,10,10,19,3,,0.00,4,,31<br />
2007-2-19,35,29,24,23,22,19,89,69,39,1012,1009,1007,10,10,10,11,2,,0.00,3,Rain,79<br />
2007-2-20,34,29,24,23,22,19,94,75,41,1011,1009,1006,10,9,1,19,3,,0.00,4,Rain-Thunderstorm,62<br />
2007-2-21,31,27,24,24,22,21,89,78,62,1012,1010,1008,10,10,10,16,8,,0.00,5,,93<br />
2007-2-22,32,28,25,24,23,22,89,76,55,1014,1011,1009,10,10,10,19,5,,0.00,5,,103<br />
2007-2-23,34,29,24,25,23,22,94,75,49,1014,1011,1009,10,10,10,19,6,,0.00,5,,76<br />
2007-2-24,32,29,26,25,23,22,94,79,55,1014,1011,1008,10,10,3,26,6,,0.00,6,Rain-Thunderstorm,97<br />
2007-2-25,32,28,24,25,24,22,100,86,55,1014,1011,1008,10,10,10,14,2,,0.00,5,Rain-Thunderstorm,45<br />
2007-2-26,29,27,24,24,23,23,100,88,70,1015,1012,1008,10,9,1,26,3,,0.00,5,Rain-Thunderstorm,12<br />
2007-2-27,30,26,22,24,23,21,100,88,70,1016,1012,1009,10,8,1,24,5,,0.00,6,Rain-Thunderstorm,39<br />
2007-2-28,33,27,22,25,22,20,94,82,55,1013,1010,1007,10,10,10,16,3,,0.00,4,,103<br />
2007-3-1,31,27,24,25,23,22,94,85,62,1013,1009,1006,10,9,2,21,3,,0.00,4,Rain,64<br />
2007-3-2,31,27,24,25,23,22,100,87,62,1012,1009,1007,10,9,2,13,2,,0.00,5,Rain-Thunderstorm,86<br />
2007-3-3,30,27,24,24,23,22,94,84,62,1012,1009,1006,10,10,10,23,3,,0.00,6,,92<br />
2007-3-4,32,28,24,25,23,22,100,84,59,1013,1010,1007,10,10,10,14,6,,0.00,6,Rain-Thunderstorm,51<br />
2007-3-5,31,27,24,25,24,23,100,90,66,1013,1011,1009,10,10,8,27,3,40,0.00,6,Rain-Thunderstorm,70<br />
2007-3-6,31,27,24,24,23,22,94,84,62,1015,1012,1009,10,10,8,32,5,,0.00,5,Rain-Thunderstorm,44<br />
2007-3-7,30,27,24,25,23,22,100,91,74,1015,1013,1010,10,9,1,19,3,,0.00,5,Rain-Thunderstorm,288<br />
2007-3-8,29,26,23,25,23,21,100,91,74,1015,1013,1009,10,9,1,19,5,,0.00,6,Rain-Thunderstorm,83<br />
2007-3-9,30,28,25,24,23,22,89,84,62,1013,1011,1007,10,10,8,14,2,,0.00,4,Thunderstorm,63<br />
2007-3-10,28,26,23,24,23,22,100,91,74,1015,1011,1009,10,9,0,23,3,,0.00,5,Fog-Rain-Thunderstorm,27<br />
2007-3-11,32,28,24,25,23,22,94,81,55,1013,1011,1008,10,10,8,13,2,,0.00,5,Rain,23<br />
2007-3-12,32,28,24,24,23,22,94,87,55,1013,1011,1009,10,9,1,27,2,,0.00,6,Rain-Thunderstorm,339<br />
2007-3-13,27,24,23,24,23,22,94,91,79,1014,1012,1010,10,9,1,21,2,,0.00,6,Rain-Thunderstorm,27<br />
2007-3-14,29,26,23,23,23,22,100,85,66,1015,1012,1009,10,10,10,13,2,,0.00,5,,66<br />
2007-3-15,31,27,23,24,23,22,100,82,58,1014,1011,1008,10,10,10,10,2,,0.00,6,Rain,110<br />
2007-3-16,32,28,24,23,23,22,89,76,55,1015,1011,1007,10,10,10,14,5,,0.00,3,,29<br />
2007-3-17,31,27,24,25,23,22,100,86,62,1014,1011,1008,10,9,1,23,3,,0.00,4,Rain-Thunderstorm,7<br />
2007-3-18,27,26,24,24,24,23,100,93,79,1015,1012,1009,10,9,2,11,3,,0.00,6,Rain-Thunderstorm,52<br />
2007-3-19,30,27,24,25,23,22,94,87,70,1015,1013,1010,10,10,8,13,5,,0.00,6,,94<br />
2007-3-20,31,27,24,25,24,23,100,85,62,1015,1012,1008,10,9,3,19,3,,0.00,6,Rain-Thunderstorm,357<br />
2007-3-21,25,23,22,24,23,21,100,94,88,1015,1012,1009,10,8,1,16,3,,0.00,7,Rain-Thunderstorm,124<br />
2007-3-22,31,26,22,24,23,22,100,86,66,1013,1010,1007,10,10,10,14,3,,0.00,5,Thunderstorm,46<br />
2007-3-23,31,27,23,25,24,22,100,83,62,1012,1009,1006,10,10,10,23,5,,0.00,5,Thunderstorm,67<br />
2007-3-24,31,27,24,25,23,22,100,84,62,1013,1010,1007,10,10,8,23,3,,0.00,6,Rain-Thunderstorm,30<br />
2007-3-25,30,27,23,26,24,22,100,91,74,1013,1010,1007,10,9,0,27,3,,0.00,5,Rain-Thunderstorm,239<br />
2007-3-26,26,23,22,25,23,21,100,95,89,1014,1010,1007,10,8,1,34,3,,0.00,5,Rain-Thunderstorm,358<br />
2007-3-27,30,26,22,25,23,22,100,90,70,1014,1010,1007,10,9,1,13,5,,0.00,4,Fog-Rain,309<br />
2007-3-28,31,27,23,25,23,22,94,84,62,1013,1010,1007,10,10,6,13,3,,0.00,5,Rain-Thunderstorm,85<br />
2007-3-29,30,26,22,24,23,22,100,88,70,1013,1010,1006,10,9,1,23,3,,0.00,5,Rain-Thunderstorm,77<br />
2007-3-30,31,27,23,25,23,21,100,84,62,1013,1009,1005,10,10,10,14,3,,0.00,6,Fog-Rain-Thunderstorm,40<br />
2007-3-31,29,26,23,25,23,22,100,94,74,1013,1010,1007,10,9,1,19,5,,0.00,6,Rain-Thunderstorm,340<br />
2007-4-1,30,27,23,25,23,22,100,91,70,1014,1011,1008,10,9,1,13,2,,0.00,5,Fog,267<br />
2007-4-2,31,26,22,25,23,22,100,86,66,1014,1011,1008,10,8,1,11,2,,0.00,5,Fog,263<br />
2007-4-3,32,28,24,24,23,22,100,85,59,1014,1010,1007,10,9,0,24,2,,0.00,5,Fog,67<br />
2007-4-4,32,28,24,25,24,22,100,84,58,1014,1010,1006,10,10,6,10,2,,0.00,5,Rain,312<br />
2007-4-5,30,27,24,25,23,22,94,89,70,1014,1011,1007,10,9,2,19,5,,0.00,5,Rain-Thunderstorm,20<br />
2007-4-6,30,27,23,24,23,22,100,88,70,1014,1011,1008,10,8,0,26,2,,0.00,5,Fog-Rain-Thunderstorm,23<br />
2007-4-7,32,27,23,25,24,22,100,87,62,1015,1012,1008,10,9,3,21,3,,0.00,5,Fog-Rain-Thunderstorm,318<br />
2007-4-8,30,27,23,25,23,22,100,87,70,1015,1012,1010,10,8,1,23,6,,0.00,6,Fog-Rain-Thunderstorm,151<br />
2007-4-9,25,24,23,24,23,22,100,94,89,1016,1013,1010,10,7,1,23,5,,0.00,6,Fog-Rain-Thunderstorm,231<br />
2007-4-10,30,26,22,25,23,21,100,90,70,1014,1012,1010,10,9,4,14,2,,0.00,6,Fog-Rain-Thunderstorm,277<br />
2007-4-11,32,28,23,25,23,22,94,83,55,1016,1013,1009,10,7,1,23,3,,0.00,6,Fog-Rain-Thunderstorm,39<br />
2007-4-12,24,23,22,23,22,22,100,94,89,1017,1014,1011,10,7,2,13,8,,0.00,7,Fog-Rain-Thunderstorm,53<br />
2007-4-13,32,27,23,25,23,23,100,85,59,1015,1012,1008,10,10,7,11,3,,0.00,5,,90<br />
2007-4-14,32,28,24,25,23,22,94,81,58,1019,1011,1007,10,10,9,16,3,,0.00,4,Rain,39<br />
2007-4-15,30,27,23,25,24,21,94,88,74,1015,1012,1009,10,9,2,26,5,,0.00,6,Rain-Thunderstorm,150<br />
2007-4-16,27,24,23,25,24,23,100,95,89,1016,1013,1010,10,8,1,23,3,,0.00,6,Fog-Rain-Thunderstorm,314<br />
2007-4-17,29,27,24,25,23,22,100,91,74,1015,1011,1008,10,6,0,14,3,,0.00,6,Fog-Rain-Thunderstorm,126<br />
2007-4-18,33,28,23,24,23,22,94,78,55,1012,1009,1005,10,9,2,14,3,,0.00,4,Thunderstorm,47<br />
2007-4-19,30,27,24,25,23,23,94,84,70,1012,1009,1008,10,10,10,13,2,,0.00,5,Rain-Thunderstorm,46<br />
2007-4-20,31,27,23,25,23,22,100,83,62,1013,1011,1008,10,10,10,13,3,,0.00,5,Thunderstorm,60<br />
2007-4-21,26,24,24,25,24,22,100,94,89,1015,1013,1011,10,8,0,19,2,,0.00,6,Fog-Rain-Thunderstorm,237<br />
2007-4-22,30,27,23,24,23,21,100,90,70,1016,1013,1011,10,8,1,10,3,,0.00,6,Fog-Rain-Thunderstorm,253<br />
2007-4-23,31,26,22,23,22,21,100,83,58,1014,1012,1009,10,7,1,14,2,,0.00,5,Fog,67<br />
2007-4-24,33,28,24,25,23,22,94,77,55,1014,1011,1008,10,10,10,13,5,,0.00,5,,61<br />
2007-4-25,30,27,24,25,23,22,94,83,62,1014,1010,1007,10,10,6,13,3,,0.00,5,Rain-Thunderstorm,358<br />
2007-4-26,32,28,24,25,23,22,94,86,62,1013,1010,1008,10,9,4,13,2,,0.00,4,Rain-Thunderstorm,3<br />
2007-4-27,31,27,23,24,23,22,100,89,66,1014,1011,1009,10,9,1,24,3,,0.00,5,Fog-Rain-Thunderstorm,357<br />
2007-4-28,28,26,23,24,23,21,94,88,79,1015,1013,1010,10,9,4,14,2,,0.00,6,Rain-Thunderstorm,29<br />
2007-4-29,31,26,22,25,23,21,100,86,58,1015,1013,1009,10,9,1,19,2,,0.00,6,Fog-Rain-Thunderstorm,343<br />
2007-4-30,30,27,24,25,23,22,94,89,70,1014,1012,1009,10,10,6,13,2,,0.00,6,Rain-Thunderstorm,297<br />
2007-5-1,31,26,22,25,23,21,94,85,62,1014,1011,1008,10,9,1,11,2,,0.00,4,Fog-Thunderstorm,269<br />
2007-5-2,31,27,23,25,23,22,100,85,62,1014,1011,1007,10,10,10,10,2,,0.00,6,Thunderstorm,351<br />
2007-5-3,32,27,23,25,23,21,94,80,62,1014,1011,1008,10,10,10,11,2,,0.00,5,Thunderstorm,111<br />
2007-5-4,31,27,24,25,23,23,94,85,70,1013,1010,1007,10,10,10,10,0,,0.00,5,Fog-Thunderstorm,360<br />
2007-5-5,32,28,24,25,24,22,100,87,66,1011,1009,1007,10,10,8,27,2,,0.00,6,Rain-Thunderstorm,161<br />
2007-5-6,28,26,23,25,23,21,100,92,79,1012,1010,1008,10,7,0,14,2,,0.00,6,Fog-Rain-Thunderstorm,281<br />
2007-5-7,30,26,22,24,23,22,100,87,66,1012,1010,1007,10,10,2,11,2,,0.00,6,Rain-Thunderstorm,269<br />
2007-5-8,30,27,24,25,24,23,94,87,70,1013,1011,1008,10,10,10,14,2,,0.00,5,,47<br />
2007-5-9,32,28,24,25,23,22,94,79,59,1014,1012,1009,10,10,2,21,3,,0.00,5,Rain-Thunderstorm,77<br />
2007-5-10,27,24,23,24,23,22,100,93,79,1015,1013,1011,10,9,3,14,6,,0.00,6,Rain-Thunderstorm,151<br />
2007-5-11,28,26,23,24,23,22,94,87,74,1016,1014,1012,10,10,10,10,2,,0.00,6,,167<br />
2007-5-12,30,27,24,25,23,22,100,88,66,1017,1015,1013,10,9,2,11,2,,0.00,5,Fog-Rain,35<br />
2007-5-13,32,28,24,24,23,22,100,82,55,1016,1013,1010,10,9,0,14,2,,0.00,3,Fog,80<br />
2007-5-14,33,28,23,26,23,21,94,78,52,1014,1013,1009,10,10,10,16,2,,0.00,3,Thunderstorm,70<br />
2007-5-15,29,27,24,25,24,23,94,88,74,1015,1012,1009,10,10,4,11,2,,0.00,5,Rain,338<br />
2007-5-16,31,27,24,26,24,23,94,89,70,1013,1011,1007,10,9,1,29,2,,0.00,5,Fog-Rain-Thunderstorm,21<br />
2007-5-17,32,27,23,25,23,22,100,86,66,1013,1010,1008,10,10,8,27,2,,0.00,5,Rain-Thunderstorm,26<br />
2007-5-18,32,27,23,25,23,21,100,82,55,1013,1011,1008,10,8,0,10,0,,0.00,4,Fog-Thunderstorm,55<br />
2007-5-19,32,28,24,26,24,23,94,82,62,1014,1011,1008,10,10,10,13,2,,0.00,2,,184<br />
2007-5-20,30,27,24,25,24,22,94,83,70,1014,1011,1009,10,10,10,10,2,,0.00,5,,150<br />
2007-5-21,31,27,24,24,23,23,94,82,62,1014,1011,1008,10,10,10,10,2,,0.00,6,Thunderstorm,283<br />
2007-5-22,32,28,24,25,23,23,94,84,59,1012,1010,1007,10,10,10,21,2,,0.00,5,Fog-Rain-Thunderstorm,11<br />
2007-5-23,31,28,25,24,23,22,89,83,66,1013,1010,1007,10,10,10,3,0,,0.00,5,,320<br />
2007-5-24,32,28,24,25,23,22,100,79,55,1013,1011,1008,10,9,4,14,5,,0.00,4,Rain-Thunderstorm,76<br />
2007-5-25,27,26,24,23,22,22,89,82,74,1015,1012,1010,10,9,2,14,5,,0.00,6,Rain-Thunderstorm,120<br />
2007-5-26,27,24,23,22,22,21,89,85,74,1015,1013,1011,10,10,10,13,8,,0.00,6,,64<br />
2007-5-27,,,,,,,,,,1015,1013,1009,5,4,3,,,,0.00,6,Fog-Rain-Thunderstorm,-1<br />
2007-5-28,30,28,24,24,23,22,94,81,66,1016,1013,1010,10,8,1,10,5,,0.00,5,Fog-Thunderstorm,50<br />
2007-5-29,31,26,22,25,23,21,94,83,55,1015,1012,1009,10,10,10,11,2,,0.00,3,Fog-Thunderstorm,36<br />
2007-5-30,28,24,22,24,22,21,100,90,70,1017,1014,1011,10,9,1,27,6,48,0.00,5,Rain-Thunderstorm,42<br />
2007-5-31,29,26,22,24,22,22,100,90,70,1015,1013,1010,10,10,2,24,2,,0.00,6,Fog-Rain-Thunderstorm,204<br />
2007-6-1,30,26,22,24,22,21,100,84,58,1015,1013,1010,10,9,1,14,3,,0.00,3,Fog,204<br />
2007-6-2,27,24,23,24,23,22,94,88,79,1016,1014,1012,10,9,3,14,6,,0.00,5,Fog-Rain-Thunderstorm,176<br />
2007-6-3,30,26,22,25,23,21,100,87,70,1016,1014,1012,10,8,0,14,3,,0.00,5,Fog,239<br />
2007-6-4,30,26,22,24,22,20,100,87,66,1017,1015,1012,10,9,1,14,3,,0.00,4,Rain-Thunderstorm,208<br />
2007-6-5,31,26,22,24,23,21,94,85,62,1016,1014,1012,10,9,1,19,3,,0.00,4,Rain-Thunderstorm,40<br />
2007-6-6,31,26,22,24,22,21,94,81,55,1016,1013,1011,10,10,10,14,5,,0.00,1,Thunderstorm,74<br />
2007-6-7,32,27,23,25,23,21,94,81,52,1014,1012,1010,10,10,8,19,5,,0.00,4,Rain-Thunderstorm,88<br />
2007-6-8,31,27,23,24,22,21,94,80,58,1014,1012,1009,10,10,10,11,2,,0.00,4,,58<br />
2007-6-9,32,27,22,24,23,21,100,83,55,1013,1011,1009,10,10,10,23,5,,0.00,3,,96<br />
2007-6-10,31,27,23,23,22,21,94,81,55,1014,1012,1010,10,10,10,21,5,,0.00,4,,57<br />
2007-6-11,30,27,23,23,22,21,100,82,58,1014,1012,1010,10,10,6,16,5,,0.00,6,Rain,57<br />
2007-6-12,30,27,23,23,22,21,94,85,62,1014,1012,1009,10,10,10,14,3,37,0.00,4,Rain,28<br />
2007-6-13,31,27,23,24,22,21,94,83,62,1013,1011,1009,10,10,10,23,3,,0.00,5,,29<br />
2007-6-14,31,26,22,23,22,21,94,82,55,1012,1010,1008,10,10,10,24,5,,0.00,4,Rain-Thunderstorm,71<br />
2007-6-15,32,27,23,23,22,21,94,82,52,1013,1012,1010,10,10,10,35,5,55,0.00,5,Rain-Thunderstorm,70<br />
2007-6-16,29,26,22,25,23,21,100,90,74,1015,1013,1011,10,8,0,24,5,,0.00,5,Fog-Rain-Thunderstorm,328<br />
2007-6-17,31,26,21,23,22,21,100,86,58,1015,1013,1011,10,6,0,19,2,,0.00,4,Fog,204<br />
2007-6-18,31,26,22,24,22,21,100,87,58,1015,1013,1012,10,9,2,37,3,,0.00,6,Fog-Rain-Thunderstorm,30<br />
2007-6-19,29,26,22,24,22,21,94,87,66,1016,1014,1012,10,10,10,11,5,,0.00,6,Fog-Rain-Thunderstorm,337<br />
2007-6-20,31,26,22,25,22,21,100,87,55,1015,1013,1011,10,7,0,16,3,,0.00,5,Fog,45<br />
2007-6-21,32,27,22,24,21,18,94,74,43,1015,1013,1010,10,10,10,23,5,,0.00,2,,72<br />
2007-6-22,31,26,22,23,22,20,94,77,52,1013,1011,1009,10,10,10,23,3,,0.00,3,,95<br />
2007-6-23,32,28,24,24,22,19,89,68,49,1012,1011,1009,10,10,10,19,3,,0.00,3,,91<br />
2007-6-24,32,28,24,24,21,19,94,70,46,1015,1012,1011,10,10,10,19,5,,0.00,3,,95<br />
2007-6-25,32,27,23,24,22,20,89,75,52,1016,1013,1011,10,10,10,14,3,,0.00,2,,123<br />
2007-6-26,33,27,22,22,20,17,94,70,40,1015,1013,1011,10,10,10,23,5,,0.00,1,,101<br />
2007-6-27,33,28,23,27,20,17,88,68,38,1014,1013,1011,10,10,10,19,3,,0.00,2,,112<br />
2007-6-28,33,28,23,22,20,16,88,63,40,1015,1013,1011,10,10,10,14,3,,0.00,3,,105<br />
2007-6-29,33,27,22,23,22,17,94,74,45,1017,1015,1013,10,10,10,19,3,,0.00,5,,146<br />
2007-6-30,32,27,22,23,22,20,100,76,49,1017,1015,1013,10,10,10,14,3,,0.00,1,,145<br />
2007-7-1,31,26,22,23,22,21,100,80,55,1018,1016,1013,10,10,10,11,3,,0.00,4,Thunderstorm,49<br />
2007-7-2,31,26,22,24,21,20,100,79,55,1018,1016,1013,10,10,10,14,3,,0.00,5,Thunderstorm,47<br />
2007-7-3,32,27,22,24,22,21,94,77,52,1017,1015,1012,10,10,10,14,2,,0.00,2,Fog,184<br />
2007-7-4,32,27,22,23,22,20,94,80,52,1015,1013,1011,10,10,10,32,5,,0.00,3,Thunderstorm,38<br />
2007-7-5,31,27,24,24,22,21,94,78,58,1015,1013,1011,10,10,10,32,5,,0.00,3,Rain-Thunderstorm,42<br />
2007-7-6,33,28,23,23,22,19,100,74,43,1015,1013,1010,10,10,10,21,5,,0.00,3,,54<br />
2007-7-7,33,28,24,23,22,18,89,71,43,1013,1011,1008,10,10,10,19,5,,0.00,3,,71<br />
2007-7-8,32,28,24,23,22,21,89,73,52,1013,1011,1008,10,10,10,13,3,,0.00,5,,92<br />
2007-7-9,32,28,24,24,23,22,94,82,62,1014,1012,1010,10,10,3,13,3,,0.00,5,Fog,319<br />
2007-7-10,25,23,21,23,21,20,94,90,83,1016,1013,1011,10,9,1,26,6,,0.00,6,Fog-Rain-Thunderstorm,332<br />
2007-7-11,29,24,21,24,22,20,94,85,66,1015,1013,1010,10,10,8,11,5,,0.00,5,Thunderstorm,316<br />
2007-7-12,31,27,23,24,22,21,94,81,58,1015,1013,1010,10,10,10,14,3,,0.00,5,Fog-Thunderstorm,277<br />
2007-7-13,31,27,23,24,22,21,94,84,58,1015,1013,1010,10,10,3,16,3,,0.00,4,Rain-Thunderstorm,324<br />
2007-7-14,32,27,23,24,22,21,94,76,58,1014,1012,1009,10,10,10,23,6,,0.00,4,Thunderstorm,65<br />
2007-7-15,32,27,23,23,22,20,94,78,55,1014,1012,1010,10,10,10,19,3,,0.00,6,,72<br />
2007-7-16,31,26,22,24,22,20,94,78,55,1014,1011,1009,10,10,10,14,3,,0.00,3,,156<br />
2007-7-17,33,28,23,23,22,20,94,73,46,1013,1011,1009,10,10,10,14,3,,0.00,3,,74<br />
2007-7-18,32,27,23,24,22,20,94,80,49,1015,1012,1009,10,9,3,14,3,,0.00,4,Fog-Thunderstorm,295<br />
2007-7-19,29,26,23,24,23,22,94,83,66,1014,1012,1009,10,10,4,11,3,,0.00,6,Rain-Thunderstorm,212<br />
2007-7-20,29,26,23,26,23,21,94,89,70,1015,1012,1010,10,8,0,23,5,,0.00,6,Fog-Rain-Thunderstorm,281<br />
2007-7-21,32,27,22,24,22,20,94,81,55,1015,1013,1009,10,8,0,11,3,,0.00,5,Fog,271<br />
2007-7-22,31,27,23,24,23,21,94,83,58,1014,1012,1010,10,10,10,19,3,,0.00,5,Rain-Thunderstorm,210<br />
2007-7-23,31,26,22,24,22,21,94,80,55,1014,1012,1009,10,10,10,14,3,,0.00,3,Thunderstorm,73<br />
2007-7-24,32,26,21,29,22,20,94,73,49,1013,1011,1009,10,10,10,19,5,,0.00,3,,91<br />
2007-7-25,34,28,23,24,21,16,94,68,34,1014,1012,1010,10,10,10,19,3,,0.00,1,,108<br />
2007-7-26,32,28,24,25,22,19,94,74,51,1015,1013,1011,10,10,10,19,5,,0.00,4,,137<br />
2007-7-27,29,27,24,23,22,21,94,80,62,1016,1014,1011,10,9,1,19,6,,0.00,4,Rain,225<br />
2007-7-28,29,24,21,23,22,20,94,83,70,1016,1015,1012,10,9,1,32,10,,0.00,5,Rain-Thunderstorm,244<br />
2007-7-29,29,24,21,23,21,20,100,86,70,1017,1014,1012,10,9,1,26,5,,0.00,5,Rain-Thunderstorm,101<br />
2007-7-30,31,27,23,23,22,21,94,80,62,1015,1013,1010,10,10,8,14,2,,0.00,4,,3<br />
