
SRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-4-30,32,28,24,26,24,22,100,85,57,1014,1012,1010,19,11,6,11,2,,40.89,3,Rain-Thunderstorm,359<br />
2012-5-1,32,28,24,26,24,23,94,77,56,1013,1012,1010,19,12,10,11,2,,1.02,3,Rain,90<br />
2012-5-2,31,28,25,25,24,24,94,79,62,1013,1011,1009,19,11,8,11,5,,2.03,2,Rain,94<br />
2012-5-3,32,28,25,25,24,23,94,84,55,1013,1012,1010,19,11,5,14,2,,11.94,3,Rain-Thunderstorm,101<br />
2012-5-4,33,28,24,24,24,23,100,77,51,1014,1012,1009,19,12,10,32,2,,1.02,2,,80<br />
2012-5-5,29,27,24,24,22,2,94,80,18,1013,1012,1010,19,12,10,11,2,,13.97,2,Rain,99<br />
2012-5-6,33,28,23,24,23,23,100,74,53,1014,1011,1009,19,11,0,11,3,,1.02,3,Fog-Rain,123<br />
2012-5-7,32,28,24,25,24,22,94,75,52,1014,1012,1010,19,12,6,18,3,,2.03,3,Rain,130<br />
2012-5-8,33,29,25,25,24,23,94,71,50,1014,1012,1010,19,12,10,21,6,,0.00,3,,120<br />
2012-5-9,31,27,24,24,23,23,94,75,59,1014,1011,1009,19,12,10,14,6,,0.00,3,Rain-Thunderstorm,94<br />
2012-5-10,32,28,24,25,24,23,94,77,51,1013,1011,1009,19,12,5,14,3,,11.94,3,Rain,77<br />
2012-5-11,32,28,25,25,24,23,94,74,57,1013,1011,1009,19,12,10,14,6,,0.00,3,,90<br />
2012-5-12,32,28,24,24,23,22,100,69,46,1014,1012,1010,19,13,8,19,5,,0.00,2,,70<br />
2012-5-13,30,28,25,24,23,22,94,77,62,1013,1011,1009,19,11,8,23,8,,7.11,3,,77<br />
2012-5-14,29,27,24,25,24,23,100,82,66,1013,1011,1009,19,11,8,14,3,,4.06,3,Rain,102<br />
2012-5-15,31,28,24,25,23,21,100,76,51,1014,1012,1010,19,12,10,14,3,,0.00,2,Rain,81<br />
2012-5-16,31,27,24,25,24,23,100,84,56,1014,1012,1010,19,11,5,19,2,,13.97,2,Rain,85<br />
2012-5-17,30,28,25,25,24,23,95,84,58,1013,1012,1011,19,11,5,19,3,,22.10,3,Rain-Thunderstorm,95<br />
2012-5-18,31,28,25,24,23,21,89,71,49,1012,1011,1009,19,13,10,14,5,,4.06,3,Rain,95<br />
2012-5-19,30,28,25,24,23,22,94,75,62,1013,1012,1010,19,12,10,19,5,,0.00,3,Rain,96<br />
2012-5-20,28,26,24,25,24,23,100,92,84,1014,1013,1012,14,10,5,0,0,,32.00,4,Rain-Thunderstorm,-1<br />
2012-5-21,30,27,23,25,24,23,100,83,59,1015,1014,1012,19,11,6,11,2,,4.06,3,Rain,69<br />
2012-5-22,32,28,24,24,23,22,94,78,55,1015,1013,1011,19,11,3,14,2,,10.92,4,Rain,164<br />
2012-5-23,30,28,25,25,24,23,100,84,58,1015,1014,1012,19,11,0,16,5,,6.10,3,Rain,59<br />
2012-5-24,30,27,24,25,24,23,94,82,64,1015,1013,1012,19,12,10,19,5,,1.02,2,Rain,80<br />
2012-5-25,31,28,24,24,24,23,94,77,58,1015,1013,1011,19,12,10,14,3,,0.00,2,Rain,91<br />
2012-5-26,31,28,24,25,24,23,100,82,56,1015,1013,1011,19,11,0,14,0,,4.06,3,Fog-Rain-Thunderstorm,60<br />
2012-5-27,33,29,25,25,24,23,94,75,54,1015,1013,1012,19,12,10,14,3,,0.00,2,,65<br />
2012-5-28,31,27,24,25,24,24,100,81,66,1014,1013,1010,19,12,10,16,3,,5.08,3,Rain-Thunderstorm,56<br />
2012-5-29,32,28,24,24,23,23,94,83,54,1014,1013,1011,19,12,10,13,3,,7.87,2,Rain-Thunderstorm,110<br />
2012-5-30,30,28,25,24,24,23,94,79,70,1015,1013,1011,19,12,10,11,3,,0.00,3,,90<br />
2012-5-31,32,28,24,26,24,23,100,80,55,1015,1014,1012,19,12,8,19,5,,0.51,3,Rain,123<br />
2012-6-1,32,29,26,25,23,22,89,68,51,1017,1015,1013,19,13,10,23,8,,0.00,3,,91<br />
2012-6-2,31,27,24,24,23,22,94,73,55,1016,1014,1012,19,12,10,19,5,,6.10,2,Rain,69<br />
2012-6-3,32,28,24,24,23,21,89,72,50,1016,1013,1011,19,12,10,14,6,,2.03,2,,97<br />
2012-6-4,32,28,24,24,23,23,94,80,59,1015,1013,1010,19,10,8,23,6,,0.00,3,Rain-Thunderstorm,34<br />
2012-6-5,31,27,23,25,24,23,95,77,57,1015,1013,1011,19,12,5,23,3,,7.87,2,Rain,87<br />
2012-6-6,29,27,24,25,24,23,94,85,70,1014,1013,1011,19,11,10,8,0,,12.95,3,Rain,130<br />
2012-6-7,29,27,24,26,24,23,100,89,67,1015,1013,1011,19,10,6,14,5,,19.05,5,Rain-Thunderstorm,122<br />
2012-6-8,31,28,25,24,23,22,94,79,49,1014,1012,1009,19,12,10,14,2,,0.00,3,,49<br />
2012-6-9,30,28,25,24,24,23,94,79,64,1014,1012,1010,19,12,10,14,3,,6.10,2,Rain-Thunderstorm,91<br />
2012-6-10,31,27,24,25,24,22,100,79,60,1014,1012,1010,19,12,10,14,2,,2.03,3,Rain,72<br />
2012-6-11,31,27,24,24,24,23,100,79,61,1014,1012,1010,19,12,10,11,2,,0.00,3,Rain,95<br />
2012-6-12,28,26,24,24,24,23,94,86,76,1014,1012,1010,19,12,10,14,2,,39.88,2,Rain,66<br />
2012-6-13,30,28,25,25,24,23,94,83,70,1014,1013,1011,14,10,0,8,2,,26.92,2,Rain,145<br />
2012-6-14,33,28,24,25,24,23,95,78,57,1014,1012,1011,19,10,0,14,3,,0.51,3,Fog-Rain,76<br />
2012-6-15,33,29,25,24,23,22,94,75,45,1014,1012,1010,19,12,8,14,3,,0.00,3,Rain,102<br />
2012-6-16,31,28,24,24,23,23,94,75,54,1015,1013,1012,19,12,10,16,3,,2.03,2,,99<br />
2012-6-17,31,28,24,25,24,23,94,76,62,1015,1013,1011,19,12,10,14,3,,2.03,3,Rain,80<br />
2012-6-18,29,27,24,24,23,22,94,82,59,1015,1014,1012,19,11,5,14,2,,3.05,3,Rain,70<br />
2012-6-19,30,27,24,25,23,23,100,80,66,1015,1013,1012,19,11,10,11,2,,2.03,2,,130<br />
2012-6-20,33,28,24,24,23,22,94,75,52,1014,1013,1011,19,12,6,11,2,,1.02,2,Rain,143<br />
2012-6-21,33,27,22,24,23,21,94,81,55,1014,1012,1011,19,11,8,14,5,,18.03,2,Rain,75<br />
2012-6-22,33,29,25,25,24,22,94,71,42,1014,1013,1012,19,12,10,14,3,,0.00,2,,82<br />
2012-6-23,32,28,24,24,23,22,100,74,49,1016,1015,1014,19,12,10,19,3,,0.51,2,Rain,102<br />
2012-6-24,30,27,24,24,23,21,100,77,58,1016,1015,1014,19,12,10,11,3,,1.02,1,Rain,70<br />
2012-6-25,31,27,24,24,23,22,94,76,58,1016,1014,1012,19,12,10,14,2,,0.00,2,Rain,104<br />
2012-6-26,32,27,23,24,23,22,97,71,52,1015,1014,1012,19,12,10,11,5,,1.02,2,Thunderstorm,79<br />
2012-6-27,32,28,24,25,23,22,94,69,51,1016,1014,1013,19,12,10,23,6,,0.00,2,,67<br />
2012-6-28,31,27,23,24,23,22,94,75,52,1016,1015,1013,19,12,10,8,0,,10.92,2,Rain,130<br />
2012-6-29,31,28,26,24,23,22,89,76,62,1014,1013,1011,14,11,10,11,3,,0.51,3,Thunderstorm,55<br />
2012-6-30,33,29,24,24,23,22,94,73,42,1014,1012,1010,19,12,10,19,3,,0.51,2,Thunderstorm,120<br />
2012-7-1,32,28,24,24,23,22,94,76,55,1014,1012,1010,19,12,10,11,2,,0.00,2,,75<br />
2012-7-2,31,27,24,24,23,21,94,79,52,1014,1012,1011,19,11,3,11,2,,9.91,2,Fog-Thunderstorm,182<br />
2012-7-3,33,29,24,24,23,22,94,77,50,1014,1012,1009,19,13,10,16,5,,11.94,2,,138<br />
2012-7-4,32,28,24,24,23,22,94,75,53,1013,1011,1010,19,11,8,14,3,,0.51,2,Rain,135<br />
2012-7-5,32,28,24,23,23,21,94,71,51,1012,1010,1008,19,12,10,23,5,,0.00,2,,122<br />
2012-7-6,33,28,24,25,23,23,94,73,49,1013,1011,1009,19,12,10,19,6,,0.00,3,,76<br />
2012-7-7,32,29,27,25,23,22,89,69,48,1013,1012,1010,19,12,10,14,2,,0.00,2,Rain,78<br />
2012-7-8,32,28,25,24,23,22,94,77,55,1014,1012,1010,19,12,5,14,3,,22.10,3,Rain-Thunderstorm,71<br />
2012-7-9,31,28,25,25,24,23,94,78,54,1014,1012,1010,19,10,3,14,2,,11.94,3,Rain,104<br />
2012-7-10,33,29,25,25,24,23,95,75,54,1013,1012,1009,19,11,10,11,3,,3.05,3,Rain-Thunderstorm,114<br />
2012-7-11,32,28,25,25,24,22,94,77,55,1012,1010,1008,19,12,10,14,2,,25.91,3,,63<br />
2012-7-12,31,27,24,24,23,23,95,79,56,1012,1011,1009,19,12,10,11,0,,1.02,2,Rain-Thunderstorm,70<br />
2012-7-13,31,28,25,24,23,22,94,80,56,1015,1013,1011,19,12,10,11,2,,4.06,3,Rain,124<br />
2012-7-14,31,27,24,25,24,23,94,80,57,1015,1013,1011,19,11,5,14,3,,1.02,2,Rain-Thunderstorm,83<br />
2012-7-15,31,28,25,24,23,23,94,79,58,1015,1013,1012,19,11,10,35,3,,0.76,2,Thunderstorm,66<br />
2012-7-16,32,28,25,24,23,23,94,77,53,1014,1013,1011,19,11,10,14,0,,6.10,3,Rain,80<br />
2012-7-17,31,27,24,25,23,23,94,82,55,1016,1014,1012,19,10,3,14,2,,4.06,2,Rain,245<br />
2012-7-18,32,28,24,24,23,23,94,80,58,1016,1014,1013,19,12,5,19,3,,16.00,2,Rain-Thunderstorm,162<br />
2012-7-19,32,28,25,24,23,23,94,78,54,1015,1013,1011,19,12,10,0,0,,32.00,2,Rain,-1<br />
2012-7-20,32,28,24,25,23,23,92,77,59,1015,1013,1011,19,11,3,16,2,,7.87,2,Rain,152<br />
2012-7-21,32,28,25,24,23,21,94,75,52,1015,1013,1012,19,11,10,14,2,,7.11,2,Rain,70<br />
2012-7-22,32,28,24,25,24,23,94,77,49,1015,1014,1012,19,13,10,13,3,,0.51,2,Rain,127<br />
2012-7-23,33,29,25,24,23,21,94,66,42,1015,1014,1012,19,13,10,14,2,,0.00,2,,130<br />
2012-7-24,33,29,25,24,23,22,94,70,47,1016,1014,1011,19,12,8,24,5,,0.00,3,Thunderstorm,125<br />
2012-7-25,32,28,25,24,24,22,94,75,53,1016,1014,1011,19,12,10,14,2,,0.00,3,Rain,111<br />
2012-7-26,32,28,23,24,22,21,100,70,42,1016,1014,1011,19,12,10,14,2,,0.51,3,Rain,123<br />
2012-7-27,33,29,25,24,23,23,94,69,46,1015,1013,1011,19,13,10,19,5,,0.00,2,,110<br />
2012-7-28,33,29,24,25,23,21,94,69,38,1015,1013,1010,19,13,10,14,3,,0.25,2,,96<br />
2012-7-29,34,29,25,24,23,22,89,71,42,1013,1011,1009,19,13,10,14,5,,0.76,2,Rain,132<br />
2012-7-30,33,29,24,24,23,21,89,69,42,1014,1013,1010,19,13,10,19,8,,0.00,2,,163<br />
2012-7-31,32,28,24,25,23,22,94,74,52,1014,1013,1011,19,12,8,14,2,,0.00,3,Rain,124<br />
2012-8-1,31,28,24,24,23,21,89,79,49,1014,1013,1011,19,11,8,19,3,,9.91,3,Rain-Thunderstorm,312<br />
2012-8-2,32,28,23,24,23,23,95,81,58,1014,1012,1010,19,11,8,14,3,,4.06,2,Rain,168<br />
2012-8-3,32,28,24,24,23,21,94,70,50,1014,1012,1010,19,13,10,8,0,,0.00,2,,120<br />
2012-8-4,32,28,24,24,23,22,100,69,51,1014,1012,1010,19,12,1,19,3,,0.00,3,Fog,68<br />
2012-8-5,34,29,25,23,23,22,89,64,42,1015,1013,1011,19,12,10,19,10,,0.00,2,,187<br />
2012-8-6,33,29,24,24,23,22,89,68,46,1014,1013,1010,19,13,10,8,0,,0.00,2,,155<br />
2012-8-7,33,28,24,24,23,22,94,65,49,1014,1012,1009,19,13,10,14,5,,0.00,2,Hail-Thunderstorm,93<br />
2012-8-8,33,29,25,24,23,22,94,76,52,1014,1013,1011,19,12,10,13,3,,0.25,3,,140<br />
2012-8-9,32,28,25,25,23,22,94,80,52,1015,1013,1011,19,12,10,8,2,,7.87,2,Rain,170<br />
2012-8-10,34,29,25,24,23,22,94,72,40,1014,1012,1010,19,12,10,21,3,,0.76,2,Rain-Thunderstorm,133<br />
2012-8-11,33,29,25,23,23,22,89,64,46,1014,1012,1010,19,13,10,14,6,,0.00,2,,120<br />
2012-8-12,33,29,24,24,23,20,94,66,38,1014,1012,1009,19,13,10,14,0,,0.00,2,,90<br />
2012-8-13,34,28,23,24,23,21,94,69,39,1015,1013,1011,19,12,3,21,6,,10.92,2,Rain-Thunderstorm,167<br />
2012-8-14,33,28,24,24,22,2,94,67,17,1015,1013,1011,19,13,10,11,2,,0.00,2,,70<br />
