
UZT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-2-20,17,12,7,11,7,4,94,75,52,1015,1013,1012,10,9,4,14,10,,0.00,5,Rain,79<br />
2010-2-21,17,13,9,12,9,7,100,83,55,1014,1012,1008,10,4,1,18,10,,0.00,8,Rain,27<br />
2010-2-22,11,9,8,10,8,7,100,96,82,1010,1009,1008,10,3,0,21,8,,0.00,7,Fog-Rain,155<br />
2010-2-23,21,13,7,11,6,0,88,63,25,1010,1007,1005,10,6,4,18,11,,0.00,7,Rain,94<br />
2010-2-24,12,9,6,10,5,3,100,81,58,1018,1014,1010,10,9,3,21,11,29,0.00,7,Rain,322<br />
2010-2-25,12,9,6,9,7,2,100,89,71,1013,1012,1010,10,5,2,18,11,,0.00,8,Rain,51<br />
2010-2-26,9,8,6,9,6,3,100,91,71,1020,1016,1012,10,6,1,14,6,,0.00,7,Rain,248<br />
2010-2-27,15,9,3,6,3,0,100,71,38,1020,1017,1014,7,3,0,18,6,,0.00,,Fog,38<br />
2010-2-28,13,10,8,9,6,3,94,78,54,1015,1014,1013,10,7,3,14,6,,0.00,6,Rain,65<br />
2010-3-1,10,8,6,9,7,4,100,88,71,1023,1017,1013,10,6,2,18,8,,0.00,8,Rain,137<br />
2010-3-2,16,11,6,8,7,5,100,78,48,1023,1020,1015,10,4,0,11,6,,0.00,5,Fog,333<br />
2010-3-3,17,12,8,10,3,-3,94,61,27,1015,1008,1004,10,6,4,18,10,40,0.00,5,,54<br />
2010-3-4,15,11,8,9,7,6,100,80,55,1014,1011,1008,10,7,3,18,8,,0.00,6,Rain,169<br />
2010-3-5,19,13,8,7,5,2,87,60,34,1015,1014,1014,10,9,5,18,8,,0.00,7,,77<br />
2010-3-6,17,12,8,9,5,1,77,62,39,1015,1014,1013,7,6,5,14,6,,0.00,6,,70<br />
2010-3-7,18,14,11,7,5,3,71,54,42,1019,1017,1014,10,7,4,14,8,,0.00,7,,96<br />
2010-3-8,24,17,10,10,5,2,77,49,24,1023,1020,1018,10,10,10,21,11,55,0.00,8,Rain,120<br />
2010-3-9,15,12,10,10,9,7,94,84,63,1027,1024,1022,10,7,2,21,10,,0.00,8,,164<br />
2010-3-10,22,16,10,11,7,5,94,59,33,1022,1017,1013,7,5,2,14,6,,0.00,,,67<br />
2010-3-11,22,13,3,8,6,2,93,56,38,1025,1015,1010,10,9,3,29,13,35,0.00,7,Rain,282<br />
2010-3-12,5,2,-1,1,-1,-2,100,82,61,1035,1032,1026,10,9,1,18,11,,0.00,7,Fog-Rain-Snow,355<br />
2010-3-13,16,7,-1,1,-2,-8,100,56,20,1028,1021,1015,7,4,2,14,5,,0.00,,,100<br />
2010-3-14,20,16,12,9,6,-1,72,51,34,1016,1013,1010,10,10,7,26,14,43,0.00,5,Rain,63<br />
2010-3-15,22,17,12,12,9,6,82,65,41,1021,1017,1013,10,8,4,26,11,,0.00,8,Rain-Thunderstorm,73<br />
2010-3-16,31,23,15,10,5,0,55,35,14,1013,1010,1007,7,7,7,21,13,32,0.00,,,96<br />
2010-3-17,25,19,13,11,6,1,72,41,28,1023,1011,1006,10,9,5,32,18,50,0.00,8,,19<br />
2010-3-18,15,12,9,8,7,2,87,74,44,1026,1023,1016,10,8,4,21,13,,0.00,7,,248<br />
2010-3-19,21,14,9,11,9,6,94,68,46,1022,1013,1007,10,6,3,26,10,,0.00,7,,299<br />
2010-3-20,13,7,2,6,1,-2,93,73,41,1035,1032,1023,10,9,7,26,16,,0.00,7,Rain,333<br />
2010-3-21,9,4,1,2,0,-1,93,74,50,1033,1031,1027,10,9,7,11,5,,0.00,7,,165<br />
2010-3-22,14,9,4,4,0,-5,87,58,38,1027,1025,1023,7,6,3,18,10,,0.00,7,,199<br />
2010-3-23,15,9,3,4,2,1,93,66,41,1024,1022,1020,10,5,3,11,8,,0.00,6,,163<br />
2010-3-24,16,11,6,5,3,2,87,61,45,1027,1024,1020,10,5,3,14,5,26,0.00,6,,267<br />
2010-3-25,22,14,7,6,2,-2,87,50,23,1027,1021,1014,7,4,3,18,10,,0.00,,,30<br />
2010-3-26,19,14,10,8,6,2,77,57,40,1020,1016,1014,10,7,4,21,10,,0.00,5,,149<br />
2010-3-27,12,6,1,8,-3,-10,87,53,31,1036,1027,1020,10,7,4,26,13,43,0.00,6,,341<br />
2010-3-28,16,7,-2,-3,-8,-12,74,38,15,1036,1030,1020,4,4,4,21,11,,0.00,,,359<br />
2010-3-29,16,9,3,1,-3,-7,70,42,22,1019,1016,1014,10,10,10,14,8,,0.00,8,,33<br />
2010-3-30,21,13,6,6,2,-3,81,51,26,1018,1017,1015,7,5,4,18,6,,0.00,7,,316<br />
2010-3-31,22,14,8,7,5,2,81,52,28,1018,1016,1014,10,8,7,18,8,,0.00,6,,22<br />
2010-4-1,25,18,11,8,6,3,76,50,25,1014,1012,1010,10,8,7,18,5,,0.00,5,,89<br />
2010-4-2,21,17,13,11,9,6,82,60,38,1012,1011,1009,10,9,4,26,11,,0.00,6,Rain,13<br />
2010-4-3,16,13,11,12,10,7,100,81,55,1021,1017,1010,10,9,4,40,10,50,0.00,7,Rain-Thunderstorm,158<br />
2010-4-4,20,14,9,10,6,2,93,58,30,1023,1022,1020,10,10,10,14,8,,0.00,6,,54<br />
2010-4-5,25,18,11,7,3,-1,72,42,19,1023,1022,1020,,,,14,10,,0.00,,,68<br />
2010-4-6,21,16,11,10,6,0,77,51,33,1023,1021,1019,10,10,7,32,16,,0.00,7,,13<br />
2010-4-7,14,12,10,12,11,8,100,91,67,1021,1020,1019,10,6,3,18,10,,0.00,8,Rain,338<br />
2010-4-8,20,16,11,12,11,9,100,75,52,1022,1021,1019,10,5,1,18,6,,0.00,7,Fog,334<br />
2010-4-9,24,17,11,15,11,9,100,72,41,1019,1017,1014,7,3,0,14,8,26,0.00,3,Fog,7<br />
2010-4-10,27,19,12,14,9,1,82,58,18,1013,1009,1007,10,7,4,21,8,,0.00,7,Rain,53<br />
2010-4-11,24,19,14,15,13,11,100,80,50,1015,1011,1008,10,7,3,32,10,,0.00,6,Rain,203<br />
2010-4-12,18,14,12,13,10,7,100,76,49,1021,1019,1015,10,9,4,21,10,,0.00,7,Rain,261<br />
2010-4-13,23,17,11,11,7,0,88,56,23,1020,1017,1013,4,4,4,14,8,,0.00,,,53<br />
2010-4-14,23,18,14,14,8,2,68,50,27,1012,1009,1006,10,9,7,21,10,32,0.00,7,Rain,66<br />
2010-4-15,22,18,15,15,13,5,100,71,40,1024,1019,1011,10,9,4,18,11,,0.00,5,Rain-Thunderstorm,214<br />
2010-4-16,21,17,13,9,7,4,63,51,38,1024,1023,1022,10,10,10,21,14,32,0.00,6,,345<br />
2010-4-17,22,16,11,8,6,3,71,49,33,1024,1022,1019,10,10,10,21,11,,0.00,3,,352<br />
2010-4-18,22,16,11,10,6,1,88,55,25,1019,1018,1017,7,6,4,21,10,35,0.00,,,9<br />
2010-4-19,24,16,8,7,4,1,82,49,23,1019,1016,1013,,,,18,8,32,0.00,,,38<br />
2010-4-20,28,20,13,8,2,-6,67,34,12,1013,1008,1006,4,4,4,21,10,,0.00,,,21<br />
2010-4-21,26,19,12,10,7,4,77,47,26,1013,1011,1008,,,,14,10,29,0.00,,,186<br />
2010-4-22,24,18,13,13,11,9,77,60,38,1017,1015,1013,10,10,10,11,5,,0.00,6,,168<br />
2010-4-23,28,21,15,14,11,8,77,54,30,1018,1017,1016,7,5,4,14,8,,0.00,,,49<br />
2010-4-24,30,22,15,14,12,9,82,53,27,1017,1015,1012,7,5,4,14,8,,0.00,,,195<br />
2010-4-25,30,23,16,13,11,8,77,51,27,1014,1013,1012,7,5,4,14,8,,0.00,,,141<br />
2010-4-26,30,23,17,14,11,8,68,45,27,1017,1014,1012,10,8,4,35,11,,0.00,7,Rain,26<br />
2010-4-27,25,20,16,15,13,11,88,61,44,1023,1021,1017,10,10,4,26,10,40,0.00,4,Rain-Thunderstorm,321<br />
2010-4-28,29,22,15,16,12,10,100,57,30,1020,1017,1015,10,7,3,21,8,,0.00,6,Rain-Thunderstorm,341<br />
2010-4-29,23,18,14,15,9,6,94,57,41,1022,1019,1017,10,10,10,26,16,40,0.00,3,Rain,353<br />
2010-4-30,28,20,13,16,12,9,88,62,35,1017,1012,1008,10,9,4,43,6,61,0.00,6,Rain-Thunderstorm,139<br />
2010-5-1,21,18,15,16,13,10,100,75,49,1020,1017,1013,10,9,3,18,8,26,0.00,4,Rain-Thunderstorm,204<br />
2010-5-2,23,19,16,13,12,9,77,63,43,1021,1019,1017,10,9,7,14,5,,0.00,6,,358<br />
2010-5-3,26,20,15,17,13,10,94,65,41,1017,1012,1009,10,7,4,18,8,,0.00,6,Rain,30<br />
2010-5-4,26,21,16,16,14,12,94,71,44,1014,1013,1011,10,7,4,11,6,,0.00,7,,222<br />
2010-5-5,28,21,15,15,12,9,88,56,30,1013,1010,1008,7,5,4,18,8,,0.00,,,2<br />
2010-5-6,30,23,17,15,12,9,77,49,27,1010,1009,1008,10,6,4,14,8,,0.00,3,,134<br />
2010-5-7,29,23,18,14,12,8,68,48,27,1010,1009,1008,10,9,4,14,10,,0.00,6,,69<br />
2010-5-8,32,24,17,14,12,7,73,49,27,1013,1011,1009,10,9,4,26,11,,0.00,4,Rain-Thunderstorm,110<br />
2010-5-9,31,24,18,16,11,7,68,47,22,1011,1010,1008,10,9,4,21,10,,0.00,3,Rain-Thunderstorm,67<br />
2010-5-10,31,24,18,14,13,11,73,54,33,1011,1009,1008,10,9,4,26,10,,0.00,6,Thunderstorm,109<br />
2010-5-11,27,21,16,16,12,7,94,59,32,1014,1011,1010,10,10,4,43,14,61,0.00,4,Rain-Thunderstorm,357<br />
2010-5-12,27,22,17,17,13,9,94,67,34,1017,1016,1014,10,10,7,18,6,35,0.00,4,Rain,339<br />
2010-5-13,29,22,16,15,11,-1,82,51,15,1017,1016,1014,10,7,3,18,8,,0.00,1,,5<br />
2010-5-14,29,22,15,14,9,3,72,45,19,1016,1014,1013,,,,18,11,,0.00,,,35<br />
2010-5-15,28,20,12,11,8,4,77,47,23,1013,1012,1010,,,,14,10,,0.00,,,207<br />
2010-5-16,30,22,15,13,7,-2,72,43,13,1010,1008,1007,10,10,10,14,10,,0.00,6,,51<br />
2010-5-17,25,21,18,13,12,10,73,57,39,1011,1010,1008,10,10,10,18,8,,0.00,3,,193<br />
2010-5-18,30,23,17,13,9,1,77,45,16,1013,1012,1010,10,7,4,14,6,,0.00,4,,37<br />
2010-5-19,32,26,19,11,6,1,60,33,15,1014,1013,1012,10,8,4,32,14,58,0.00,3,Rain,59<br />
2010-5-20,33,24,17,10,7,3,49,30,16,1013,1009,1004,10,10,10,21,14,,0.00,3,,131<br />
2010-5-21,26,21,17,16,13,5,88,56,26,1012,1009,1004,10,10,5,29,13,,0.00,3,Rain,169<br />
2010-5-22,20,18,15,16,13,12,100,80,64,1016,1012,1007,10,8,3,21,10,,0.00,7,Rain-Thunderstorm,75<br />
2010-5-23,23,18,13,13,11,8,94,66,38,1016,1015,1014,10,7,3,14,5,29,0.00,5,Rain,5<br />
2010-5-24,30,22,14,13,8,7,77,44,25,1015,1013,1010,4,4,4,14,10,,0.00,,,69<br />
2010-5-25,31,24,19,11,8,5,60,35,22,1010,1008,1004,10,10,10,35,16,55,0.00,3,,40<br />
2010-5-26,26,20,14,14,12,6,100,60,29,1014,1011,1004,10,9,5,32,21,50,0.00,7,Rain,42<br />
2010-5-27,25,20,16,14,12,9,88,61,44,1018,1015,1012,10,10,2,21,11,43,0.00,3,Rain-Thunderstorm,101<br />
2010-5-28,28,22,16,13,9,7,68,45,26,1019,1018,1017,10,10,10,26,14,,0.00,6,Rain-Thunderstorm,34<br />
2010-5-29,31,23,16,13,9,3,77,43,18,1017,1015,1013,4,4,4,14,8,,0.00,,,91<br />
2010-5-30,34,27,19,13,9,3,64,38,15,1014,1012,1011,4,4,4,18,11,,0.00,,,74<br />
2010-5-31,33,27,22,13,9,7,44,34,21,1012,1011,1010,10,10,10,18,14,,0.00,5,,61<br />
2010-6-1,32,27,22,14,11,8,53,39,24,1012,1011,1010,10,10,10,35,16,35,0.00,7,Rain,17<br />
2010-6-2,29,23,17,18,15,10,94,71,40,1016,1014,1009,10,10,4,29,14,43,0.00,5,Rain-Thunderstorm,276<br />
2010-6-3,23,19,16,18,16,14,100,86,60,1016,1016,1015,10,7,3,21,10,,0.00,7,Rain-Thunderstorm,142<br />
2010-6-4,29,22,16,17,13,10,100,63,32,1017,1016,1016,10,6,4,18,8,,0.00,2,,189<br />
2010-6-5,28,22,17,15,12,9,83,56,30,1016,1014,1012,10,9,7,26,11,,0.00,5,,132<br />
2010-6-6,31,24,18,14,11,6,68,44,21,1012,1009,1007,4,4,4,18,11,35,0.00,,,25<br />
2010-6-7,33,26,18,16,11,6,73,42,20,1008,1006,1004,10,9,4,35,10,50,0.00,5,Rain-Thunderstorm,126<br />
2010-6-8,35,27,19,16,11,8,68,40,21,1008,1007,1005,10,10,10,14,8,,0.00,2,,134<br />
2010-6-9,36,28,21,15,12,6,60,39,16,1010,1009,1008,10,10,10,18,10,32,0.00,1,,49<br />
2010-6-10,36,29,23,16,12,4,53,35,14,1009,1007,1006,10,10,10,18,11,35,0.00,1,,56<br />
2010-6-11,38,30,22,16,12,7,69,37,17,1010,1008,1006,10,9,4,35,14,55,0.00,4,Rain-Thunderstorm,111<br />
2010-6-12,33,28,24,15,12,8,57,38,21,1011,1009,1007,10,10,10,26,14,,0.00,3,Rain,111<br />
2010-6-13,34,27,21,14,11,5,60,37,18,1012,1010,1009,10,10,5,35,13,58,0.00,5,Thunderstorm,50<br />
2010-6-14,34,27,20,16,12,8,64,40,20,1011,1010,1008,10,10,10,18,10,,0.00,2,,91<br />
2010-6-15,36,28,21,16,13,6,64,39,16,1008,1006,1004,10,8,4,14,10,29,0.00,2,,101<br />
2010-6-16,37,30,24,15,12,8,54,37,19,1006,1004,1003,10,10,5,29,11,,0.00,4,Rain-Thunderstorm,68<br />
2010-6-17,35,29,24,16,12,8,54,37,20,1007,1004,1003,10,10,10,26,11,43,0.00,4,Rain-Thunderstorm,62<br />
2010-6-18,36,28,21,16,13,10,64,40,20,1008,1007,1006,10,10,10,26,11,35,0.00,4,Thunderstorm,67<br />
2010-6-19,36,29,22,18,13,10,78,38,22,1010,1009,1007,10,10,10,29,18,,0.00,5,Rain-Thunderstorm,50<br />
2010-6-20,38,31,25,14,12,8,47,32,16,1011,1009,1008,10,10,10,21,13,,0.00,5,,45<br />
2010-6-21,38,32,26,17,12,9,57,32,19,1009,1007,1005,10,10,5,32,16,47,0.00,4,Thunderstorm,65<br />
2010-6-22,35,30,25,18,13,10,61,39,22,1007,1006,1004,10,9,7,18,11,,0.00,3,,14<br />
2010-6-23,34,28,23,18,15,11,69,47,24,1005,1003,1001,10,9,7,18,10,,0.00,7,,258<br />
2010-6-24,30,26,21,18,13,10,78,49,29,1003,1002,1000,10,9,4,18,10,,0.00,4,Rain,182<br />
2010-6-25,31,24,19,14,12,10,73,47,27,1006,1004,1002,10,10,10,40,10,,0.00,4,Thunderstorm,59<br />
2010-6-26,34,27,20,13,9,3,60,35,16,1007,1006,1005,10,10,10,14,10,,0.00,1,,12<br />
2010-6-27,37,29,22,13,9,2,57,32,13,1008,1007,1006,4,4,4,18,10,,0.00,,,52<br />
2010-6-28,38,31,24,12,9,2,44,28,11,1008,1007,1005,,,,18,10,29,0.00,,,77<br />
2010-6-29,38,30,23,12,9,3,47,28,12,1006,1005,1003,,,,18,11,,0.00,,,188<br />
2010-6-30,36,29,23,15,9,-1,50,31,10,1007,1006,1005,7,7,7,14,6,,0.00,,,308<br />
2010-7-1,37,29,22,12,6,-6,43,23,7,1006,1006,1004,5,5,4,14,11,32,0.00,,,25<br />
2010-7-2,39,32,25,11,6,1,37,23,10,1006,1005,1004,7,5,4,18,11,,0.00,,,17<br />
2010-7-3,39,32,25,14,7,3,32,24,11,1006,1006,1004,10,7,5,40,16,58,0.00,3,,55<br />
2010-7-4,39,32,26,14,8,3,37,23,11,1006,1005,1004,10,6,4,21,14,,0.00,3,,96<br />
2010-7-5,35,29,24,13,11,8,47,31,21,1007,1005,1004,10,10,4,21,10,,0.00,5,,190<br />
2010-7-6,36,29,23,13,10,5,50,31,15,1010,1008,1007,4,4,4,18,8,32,0.00,,,193<br />
2010-7-7,38,30,23,13,9,4,50,28,13,1011,1010,1009,,,,18,11,29,0.00,,,40<br />
2010-7-8,39,31,23,12,9,4,47,26,11,1012,1010,1009,7,7,7,14,8,,0.00,,,37<br />
2010-7-9,40,32,24,18,12,9,58,32,16,1009,1008,1005,10,9,4,26,11,,0.00,5,Rain-Thunderstorm,75<br />
2010-7-10,38,31,25,16,11,3,44,29,18,1006,1005,1003,10,10,10,29,14,,0.00,2,,69<br />
2010-7-11,35,28,22,14,8,0,57,31,11,1009,1007,1006,7,6,5,21,10,26,0.00,,,28<br />
2010-7-12,35,28,20,9,6,0,49,25,11,1009,1007,1005,7,7,7,21,11,40,0.00,,,20<br />
2010-7-13,38,29,21,11,8,4,46,27,13,1005,1003,1002,,,,14,10,,0.00,,,155<br />
2010-7-14,40,32,24,11,8,4,39,24,11,1003,1003,1002,10,8,4,18,13,,0.00,3,,103<br />
2010-7-15,41,33,25,14,9,5,36,25,12,1005,1004,1002,10,9,7,21,11,,0.00,5,,86<br />
2010-7-16,43,36,29,14,9,2,35,24,8,1005,1002,1000,10,8,4,32,14,43,0.00,5,,44<br />
2010-7-17,39,31,24,18,14,9,69,36,18,1007,1005,1002,7,7,7,21,11,29,0.00,,,167<br />
2010-7-18,37,30,24,16,12,5,57,35,14,1009,1008,1007,7,7,7,18,6,47,0.00,,,185<br />
2010-7-19,36,29,22,14,11,6,53,32,16,1008,1006,1004,,,,18,11,32,0.00,,,212<br />
2010-7-20,38,31,24,15,11,5,50,32,14,1004,1003,1001,10,7,4,21,11,,0.00,6,,190<br />
2010-7-21,28,24,21,18,15,4,78,58,31,1009,1006,1000,10,10,10,29,11,,0.00,6,Rain,163<br />
2010-7-22,31,24,19,17,9,-1,83,43,14,1010,1009,1008,7,5,4,21,8,,0.00,,,319<br />
2010-7-23,32,23,16,10,7,0,68,36,13,1010,1008,1007,4,4,4,14,10,29,0.00,,,162<br />
2010-7-24,32,24,18,11,8,4,56,37,17,1007,1006,1006,4,4,4,18,10,,0.00,,,159<br />
2010-7-25,33,26,18,11,7,2,59,34,15,1009,1008,1006,7,7,7,18,10,32,0.00,,,284<br />
2010-7-26,34,26,18,10,6,0,59,28,13,1009,1008,1007,7,7,7,18,13,,0.00,,,350<br />
2010-7-27,37,28,19,14,8,2,52,30,12,1011,1009,1007,4,4,4,14,8,,0.00,,,157<br />
2010-7-28,36,28,21,15,11,8,53,36,18,1007,1005,1003,,,,18,10,,0.00,,,161<br />
2010-7-29,31,27,23,16,14,12,53,44,31,1006,1005,1003,,,,21,13,,0.00,,,149<br />
2010-7-30,35,28,21,13,11,7,60,39,19,1008,1007,1006,,,,18,11,,0.00,,,182<br />
2010-7-31,33,27,20,12,7,0,56,33,14,1013,1011,1008,,,,18,6,,0.00,,,226<br />
2010-8-1,34,26,18,6,3,-2,42,24,10,1014,1012,1010,,,,14,10,,0.00,,,3<br />
2010-8-2,37,28,19,11,4,-2,43,25,9,1011,1008,1005,4,4,4,14,10,26,0.00,,,135<br />
2010-8-3,31,26,22,18,11,6,61,39,25,1005,1005,1004,10,9,4,14,8,,0.00,6,Rain,120<br />
2010-8-4,36,30,25,17,13,8,54,38,18,1007,1005,1004,10,8,4,26,8,,0.00,7,,129<br />
2010-8-5,38,31,24,17,13,7,61,37,16,1009,1008,1006,7,6,4,18,8,,0.00,,,48<br />
2010-8-6,33,30,26,20,16,13,65,44,29,1012,1010,1009,10,7,4,14,8,29,0.00,6,Rain,122<br />
2010-8-7,39,31,23,19,13,6,65,36,13,1011,1009,1006,7,5,4,18,11,,0.00,,,32<br />
2010-8-8,39,31,24,16,8,4,57,27,11,1007,1006,1004,,,,18,13,,0.00,,,33<br />
2010-8-9,38,31,25,11,6,2,36,21,11,1007,1006,1005,,,,21,11,35,0.00,,,36<br />
2010-8-10,38,30,22,12,6,-1,41,24,9,1009,1007,1006,7,5,4,18,11,32,0.00,,,26<br />
2010-8-11,37,29,22,15,11,6,45,33,15,1009,1008,1006,4,4,4,14,8,,0.00,,,134<br />
2010-8-12,38,31,24,15,12,4,53,35,13,1008,1007,1005,7,7,7,14,10,,0.00,,,155<br />
2010-8-13,38,31,25,16,12,8,51,33,16,1008,1006,1005,10,9,7,21,10,,0.00,4,Rain-Thunderstorm,153<br />
2010-8-14,38,31,24,14,10,2,53,30,11,1009,1008,1007,10,5,4,18,10,,0.00,3,,108<br />
