
YEKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-9-11,11,8,5,5,4,2,93,82,58,1012,1012,1011,10,10,10,26,13,21,0.00,7,Rain,30<br />
2003-9-12,12,7,2,7,3,0,87,78,58,1015,1012,1011,10,10,10,18,10,32,0.00,7,,340<br />
2003-9-13,14,7,0,8,4,-2,93,78,62,1016,1015,1014,10,6,0,29,11,43,0.00,4,Fog,274<br />
2003-9-14,14,10,4,8,5,1,87,74,51,1019,1015,1013,10,10,10,29,14,,0.00,7,,281<br />
2003-9-15,14,7,0,6,3,-3,87,73,55,1021,1019,1016,10,8,3,29,8,40,0.00,4,Fog,260<br />
2003-9-16,17,12,8,10,8,6,87,74,59,1016,1012,1010,10,10,10,32,14,55,0.00,8,Rain,229<br />
2003-9-17,17,13,10,11,9,7,82,74,59,1009,1009,1008,10,10,6,26,14,26,0.00,7,,227<br />
2003-9-18,16,12,8,11,9,6,88,82,72,1014,1010,1008,10,10,10,21,11,,0.00,7,,234<br />
2003-9-19,15,8,0,7,4,-1,100,79,51,1019,1017,1015,10,5,0,6,2,,0.00,3,Fog,255<br />
2003-9-20,17,9,1,7,4,1,100,74,45,1017,1010,1002,10,3,0,26,8,35,0.00,2,Fog,185<br />
2003-9-21,13,8,3,7,3,-3,76,67,53,1007,999,993,10,10,10,40,16,58,0.00,7,,238<br />
2003-9-22,6,2,-1,0,-3,-6,93,69,45,1017,1014,1008,10,10,10,29,18,47,0.00,5,,281<br />
2003-9-23,11,7,4,7,4,1,93,82,54,1020,1019,1017,10,10,10,21,10,,0.00,8,Rain,254<br />
2003-9-24,9,4,0,8,5,0,100,90,81,1027,1021,1017,10,8,2,21,10,26,0.00,7,Fog-Rain,1<br />
2003-9-25,13,6,-2,4,1,-2,100,81,51,1028,1027,1026,3,1,0,14,5,26,0.00,3,Fog,145<br />
2003-9-26,17,8,0,10,6,0,100,83,59,1026,1025,1025,10,8,5,18,6,14,0.00,4,Rain,173<br />
2003-9-27,15,12,5,11,4,-1,100,68,34,1030,1027,1026,10,6,5,18,6,21,0.00,7,Rain,295<br />
2003-9-28,13,4,-3,4,1,-3,100,76,38,1032,1031,1030,6,2,0,6,5,14,0.00,1,Fog,304<br />
2003-9-29,16,6,-4,4,1,-4,100,79,42,1030,1029,1028,6,2,0,6,2,,0.00,1,Fog,134<br />
2003-9-30,19,9,-1,9,4,-1,100,84,43,1029,1029,1027,6,2,0,11,2,,0.00,4,Fog,214<br />
2003-10-1,20,10,1,8,4,1,100,73,30,1028,1027,1026,7,4,2,18,3,,0.00,5,Fog,205<br />
2003-10-2,19,10,2,6,3,1,100,70,30,1027,1026,1025,10,5,3,26,6,,0.00,2,Fog,137<br />
2003-10-3,18,9,0,6,2,0,100,71,30,1027,1026,1025,6,4,2,18,3,,0.00,1,Fog,309<br />
2003-10-4,18,8,-2,6,2,-2,100,75,32,1026,1025,1023,7,3,0,6,2,,0.00,1,Fog,155<br />
2003-10-5,17,7,-3,3,-1,-4,100,71,27,1024,1023,1022,7,3,0,11,2,,0.00,0,Fog,274<br />
2003-10-6,17,6,-4,4,0,-4,100,71,34,1025,1023,1023,5,2,0,14,2,,0.00,2,Fog,113<br />
2003-10-7,9,7,4,4,4,3,100,88,71,1026,1025,1024,10,6,3,18,11,,0.00,7,,109<br />
2003-10-8,13,7,2,8,4,0,87,73,58,1024,1023,1022,10,10,10,14,6,,0.00,7,Rain,145<br />
2003-10-9,19,10,2,8,6,2,100,73,46,1029,1026,1024,10,6,0,14,5,18,0.00,5,Fog,155<br />
2003-10-10,14,10,7,8,6,3,87,79,66,1032,1031,1028,10,10,10,14,5,21,0.00,6,Rain,135<br />
2003-10-11,16,9,2,2,-1,-5,81,57,27,1032,1031,1030,,,,14,8,26,0.00,2,,151<br />
2003-10-12,16,9,2,-1,-3,-8,75,46,23,1034,1032,1031,,,,14,11,26,0.00,3,,143<br />
2003-10-13,14,7,-1,0,-2,-4,86,57,31,1036,1035,1034,6,5,4,18,6,,0.00,2,,141<br />
2003-10-14,14,4,-4,0,-2,-5,93,60,27,1035,1034,1031,6,4,3,14,6,,0.00,5,,137<br />
2003-10-15,12,4,-3,2,-2,-4,93,67,40,1032,1028,1023,6,4,3,18,8,,0.00,6,,129<br />
2003-10-16,10,7,3,1,-3,-7,81,56,37,1023,1022,1021,10,10,10,26,10,43,0.00,6,,230<br />
2003-10-17,5,3,2,2,1,-2,93,80,65,1021,1014,1011,10,10,10,26,10,50,0.00,8,Rain,233<br />
2003-10-18,5,3,1,0,0,-1,93,78,65,1015,1013,1011,10,10,10,32,19,40,0.00,8,Rain,254<br />
2003-10-19,5,4,3,0,-1,-4,81,71,57,1016,1015,1013,10,10,10,18,14,21,0.00,8,Rain,220<br />
2003-10-20,6,3,-1,-2,-3,-5,86,66,53,1013,1011,1010,10,10,10,21,8,,0.00,7,,239<br />
2003-10-21,5,0,-5,0,-3,-8,93,80,65,1014,1012,1011,10,9,5,21,6,,0.00,6,,240<br />
2003-10-22,5,3,1,3,1,-2,100,83,61,1011,1009,1004,10,10,10,26,19,35,0.00,8,Rain-Snow,215<br />
2003-10-23,1,-1,-4,1,-1,-6,100,96,86,1005,997,993,6,3,1,26,11,50,0.00,8,Rain-Snow,352<br />
2003-10-24,-3,-6,-8,-5,-8,-10,93,78,64,1011,1010,1005,10,9,6,26,11,,0.00,7,Snow,327<br />
2003-10-25,-4,-8,-12,-6,-8,-13,93,87,80,1013,1008,997,10,6,0,32,8,,0.00,6,Fog-Snow,135<br />
2003-10-26,0,-2,-4,-3,-6,-8,86,82,69,1000,991,988,10,8,2,35,16,32,0.00,8,Snow,201<br />
2003-10-27,-1,-3,-7,-5,-7,-9,86,78,69,1011,1006,1001,10,10,10,32,13,47,0.00,7,Snow,209<br />
2003-10-28,1,-3,-6,-3,-4,-8,93,85,70,1011,1009,1008,10,9,5,14,6,18,0.00,8,Snow,180<br />
2003-10-29,-3,-4,-4,-5,-7,-10,93,78,64,1011,1009,1007,10,9,3,29,16,47,0.00,8,Snow,225<br />
2003-10-30,3,0,-3,-1,-3,-6,87,81,75,1024,1016,1008,10,10,10,32,19,,0.00,7,Snow,266<br />
2003-10-31,5,2,-1,2,-1,-3,93,86,75,1026,1025,1024,10,9,1,21,11,,0.00,7,,236<br />
2003-11-1,1,-1,-3,-1,-3,-4,100,91,80,1024,1022,1021,10,2,0,11,5,,0.00,6,Fog,86<br />
2003-11-2,1,-2,-5,0,-2,-8,93,89,74,1034,1028,1023,10,8,3,26,14,,0.00,6,Snow,63<br />
2003-11-3,-2,-6,-10,-8,-10,-13,86,79,64,1038,1037,1034,,,,11,6,,0.00,1,,90<br />
2003-11-4,-2,-8,-13,-7,-11,-15,93,82,69,1040,1038,1038,5,3,0,18,5,,0.00,1,Fog,124<br />
2003-11-5,-1,-6,-11,-7,-10,-14,93,82,64,1042,1041,1040,10,8,6,14,10,18,0.00,2,,153<br />
2003-11-6,4,-6,-14,-7,-13,-16,92,61,30,1042,1041,1036,5,5,5,21,5,,0.00,4,,231<br />
2003-11-7,0,-1,-2,-3,-6,-12,80,67,41,1036,1029,1022,10,9,3,26,13,,0.00,8,Snow,252<br />
2003-11-8,0,-1,-2,-4,-6,-7,80,73,69,1022,1019,1018,10,10,10,6,6,,0.00,8,Snow,155<br />
2003-11-9,0,-1,-2,-2,-3,-6,93,87,74,1024,1023,1021,10,7,3,11,5,,0.00,8,Snow,10<br />
2003-11-10,0,-2,-3,-2,-3,-4,93,86,75,1023,1019,1014,10,9,5,29,11,,0.00,8,Snow,264<br />
2003-11-11,2,0,-2,-2,-4,-8,87,75,60,1013,1008,1005,10,9,6,32,26,55,0.00,6,Snow,289<br />
2003-11-12,-2,-4,-6,-5,-8,-11,93,76,64,1018,1016,1013,10,8,2,26,16,35,0.00,7,Snow,289<br />
2003-11-13,-1,-3,-5,-4,-6,-7,93,81,74,1016,1012,1006,10,9,3,26,13,,0.00,8,Snow,252<br />
2003-11-14,-3,-4,-6,-5,-7,-10,93,79,59,1006,1003,1000,10,5,2,29,18,35,0.00,7,Snow,284<br />
2003-11-15,-6,-10,-14,-9,-16,-19,80,67,57,1016,1013,1006,3,2,1,29,18,,0.00,7,Snow,279<br />
2003-11-16,-6,-9,-12,-11,-13,-15,86,77,68,1018,1014,1013,10,8,5,14,5,,0.00,8,Snow,247<br />
2003-11-17,-9,-15,-21,-14,-19,-25,85,74,67,1029,1025,1019,7,6,2,11,3,,0.00,1,,272<br />
2003-11-18,-3,-11,-19,-5,-13,-22,86,81,72,1029,1025,1023,10,9,5,14,6,,0.00,7,Snow,167<br />
2003-11-19,-1,-3,-5,-4,-6,-7,93,85,80,1023,1022,1021,10,8,5,18,11,21,0.00,8,Snow,183<br />
2003-11-20,-4,-8,-12,-6,-9,-14,93,85,79,1021,1019,1016,10,9,6,18,10,18,0.00,8,Snow,140<br />
2003-11-21,-5,-9,-12,-7,-9,-14,92,84,79,1016,1016,1015,10,10,10,14,13,,0.00,8,Snow,125<br />
2003-11-22,-8,-10,-12,-11,-13,-14,93,85,79,1015,1012,1009,7,5,2,14,10,,0.00,8,Snow,119<br />
2003-11-23,-7,-10,-13,-9,-12,-16,93,86,79,1010,1008,1007,6,4,1,11,5,,0.00,8,Snow,25<br />
2003-11-24,-14,-18,-22,-17,-19,-24,85,80,72,1021,1015,1011,10,7,3,14,6,,0.00,7,Snow,317<br />
2003-11-25,-14,-17,-19,-17,-19,-22,92,81,72,1030,1027,1021,6,6,6,26,11,,0.00,2,,269<br />
2003-11-26,-2,-8,-13,-4,-7,-15,93,86,80,1027,1020,1015,10,7,2,26,13,40,0.00,8,Snow,226<br />
2003-11-27,-5,-8,-13,-8,-11,-16,86,75,63,1031,1023,1017,10,9,6,29,24,55,0.00,5,Snow,304<br />
2003-11-28,-11,-15,-19,-13,-17,-21,85,80,73,1036,1035,1031,,,,18,13,,0.00,4,,282<br />
2003-11-29,-6,-10,-13,-9,-13,-17,86,75,67,1034,1030,1028,10,10,10,29,16,,0.00,5,,276<br />
2003-11-30,-3,-6,-7,-5,-8,-9,93,85,80,1028,1025,1020,10,6,2,21,16,40,0.00,8,Rain-Snow,260<br />
2003-12-1,-1,-3,-4,-2,-3,-5,100,90,86,1023,1021,1019,10,9,5,29,21,,0.00,8,Snow,299<br />
2003-12-2,-2,-3,-4,-4,-4,-6,93,87,80,1026,1025,1024,10,8,3,26,16,,0.00,8,Snow,284<br />
2003-12-3,-1,-2,-3,-2,-3,-4,93,89,80,1025,1023,1021,10,6,1,29,16,40,0.00,8,Snow,274<br />
2003-12-4,-2,-4,-10,-4,-5,-11,93,90,80,1021,1020,1018,10,6,0,11,6,,0.00,8,Fog-Snow,244<br />
2003-12-5,-6,-8,-9,-7,-9,-11,100,92,86,1018,1013,1008,10,7,3,6,3,,0.00,7,Snow,143<br />
2003-12-6,-6,-8,-10,-7,-9,-12,93,89,86,1008,1006,1004,10,8,4,14,6,,0.00,8,Snow,164<br />
2003-12-7,2,-2,-6,1,-3,-8,100,92,86,1003,999,989,10,7,1,26,13,32,0.00,8,Snow,160<br />
2003-12-8,2,-4,-9,1,-6,-12,93,82,68,997,991,985,10,8,3,47,24,68,0.00,7,Rain-Snow,217<br />
2003-12-9,-5,-9,-13,-7,-9,-14,93,86,74,997,994,992,10,5,3,21,14,29,0.00,8,Snow,161<br />
2003-12-10,-8,-12,-17,-10,-13,-20,93,86,78,1017,1003,993,10,5,2,21,8,32,0.00,6,Snow,317<br />
2003-12-11,-11,-14,-18,-13,-16,-20,85,82,73,1019,1018,1017,10,10,9,26,14,,0.00,5,Snow,248<br />
2003-12-12,-5,-8,-10,-8,-10,-13,86,84,79,1018,1017,1014,10,10,10,26,18,,0.00,8,Snow,225<br />
2003-12-13,0,-4,-8,-3,-8,-12,86,79,54,1014,1010,1004,10,10,10,29,14,29,0.00,8,Snow,217<br />
2003-12-14,-1,-3,-6,-4,-7,-9,93,83,80,1013,1007,1003,10,8,1,32,23,35,0.00,6,Snow,239<br />
2003-12-15,-5,-9,-12,-8,-10,-13,92,83,74,1019,1017,1013,10,10,10,26,16,,0.00,7,Snow,187<br />
2003-12-16,-2,-4,-7,-4,-6,-10,93,85,74,1016,1015,1013,10,10,10,18,13,29,0.00,7,,149<br />
2003-12-17,-5,-7,-9,-9,-11,-12,80,76,68,1013,1011,1007,,,,14,10,21,0.00,6,,147<br />
2003-12-18,-1,-3,-5,-4,-4,-8,93,86,74,1010,1008,1006,10,7,1,21,10,18,0.00,8,Snow,212<br />
2003-12-19,-3,-6,-7,-4,-6,-9,100,94,86,1008,1004,1002,10,2,0,18,10,29,0.00,8,Snow,8<br />
2003-12-20,-7,-11,-14,-9,-12,-16,93,88,85,1007,1006,1004,10,6,3,21,11,21,0.00,7,Snow,258<br />
2003-12-21,-3,-6,-7,-5,-8,-9,93,85,80,1006,1004,1002,10,9,5,29,18,,0.00,8,Snow,251<br />
2003-12-22,-3,-9,-14,-5,-12,-17,86,80,73,1024,1020,1007,10,7,5,32,16,40,0.00,6,Snow,216<br />
2003-12-23,2,0,-2,0,-2,-5,93,86,80,1025,1022,1020,10,10,8,26,21,,0.00,8,Snow,225<br />
2003-12-24,1,-1,-4,-2,-4,-7,86,83,80,1027,1024,1019,10,10,10,26,19,32,0.00,6,,215<br />
2003-12-25,-4,-10,-17,-6,-12,-19,86,79,62,1024,1020,1016,10,10,8,29,18,55,0.00,5,Snow,266<br />
2003-12-26,-8,-13,-18,-11,-14,-20,85,74,62,1022,1014,1010,10,10,10,29,18,43,0.00,6,Snow,225<br />
2003-12-27,-8,-10,-12,-12,-16,-19,86,64,53,1011,1010,1009,10,5,2,32,19,47,0.00,5,Snow,232<br />
2003-12-28,-5,-8,-10,-7,-9,-13,93,85,79,1018,1015,1010,10,8,5,26,19,,0.00,8,Snow,259<br />
2003-12-29,-3,-4,-5,-5,-6,-7,93,86,80,1022,1018,1014,10,9,6,40,24,47,0.00,8,Snow,256<br />
2003-12-30,-4,-4,-5,-5,-6,-7,93,87,86,1023,1022,1021,10,10,10,43,21,43,0.00,8,Snow,258<br />
2003-12-31,-1,-3,-5,-3,-4,-6,93,90,86,1026,1025,1023,10,10,10,32,24,35,0.00,8,Snow,258<br />
