
WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-1-21,8,2,-3,-2,-5,-10,74,54,40,1018,1011,1007,10,10,10,63,32,100,0.00,6,Rain-Snow,148<br />
2007-1-22,12,6,0,4,0,-9,100,58,27,1006,1001,998,10,9,3,77,47,127,0.00,7,Rain,157<br />
2007-1-23,11,6,0,3,1,-2,100,79,54,1005,1001,997,10,6,1,84,39,124,0.00,7,Rain-Snow,170<br />
2007-1-24,0,-2,-3,-1,-3,-5,100,96,80,1023,1015,1006,10,4,0,69,52,85,0.00,6,Snow,177<br />
2007-1-25,4,0,-4,3,-3,-7,100,85,64,1023,1012,1003,10,9,4,42,23,,0.00,6,Rain-Snow,67<br />
2007-1-26,5,2,0,3,1,-1,100,92,81,1003,999,998,10,9,2,63,26,82,0.00,7,Fog-Rain-Snow,170<br />
2007-1-27,0,-1,-2,0,-3,-5,100,89,75,1003,998,986,10,7,0,53,31,,0.00,7,Rain-Snow,136<br />
2007-1-28,3,1,-1,2,-1,-3,100,87,75,984,981,977,10,9,5,76,29,97,0.00,6,Rain-Snow,110<br />
2007-1-29,0,-2,-5,-1,-3,-5,100,97,87,983,978,973,10,9,2,24,14,,0.00,7,Snow,360<br />
2007-1-30,-5,-7,-8,-5,-8,-9,100,93,86,989,986,982,10,10,6,34,24,,0.00,7,Snow,345<br />
2007-1-31,-7,-8,-8,-8,-9,-10,100,90,86,988,980,975,10,9,6,37,26,,0.00,8,Snow,354<br />
2007-2-1,-7,-8,-9,-7,-8,-10,100,97,86,1002,998,989,10,8,1,24,14,,0.00,5,Snow,339<br />
2007-2-2,-9,-11,-12,-9,-13,-16,100,82,67,1004,998,996,10,10,10,24,13,,0.00,3,,45<br />
2007-2-3,-7,-8,-9,-8,-11,-14,100,79,63,1020,1015,1005,10,9,1,53,16,,0.00,6,Snow,96<br />
2007-2-4,6,-1,-8,-4,-8,-16,70,52,40,1011,998,993,10,10,3,52,43,64,0.00,7,Snow,78<br />
2007-2-5,7,2,-3,0,-6,-9,100,50,34,995,992,990,10,10,4,66,47,113,0.00,6,Rain-Snow,113<br />
2007-2-6,5,0,-4,-4,-6,-13,100,80,26,998,995,991,10,10,8,52,21,71,0.00,6,Snow,108<br />
2007-2-7,7,1,-4,-5,-9,-11,93,45,29,991,984,980,10,10,10,61,35,69,0.00,5,,76<br />
2007-2-8,6,3,2,-5,-8,-10,56,41,33,988,984,979,10,10,10,55,26,,0.00,5,,119<br />
2007-2-9,5,2,0,-1,-8,-11,93,50,31,999,994,989,10,10,10,35,13,,0.00,6,,108<br />
2007-2-10,6,2,-1,-9,-11,-12,51,39,31,1001,999,997,10,10,10,35,27,,0.00,4,,85<br />
2007-2-11,-1,-3,-5,-5,-8,-12,100,72,44,998,997,996,10,10,10,34,23,,0.00,6,,30<br />
2007-2-12,-3,-4,-5,-5,-7,-11,100,85,55,998,993,990,10,10,10,26,13,,0.00,3,,38<br />
2007-2-13,1,-2,-5,-2,-5,-11,100,81,48,997,994,990,10,10,10,50,21,48,0.00,6,Snow,176<br />
2007-2-14,-5,-7,-10,-5,-9,-12,100,90,79,1011,1004,998,10,9,3,27,19,,0.00,7,Snow,298<br />
2007-2-15,-10,-11,-11,-11,-13,-15,93,83,67,1013,1012,1009,10,9,2,23,14,,0.00,7,Snow,191<br />
2007-2-16,-9,-11,-12,-12,-14,-16,85,78,67,1009,999,988,10,10,10,35,23,,0.00,2,Snow,53<br />
2007-2-17,-3,-8,-12,-10,-13,-15,85,74,55,987,982,980,10,10,10,39,27,,0.00,3,,43<br />
2007-2-18,5,1,-3,-1,-5,-12,100,69,29,996,989,980,10,10,7,42,29,,0.00,5,,113<br />
2007-2-19,8,4,0,-4,-6,-8,75,48,32,995,994,992,10,10,10,39,27,,0.00,6,,66<br />
2007-2-20,8,7,5,-8,-9,-11,39,31,27,998,994,990,10,10,10,61,40,82,0.00,4,,108<br />
2007-2-21,5,2,-1,-5,-9,-10,65,43,36,1004,1001,998,10,10,10,34,24,,0.00,2,,88<br />
2007-2-22,1,-1,-3,-6,-10,-12,69,52,38,1009,1006,1004,10,10,10,19,6,,0.00,0,,116<br />
2007-2-23,0,-3,-6,-8,-12,-14,69,52,37,1010,1009,1008,10,10,10,23,8,,0.00,0,,78<br />
2007-2-24,0,-2,-5,-10,-13,-14,64,46,37,1016,1015,1010,10,10,10,23,11,,0.00,0,,78<br />
2007-2-25,-3,-6,-7,-7,-8,-10,93,76,59,1014,1010,1008,10,10,10,24,16,,0.00,4,,43<br />
2007-2-26,-5,-6,-7,-7,-7,-8,93,86,80,1009,1006,1003,10,10,10,21,11,,0.00,6,,29<br />
2007-2-27,-5,-6,-6,-6,-7,-8,93,90,86,1007,1005,1003,10,10,10,19,14,,0.00,7,,4<br />
2007-2-28,-5,-6,-6,-6,-7,-9,100,93,80,1006,1003,999,10,10,10,32,13,,0.00,6,,33<br />
2007-3-1,-5,-8,-11,-11,-14,-18,73,61,49,1009,1005,999,10,10,10,61,45,80,0.00,2,,16<br />
2007-3-2,-11,-13,-14,-16,-18,-21,73,63,48,1010,1009,1009,10,10,10,47,37,,0.00,1,,12<br />
2007-3-3,-11,-13,-14,-15,-17,-17,79,72,67,1008,1005,1000,10,10,10,37,29,,0.00,0,,7<br />
2007-3-4,-9,-11,-12,-12,-13,-15,85,79,73,1000,997,996,10,10,10,23,18,,0.00,3,,30<br />
2007-3-5,-5,-7,-9,-12,-13,-15,79,63,50,996,995,993,10,10,10,26,16,,0.00,3,,66<br />
2007-3-6,-5,-7,-9,-10,-12,-15,86,69,54,992,991,990,10,10,10,14,6,,0.00,0,,81<br />
2007-3-7,-4,-7,-8,-9,-12,-15,79,62,46,993,990,984,10,10,10,29,14,,0.00,2,,64<br />
2007-3-8,2,-2,-5,-6,-9,-14,80,57,37,985,982,980,10,10,10,32,21,,0.00,4,,55<br />
2007-3-9,5,2,0,-5,-8,-12,65,50,31,989,988,985,10,10,10,24,19,,0.00,6,,44<br />
2007-3-10,1,-4,-8,-4,-7,-10,100,89,44,994,990,988,10,10,5,32,19,,0.00,7,Fog-Snow,349<br />
2007-3-11,-7,-8,-9,-9,-9,-10,100,91,80,995,993,991,10,9,2,23,10,,0.00,7,Rain-Snow,333<br />
2007-3-12,-9,-11,-13,-9,-11,-13,100,93,79,1001,996,991,10,8,2,24,18,,0.00,6,Snow,339<br />
2007-3-13,-13,-16,-17,-14,-16,-20,100,88,72,1003,999,996,10,9,3,39,16,,0.00,5,Snow,311<br />
2007-3-14,-10,-13,-16,-17,-19,-21,78,65,57,1004,1000,989,10,10,8,39,18,,0.00,5,Snow,100<br />
2007-3-15,-4,-7,-10,-6,-9,-16,100,88,58,998,990,982,10,5,0,35,29,55,0.00,7,Snow,159<br />
2007-3-16,-8,-10,-12,-8,-11,-15,100,92,73,1013,1006,999,10,6,0,45,34,,0.00,6,Snow,214<br />
2007-3-17,-12,-13,-14,-13,-15,-19,100,86,62,1033,1024,1014,10,8,1,29,23,45,0.00,6,Snow,245<br />
2007-3-18,-6,-10,-12,-6,-12,-15,100,82,63,1034,1028,1009,10,6,1,50,29,,0.00,6,Snow,111<br />
2007-3-19,13,4,-4,6,2,-4,100,90,58,1006,990,978,10,4,0,109,43,137,0.00,7,Rain-Snow,141<br />
2007-3-20,-5,-8,-11,-5,-9,-12,100,97,86,999,994,987,10,3,0,53,37,74,0.00,6,Rain-Snow,216<br />
2007-3-21,-10,-11,-11,-10,-12,-14,100,91,73,1001,1001,999,10,6,0,45,34,63,0.00,6,Rain-Snow,219<br />
2007-3-22,-10,-11,-12,-12,-14,-17,92,79,62,998,993,991,10,10,5,23,11,,0.00,5,Snow,38<br />
2007-3-23,-10,-11,-13,-11,-13,-15,100,87,73,1000,996,992,10,9,1,35,19,,0.00,3,Snow,21<br />
2007-3-24,-12,-13,-13,-15,-16,-18,85,75,62,1006,1003,1000,10,10,10,40,31,,0.00,2,Snow,18<br />
2007-3-25,-11,-12,-12,-13,-16,-18,85,75,62,1011,1009,1006,10,10,10,26,23,,0.00,1,,19<br />
2007-3-26,-6,-9,-12,-12,-14,-16,85,71,53,1012,1011,1011,10,10,10,26,13,,0.00,3,,57<br />
2007-3-27,1,-4,-8,0,-6,-17,100,75,49,1011,1004,998,10,9,3,109,37,142,0.00,6,Snow,160<br />
2007-3-28,0,-1,-3,-1,-2,-3,100,92,86,1015,1009,1000,10,3,0,106,80,134,0.00,4,Snow,174<br />
2007-3-29,-2,-3,-5,-3,-4,-5,100,95,86,1015,1011,1007,10,10,10,34,26,,0.00,6,,4<br />
2007-3-30,0,-2,-4,0,-4,-7,100,86,69,1005,997,991,10,9,1,37,23,29,0.00,5,Snow,60<br />
2007-3-31,2,0,-1,1,-1,-4,100,86,70,998,993,991,10,7,1,55,23,69,0.00,6,Rain-Snow,138<br />
2007-4-1,0,-2,-5,-1,-4,-5,100,100,93,1013,1010,1000,5,2,1,42,26,63,0.00,7,Snow,265<br />
2007-4-2,-6,-8,-9,-6,-8,-9,100,100,100,1020,1014,1011,6,3,1,34,26,,0.00,7,Snow,354<br />
2007-4-3,-9,-10,-11,-9,-11,-13,100,94,79,1036,1030,1021,10,8,1,29,26,,0.00,4,Rain-Snow,356<br />
2007-4-4,-8,-10,-11,-10,-11,-12,100,93,79,1036,1030,1024,10,10,10,34,26,,0.00,4,Snow,12<br />
2007-4-5,-7,-9,-10,-8,-10,-12,100,87,73,1024,1024,1023,10,10,7,26,16,,0.00,6,Snow,3<br />
2007-4-6,-8,-10,-11,-9,-11,-13,100,91,85,1023,1022,1019,10,10,10,29,24,,0.00,6,Rain-Snow,359<br />
2007-4-7,-11,-12,-13,-13,-14,-15,92,84,79,1019,1017,1016,10,10,10,32,24,,0.00,4,,354<br />
2007-4-8,-11,-12,-13,-12,-13,-16,100,89,79,1015,1014,1009,10,10,10,37,26,,0.00,3,,12<br />
2007-4-9,1,-6,-11,-2,-9,-12,100,79,51,1008,995,987,10,9,3,39,29,,0.00,2,Rain-Snow,59<br />
2007-4-10,2,0,-1,-1,-2,-4,93,82,70,995,994,992,10,9,4,40,26,,0.00,6,Rain-Snow,172<br />
2007-4-11,-1,-3,-6,-2,-4,-8,100,96,86,991,988,987,10,9,2,23,11,,0.00,7,Rain-Snow,333<br />
2007-4-12,-5,-6,-7,-7,-8,-8,100,92,86,993,988,986,10,9,5,21,11,,0.00,7,Snow,350<br />
2007-4-13,-8,-9,-10,-8,-12,-13,100,83,68,999,996,993,10,10,10,24,21,,0.00,1,,8<br />
2007-4-14,-6,-8,-10,-8,-11,-12,93,81,68,1007,1002,998,10,10,10,21,14,,0.00,0,,35<br />
2007-4-15,-5,-7,-8,-6,-8,-10,93,85,80,1019,1012,1006,10,9,3,13,8,,0.00,6,Rain-Snow,65<br />
2007-4-16,-1,-3,-5,-3,-5,-9,93,81,74,1026,1022,1019,10,9,3,42,27,52,0.00,7,Snow,169<br />
2007-4-17,1,-1,-3,-2,-3,-5,100,91,80,1030,1029,1027,10,9,5,29,16,,0.00,6,Rain-Snow,51<br />
2007-4-18,0,-2,-3,-4,-7,-10,75,66,51,1027,1022,1017,10,10,10,50,26,40,0.00,5,,151<br />
2007-4-19,0,-2,-4,-3,-4,-6,100,90,64,1016,1014,1009,10,8,2,58,32,76,0.00,7,Rain-Snow,213<br />
2007-4-20,-2,-3,-4,-4,-4,-6,100,91,80,1008,1005,1004,10,10,10,21,11,,0.00,7,Snow,356<br />
2007-4-21,-2,-3,-4,-4,-5,-6,93,87,80,1008,1007,1005,10,10,10,19,11,,0.00,7,Snow,8<br />
2007-4-22,-4,-6,-6,-5,-6,-8,100,96,86,1008,1006,1004,10,8,3,26,19,,0.00,7,Rain-Snow,341<br />
2007-4-23,-3,-4,-6,-5,-7,-8,93,85,80,1004,1002,1000,10,10,10,16,10,,0.00,5,Snow,34<br />
2007-4-24,-2,-3,-5,-7,-7,-9,86,76,59,1000,994,989,10,10,10,27,21,,0.00,0,,60<br />
2007-4-25,3,0,-3,-2,-5,-9,87,73,59,990,988,986,10,10,10,29,13,,0.00,5,,52<br />
2007-4-26,10,5,0,0,-3,-7,100,66,30,998,991,987,10,10,10,40,24,60,0.00,4,,102<br />
2007-4-27,2,0,-1,0,-2,-3,100,86,75,1010,1007,999,10,9,4,37,23,,0.00,5,Rain-Snow,188<br />
2007-4-28,0,-2,-3,-1,-2,-3,100,95,86,1013,1009,1008,10,10,4,19,11,,0.00,6,Fog-Rain-Snow,344<br />
2007-4-29,1,-1,-3,-2,-3,-4,100,92,80,1017,1015,1011,10,10,10,21,10,,0.00,4,,5<br />
2007-4-30,-2,-3,-3,-3,-3,-4,100,95,86,1021,1014,1010,10,10,10,19,13,,0.00,8,Snow,323<br />
2007-5-1,0,-2,-3,-3,-4,-5,100,86,75,1024,1023,1021,10,10,10,16,6,,0.00,6,,345<br />
2007-5-2,1,-1,-3,-2,-3,-4,100,85,70,1022,1021,1019,10,10,10,27,16,,0.00,0,,23<br />
2007-5-3,3,1,-1,-1,-3,-5,87,75,56,1019,1016,1012,10,10,10,27,19,,0.00,0,,30<br />
2007-5-4,3,0,-2,-1,-2,-4,93,84,70,1011,1010,1009,10,10,10,19,14,,0.00,0,Fog,20<br />
2007-5-5,-1,-2,-3,-2,-3,-4,100,96,93,1012,1011,1009,10,10,9,19,11,,0.00,8,,340<br />
2007-5-6,-2,-3,-4,-4,-5,-6,100,87,80,1011,1010,1010,10,10,10,19,8,,0.00,7,Snow,336<br />
2007-5-7,2,0,-2,0,-2,-5,100,83,69,1011,1010,1008,10,9,2,32,16,,0.00,6,Rain-Snow,119<br />
2007-5-8,1,-1,-2,-1,-2,-3,100,95,81,1010,1009,1008,10,3,1,39,26,,0.00,7,Rain-Snow,181<br />
2007-5-9,7,3,0,0,-1,-3,100,79,53,1010,1009,1007,10,9,2,52,23,,0.00,6,Rain-Snow,107<br />
2007-5-10,6,3,2,0,-2,-3,81,68,61,1012,1011,1010,10,10,10,23,11,,0.00,5,,70<br />
2007-5-11,7,3,0,1,-1,-5,93,74,46,1013,1012,1010,10,10,10,24,11,,0.00,6,Rain,123<br />
2007-5-12,7,4,2,0,-3,-5,81,59,43,1009,1004,1001,10,10,10,39,18,,0.00,6,,62<br />
2007-5-13,7,4,1,1,-1,-2,100,74,61,1005,1002,1000,10,10,10,35,21,,0.00,7,Rain,134<br />
2007-5-14,4,2,0,2,0,-1,100,94,75,1006,1005,1003,10,9,1,37,14,60,0.00,7,Fog-Rain-Snow,211<br />
2007-5-15,1,0,-1,0,-2,-3,100,85,75,1010,1008,1004,10,9,6,52,32,,0.00,6,Rain-Snow,186<br />
2007-5-16,5,2,0,-1,-2,-3,87,73,57,1009,1008,1006,10,10,10,26,14,,0.00,4,,45<br />
2007-5-17,2,0,-1,0,-2,-3,100,84,75,1009,1007,1005,10,10,10,23,13,,0.00,4,Rain,344<br />
2007-5-18,2,0,-1,0,-1,-2,100,92,81,1009,1004,996,10,6,1,42,18,60,0.00,7,Fog-Rain-Snow,187<br />
2007-5-19,2,-2,-5,1,-3,-8,100,89,69,1003,995,989,10,6,1,84,43,111,0.00,7,Rain-Snow,207<br />
2007-5-20,-1,-3,-5,-3,-4,-7,100,88,74,1012,1006,1002,10,8,0,40,23,77,0.00,6,Rain-Snow,250<br />
2007-5-21,-1,-2,-3,-3,-4,-6,100,88,74,1015,1014,1012,10,9,2,14,6,,0.00,7,Rain-Snow,247<br />
2007-5-22,1,-1,-3,-4,-5,-8,93,76,60,1014,1013,1013,10,10,10,26,16,,0.00,4,Snow,5<br />
2007-5-23,1,-1,-2,-4,-7,-9,80,63,48,1016,1015,1014,10,10,10,32,19,,0.00,1,,25<br />
2007-5-24,1,-1,-2,-1,-3,-6,100,79,64,1016,1014,1010,10,9,3,23,11,,0.00,5,Rain-Snow,188<br />
2007-5-25,2,-1,-4,1,-3,-9,100,92,69,1015,1009,1004,10,6,2,34,13,,0.00,7,Rain-Snow,197<br />
2007-5-26,0,-2,-5,-6,-8,-11,74,62,51,1017,1015,1011,10,10,10,16,11,,0.00,2,,81<br />
2007-5-27,1,-1,-2,-2,-5,-10,100,70,48,1011,1009,1007,10,9,4,14,10,,0.00,7,Rain-Snow,44<br />
2007-5-28,3,0,-2,-2,-3,-4,93,80,60,1018,1016,1011,10,10,7,19,8,,0.00,6,Rain-Snow,152<br />
2007-5-29,7,3,0,1,-1,-3,87,72,53,1017,1016,1016,10,10,9,39,16,,0.00,2,,210<br />
2007-5-30,8,4,1,2,0,-3,100,79,46,1022,1019,1016,10,10,10,37,27,60,0.00,6,Rain-Snow,208<br />
2007-5-31,2,1,0,1,0,-3,100,93,80,1022,1019,1014,10,9,0,24,13,,0.00,8,Fog-Rain-Snow,254<br />
2007-6-1,5,2,-1,2,0,-3,93,85,70,1014,1006,1001,10,10,10,23,16,,0.00,5,,360<br />
2007-6-2,4,2,0,2,1,0,100,95,87,1010,1006,1001,10,7,0,21,13,,0.00,7,Fog-Rain,240<br />
2007-6-3,4,2,0,2,1,0,100,94,81,1009,1007,1005,10,4,0,23,13,,0.00,4,Fog-Rain,10<br />
2007-6-4,2,1,0,1,0,0,100,94,87,1008,1007,1005,10,7,0,14,11,,0.00,8,Fog-Rain,2<br />
2007-6-5,4,1,-1,1,0,-1,100,91,81,1018,1012,1008,10,6,0,19,11,,0.00,8,Fog,292<br />
2007-6-6,11,6,1,3,2,0,100,79,54,1018,1016,1015,10,10,10,23,10,,0.00,5,,222<br />
2007-6-7,12,9,6,2,2,0,76,63,44,1024,1020,1016,10,10,10,50,18,72,0.00,7,Rain,210<br />
2007-6-8,12,8,5,5,2,-2,100,67,38,1024,1020,1014,10,9,4,93,31,116,0.00,7,Rain,159<br />
2007-6-9,7,6,5,7,5,4,100,96,87,1020,1019,1018,10,6,0,19,8,,0.00,8,Fog-Rain,160<br />
2007-6-10,9,7,5,7,6,4,100,94,71,1026,1023,1019,10,7,0,35,19,52,0.00,7,Fog-Rain,182<br />
2007-6-11,9,7,4,8,6,4,100,96,87,1030,1029,1026,10,9,1,26,13,,0.00,8,Fog,185<br />
2007-6-12,6,4,4,6,4,4,100,100,93,1029,1027,1023,10,3,0,19,13,,0.00,6,Fog,203<br />
2007-6-13,5,3,1,3,2,1,100,90,81,1023,1016,1012,10,6,0,14,6,,0.00,6,Fog,338<br />
2007-6-14,10,6,2,4,3,1,100,82,62,1011,1007,1005,10,10,10,24,14,,0.00,2,Fog,316<br />
2007-6-15,5,3,2,4,2,0,100,88,70,1004,999,996,10,9,4,74,43,100,0.00,7,Rain-Snow,183<br />
2007-6-16,4,3,2,2,2,1,100,92,81,1008,1005,1001,10,10,5,34,27,,0.00,7,Rain,200<br />
2007-6-17,6,3,1,4,3,1,100,95,76,1006,1005,1004,10,7,2,93,19,116,0.00,7,Rain,124<br />
2007-6-18,8,6,4,7,5,4,100,98,81,1018,1014,1006,10,6,2,84,53,101,0.00,7,Fog-Rain,188<br />
2007-6-19,8,7,5,5,5,4,100,92,81,1018,1017,1017,10,5,0,21,10,,0.00,5,Fog-Rain,198<br />
2007-6-20,9,7,5,5,4,3,93,81,66,1017,1015,1013,10,10,10,29,14,35,0.00,6,Rain,141<br />
2007-6-21,9,7,4,4,3,3,93,85,71,1021,1019,1014,10,10,10,58,29,60,0.00,6,,183<br />
2007-6-22,13,9,6,6,5,4,93,76,58,1020,1018,1017,10,10,10,23,14,,0.00,6,,97<br />
2007-6-23,14,11,8,7,6,4,82,72,55,1021,1019,1017,10,10,10,19,5,,0.00,6,Rain,220<br />
2007-6-24,12,10,9,11,9,7,100,89,82,1024,1022,1021,10,9,5,23,10,,0.00,7,Fog-Rain,183<br />
2007-6-25,17,13,8,12,10,8,100,89,68,1023,1021,1020,10,10,10,34,10,,0.00,6,Rain,124<br />
2007-6-26,10,9,8,10,8,7,100,94,87,1021,1020,1017,10,9,3,21,10,,0.00,8,Fog-Rain,168<br />
2007-6-27,9,7,3,8,6,3,100,92,82,1017,1016,1015,10,6,0,21,13,,0.00,5,Fog,191<br />
2007-6-28,5,4,3,4,3,3,100,94,87,1016,1016,1015,10,6,0,23,14,,0.00,6,Fog,205<br />
2007-6-29,10,7,3,6,5,3,100,87,71,1015,1012,1010,10,5,0,13,5,,0.00,1,Fog,332<br />
2007-6-30,12,7,3,6,4,3,100,83,67,1009,1007,1006,10,6,0,14,8,,0.00,1,Fog,269<br />
2007-7-1,5,3,1,2,1,1,100,87,76,1009,1008,1007,10,7,0,19,11,,0.00,6,Fog-Rain,250<br />
2007-7-2,5,3,1,2,1,0,100,88,75,1012,1010,1009,10,7,0,16,8,,0.00,2,Fog,248<br />
2007-7-3,5,2,0,2,1,0,100,93,81,1015,1013,1012,10,8,0,21,13,,0.00,6,Fog-Snow,229<br />
2007-7-4,12,7,2,4,3,2,100,77,58,1016,1015,1014,10,10,10,14,8,,0.00,4,,20<br />
2007-7-5,10,6,2,4,3,2,100,84,66,1018,1017,1016,10,9,1,14,8,,0.00,3,Fog,327<br />
2007-7-6,12,7,2,6,4,2,100,77,62,1018,1016,1013,10,7,0,14,13,,0.00,1,Fog-Rain,30<br />
2007-7-7,9,6,3,4,4,3,100,87,71,1014,1014,1014,10,7,0,24,14,,0.00,4,Fog-Rain,190<br />
2007-7-8,12,7,3,5,4,3,100,80,62,1014,1012,1011,10,8,0,19,10,,0.00,5,Fog,203<br />
2007-7-9,16,11,6,7,6,5,93,63,48,1009,1008,1008,10,10,10,16,11,,0.00,1,,28<br />
2007-7-10,17,11,6,7,6,5,100,71,48,1009,1007,1005,10,10,10,14,10,,0.00,2,Fog,350<br />
2007-7-11,19,13,8,7,6,4,87,62,42,1011,1008,1005,10,10,10,19,11,,0.00,3,,206<br />
2007-7-12,15,10,6,7,6,4,93,77,51,1016,1014,1011,10,10,10,24,11,,0.00,0,Fog,195<br />
2007-7-13,17,11,6,7,4,2,93,60,37,1017,1016,1015,10,10,10,34,10,,0.00,5,,194<br />
2007-7-14,15,11,8,10,7,3,100,77,45,1016,1015,1014,10,10,10,35,14,45,0.00,6,Rain,122<br />
2007-7-15,11,9,8,10,8,5,100,90,76,1015,1013,1011,10,7,2,72,27,95,0.00,6,Rain,175<br />
2007-7-16,13,10,8,9,8,6,100,90,77,1018,1016,1010,10,10,10,53,19,,0.00,6,Rain,156<br />
2007-7-17,16,12,8,10,8,7,100,83,55,1009,1004,1001,10,8,1,26,16,,0.00,7,Fog-Rain,71<br />
2007-7-18,11,9,7,9,8,6,100,92,71,1006,1005,1002,10,9,0,47,24,60,0.00,6,Fog-Rain,181<br />
2007-7-19,9,7,6,8,7,4,100,95,81,1008,1006,1005,10,8,1,40,19,55,0.00,7,Fog-Rain,191<br />
2007-7-20,8,7,5,7,6,5,100,97,93,1014,1011,1008,10,9,3,40,26,55,0.00,6,Fog-Rain,192<br />
2007-7-21,12,9,6,9,8,6,100,88,76,1018,1016,1014,10,10,10,14,8,,0.00,6,,30<br />
2007-7-22,14,11,8,9,8,7,100,83,67,1017,1013,1007,10,10,10,16,11,,0.00,5,,54<br />
2007-7-23,16,11,7,9,8,7,100,75,59,1006,1003,1002,10,7,0,21,14,,0.00,2,Fog,29<br />
2007-7-24,17,11,6,7,5,2,100,75,37,1011,1008,1004,10,10,10,40,14,55,0.00,6,,194<br />
2007-7-25,13,11,8,8,6,4,93,71,54,1012,1011,1010,10,10,10,37,26,42,0.00,7,Rain,187<br />
2007-7-26,12,9,7,8,7,6,100,85,72,1011,1011,1010,10,10,10,37,24,37,0.00,4,,206<br />
2007-7-27,12,10,8,7,6,3,93,76,54,1011,1007,1003,10,9,4,80,35,109,0.00,6,Rain,176<br />
2007-7-28,11,9,8,8,7,4,100,85,66,1003,1002,1001,10,8,3,84,48,106,0.00,7,Rain,176<br />
2007-7-29,8,7,6,8,7,6,100,98,93,1007,1006,1003,10,5,0,45,31,,0.00,7,Fog-Rain,186<br />
2007-7-30,9,7,6,8,7,6,100,96,87,1008,1006,1005,10,6,0,34,21,,0.00,6,Fog-Rain,189<br />
2007-7-31,8,7,6,7,7,6,100,99,93,1009,1008,1007,10,5,0,19,11,,0.00,7,Fog-Rain,199<br />
2007-8-1,12,9,6,8,7,6,100,88,71,1008,1007,1007,10,10,10,14,11,,0.00,6,,358<br />
2007-8-2,14,9,5,8,6,5,100,81,63,1006,1005,1004,10,9,0,19,14,,0.00,2,Fog,6<br />
