
UYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2008-5-8,17,12,8,8,5,1,87,62,39,1021,1020,1018,10,10,8,16,8,,0.00,3,,224<br />
2008-5-9,18,11,4,9,4,0,100,69,40,1022,1021,1021,5,5,5,13,3,,0.00,1,,280<br />
2008-5-10,18,11,4,9,6,3,100,77,40,1025,1024,1023,7,4,0,11,6,,0.00,,Fog,22<br />
2008-5-11,18,12,6,12,8,5,100,84,56,1027,1025,1025,10,6,0,21,5,,0.00,1,Fog,86<br />
2008-5-12,20,13,6,13,10,5,100,83,60,1027,1025,1024,10,6,3,19,3,,0.00,2,,97<br />
2008-5-13,21,14,9,15,11,8,100,85,46,1025,1023,1021,10,7,1,16,10,,0.00,2,Fog,44<br />
2008-5-14,22,14,8,13,10,7,100,79,38,1021,1018,1015,10,7,4,19,8,,0.00,1,,359<br />
2008-5-15,25,18,11,14,10,8,88,68,36,1016,1014,1011,10,10,10,32,13,,0.00,6,,312<br />
2008-5-16,16,14,13,13,10,8,82,73,59,1020,1017,1015,10,10,10,23,16,,0.00,6,,106<br />
2008-5-17,24,19,14,13,12,10,94,69,41,1015,1013,1010,,,,27,19,,0.00,,,20<br />
2008-5-18,25,20,16,18,14,10,94,69,50,1019,1010,1008,10,9,8,27,18,,0.00,6,Rain-Thunderstorm,16<br />
2008-5-19,28,22,17,21,19,16,100,83,62,1009,1007,1005,10,10,10,24,16,,0.00,6,Thunderstorm,13<br />
2008-5-20,23,19,16,20,16,13,100,92,82,1010,1008,1006,10,8,3,27,16,,0.00,8,Rain-Thunderstorm,130<br />
2008-5-21,21,18,16,20,17,15,100,97,88,1009,1006,1005,10,6,3,27,13,,0.00,7,Rain-Thunderstorm,90<br />
2008-5-22,17,16,15,15,14,13,100,93,77,1014,1012,1009,10,7,0,23,10,,0.00,5,Fog,149<br />
2008-5-23,19,17,15,18,16,13,100,94,82,1011,1008,1007,10,5,0,26,11,,0.00,6,Fog-Rain-Thunderstorm,107<br />
2008-5-24,16,14,13,16,12,10,100,90,77,1014,1011,1009,10,9,5,48,27,48,0.00,8,Rain-Thunderstorm,225<br />
2008-5-25,17,14,12,14,13,12,100,90,72,1015,1014,1013,10,9,0,19,8,,0.00,5,Fog-Rain,134<br />
2008-5-26,17,13,10,13,12,10,100,91,72,1015,1014,1013,10,7,1,10,2,,0.00,7,,349<br />
2008-5-27,17,13,11,13,11,9,100,84,59,1014,1010,1008,10,9,3,21,5,,0.00,6,,1<br />
2008-5-28,15,12,10,12,7,2,100,75,58,1015,1012,1009,10,9,3,34,19,47,0.00,7,Rain,193<br />
2008-5-29,10,8,6,4,1,-3,87,62,46,1022,1019,1015,10,10,10,34,24,,0.00,4,Rain,236<br />
2008-5-30,11,7,4,6,4,2,93,75,62,1029,1025,1021,10,10,10,26,21,,0.00,4,,261<br />
2008-5-31,12,7,3,6,3,0,100,80,58,1031,1030,1028,10,8,3,19,8,,0.00,4,,300<br />
2008-6-1,13,7,0,5,3,0,100,85,54,1031,1029,1028,10,3,0,11,2,,0.00,5,Fog,86<br />
2008-6-2,12,7,2,8,4,1,100,81,62,1028,1027,1025,8,4,2,19,6,,0.00,,,104<br />
2008-6-3,15,8,1,12,7,1,100,89,72,1026,1024,1021,10,4,0,13,5,,0.00,4,Fog,94<br />
2008-6-4,17,12,7,14,11,7,100,90,72,1022,1017,1014,10,6,2,24,8,,0.00,7,Fog-Rain,50<br />
2008-6-5,17,13,10,14,12,9,100,93,77,1014,1012,1011,10,8,5,24,8,,0.00,5,,306<br />
2008-6-6,15,11,7,10,7,5,94,81,51,1018,1016,1013,,,,29,14,,0.00,,,290<br />
2008-6-7,18,11,4,9,6,2,94,77,40,1020,1018,1016,8,7,6,13,8,,0.00,3,,28<br />
2008-6-8,16,10,5,11,8,4,100,82,59,1018,1016,1014,8,8,8,14,5,,0.00,3,Fog,94<br />
2008-6-9,14,11,8,13,10,2,100,92,51,1015,1013,1010,10,6,0,37,11,53,0.00,8,Fog-Rain,205<br />
2008-6-10,12,9,7,7,4,2,93,73,51,1015,1014,1012,10,10,10,27,23,47,0.00,3,,276<br />
2008-6-11,18,12,6,4,3,1,76,60,32,1014,1013,1010,,,,40,19,,0.00,,,328<br />
2008-6-12,14,10,6,6,-1,-8,81,52,21,1019,1017,1015,10,10,10,23,11,,0.00,3,,282<br />
2008-6-13,19,11,3,4,2,-2,87,58,26,1018,1013,1006,,,,34,13,,0.00,,,322<br />
2008-6-14,13,11,9,6,2,-2,76,55,38,1007,1003,1000,10,10,10,42,29,60,0.00,2,,296<br />
2008-6-15,11,9,7,5,2,-2,76,65,46,1022,1015,1008,10,10,8,47,35,74,0.00,4,Rain,253<br />
2008-6-16,14,8,2,7,1,-5,100,66,29,1022,1020,1017,8,8,8,35,14,,0.00,,,321<br />
2008-6-17,17,9,2,2,0,-2,81,56,30,1018,1016,1014,,,,26,16,,0.00,,,341<br />
2008-6-18,12,7,3,8,4,-1,87,77,67,1019,1018,1015,10,7,5,24,8,,0.00,0,,112<br />
2008-6-19,13,11,10,11,10,9,100,92,77,1019,1015,1010,10,7,3,37,19,39,0.00,6,Rain,117<br />
2008-6-20,12,11,11,12,11,11,100,100,94,1013,1008,1004,8,4,1,42,27,66,0.00,8,Rain,161<br />
2008-6-21,12,11,10,11,9,6,100,91,67,1022,1018,1013,10,8,5,27,21,,0.00,5,Rain,204<br />
2008-6-22,11,10,8,9,8,6,100,87,71,1026,1024,1022,10,10,4,19,11,,0.00,5,,230<br />
2008-6-23,12,8,4,10,8,4,100,96,82,1030,1028,1026,10,5,0,11,2,,0.00,5,Fog,152<br />
2008-6-24,11,6,2,10,7,1,100,98,88,1031,1029,1028,10,2,0,16,6,,0.00,7,Fog,114<br />
2008-6-25,14,9,5,12,8,5,100,93,77,1028,1026,1022,10,4,0,13,3,,0.00,2,Fog,111<br />
2008-6-26,14,12,11,13,12,10,100,95,88,1022,1019,1017,10,7,3,11,0,,0.00,7,Rain,30<br />
2008-6-27,15,12,10,12,11,9,100,95,77,1021,1019,1018,8,3,0,13,3,,0.00,5,Fog,320<br />
2008-6-28,15,10,5,11,8,5,100,97,67,1022,1020,1019,10,1,0,14,5,,0.00,3,Fog,359<br />
2008-6-29,17,11,5,12,9,5,100,92,68,1024,1022,1021,8,4,1,13,2,,0.00,2,Fog,44<br />
2008-6-30,17,13,10,13,12,10,100,92,72,1021,1017,1014,10,7,0,19,8,,0.00,8,Fog,357<br />
2008-7-1,12,11,10,12,9,6,100,89,76,1023,1019,1015,10,8,5,21,6,,0.00,7,,143<br />
2008-7-2,11,10,9,7,6,5,87,77,67,1025,1023,1022,10,10,10,14,11,,0.00,5,,125<br />
2008-7-3,13,9,5,9,6,4,100,84,58,1025,1023,1022,7,6,5,14,6,,0.00,6,Fog,95<br />
2008-7-4,15,8,2,13,9,2,100,96,82,1022,1017,1012,10,3,0,23,6,,0.00,7,Fog,29<br />
2008-7-5,26,20,14,17,14,13,100,79,51,1013,1011,1009,10,10,10,26,19,,0.00,2,,8<br />
2008-7-6,19,16,13,16,14,13,100,92,83,1018,1015,1012,10,6,3,26,16,,0.00,7,,85<br />
2008-7-7,18,16,13,16,14,11,100,94,82,1017,1013,1010,10,7,1,27,19,47,0.00,8,Rain-Thunderstorm,67<br />
2008-7-8,18,13,8,14,10,8,100,85,56,1020,1017,1012,10,5,0,27,16,47,0.00,3,Fog,308<br />
2008-7-9,16,12,8,12,11,8,100,92,72,1025,1023,1020,8,3,0,24,11,,0.00,7,Fog,86<br />
2008-7-10,16,12,9,14,12,9,100,96,82,1027,1025,1024,10,6,1,19,11,,0.00,5,Fog,101<br />
2008-7-11,21,16,11,17,14,11,100,94,78,1024,1022,1019,10,4,0,14,6,,0.00,6,Fog,25<br />
2008-7-12,24,19,14,17,14,13,100,80,50,1020,1016,1013,10,10,10,23,13,,0.00,3,,35<br />
2008-7-13,21,16,11,15,13,11,100,84,68,1018,1015,1012,10,10,10,24,16,,0.00,6,,3<br />
2008-7-14,22,13,6,16,11,6,100,85,52,1021,1019,1016,10,6,0,21,6,,0.00,4,Fog,57<br />
2008-7-15,27,22,17,18,16,13,94,75,51,1019,1017,1016,10,10,10,27,14,,0.00,6,,2<br />
2008-7-16,25,20,15,15,13,12,88,71,44,1016,1012,1008,,,,27,14,,0.00,,,10<br />
2008-7-17,25,19,13,14,12,10,82,69,44,1010,1006,1002,10,8,6,34,18,52,0.00,5,,321<br />
2008-7-18,16,12,8,10,6,2,88,64,44,1018,1015,1011,5,5,5,26,13,,0.00,6,,259<br />
2008-7-19,13,9,5,9,3,-1,94,69,38,1023,1020,1018,8,6,4,19,8,,0.00,4,,225<br />
2008-7-20,12,8,4,7,4,1,87,74,54,1024,1022,1021,10,7,3,32,8,,0.00,1,,111<br />
2008-7-21,13,11,10,12,10,1,100,89,54,1020,1015,1010,10,6,2,39,27,52,0.00,8,Rain-Thunderstorm,113<br />
2008-7-22,13,11,10,12,11,7,100,92,77,1017,1010,1005,10,7,2,66,37,69,0.00,7,Rain,184<br />
2008-7-23,13,11,10,9,8,8,94,85,72,1019,1017,1017,10,10,10,16,8,,0.00,6,,171<br />
2008-7-24,11,10,9,10,8,4,100,85,66,1021,1018,1017,10,9,5,201,19,,0.00,7,Rain,239<br />
2008-7-25,12,8,5,10,7,5,100,85,71,1024,1023,1021,10,9,3,14,6,,0.00,5,,201<br />
2008-7-26,15,9,4,9,7,4,100,86,59,1024,1023,1021,10,9,8,13,8,,0.00,6,Fog,56<br />
2008-7-27,14,11,9,11,9,9,100,91,72,1021,1020,1019,10,10,10,21,13,,0.00,6,Rain,118<br />
2008-7-28,15,13,12,13,12,11,100,95,82,1023,1022,1021,10,7,0,16,10,,0.00,6,Fog,129<br />
2008-7-29,15,13,12,13,12,11,100,95,82,1022,1020,1017,10,10,8,26,13,,0.00,5,,117<br />
2008-7-30,16,13,12,13,12,10,100,96,77,1017,1015,1013,10,5,0,14,10,,0.00,7,Fog,186<br />
2008-7-31,12,11,10,11,10,8,100,92,82,1019,1016,1014,10,6,3,14,6,,0.00,8,,238<br />
2008-8-1,14,11,8,11,9,7,100,88,77,1018,1015,1012,10,9,5,14,6,,0.00,6,,81<br />
2008-8-2,13,10,8,12,9,5,100,91,76,1016,1011,1009,10,7,2,27,16,47,0.00,6,Rain,304<br />
2008-8-3,9,7,6,6,-1,-5,87,61,40,1019,1017,1013,10,10,10,32,19,,0.00,3,,218<br />
2008-8-4,12,9,7,11,6,0,100,80,61,1014,1010,1007,8,3,0,27,10,,0.00,8,Rain,340<br />
2008-8-5,14,9,5,9,3,-3,100,73,35,1018,1016,1012,10,9,2,27,16,,0.00,4,Rain,289<br />
2008-8-6,17,9,2,7,3,0,93,72,42,1017,1015,1012,10,6,4,27,11,,0.00,1,,347<br />
2008-8-7,17,10,3,8,2,-7,100,66,29,1022,1017,1014,5,3,1,34,11,48,0.00,,Fog,281<br />
2008-8-8,13,7,2,1,-2,-6,76,50,33,1026,1024,1023,8,8,8,23,13,,0.00,,,225<br />
2008-8-9,16,8,1,10,0,-7,81,60,34,1025,1023,1020,8,8,8,19,6,,0.00,,,8<br />
2008-8-10,22,14,7,11,7,3,81,67,46,1020,1015,1011,,,,34,16,,0.00,,,17<br />
2008-8-11,22,17,12,16,13,11,100,89,64,1011,1007,1002,10,7,2,47,21,64,0.00,7,Rain-Thunderstorm,11<br />
2008-8-12,12,8,5,12,6,3,100,81,62,1020,1013,1007,10,9,5,35,23,47,0.00,4,Rain-Thunderstorm,246<br />
2008-8-13,15,8,2,10,3,0,100,74,42,1022,1021,1020,6,5,4,23,11,,0.00,6,,8<br />
2008-8-14,18,10,3,12,7,2,100,84,48,1023,1021,1019,10,7,1,19,5,,0.00,6,,68<br />
2008-8-15,20,16,12,15,13,10,94,85,68,1019,1013,1006,10,10,10,21,13,,0.00,6,,42<br />
