
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-3-7,32,28,25,25,24,23,100,79,62,1017,1015,1013,10,9,5,29,16,48,0.00,4,Rain,21<br />
2005-3-8,32,29,26,24,23,21,89,74,55,1017,1015,1012,10,10,8,24,13,,0.00,6,,23<br />
2005-3-9,33,28,24,24,23,22,94,77,52,1016,1013,1011,10,9,5,23,10,,0.00,5,,20<br />
2005-3-10,33,29,25,25,24,23,94,79,55,1014,1012,1009,10,9,5,24,8,,0.00,5,Rain,28<br />
2005-3-11,33,29,25,26,24,23,100,83,59,1013,1011,1008,10,9,3,16,3,,0.00,5,Rain-Thunderstorm,17<br />
2005-3-12,34,29,25,26,25,23,94,82,56,1012,1010,1008,10,9,6,19,3,,0.00,6,,36<br />
2005-3-13,34,30,26,26,24,22,94,77,52,1012,1010,1007,10,9,5,27,8,,0.00,6,,24<br />
2005-3-14,34,30,26,26,24,23,100,78,56,1011,1010,1007,10,8,2,24,8,,0.00,6,,21<br />
2005-3-15,34,30,27,25,24,23,89,76,52,1012,1010,1007,10,10,10,24,13,,0.00,5,,30<br />
2005-3-16,34,30,27,25,24,23,89,77,55,1012,1010,1008,10,9,5,29,13,,0.00,6,,25<br />
2005-3-17,34,30,27,26,24,23,89,76,55,1011,1009,1007,10,10,10,26,13,,0.00,6,,28<br />
2005-3-18,33,30,27,26,24,23,89,77,59,1011,1009,1006,10,9,7,24,13,,0.00,6,,24<br />
2005-3-19,33,29,26,25,24,22,89,78,55,1011,1009,1007,10,10,5,29,13,,0.00,6,Rain,25<br />
2005-3-20,33,29,26,25,24,21,89,75,49,1011,1009,1007,10,9,6,19,6,,0.00,6,,29<br />
2005-3-21,34,30,26,25,24,23,94,77,52,1011,1009,1006,10,9,3,26,8,,0.00,6,,28<br />
2005-3-22,34,30,27,25,24,23,89,76,55,1010,1008,1005,10,10,8,16,6,,0.00,6,,26<br />
2005-3-23,34,30,26,26,25,24,94,80,56,1011,1009,1007,10,8,5,23,3,,0.00,5,Rain-Thunderstorm,39<br />
2005-3-24,33,30,27,26,24,23,94,78,59,1011,1009,1007,10,9,1,19,5,,0.00,6,,39<br />
2005-3-25,35,30,26,25,25,23,94,77,52,1011,1009,1006,10,8,3,24,6,,0.00,4,,36<br />
2005-3-26,33,29,26,26,25,24,94,84,59,1012,1010,1008,10,10,8,19,8,,0.00,5,Rain,16<br />
2005-3-27,34,29,25,26,25,24,100,89,56,1011,1010,1008,10,9,3,24,3,,0.00,6,Rain-Thunderstorm,18<br />
2005-3-28,31,28,26,26,26,24,100,88,70,1012,1010,1007,10,9,7,14,2,,0.00,6,Rain,65<br />
2005-3-29,30,28,25,26,25,2,100,87,21,1012,1009,1006,10,8,3,21,3,,0.00,5,Rain-Thunderstorm,201<br />
2005-3-30,32,29,26,27,26,25,100,88,66,1010,1008,1005,10,9,4,13,2,,0.00,6,Rain-Thunderstorm,297<br />
2005-3-31,29,27,26,27,26,24,100,92,84,1009,1008,1007,10,8,4,8,2,,0.00,6,Rain,83<br />
2005-4-1,33,29,25,26,26,22,100,85,58,1009,1008,1006,10,8,3,16,2,,0.00,6,Thunderstorm,57<br />
2005-4-2,29,27,24,26,25,23,100,91,79,1012,1009,1007,10,9,3,16,2,,0.00,6,Rain,271<br />
2005-4-3,34,30,26,27,26,25,94,85,66,1012,1009,1007,10,10,5,24,3,,0.00,5,Rain,7<br />
2005-4-4,27,24,23,25,24,23,100,96,89,1014,1011,1009,10,9,2,13,5,,0.00,7,Rain-Thunderstorm,285<br />
2005-4-5,32,28,25,26,24,23,100,89,62,1013,1011,1009,10,9,4,23,5,,0.00,5,Rain,28<br />
2005-4-6,31,28,25,26,24,24,94,86,70,1013,1010,1008,10,10,9,21,5,,0.00,5,Rain,10<br />
2005-4-7,34,30,26,26,25,23,94,82,52,1012,1010,1007,10,10,10,14,2,,0.00,6,Rain-Thunderstorm,36<br />
2005-4-8,33,29,26,27,26,24,94,85,62,1012,1010,1008,10,10,10,19,3,,0.00,6,Rain-Thunderstorm,59<br />
2005-4-9,32,28,24,25,23,22,100,78,55,1013,1011,1009,10,10,8,23,6,39,0.00,6,Rain-Thunderstorm,276<br />
2005-4-10,33,29,26,27,25,24,100,81,62,1013,1011,1009,10,10,10,21,3,,0.00,4,,73<br />
2005-4-11,31,28,25,26,25,22,94,87,74,1014,1011,1007,10,10,7,23,3,,0.00,6,Rain-Thunderstorm,25<br />
2005-4-12,33,28,24,26,24,23,94,79,59,1013,1010,1008,10,10,6,16,3,,0.00,6,Thunderstorm,79<br />
2005-4-13,34,30,26,26,26,23,100,84,55,1013,1011,1009,10,9,5,19,5,,0.00,5,Rain-Thunderstorm,25<br />
2005-4-14,33,29,26,26,25,24,100,79,59,1014,1012,1010,10,10,9,24,5,,0.00,5,,43<br />
2005-4-15,33,29,26,26,25,24,94,81,59,1014,1012,1010,10,9,5,21,5,,0.00,6,,52<br />
2005-4-16,33,30,27,26,26,24,94,81,59,1013,1012,1009,10,10,8,21,3,,0.00,6,Rain,67<br />
2005-4-17,30,28,27,26,25,24,94,84,70,1014,1011,1009,10,9,5,16,3,,0.00,6,Rain-Thunderstorm,51<br />
2005-4-18,32,29,26,26,25,24,94,85,62,1014,1012,1009,10,10,8,16,6,,0.00,5,Rain-Thunderstorm,49<br />
2005-4-19,34,30,27,26,24,22,94,74,49,1014,1012,1009,10,10,10,21,8,,0.00,5,,29<br />
2005-4-20,34,30,26,26,24,22,94,77,52,1014,1012,1009,10,10,6,23,5,,0.00,3,,37<br />
2005-4-21,32,29,26,26,25,23,94,80,62,1012,1010,1008,10,10,10,23,5,,0.00,5,Rain,58<br />
2005-4-22,34,30,27,26,25,24,89,78,59,1012,1010,1008,10,10,9,27,6,,0.00,6,,66<br />
2005-4-23,34,30,27,26,25,22,89,75,52,1012,1010,1008,10,10,10,19,6,,0.00,6,,87<br />
2005-4-24,33,30,28,27,26,24,89,79,59,1012,1010,1008,10,10,10,26,6,,0.00,6,Thunderstorm,103<br />
2005-4-25,35,31,27,27,25,20,94,76,44,1012,1009,1007,10,10,10,23,6,,0.00,6,,110<br />
2005-4-26,34,31,28,27,26,20,94,75,44,1010,1009,1006,10,10,10,21,10,,0.00,6,,108<br />
2005-4-27,35,31,28,26,26,23,89,76,52,1011,1009,1007,10,10,10,198,10,,0.00,6,,120<br />
2005-4-28,34,31,28,27,26,24,94,78,56,1011,1009,1007,10,10,8,19,5,,0.00,5,Thunderstorm,123<br />
2005-4-29,35,31,28,27,26,23,94,76,52,1011,1008,1006,10,10,10,23,11,,0.00,6,,119<br />
2005-4-30,35,31,28,27,26,23,94,76,49,1008,1007,1005,10,10,10,23,11,,0.00,4,,105<br />
2005-5-1,35,31,27,27,26,23,100,84,49,1009,1008,1006,10,10,8,21,3,,0.00,5,Rain-Thunderstorm,94<br />
2005-5-2,34,30,27,26,25,22,94,77,52,1010,1008,1006,10,10,10,14,3,,0.00,5,,127<br />
2005-5-3,35,31,27,26,25,22,94,75,49,1009,1007,1005,10,10,10,24,5,,0.00,6,,42<br />
2005-5-4,35,31,27,26,25,23,94,76,49,1009,1007,1005,10,10,10,16,3,,0.00,6,,59<br />
2005-5-5,33,29,26,27,26,24,100,84,62,1009,1007,1005,10,8,1,16,3,,0.00,6,Rain-Thunderstorm,136<br />
2005-5-6,33,29,25,27,26,24,100,91,66,1009,1008,1006,10,6,1,24,2,,0.00,6,Rain-Thunderstorm,274<br />
2005-5-7,33,30,27,27,26,25,94,84,66,1010,1008,1006,10,10,8,26,3,,0.00,6,Rain-Thunderstorm,180<br />
2005-5-8,29,27,25,27,26,24,100,93,84,1012,1009,1007,10,9,3,14,5,,0.00,5,Rain-Thunderstorm,232<br />
2005-5-9,33,29,25,27,26,25,100,83,63,1010,1008,1006,10,10,10,16,3,,0.00,5,,180<br />
2005-5-10,31,27,24,27,26,24,100,92,79,1011,1009,1008,10,9,1,19,5,39,0.00,6,Rain-Thunderstorm,165<br />
2005-5-11,33,30,27,27,26,23,100,79,62,1012,1009,1007,10,10,10,16,6,,0.00,6,,180<br />
2005-5-12,29,26,23,26,24,22,100,87,74,1013,1010,1008,10,9,3,34,8,53,0.00,6,Rain-Thunderstorm,188<br />
2005-5-13,33,30,27,27,26,25,94,80,63,1010,1008,1006,10,10,10,19,5,,0.00,6,,154<br />
2005-5-14,32,30,28,27,26,25,94,83,66,1010,1008,1006,10,10,4,14,6,,0.00,6,Rain-Thunderstorm,170<br />
2005-5-15,31,27,24,26,25,24,100,86,66,1012,1009,1007,10,9,4,14,5,,0.00,6,Rain-Thunderstorm,193<br />
2005-5-16,31,28,25,26,26,23,94,87,75,1012,1010,1008,10,9,3,26,3,,0.00,6,Rain-Thunderstorm,201<br />
2005-5-17,32,28,25,27,26,24,100,91,70,1012,1010,1009,10,9,5,27,3,,0.00,6,Rain-Thunderstorm,176<br />
2005-5-18,32,29,26,27,26,24,100,84,66,1011,1009,1007,10,10,8,24,6,,0.00,6,Rain,149<br />
2005-5-19,31,28,25,27,26,24,100,86,70,1012,1009,1007,10,9,1,24,5,,0.00,6,Rain-Thunderstorm,165<br />
2005-5-20,32,28,25,27,26,25,100,86,70,1010,1008,1007,10,8,4,21,3,,0.00,6,Thunderstorm,129<br />
2005-5-21,32,28,25,27,26,24,100,86,70,1010,1009,1008,10,8,5,23,8,,0.00,6,Rain-Thunderstorm,129<br />
2005-5-22,32,28,25,27,26,22,100,86,58,1010,1009,1007,10,8,4,16,3,,0.00,6,,149<br />
2005-5-23,33,30,28,27,26,25,94,81,66,1010,1009,1007,10,10,10,23,10,,0.00,4,Thunderstorm,128<br />
2005-5-24,33,29,25,27,26,25,100,87,63,1011,1009,1008,10,10,3,23,3,,0.00,6,Rain-Thunderstorm,186<br />
2005-5-25,31,27,24,26,25,23,100,89,66,1012,1010,1008,10,9,5,16,3,,0.00,6,Rain-Thunderstorm,200<br />
2005-5-26,31,28,25,26,25,23,100,85,66,1012,1010,1008,10,10,4,16,6,35,0.00,5,Rain,114<br />
2005-5-27,31,29,27,27,26,24,94,81,66,1011,1009,1008,10,10,10,16,5,,0.00,5,Rain,128<br />
2005-5-28,33,30,27,27,26,24,94,79,62,1010,1008,1007,10,10,10,19,6,,0.00,6,,118<br />
2005-5-29,33,28,24,26,26,24,100,87,66,1011,1009,1008,10,9,2,29,6,,0.00,6,Rain-Thunderstorm,143<br />
2005-5-30,32,29,26,26,26,25,100,83,66,1010,1008,1006,10,9,5,13,3,,0.00,6,,187<br />
2005-5-31,33,30,27,27,26,25,94,83,63,1010,1008,1006,10,10,9,24,3,,0.00,4,,166<br />
2005-6-1,31,29,27,27,26,25,100,87,70,1010,1008,1006,10,8,5,14,2,,0.00,6,Rain-Thunderstorm,189<br />
2005-6-2,33,30,28,27,26,24,89,80,59,1010,1008,1005,10,10,10,19,8,,0.00,5,,141<br />
2005-6-3,33,30,28,27,26,25,94,81,66,1010,1008,1006,10,10,10,19,6,,0.00,6,,154<br />
2005-6-4,32,30,28,27,26,24,94,83,62,1009,1007,1005,10,10,10,23,8,,0.00,6,Rain,144<br />
2005-6-5,31,29,27,27,26,25,94,84,70,1009,1007,1005,10,9,6,13,3,,0.00,6,Thunderstorm,204<br />
2005-6-6,33,30,27,27,26,24,100,85,62,1009,1008,1006,10,10,7,16,3,,0.00,6,Rain-Thunderstorm,164<br />
2005-6-7,32,29,27,27,26,25,100,85,66,1009,1007,1005,10,10,7,14,3,,0.00,6,Rain,160<br />
2005-6-8,30,28,27,27,26,25,94,86,74,1010,1007,1006,10,10,10,19,5,,0.00,6,Rain,180<br />
2005-6-9,33,30,28,26,26,23,89,75,63,1008,1007,1005,10,10,10,26,13,,0.00,6,,140<br />
2005-6-10,33,30,27,27,26,24,94,77,63,1009,1007,1005,10,10,5,23,10,,0.00,6,Rain-Thunderstorm,129<br />
2005-6-11,33,30,27,27,26,25,100,83,66,1009,1007,1006,10,10,5,11,3,,0.00,6,,155<br />
2005-6-12,32,30,28,27,26,23,94,84,70,1009,1008,1006,10,10,10,24,3,,0.00,6,Thunderstorm,182<br />
2005-6-13,31,29,27,26,26,24,94,82,70,1011,1009,1007,10,10,10,11,2,,0.00,5,Rain,156<br />
2005-6-14,33,29,26,27,26,23,94,85,66,1009,1008,1006,10,10,8,21,3,,0.00,6,Rain-Thunderstorm,143<br />
2005-6-15,30,28,25,26,25,23,100,88,74,1010,1008,1005,10,9,5,19,3,,0.00,6,Rain-Thunderstorm,258<br />
2005-6-16,33,30,27,27,26,24,100,83,59,1009,1007,1005,10,9,7,11,2,,0.00,6,,204<br />
2005-6-17,31,28,26,27,26,25,94,88,75,1009,1007,1005,10,10,6,10,3,,0.00,6,Rain-Thunderstorm,86<br />
2005-6-18,33,29,25,27,26,25,100,83,66,1009,1007,1005,10,8,4,11,2,,0.00,5,Rain-Thunderstorm,142<br />
2005-6-19,33,29,26,27,25,23,94,80,55,1009,1007,1005,10,9,7,11,2,,0.00,6,Thunderstorm,138<br />
2005-6-20,33,29,25,26,24,22,94,78,52,1010,1008,1006,10,9,4,14,5,,0.00,6,Rain-Thunderstorm,224<br />
2005-6-21,29,27,24,26,24,21,100,86,62,1010,1009,1008,10,9,4,14,2,,0.00,7,Rain-Thunderstorm,206<br />
2005-6-22,30,28,26,26,25,24,94,84,74,1012,1010,1009,10,7,3,10,2,,0.00,7,Rain,150<br />
2005-6-23,33,30,27,27,26,22,100,78,52,1012,1010,1007,10,9,6,16,3,,0.00,6,Rain-Thunderstorm,165<br />
2005-6-24,31,28,26,27,26,22,94,82,70,1011,1010,1008,10,10,8,23,10,,0.00,6,Rain-Thunderstorm,140<br />
2005-6-25,30,28,27,27,25,22,89,81,66,1012,1010,1008,10,10,3,27,10,,0.00,6,Rain-Thunderstorm,165<br />
2005-6-26,30,28,26,26,25,23,89,84,74,1012,1010,1008,10,10,10,13,3,,0.00,6,Rain,190<br />
2005-6-27,32,29,26,26,25,22,89,81,58,1012,1010,1007,10,10,8,19,3,,0.00,6,Rain-Thunderstorm,195<br />
2005-6-28,32,29,27,26,25,22,89,79,62,1011,1009,1008,10,10,10,21,5,,0.00,6,,176<br />
2005-6-29,31,27,24,26,25,23,100,87,66,1011,1010,1008,10,10,2,19,6,,0.00,4,Rain-Thunderstorm,188<br />
2005-6-30,31,28,26,26,25,24,100,84,66,1012,1010,1008,10,10,10,19,5,,0.00,6,Rain,180<br />
2005-7-1,32,29,27,26,25,23,94,78,59,1012,1010,1008,10,10,10,19,6,,0.00,6,,165<br />
2005-7-2,32,29,26,26,25,22,89,80,62,1012,1010,1008,10,10,8,27,6,,0.00,6,Rain-Thunderstorm,172<br />
2005-7-3,32,29,26,26,25,24,94,81,62,1012,1010,1008,10,10,10,27,3,,0.00,6,,170<br />
2005-7-4,30,27,23,26,24,23,100,82,70,1011,1010,1008,10,10,5,23,6,45,0.00,5,Rain,196<br />
2005-7-5,32,29,27,27,25,24,94,77,62,1010,1009,1007,10,10,10,13,5,,0.00,6,,174<br />
2005-7-6,32,29,27,27,26,24,94,80,66,1011,1010,1008,10,10,10,14,6,,0.00,6,,179<br />
2005-7-7,32,29,26,26,26,24,94,84,66,1011,1009,1008,10,9,5,14,3,,0.00,6,Thunderstorm,169<br />
2005-7-8,33,29,25,27,26,24,94,86,66,1011,1009,1007,10,10,10,14,3,,0.00,6,Rain-Thunderstorm,133<br />
2005-7-9,34,30,26,27,26,24,100,82,56,1010,1009,1007,10,9,7,16,3,,0.00,5,,101<br />
2005-7-10,34,30,26,27,25,23,94,84,63,1012,1010,1008,10,10,8,23,5,,0.00,5,Thunderstorm,51<br />
2005-7-11,32,29,26,26,25,24,94,81,62,1012,1010,1009,10,10,6,14,3,,0.00,6,,157<br />
2005-7-12,31,28,26,26,25,24,94,88,70,1012,1011,1010,10,9,5,13,3,,0.00,6,Rain-Thunderstorm,151<br />
2005-7-13,32,28,25,26,24,22,100,80,55,1011,1010,1008,10,9,5,19,3,,0.00,6,Rain,118<br />
2005-7-14,32,28,25,27,24,2,100,83,19,1012,1010,1008,10,9,4,16,3,,0.00,5,Rain-Thunderstorm,53<br />
2005-7-15,32,28,25,26,25,23,100,88,66,1012,1010,1009,10,10,6,14,2,,0.00,6,Rain,253<br />
2005-7-16,29,27,24,25,24,23,100,90,70,1012,1010,1008,10,10,8,13,3,,0.00,6,Rain,279<br />
2005-7-17,30,28,25,26,25,24,100,85,70,1011,1009,1007,10,9,3,14,3,,0.00,6,Rain,189<br />
2005-7-18,31,28,25,26,25,23,100,88,70,1011,1009,1008,10,9,4,21,5,,0.00,6,Rain-Thunderstorm,149<br />
2005-7-19,28,27,25,26,25,23,100,91,84,1012,1010,1009,10,10,5,13,2,,0.00,6,Rain-Thunderstorm,225<br />
2005-7-20,32,29,26,26,24,22,100,82,55,1012,1010,1009,10,9,5,16,3,,0.00,6,,192<br />
2005-7-21,30,28,26,26,24,22,94,81,70,1012,1010,1008,10,10,8,14,3,,0.00,6,Rain,208<br />
2005-7-22,32,29,27,26,25,24,89,81,66,1011,1009,1007,10,10,10,14,3,,0.00,6,,157<br />
2005-7-23,31,28,26,26,25,23,94,84,70,1011,1009,1008,10,10,5,23,6,,0.00,6,Rain-Thunderstorm,157<br />
2005-7-24,30,28,26,27,25,24,100,87,74,1011,1009,1007,10,10,8,27,2,,0.00,6,Rain,184<br />
2005-7-25,31,29,27,27,26,25,94,85,70,1011,1009,1007,10,10,6,23,5,,0.00,6,Rain-Thunderstorm,164<br />
2005-7-26,28,26,24,25,24,23,100,89,79,1012,1010,1008,10,9,3,23,6,,0.00,7,Rain-Thunderstorm,189<br />
2005-7-27,31,28,25,26,25,23,100,85,70,1010,1009,1007,10,10,10,13,3,,0.00,6,,189<br />
2005-7-28,32,29,27,27,26,25,94,83,66,1010,1009,1006,10,10,10,19,8,,0.00,6,,144<br />
2005-7-29,32,30,28,27,26,24,89,80,70,1010,1008,1006,10,10,10,14,6,,0.00,6,Thunderstorm,154<br />
2005-7-30,31,27,23,27,24,23,100,89,75,1009,1008,1006,10,9,1,27,8,48,0.00,6,Rain-Thunderstorm,155<br />
2005-7-31,32,28,25,27,25,23,100,85,62,1010,1008,1006,10,10,10,13,3,,0.00,6,,183<br />
2005-8-1,32,29,27,26,26,24,94,83,62,1010,1009,1007,10,10,10,13,5,,0.00,5,Thunderstorm,135<br />
2005-8-2,31,27,24,26,25,22,94,85,74,1011,1010,1008,10,10,1,24,8,,0.00,6,Rain,146<br />
2005-8-3,31,27,24,26,25,23,94,89,75,1012,1010,1008,10,10,3,16,2,,0.00,6,Rain-Thunderstorm,161<br />
2005-8-4,29,26,23,27,25,22,100,91,83,1014,1010,1008,10,9,3,26,3,,0.00,6,Rain-Thunderstorm,187<br />
2005-8-5,32,28,25,26,26,24,100,83,66,1012,1010,1008,10,10,10,14,3,,0.00,6,,176<br />
2005-8-6,32,29,27,26,26,24,94,82,62,1011,1009,1007,10,10,10,19,6,,0.00,6,,184<br />
2005-8-7,32,29,27,26,25,24,89,78,62,1011,1009,1007,10,10,10,13,8,,0.00,6,,177<br />
2005-8-8,31,29,28,27,26,24,94,83,70,1011,1010,1008,10,10,10,19,8,,0.00,6,Thunderstorm,169<br />
2005-8-9,31,29,27,26,25,23,89,80,66,1011,1010,1008,10,10,10,26,6,,0.00,6,,185<br />
2005-8-10,32,29,27,26,25,24,89,78,62,1011,1009,1007,10,10,10,16,6,,0.00,6,,183<br />
