
CDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-2-11,29,23,17,19,16,13,88,64,45,1019,1017,1015,10,9,9,21,14,,0.00,1,,353<br />
2005-2-12,26,21,16,18,13,10,77,60,41,1022,1019,1017,10,10,9,24,16,,0.00,1,,6<br />
2005-2-13,26,21,17,20,15,12,82,65,56,1022,1020,1018,10,10,9,19,13,,0.00,1,,24<br />
2005-2-14,27,22,18,19,15,13,77,66,47,1021,1019,1018,10,9,9,21,10,,0.00,1,,359<br />
2005-2-15,27,23,20,21,18,16,88,70,57,1020,1018,1016,9,9,7,19,13,,0.00,1,,76<br />
2005-2-16,27,23,19,19,17,14,83,64,47,1018,1016,1014,10,9,9,19,11,,0.00,1,,185<br />
2005-2-17,29,24,20,18,17,15,88,66,48,1018,1016,1015,10,9,8,16,11,,0.00,1,,16<br />
2005-2-18,26,22,19,19,17,15,83,67,57,1020,1018,1016,10,9,9,16,11,,0.00,2,,108<br />
2005-2-19,26,22,19,19,17,15,88,70,57,1023,1020,1018,10,9,9,19,14,,0.00,1,,33<br />
2005-2-20,27,23,20,21,18,16,83,70,58,1023,1021,1019,10,9,8,26,14,,0.00,2,,59<br />
2005-2-21,26,22,19,20,17,15,83,72,65,1021,1020,1018,9,8,8,26,13,,0.00,3,Rain,43<br />
2005-2-22,27,23,19,19,17,14,78,63,45,1021,1019,1017,10,9,9,16,13,,0.00,1,,97<br />
2005-2-23,27,23,20,21,18,16,83,69,54,1020,1018,1016,10,10,9,26,13,,0.00,1,,93<br />
2005-2-24,27,23,19,21,19,16,88,77,54,1019,1017,1015,10,9,8,16,10,,0.00,1,,118<br />
2005-2-25,34,23,20,21,20,18,88,75,44,1018,1016,1015,10,9,8,14,8,,0.00,1,,173<br />
2005-2-26,28,24,21,23,20,15,89,72,45,1017,1015,1014,10,9,9,16,8,,0.00,2,,179<br />
2005-2-27,27,23,21,23,22,19,89,83,70,1016,1015,1014,10,9,8,21,8,,0.00,2,,160<br />
2005-2-28,28,27,25,24,23,21,89,81,74,1016,1015,1014,9,9,7,19,11,,0.00,3,,174<br />
2005-3-1,28,26,24,23,22,20,89,78,70,1017,1016,1014,9,9,7,16,13,,0.00,3,,207<br />
2005-3-2,30,25,20,20,19,17,88,73,51,1018,1016,1015,9,9,8,23,18,,0.00,3,,348<br />
2005-3-3,27,23,20,21,19,16,78,70,57,1018,1016,1014,10,9,9,16,13,,0.00,2,,152<br />
2005-3-4,27,26,24,23,23,22,89,83,79,1018,1016,1014,9,9,9,21,11,,0.00,4,,188<br />
2005-3-5,29,26,23,22,21,20,94,78,58,1018,1016,1015,9,9,8,19,8,,0.00,3,,328<br />
2005-3-6,31,26,21,22,18,13,88,66,33,1020,1018,1016,9,9,8,24,18,,0.00,2,,16<br />
2005-3-7,27,23,19,19,17,15,78,66,51,1020,1017,1015,10,9,9,19,13,,0.00,1,,143<br />
2005-3-8,27,23,19,21,20,17,88,73,65,1018,1016,1015,10,9,9,13,8,,0.00,2,,161<br />
2005-3-9,28,24,22,23,22,18,83,77,73,1016,1014,1011,10,9,8,23,8,,0.00,3,,172<br />
2005-3-10,29,26,23,23,22,19,83,75,66,1015,1013,1011,9,9,8,23,18,,0.00,3,,225<br />
2005-3-11,25,23,21,21,19,19,94,82,74,1017,1015,1013,9,8,7,23,16,,0.00,5,Rain,345<br />
2005-3-12,29,26,22,23,20,18,88,72,58,1019,1017,1016,9,9,7,23,11,,0.00,4,Rain,1<br />
2005-3-13,28,24,22,22,20,18,89,73,61,1028,1017,1016,10,9,8,16,11,,0.00,2,,143<br />
2005-3-14,28,24,21,23,22,19,94,80,70,1018,1016,1014,9,9,7,13,6,,0.00,1,,133<br />
2005-3-15,29,26,22,23,21,18,88,75,65,1017,1016,1014,9,9,8,19,6,,0.00,2,,205<br />
2005-3-16,28,24,21,23,21,18,83,76,61,1017,1015,1013,10,9,8,23,11,,0.00,2,,145<br />
2005-3-17,29,27,26,23,22,21,79,74,66,1017,1015,1013,9,9,7,26,18,,0.00,2,,178<br />
2005-3-18,29,27,26,23,22,21,78,75,70,1017,1015,1014,9,9,8,21,13,,0.00,2,,192<br />
2005-3-19,30,27,24,23,22,20,89,74,58,1017,1016,1015,9,8,8,19,8,,0.00,2,,267<br />
2005-3-20,29,27,24,23,22,19,83,73,55,1018,1016,1015,9,8,8,16,13,,0.00,3,,134<br />
2005-3-21,29,26,23,24,22,20,83,77,62,1018,1016,1014,9,9,8,21,10,,0.00,2,,142<br />
2005-3-22,30,27,23,24,22,21,89,76,66,1018,1017,1015,9,8,8,19,8,,0.00,1,,146<br />
2005-3-23,29,26,23,23,22,21,89,77,70,1019,1017,1016,9,8,7,14,6,,0.00,2,,134<br />
2005-3-24,30,27,24,23,23,22,89,76,62,1019,1018,1016,9,8,7,16,6,,0.00,1,,200<br />
2005-3-25,29,27,24,24,22,19,89,75,62,1018,1016,1014,9,8,7,16,6,,0.00,1,,182<br />
2005-3-26,30,27,24,23,22,21,89,75,62,1017,1015,1013,9,9,8,16,6,,0.00,1,,208<br />
2005-3-27,29,26,23,23,21,20,88,72,62,1017,1015,1014,9,9,8,16,6,,0.00,1,,201<br />
2005-3-28,29,26,23,23,22,19,89,73,55,1017,1016,1014,9,9,8,21,6,,0.00,3,,204<br />
2005-3-29,30,27,23,23,22,20,83,73,58,1017,1016,1015,9,9,9,21,10,,0.00,1,,247<br />
2005-3-30,29,26,23,23,22,20,88,74,62,1018,1016,1015,9,9,8,16,8,,0.00,2,,179<br />
2005-3-31,30,27,23,23,21,17,83,69,58,1017,1016,1014,9,8,5,21,10,,0.00,1,,151<br />
2005-4-1,29,26,23,23,21,17,83,72,51,1017,1015,1014,9,9,8,19,10,,0.00,1,,143<br />
2005-4-2,29,26,23,23,22,21,88,76,70,1017,1015,1014,9,9,8,16,8,,0.00,2,,177<br />
2005-4-3,31,28,25,24,22,19,83,71,49,1018,1017,1015,9,9,8,24,14,,0.00,1,,307<br />
2005-4-4,30,27,23,23,21,20,100,79,55,1019,1017,1015,9,7,2,21,16,,0.00,3,Rain,2<br />
2005-4-5,31,27,24,23,22,20,83,72,52,1018,1017,1015,9,8,7,23,14,,0.00,2,,46<br />
2005-4-6,29,27,24,23,22,20,83,72,62,1019,1017,1015,9,9,8,32,16,,0.00,3,,74<br />
2005-4-7,29,26,23,23,22,20,88,75,62,1019,1017,1015,9,9,8,27,13,,0.00,2,,98<br />
2005-4-8,29,26,22,23,22,21,94,78,66,1016,1014,1012,9,9,8,19,10,,0.00,2,,176<br />
2005-4-9,30,28,26,23,22,22,83,74,62,1015,1014,1012,9,9,8,19,14,,0.00,2,,191<br />
2005-4-10,30,27,24,23,22,19,94,76,58,1014,1013,1012,9,9,9,16,6,,0.00,1,,339<br />
2005-4-11,29,26,23,22,21,18,83,69,55,1014,1012,1010,9,9,8,19,14,,0.00,2,,83<br />
2005-4-12,30,27,23,23,20,15,83,67,57,1014,1013,1011,10,9,8,19,13,,0.00,1,,139<br />
2005-4-13,29,26,23,24,22,19,89,74,55,1015,1014,1012,10,9,9,16,8,,0.00,1,,165<br />
2005-4-14,29,28,27,24,24,23,84,80,74,1014,1013,1011,9,9,8,16,10,,0.00,2,,202<br />
2005-4-15,30,28,24,24,23,20,84,78,70,1021,1013,1011,9,9,8,19,13,,0.00,3,,227<br />
2005-4-16,27,24,23,20,19,18,83,72,58,1019,1016,1014,9,9,8,23,19,,0.00,5,,351<br />
2005-4-17,24,22,20,20,19,18,94,81,69,1019,1017,1016,9,8,7,26,21,,0.00,6,Rain,2<br />
2005-4-18,28,24,21,18,16,15,83,60,45,1018,1017,1015,10,9,8,24,21,,0.00,4,,12<br />
2005-4-19,28,24,22,22,19,18,83,72,58,1017,1015,1014,9,9,8,19,14,,0.00,3,,23<br />
2005-4-20,26,23,22,22,19,18,83,76,69,1016,1015,1014,10,9,8,16,14,,0.00,2,,1<br />
2005-4-21,29,26,22,22,21,20,94,76,62,1015,1013,1010,9,8,1,26,10,,0.00,3,Rain-Thunderstorm,286<br />
2005-4-22,28,24,20,22,20,18,94,80,61,1013,1012,1009,10,9,1,21,10,,0.00,2,Rain-Thunderstorm,331<br />
2005-4-23,28,24,20,20,19,18,88,73,54,1013,1012,1010,10,9,9,19,11,,0.00,2,,330<br />
2005-4-24,28,24,21,21,19,17,88,68,54,1014,1013,1011,10,9,9,16,11,,0.00,1,,248<br />
2005-4-25,29,26,23,21,19,16,78,68,48,1018,1015,1013,10,9,9,16,10,,0.00,1,,164<br />
2005-4-26,29,24,21,23,22,17,83,72,58,1017,1016,1015,10,10,9,16,10,,0.00,1,,145<br />
2005-4-27,30,26,22,24,22,20,94,76,62,1018,1016,1015,10,9,8,16,6,,0.00,1,,66<br />
2005-4-28,31,27,24,24,22,20,78,70,55,1017,1016,1015,10,9,8,27,10,,0.00,2,,331<br />
2005-4-29,31,27,24,23,22,19,94,72,51,1017,1016,1015,10,8,1,19,14,,0.00,2,Rain,61<br />
2005-4-30,28,26,23,22,21,20,83,72,62,1019,1017,1015,9,9,8,21,13,,0.00,1,,135<br />
2005-5-1,29,26,22,22,21,20,94,76,62,1018,1017,1015,10,9,9,42,8,,0.00,1,,162<br />
2005-5-2,29,26,23,23,22,21,88,76,66,1017,1016,1014,9,9,8,16,6,,0.00,1,,190<br />
2005-5-3,29,27,24,23,22,22,89,75,70,1018,1017,1015,9,9,9,16,10,,0.00,2,,132<br />
2005-5-4,30,27,23,24,21,19,83,71,55,1019,1018,1016,10,9,9,23,10,,0.00,1,,139<br />
2005-5-5,29,27,24,24,22,20,83,74,58,1019,1017,1016,10,9,8,14,8,,0.00,2,,174<br />
2005-5-6,29,27,25,24,22,19,89,76,66,1018,1016,1014,9,9,8,19,6,35,0.00,1,,86<br />
2005-5-7,30,27,23,23,21,19,88,72,61,1017,1015,1013,9,9,7,19,10,,0.00,1,,22<br />
2005-5-8,30,27,24,23,22,21,89,74,62,1016,1015,1013,10,9,7,19,14,,0.00,2,,32<br />
2005-5-9,30,27,23,24,22,21,100,77,62,1016,1015,1013,9,8,3,19,13,,0.00,2,Rain,55<br />
2005-5-10,29,26,23,23,22,21,94,77,62,1015,1014,1013,10,9,5,16,13,,0.00,2,Rain,14<br />
2005-5-11,29,26,23,24,22,21,94,81,62,1015,1013,1011,10,9,3,26,11,,0.00,2,Rain,6<br />
2005-5-12,30,27,23,24,22,21,94,80,66,1015,1014,1013,9,8,3,16,11,,0.00,6,,7<br />
2005-5-13,29,27,24,24,22,21,89,80,70,1014,1013,1012,10,9,9,24,14,,0.00,3,,76<br />
2005-5-14,29,27,24,24,23,21,89,76,66,1013,1012,1010,9,9,9,14,10,,0.00,1,,145<br />
2005-5-15,29,27,24,25,23,22,89,79,66,1011,1010,1009,10,10,9,13,6,,0.00,2,,206<br />
2005-5-16,29,27,25,25,23,22,89,81,70,1011,1010,1008,10,9,9,26,8,,0.00,2,,120<br />
2005-5-17,30,28,26,25,24,23,94,82,70,1011,1010,1008,10,9,8,24,10,,0.00,3,Rain,127<br />
2005-5-18,31,27,24,25,24,22,94,82,66,1011,1010,1008,10,9,4,19,10,,0.00,2,,329<br />
2005-5-19,31,28,25,25,23,21,94,77,55,1011,1010,1008,9,9,4,23,11,,0.00,2,,339<br />
2005-5-20,27,26,24,25,23,23,94,90,83,1011,1010,1009,9,7,4,10,6,,0.00,5,Rain-Thunderstorm,21<br />
2005-5-21,29,27,24,25,23,22,94,87,74,1019,1010,1008,10,9,7,23,8,,0.00,4,Rain,20<br />
2005-5-22,29,27,24,24,23,21,84,77,66,1013,1012,1011,10,9,9,16,10,,0.00,2,,47<br />
2005-5-23,30,28,25,24,23,21,89,77,58,1013,1012,1011,10,9,8,13,6,,0.00,2,,152<br />
2005-5-24,29,27,24,25,24,23,94,81,70,1012,1011,1010,10,9,8,16,8,,0.00,1,,137<br />
2005-5-25,30,28,25,25,24,24,94,82,74,1013,1011,1010,10,9,8,13,6,,0.00,2,,159<br />
2005-5-26,30,28,26,25,24,23,89,79,66,1016,1014,1012,10,9,9,16,8,,0.00,1,,163<br />
2005-5-27,31,28,25,25,23,2,89,73,22,1017,1016,1014,10,9,8,37,8,,0.00,1,,199<br />
2005-5-28,31,28,26,25,24,22,89,75,62,1017,1016,1014,10,9,9,16,5,,0.00,1,,175<br />
2005-5-29,31,28,26,27,23,21,84,74,66,1016,1015,1013,10,9,9,16,8,,0.00,3,,74<br />
2005-5-30,31,28,26,26,24,22,84,78,66,1015,1014,1012,9,8,7,16,10,,0.00,3,,142<br />
2005-5-31,31,28,25,25,24,22,94,76,66,1017,1015,1013,9,9,6,19,8,,0.00,2,,115<br />
2005-6-1,31,28,25,25,23,22,84,73,62,1017,1015,1014,9,8,7,23,8,,0.00,1,,117<br />
2005-6-2,31,28,25,26,24,21,84,76,66,1016,1015,1014,8,7,7,19,8,,0.00,3,,127<br />
2005-6-3,31,28,25,25,23,21,89,75,62,1015,1014,1012,9,8,7,23,10,,0.00,1,,106<br />
2005-6-4,31,27,24,25,23,21,89,72,58,1015,1014,1013,9,8,7,16,6,,0.00,3,,152<br />
2005-6-5,31,28,25,25,24,22,89,74,58,1016,1014,1013,9,9,8,19,8,,0.00,2,,106<br />
2005-6-6,31,27,24,24,22,20,83,69,52,1015,1014,1012,9,9,8,19,10,,0.00,1,,93<br />
2005-6-7,31,27,24,25,22,19,84,71,55,1014,1012,1011,10,9,9,14,10,,0.00,1,,81<br />
2005-6-8,30,28,25,25,23,22,84,77,66,1013,1011,1010,9,8,8,16,6,,0.00,5,,119<br />
2005-6-9,29,27,25,25,24,23,94,87,74,1014,1012,1010,9,7,0,23,10,,0.00,6,Rain-Thunderstorm,64<br />
2005-6-10,29,27,26,26,25,24,94,87,79,1014,1013,1011,9,8,6,16,10,,0.00,5,Rain-Thunderstorm,117<br />
2005-6-11,29,27,24,25,24,21,100,91,78,1015,1013,1012,9,8,5,24,8,,0.00,4,Rain-Thunderstorm,9<br />
2005-6-12,28,26,24,25,24,22,94,90,79,1013,1012,1011,9,9,8,10,5,,0.00,2,,359<br />
2005-6-13,30,27,24,25,24,22,94,84,66,1012,1011,1009,9,9,8,23,8,,0.00,2,,21<br />
2005-6-14,28,26,24,25,24,23,100,92,79,1014,1012,1010,10,8,5,16,8,,0.00,6,Rain,71<br />
2005-6-15,26,24,23,24,23,22,100,93,83,1015,1014,1012,8,6,1,13,5,,0.00,7,Rain-Thunderstorm,74<br />
2005-6-16,27,26,24,25,24,23,100,90,79,1015,1014,1013,9,9,6,13,5,,0.00,6,Rain-Thunderstorm,9<br />
2005-6-17,29,27,24,26,24,22,94,89,79,1015,1014,1013,10,9,4,19,6,,0.00,3,,1<br />
2005-6-18,30,28,25,27,26,24,94,87,79,1015,1014,1013,9,9,8,16,6,,0.00,4,Rain,132<br />
2005-6-19,30,28,25,26,24,23,94,81,70,1016,1015,1014,10,9,8,13,3,,0.00,2,Thunderstorm,169<br />
2005-6-20,31,28,26,27,24,22,89,78,62,1017,1016,1014,9,9,8,14,8,,0.00,2,,157<br />
2005-6-21,33,28,24,26,25,21,94,79,55,1018,1016,1014,9,8,7,16,10,,0.00,1,,44<br />
2005-6-22,31,28,25,26,23,20,89,72,52,1016,1015,1013,9,8,7,21,10,,0.00,1,Thunderstorm,33<br />
2005-6-23,29,27,25,24,23,14,89,79,40,1015,1014,1012,9,9,7,19,8,,0.00,3,Rain,149<br />
2005-6-24,27,26,24,24,23,22,100,89,78,1015,1014,1013,10,9,8,19,8,,0.00,5,Rain-Thunderstorm,166<br />
2005-6-25,30,27,23,26,24,22,94,83,74,1016,1015,1013,10,9,7,19,5,,0.00,4,Rain,113<br />
2005-6-26,30,28,25,26,24,24,94,83,70,1017,1015,1007,10,9,7,16,6,,0.00,3,,85<br />
2005-6-27,31,28,25,25,24,23,89,81,70,1017,1016,1015,10,9,9,21,10,,0.00,2,,79<br />
2005-6-28,30,28,25,25,24,23,94,82,66,1016,1015,1013,10,9,8,27,11,,0.00,1,,49<br />
2005-6-29,30,27,24,25,23,21,84,75,58,1018,1016,1015,10,9,8,16,8,,0.00,2,,127<br />
2005-6-30,33,29,25,25,24,23,94,77,59,1018,1016,1015,10,9,8,16,8,,0.00,2,Rain-Thunderstorm,74<br />
2005-7-1,30,27,23,24,23,22,100,81,66,1017,1016,1015,10,9,8,37,8,,0.00,4,Rain-Thunderstorm,87<br />
2005-7-2,29,27,24,25,23,23,94,81,70,1018,1017,1016,9,9,7,21,8,,0.00,4,Rain,231<br />
2005-7-3,30,27,24,25,24,23,94,84,66,1019,1018,1016,9,8,8,16,5,,0.00,1,,17<br />
2005-7-4,31,28,25,26,24,22,84,75,62,1019,1018,1017,10,9,8,19,8,,0.00,1,,123<br />
2005-7-5,32,29,26,26,24,21,84,72,59,1018,1016,1014,10,9,8,130,18,,0.00,2,,39<br />
2005-7-6,32,29,26,26,23,21,83,71,55,1015,1012,1011,9,9,8,19,14,,0.00,2,,42<br />
2005-7-7,31,28,25,25,23,20,94,78,52,1012,1009,1007,10,6,0,93,27,130,0.00,6,Rain-Thunderstorm,60<br />
2005-7-8,29,27,24,26,24,23,94,87,79,1015,1013,1007,7,4,0,55,35,74,0.00,8,Rain-Thunderstorm,154<br />
2005-7-9,30,28,25,26,24,23,100,84,74,1016,1015,1014,9,8,7,14,6,,0.00,7,,92<br />
2005-7-10,31,28,26,26,24,24,94,82,66,1016,1015,1014,9,9,7,14,6,,0.00,2,Thunderstorm,109<br />
2005-7-11,30,27,24,26,24,22,94,81,70,1017,1016,1015,10,9,9,37,8,,0.00,2,,95<br />
2005-7-12,30,28,25,25,24,23,89,83,70,1018,1017,1016,9,9,8,21,10,,0.00,2,,16<br />
2005-7-13,30,28,25,25,23,23,89,81,66,1017,1016,1015,10,9,8,10,6,,0.00,2,Thunderstorm,352<br />
2005-7-14,30,27,24,25,24,22,94,78,62,1016,1015,1014,10,9,8,16,10,,0.00,1,Thunderstorm,52<br />
2005-7-15,31,28,25,25,24,23,89,80,66,1016,1015,1014,9,9,8,13,8,,0.00,1,Thunderstorm,356<br />
2005-7-16,32,28,25,25,23,21,89,75,58,1016,1015,1014,10,9,9,23,8,,0.00,5,,30<br />
2005-7-17,31,28,25,25,23,21,94,78,62,1017,1016,1014,10,9,9,29,8,,0.00,2,,52<br />
2005-7-18,31,28,25,25,24,22,94,81,66,1016,1015,1014,9,9,9,27,10,,0.00,2,,11<br />
2005-7-19,31,28,25,25,23,22,89,78,66,1017,1015,1014,10,9,8,13,10,,0.00,2,Thunderstorm,351<br />
2005-7-20,31,27,24,26,24,22,89,78,66,1017,1015,1014,9,9,8,21,8,,0.00,2,,17<br />
2005-7-21,30,27,24,25,24,23,94,82,70,1018,1017,1015,10,9,8,19,6,,0.00,4,Rain,67<br />
2005-7-22,32,28,25,25,23,22,83,71,58,1018,1017,1016,9,9,9,13,6,,0.00,4,,320<br />
2005-7-23,31,28,26,25,24,22,89,76,62,1018,1017,1016,9,8,8,13,6,,0.00,2,,31<br />
2005-7-24,31,27,24,26,24,23,94,76,66,1018,1017,1016,9,9,8,13,5,37,0.00,1,,136<br />
2005-7-25,31,27,24,25,24,22,94,77,66,1018,1016,1008,10,9,8,13,6,,0.00,1,,225<br />
2005-7-26,31,28,25,26,24,23,94,80,66,1017,1016,1015,9,9,8,14,6,,0.00,1,,67<br />
2005-7-27,33,29,25,25,23,19,94,76,52,1017,1016,1015,9,8,7,16,6,,0.00,1,,351<br />
2005-7-28,32,28,25,26,23,21,89,75,58,1018,1016,1015,9,9,8,21,6,,0.00,2,,357<br />
2005-7-29,32,28,25,25,24,22,94,78,58,1017,1016,1015,9,9,8,14,6,,0.00,1,Thunderstorm,21<br />
2005-7-30,33,28,23,26,24,21,94,78,59,1016,1014,1013,9,9,4,16,11,,0.00,2,Rain,12<br />
2005-7-31,31,28,26,25,24,23,89,80,62,1015,1014,1013,10,9,8,23,10,,0.00,2,,358<br />
2005-8-1,31,28,25,25,24,23,94,83,62,1016,1014,1013,9,9,8,74,10,,0.00,2,,3<br />
2005-8-2,31,28,25,25,24,21,89,76,66,1016,1014,1012,10,9,9,11,8,,0.00,1,,290<br />
2005-8-3,31,28,25,26,24,23,94,79,66,1017,1015,1014,10,9,9,14,8,,0.00,2,,323<br />
2005-8-4,31,28,26,26,24,21,89,77,74,1017,1016,1015,10,9,1,16,10,,0.00,2,,59<br />
2005-8-5,31,28,25,27,24,21,89,82,62,1018,1017,1016,9,9,7,13,10,,0.00,2,Rain,33<br />
2005-8-6,31,28,26,26,24,23,89,77,62,1018,1016,1015,9,9,7,19,8,,0.00,1,Thunderstorm,14<br />
2005-8-7,32,29,26,26,23,22,84,73,55,1017,1016,1014,9,9,8,19,10,,0.00,1,,42<br />
2005-8-8,32,28,25,25,24,23,89,78,59,1017,1016,1014,9,9,9,23,10,,0.00,2,,85<br />
2005-8-9,32,28,25,25,23,22,94,74,58,1017,1015,1014,10,9,9,23,8,,0.00,1,,30<br />
2005-8-10,31,28,26,26,24,22,89,78,66,1017,1016,1015,9,9,5,16,8,,0.00,2,Thunderstorm,74<br />
2005-8-11,33,29,25,26,24,22,94,76,55,1017,1016,1015,10,9,5,16,8,,0.00,1,,46<br />
2005-8-12,31,28,25,25,23,22,94,79,58,1016,1016,1015,10,9,9,11,8,,0.00,2,,6<br />
2005-8-13,31,28,25,24,23,22,89,75,58,1016,1015,1014,10,10,9,13,8,,0.00,1,,295<br />
2005-8-14,31,27,23,26,23,22,94,81,62,1018,1016,1015,9,8,7,14,8,,0.00,2,Rain-Thunderstorm,351<br />
2005-8-15,30,28,25,25,24,23,94,84,70,1018,1016,1015,10,9,7,23,6,,0.00,2,Rain,26<br />
2005-8-16,31,28,25,25,24,23,94,78,62,1017,1016,1014,9,9,8,21,10,,0.00,2,,77<br />
2005-8-17,31,28,25,24,22,21,89,75,55,1016,1015,1013,9,9,7,16,10,,0.00,2,Rain-Thunderstorm,11<br />
2005-8-18,31,27,23,24,23,22,94,78,66,1018,1016,1014,9,8,6,19,11,,0.00,3,Rain-Thunderstorm,125<br />
2005-8-19,31,27,23,24,23,22,100,75,62,1018,1017,1015,10,9,7,11,6,,0.00,2,,75<br />
2005-8-20,31,27,24,25,23,21,94,76,55,1018,1016,1015,10,9,8,13,6,,0.00,3,Rain,342<br />
