
AFT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-2-6,14,10,5,9,7,3,100,83,55,1015,1013,1010,10,8,5,16,10,,0.00,4,Rain-Thunderstorm,303<br />
2010-2-7,6,3,2,4,2,0,100,90,81,1016,1014,1013,10,8,5,24,13,,0.00,7,Rain-Hail,198<br />
2010-2-8,2,0,-3,-5,-10,-12,75,50,38,1023,1019,1015,10,9,6,26,14,,0.00,4,Rain,13<br />
2010-2-9,4,-2,-7,-4,-8,-12,86,60,35,1024,1022,1020,,,,11,8,,0.00,,,16<br />
2010-2-10,8,2,-4,-1,-6,-9,93,63,34,1022,1020,1019,10,10,10,13,6,,0.00,,,62<br />
2010-2-11,9,4,0,2,-1,-4,93,76,40,1025,1022,1020,10,10,8,21,10,,0.00,6,,316<br />
2010-2-12,7,2,-3,1,-1,-4,93,82,61,1026,1025,1024,10,7,4,11,5,,0.00,1,,315<br />
2010-2-13,5,1,-2,-1,-3,-5,93,73,57,1028,1026,1025,10,8,3,23,13,,0.00,2,Snow,292<br />
2010-2-14,4,-1,-6,-5,-13,-24,80,49,16,1028,1027,1026,10,10,10,21,13,,0.00,4,,276<br />
2010-2-15,3,-3,-8,-15,-17,-19,45,31,19,1028,1026,1024,10,10,10,11,8,,0.00,,,303<br />
2010-2-16,13,3,-6,-3,-11,-14,70,36,16,1026,1023,1021,8,8,8,16,3,,0.00,0,,97<br />
2010-2-17,16,7,-1,3,-4,-7,75,48,22,1024,1022,1021,10,9,6,14,6,,0.00,3,,55<br />
2010-2-18,20,10,1,6,1,-3,81,53,30,1022,1020,1017,10,8,5,16,6,,0.00,4,Rain,88<br />
2010-2-19,25,14,3,5,0,-5,87,46,16,1020,1017,1014,10,10,8,23,8,,0.00,2,,175<br />
2010-2-20,25,18,12,6,2,-3,63,38,16,1017,1013,1010,10,7,4,39,16,50,0.00,2,Rain,114<br />
2010-2-21,19,13,7,8,5,0,100,77,28,1015,1013,1008,10,6,3,11,8,,0.00,4,Rain,291<br />
2010-2-22,17,11,6,7,4,2,100,69,39,1015,1014,1013,10,9,5,27,8,47,0.00,3,,184<br />
2010-2-23,21,13,7,8,4,2,100,65,30,1017,1013,1011,10,9,6,34,13,53,0.00,5,Rain,239<br />
2010-2-24,18,12,6,10,8,5,100,85,52,1016,1012,1009,10,9,7,10,5,,0.00,2,,291<br />
2010-2-25,15,11,8,10,8,6,100,88,67,1013,1011,1008,10,9,3,21,8,,0.00,4,Rain-Thunderstorm,283<br />
2010-2-26,14,11,9,11,9,7,100,90,63,1018,1015,1013,10,9,6,11,8,,0.00,5,Rain,108<br />
2010-2-27,20,16,11,12,9,6,88,74,43,1016,1013,1011,10,8,5,34,11,55,0.00,3,Rain-Thunderstorm,152<br />
2010-2-28,18,13,7,12,8,5,100,80,59,1016,1013,1009,10,8,4,48,11,77,0.00,3,Rain-Hail-Thunderstorm,55<br />
2010-3-1,19,11,4,9,4,0,94,71,30,1022,1019,1017,10,7,5,11,5,,0.00,,,148<br />
2010-3-2,22,13,6,9,4,0,94,57,25,1020,1015,1009,10,10,10,32,11,32,0.00,,,192<br />
2010-3-3,16,12,8,10,7,5,94,76,48,1013,1010,1007,10,9,6,23,11,,0.00,4,Rain,256<br />
2010-3-4,17,10,4,7,5,2,93,72,37,1014,1013,1012,10,10,8,19,8,45,0.00,2,Rain,120<br />
2010-3-5,12,9,6,9,6,4,94,81,58,1016,1014,1011,10,8,4,29,14,37,0.00,5,Rain,323<br />
2010-3-6,14,9,4,9,6,3,100,81,59,1019,1017,1016,10,10,10,8,6,,0.00,3,Rain,97<br />
2010-3-7,21,13,7,11,6,2,93,69,28,1022,1020,1019,10,10,8,16,8,,0.00,2,Rain-Thunderstorm,152<br />
2010-3-8,22,14,7,10,7,3,87,64,29,1026,1023,1021,10,9,8,13,3,,0.00,1,,59<br />
2010-3-9,21,13,7,9,7,3,93,74,31,1026,1025,1023,10,6,6,11,5,,0.00,1,,145<br />
2010-3-10,20,13,7,9,6,5,93,69,37,1025,1023,1021,8,8,7,11,6,,0.00,,,35<br />
2010-3-11,25,18,10,11,7,3,88,57,24,1025,1021,1019,6,6,6,13,6,,0.00,,,324<br />
2010-3-12,18,13,8,9,6,2,77,64,49,1027,1024,1022,8,7,7,16,11,,0.00,,,284<br />
2010-3-13,25,17,9,9,7,2,93,61,22,1024,1022,1020,8,8,7,10,5,,0.00,,,3<br />
2010-3-14,28,18,9,10,6,-1,87,52,15,1020,1019,1017,8,7,5,10,5,,0.00,,,345<br />
2010-3-15,21,14,9,8,6,4,82,62,35,1021,1019,1018,6,6,6,11,5,,0.00,,,288<br />
2010-3-16,31,20,9,7,2,-7,76,39,8,1018,1016,1013,8,7,7,19,6,32,0.00,,,213<br />
2010-3-17,33,23,13,6,3,-5,58,34,8,1021,1017,1015,8,7,5,27,10,45,0.00,,,299<br />
2010-3-18,32,20,8,11,3,-6,82,45,9,1022,1020,1017,8,8,5,34,8,52,0.00,,,249<br />
2010-3-19,33,23,14,4,-3,-6,51,16,8,1021,1017,1015,9,5,2,47,29,71,0.00,,,199<br />
2010-3-20,15,10,6,5,1,-1,71,53,36,1026,1024,1021,7,6,6,24,16,,0.00,,,250<br />
2010-3-21,13,8,4,3,1,-1,70,61,51,1025,1022,1019,9,8,7,29,13,,0.00,,,288<br />
2010-3-22,11,7,3,1,-1,-3,70,59,44,1022,1020,1016,10,9,8,32,21,39,0.00,3,,254<br />
2010-3-23,16,7,-2,2,-2,-5,93,61,23,1021,1019,1017,8,7,6,16,8,,0.00,3,,284<br />
2010-3-24,21,11,1,2,-2,-10,81,45,12,1022,1020,1019,8,8,7,29,10,,0.00,,,352<br />
2010-3-25,17,12,8,6,2,-1,66,51,36,1020,1017,1014,10,9,8,23,11,,0.00,2,,323<br />
2010-3-26,21,13,6,6,4,3,81,55,33,1020,1017,1015,10,8,7,29,10,,0.00,1,,262<br />
2010-3-27,20,15,9,5,2,-1,62,47,30,1025,1022,1020,8,7,7,27,21,,0.00,5,,16<br />
2010-3-28,18,12,6,13,6,-2,88,70,46,1025,1018,1012,10,8,5,26,14,,0.00,4,Rain,311<br />
2010-3-29,21,16,10,11,8,3,94,67,31,1019,1017,1014,10,9,6,16,8,,0.00,1,,315<br />
2010-3-30,21,13,7,8,6,2,93,63,28,1020,1018,1016,10,9,7,19,6,,0.00,1,,282<br />
2010-3-31,23,14,6,7,4,0,93,54,22,1018,1016,1014,,,,13,5,,0.00,,,281<br />
2010-4-1,25,17,8,6,3,1,87,43,21,1015,1013,1011,10,9,8,16,6,,0.00,1,,308<br />
2010-4-2,21,16,11,7,4,0,71,47,25,1014,1012,1010,10,10,8,21,11,,0.00,1,,286<br />
2010-4-3,20,13,6,4,-1,-7,81,38,16,1020,1019,1018,10,10,10,10,2,,0.00,1,,303<br />
2010-4-4,25,17,8,1,-3,-6,62,31,12,1021,1020,1018,10,9,8,11,2,,0.00,1,,48<br />
2010-4-5,26,17,9,2,-2,-10,54,28,9,1023,1020,1018,8,8,7,10,3,,0.00,0,,356<br />
2010-4-6,21,17,13,4,3,1,54,42,27,1020,1018,1016,8,7,7,14,5,,0.00,2,,271<br />
2010-4-7,25,17,9,7,6,3,76,50,25,1018,1017,1015,9,8,7,13,2,,0.00,3,,303<br />
2010-4-8,28,20,12,9,4,-1,72,41,15,1020,1018,1016,8,8,7,13,3,,0.00,2,,324<br />
2010-4-9,30,22,14,7,3,-4,63,34,11,1018,1015,1012,10,10,8,11,2,,0.00,3,,23<br />
2010-4-10,28,22,17,9,4,-3,59,31,17,1013,1011,1010,10,8,7,24,6,34,0.00,3,,296<br />
2010-4-11,25,18,12,11,9,6,88,59,29,1017,1013,1009,10,8,4,32,8,42,0.00,2,,286<br />
2010-4-12,24,17,9,10,4,-5,87,51,14,1021,1018,1017,8,8,7,19,6,,0.00,0,,264<br />
2010-4-13,33,21,10,6,1,-6,67,31,8,1018,1014,1011,8,8,7,26,8,32,0.00,,,134<br />
2010-4-14,28,22,16,8,2,-7,55,29,10,1016,1012,1009,10,7,5,21,10,,0.00,3,,262<br />
2010-4-15,26,19,12,10,8,6,77,50,30,1020,1019,1017,8,8,6,23,6,,0.00,2,,260<br />
2010-4-16,27,20,14,11,9,8,67,53,32,1021,1019,1017,8,7,7,16,3,,0.00,2,,306<br />
2010-4-17,20,18,16,15,12,8,94,71,46,1019,1017,1016,8,7,5,13,3,,0.00,5,Rain,276<br />
2010-4-18,26,18,11,14,9,3,100,60,30,1017,1015,1013,10,10,9,24,6,,0.00,1,,15<br />
2010-4-19,25,18,10,12,8,4,94,62,27,1015,1012,1009,10,9,6,26,6,45,0.00,4,Rain,293<br />
2010-4-20,16,13,8,7,5,0,81,64,34,1015,1014,1013,10,10,8,19,5,,0.00,4,Rain,320<br />
2010-4-21,21,13,5,7,5,0,93,61,25,1016,1015,1014,10,10,10,14,5,,0.00,2,,310<br />
2010-4-22,26,16,7,7,4,0,87,52,21,1018,1016,1015,,,,13,3,,0.00,,,345<br />
2010-4-23,29,19,9,7,3,0,76,36,15,1019,1017,1016,,,,13,3,,0.00,,,331<br />
2010-4-24,30,19,8,5,2,-3,71,35,13,1017,1015,1013,,,,21,5,,0.00,,,337<br />
2010-4-25,29,20,11,8,4,-1,58,35,15,1016,1014,1012,8,8,7,21,5,,0.00,3,,25<br />
2010-4-26,26,21,16,10,9,8,68,49,32,1019,1016,1013,10,8,6,23,6,,0.00,1,,283<br />
2010-4-27,27,20,13,9,8,7,72,47,28,1021,1019,1017,10,9,7,21,6,,0.00,1,,280<br />
2010-4-28,29,23,17,12,9,6,68,47,23,1019,1017,1015,10,8,7,16,5,,0.00,2,,333<br />
2010-4-29,26,21,16,9,7,6,59,44,28,1018,1016,1014,10,8,8,21,5,,0.00,1,,282<br />
2010-4-30,33,22,12,10,7,2,72,42,16,1015,1013,1010,10,10,8,14,5,,0.00,5,,60<br />
2010-5-1,30,23,16,10,7,5,52,40,25,1019,1016,1014,10,8,7,21,6,,0.00,1,,281<br />
2010-5-2,32,23,16,12,9,5,59,41,18,1020,1016,1012,10,8,7,14,5,,0.00,2,Rain,296<br />
2010-5-3,29,23,18,17,12,8,94,53,27,1014,1011,1009,8,8,6,14,3,,0.00,3,Rain,322<br />
2010-5-4,27,22,18,15,13,11,83,51,37,1013,1012,1010,10,10,10,23,11,,0.00,1,,280<br />
2010-5-5,15,,15,11,11,11,77,77,77,1011,1011,1011,8,8,8,8,8,,0.00,,,240<br />
2010-5-6,24,21,18,11,9,7,64,52,36,1012,1012,1011,10,10,10,16,3,,0.00,3,,311<br />
2010-5-7,26,19,12,9,8,6,72,51,28,1014,1012,1010,10,9,8,19,3,,0.00,2,,288<br />
2010-5-8,28,20,13,10,7,1,77,45,17,1014,1013,1012,10,10,10,16,6,,0.00,2,,8<br />
2010-5-9,30,21,13,9,6,-3,72,46,12,1015,1013,1010,10,8,7,34,6,,0.00,2,,114<br />
2010-5-10,30,21,12,10,7,2,77,46,17,1015,1013,1012,10,8,6,16,8,,0.00,1,,19<br />
2010-5-11,32,23,14,10,5,-1,55,37,12,1017,1014,1012,10,9,7,13,5,,0.00,2,Thunderstorm,49<br />
2010-5-12,31,23,15,12,8,2,82,43,16,1018,1017,1016,10,9,8,24,6,,0.00,1,,354<br />
2010-5-13,30,22,15,9,6,3,67,36,19,1019,1017,1016,10,10,10,24,8,,0.00,1,,43<br />
2010-5-14,32,23,15,5,2,-1,48,27,12,1017,1014,1011,9,9,8,16,5,,0.00,,,38<br />
2010-5-15,32,23,15,7,4,0,55,30,13,1012,1010,1007,10,8,6,24,5,,0.00,2,,13<br />
2010-5-16,28,23,18,9,5,3,52,33,20,1012,1010,1008,10,9,8,23,8,,0.00,1,,275<br />
2010-5-17,29,21,14,9,4,-5,67,37,15,1014,1012,1010,10,9,8,19,5,,0.00,1,,307<br />
2010-5-18,31,22,13,7,2,-2,48,28,12,1015,1014,1013,10,9,8,14,5,,0.00,1,,353<br />
2010-5-19,35,25,15,8,2,-2,59,26,11,1015,1014,1013,10,10,8,16,5,,0.00,1,,16<br />
2010-5-20,37,27,17,9,3,-1,49,24,10,1014,1012,1009,8,7,5,10,3,,0.00,,,332<br />
2010-5-21,33,27,21,12,7,2,56,31,14,1014,1012,1008,10,5,1,19,5,,0.00,2,,68<br />
2010-5-22,32,24,18,13,10,4,73,41,17,1014,1012,1009,10,7,5,26,8,,0.00,2,Rain,343<br />
2010-5-23,34,24,16,12,6,-1,63,32,11,1015,1014,1012,,,,19,3,,0.00,,,320<br />
2010-5-24,36,26,16,7,2,-2,49,23,9,1014,1012,1009,,,,13,5,,0.00,,,39<br />
2010-5-25,40,28,17,9,4,0,52,25,9,1012,1008,1005,10,7,3,34,6,42,0.00,1,,5<br />
2010-5-26,32,26,20,5,3,1,35,25,14,1015,1013,1011,8,8,8,26,5,,0.00,,,351<br />
2010-5-27,30,24,19,4,1,-3,37,23,13,1018,1016,1014,8,8,8,35,11,48,0.00,,,8<br />
2010-5-28,31,23,17,2,-2,-5,32,19,9,1018,1017,1015,,,,27,8,37,0.00,,,354<br />
2010-5-29,33,22,11,-1,-5,-9,35,16,6,1017,1015,1013,,,,19,6,,0.00,,,335<br />
2010-5-30,36,24,14,2,-2,-5,30,18,8,1015,1014,1012,,,,16,5,,0.00,,,26<br />
2010-5-31,37,27,17,2,0,-2,34,17,8,1014,1012,1010,10,9,8,21,6,,0.00,1,,41<br />
2010-6-1,33,28,23,7,5,1,36,24,17,1015,1012,1011,8,7,6,29,6,,0.00,1,,334<br />
2010-6-2,32,26,20,8,7,5,43,31,20,1017,1015,1014,10,10,8,34,6,39,0.00,1,,342<br />
2010-6-3,30,24,18,8,4,2,49,29,18,1019,1017,1016,10,10,10,29,10,48,0.00,1,,4<br />
2010-6-4,30,24,19,0,-4,-9,26,16,7,1019,1018,1017,,,,34,8,47,0.00,,,21<br />
2010-6-5,31,21,12,-2,-6,-11,28,16,6,1017,1014,1011,,,,27,6,47,0.00,,,12<br />
2010-6-6,31,23,15,2,-3,-7,31,19,10,1012,1010,1008,,,,27,6,40,0.00,,,31<br />
2010-6-7,31,23,16,1,-3,-5,29,17,9,1011,1010,1008,,,,32,8,60,0.00,,,17<br />
2010-6-8,34,24,14,4,-1,-2,36,19,10,1012,1011,1009,,,,34,6,52,0.00,,,31<br />
2010-6-9,36,26,15,5,-2,-5,34,18,7,1012,1011,1009,,,,19,5,,0.00,,,25<br />
2010-6-10,36,26,16,2,-2,-5,25,15,8,1013,1011,1010,,,,24,6,40,0.00,,,32<br />
2010-6-11,37,28,19,4,1,-1,30,17,9,1014,1013,1011,10,10,10,27,8,,0.00,1,,24<br />
2010-6-12,36,29,23,5,2,0,26,18,11,1016,1014,1013,9,8,7,27,6,47,0.00,0,,18<br />
2010-6-13,35,28,20,6,2,0,33,18,11,1017,1015,1013,10,10,10,29,8,48,0.00,1,,16<br />
2010-6-14,33,28,23,2,-1,-7,22,15,10,1015,1014,1012,10,9,9,29,11,47,0.00,0,,20<br />
2010-6-15,33,27,21,1,-2,-8,18,14,12,1014,1012,1010,10,10,10,34,11,52,0.00,1,,14<br />
2010-6-16,34,27,21,0,-2,-5,21,14,9,1012,1010,1008,10,10,10,24,6,39,0.00,1,,18<br />
2010-6-17,36,29,22,0,-3,-5,16,11,7,1010,1009,1007,,,,23,6,,0.00,,,344<br />
2010-6-18,38,29,20,1,-2,-4,20,12,7,1011,1010,1008,,,,13,5,,0.00,,,15<br />
2010-6-19,41,29,18,3,-1,-5,35,16,7,1012,1010,1009,8,7,6,19,3,,0.00,1,,17<br />
2010-6-20,40,31,23,6,1,-2,25,15,9,1012,1011,1010,,,,26,6,,0.00,,,35<br />
2010-6-21,39,30,22,4,2,0,27,16,9,1013,1011,1009,,,,27,8,,0.00,,,30<br />
2010-6-22,39,31,23,7,3,1,31,17,9,1010,1007,1004,8,7,6,24,6,32,0.00,,,11<br />
2010-6-23,39,32,25,8,6,2,32,20,10,1007,1004,1002,10,8,5,24,8,,0.00,1,,16<br />
2010-6-24,37,29,22,7,5,2,33,22,11,1005,1004,1002,8,7,6,23,6,45,0.00,0,,339<br />
2010-6-25,39,29,19,7,2,-3,40,20,8,1006,1004,1002,10,8,7,16,5,,0.00,3,,12<br />
2010-6-26,40,32,25,-1,-4,-8,15,10,7,1008,1005,1003,10,8,7,23,6,,0.00,1,,308<br />
2010-6-27,40,31,22,0,-4,-6,17,11,5,1009,1008,1007,8,8,8,23,5,,0.00,,,351<br />
2010-6-28,37,30,23,5,-2,-6,20,12,8,1012,1011,1009,8,8,8,29,8,48,0.00,,,21<br />
2010-6-29,35,27,18,1,-3,-5,26,14,8,1012,1011,1009,,,,27,8,50,0.00,,,19<br />
2010-6-30,37,29,21,2,-1,-4,27,15,8,1011,1009,1007,,,,24,6,39,0.00,,,32<br />
2010-7-1,38,30,22,-2,-4,-5,20,11,7,1010,1008,1007,10,10,10,24,8,45,0.00,0,,37<br />
2010-7-2,40,30,20,3,-4,-6,20,11,5,1009,1008,1006,,,,21,6,,0.00,,,24<br />
2010-7-3,42,31,21,0,-3,-7,17,11,6,1010,1008,1007,,,,29,6,37,0.00,,,39<br />
2010-7-4,41,32,23,3,0,-3,21,13,7,1011,1009,1008,,,,26,5,,0.00,,,346<br />
2010-7-5,38,29,21,0,-2,-3,20,12,9,1011,1010,1009,8,8,7,34,8,48,0.00,,,31<br />
2010-7-6,37,28,20,0,-3,-8,21,13,6,1011,1010,1008,,,,34,8,,0.00,,,22<br />
2010-7-7,38,28,19,1,-2,-4,26,14,7,1012,1010,1009,,,,27,6,,0.00,0,,20<br />
2010-7-8,40,31,22,-2,-3,-5,18,11,7,1012,1011,1009,,,,26,6,,0.00,,,14<br />
2010-7-9,40,30,21,2,-1,-4,20,12,7,1012,1011,1008,8,8,7,27,8,47,0.00,,,41<br />
2010-7-10,40,32,24,5,2,-1,24,14,8,1012,1011,1009,9,8,7,37,10,40,0.00,,,39<br />
2010-7-11,37,29,22,4,-2,-7,27,14,6,1013,1012,1011,,,,37,11,52,0.00,,,27<br />
2010-7-12,35,31,25,-2,-3,-5,17,11,8,1010,1008,1007,8,7,7,29,18,48,0.00,,,28<br />
2010-7-13,37,28,20,3,-1,-2,24,15,8,1008,1007,1005,,,,29,8,47,0.00,,,22<br />
2010-7-14,38,28,19,2,-2,-4,24,14,7,1008,1007,1005,8,8,8,19,5,,0.00,,,326<br />
2010-7-15,42,30,19,1,-2,-5,27,12,5,1009,1007,1005,8,8,7,14,3,,0.00,0,,12<br />
2010-7-16,44,33,22,6,0,-6,21,12,5,1009,1008,1006,10,8,4,19,5,,0.00,1,,18<br />
2010-7-17,41,32,24,9,5,4,29,17,10,1010,1009,1007,10,7,6,27,6,,0.00,1,,13<br />
2010-7-18,39,33,27,11,7,3,34,21,12,1011,1010,1008,8,7,6,39,10,48,0.00,,,13<br />
2010-7-19,37,29,21,7,4,1,35,19,10,1011,1009,1006,8,8,8,34,10,39,0.00,,,21<br />
2010-7-20,36,29,23,5,3,1,29,20,12,1009,1007,1006,8,8,8,32,10,48,0.00,,,27<br />
2010-7-21,33,27,21,7,5,3,34,23,16,1011,1009,1007,8,6,5,37,10,52,0.00,2,,1<br />
2010-7-22,32,26,21,9,1,-8,46,22,9,1011,1009,1007,8,8,8,37,11,55,0.00,,,25<br />
2010-7-23,34,27,19,-3,-5,-7,17,12,7,1010,1008,1006,,,,27,10,,0.00,,,2<br />
2010-7-24,34,27,20,0,-3,-5,23,15,10,1008,1007,1005,8,8,8,32,8,35,0.00,,,18<br />
2010-7-25,35,28,20,-1,-3,-5,21,13,9,1007,1006,1004,,,,26,8,34,0.00,,,18<br />
2010-7-26,35,28,22,0,-2,-4,19,14,9,1011,1008,1007,8,7,7,35,10,50,0.00,,,19<br />
2010-7-27,33,27,21,1,-1,-4,25,16,9,1012,1010,1007,7,5,4,52,13,58,0.00,,,12<br />
2010-7-28,33,27,21,4,0,-3,27,17,10,1010,1009,1007,10,10,10,37,11,58,0.00,3,,16<br />
2010-7-29,33,27,21,4,2,-3,33,19,11,1011,1009,1007,8,8,7,37,10,50,0.00,,,20<br />
2010-7-30,34,29,24,2,-1,-3,22,15,11,1013,1011,1009,9,7,5,42,18,53,0.00,0,,14<br />
2010-7-31,32,26,21,-2,-3,-7,20,13,10,1013,1012,1010,6,5,4,47,19,58,0.00,,,7<br />
2010-8-1,33,27,21,-3,-6,-7,17,12,8,1013,1011,1009,10,9,8,37,11,55,0.00,1,,16<br />
2010-8-2,33,27,21,-2,-4,-6,20,13,8,1012,1010,1008,10,10,10,34,13,55,0.00,1,,23<br />
2010-8-3,33,27,21,-2,-5,-7,16,12,8,1010,1009,1007,,,,39,8,37,0.00,,,20<br />
2010-8-4,34,28,22,0,-2,-4,19,14,10,1010,1008,1006,,,,34,8,55,0.00,,,9<br />
2010-8-5,36,29,23,2,1,-2,23,16,12,1013,1010,1009,10,10,10,35,8,40,0.00,3,,34<br />
2010-8-6,36,30,24,0,-2,-5,18,13,10,1015,1013,1011,10,9,8,37,11,48,0.00,,,11<br />
2010-8-7,36,30,25,2,-1,-5,15,13,11,1014,1011,1008,8,8,8,37,18,52,0.00,,,24<br />
2010-8-8,37,32,27,0,-2,-4,14,11,8,1011,1008,1006,10,9,8,37,23,55,0.00,4,,14<br />
2010-8-9,37,31,26,0,-1,-3,18,12,9,1010,1008,1006,8,8,8,29,16,52,0.00,,,27<br />
2010-8-10,36,30,24,1,-1,-3,21,14,9,1012,1010,1009,,,,35,16,40,0.00,,,24<br />
2010-8-11,35,29,23,3,0,-1,22,15,10,1013,1011,1009,10,10,10,32,14,48,0.00,,,24<br />
2010-8-12,35,29,23,2,-1,-5,22,15,10,1013,1012,1010,10,10,10,27,16,37,0.00,,,19<br />
2010-8-13,33,27,21,-3,-4,-6,18,13,8,1014,1012,1011,10,10,10,32,18,40,0.00,,,15<br />
2010-8-14,34,27,20,1,-1,-5,26,17,8,1014,1013,1010,,,,39,13,53,0.00,,,21<br />
2010-8-15,35,28,21,4,0,-4,27,16,10,1013,1012,1010,8,8,8,29,13,52,0.00,,,20<br />
2010-8-16,36,27,18,0,-1,-2,28,16,10,1013,1012,1010,,,,29,13,47,0.00,,,19<br />
2010-8-17,35,28,22,2,-1,-3,23,16,10,1013,1011,1008,,,,34,18,47,0.00,,,12<br />
2010-8-18,36,28,21,4,-1,-2,25,15,9,1010,1009,1007,8,8,8,34,16,45,0.00,,,30<br />
2010-8-19,38,28,19,1,-1,-3,24,14,7,1012,1010,1008,8,8,8,27,14,40,0.00,,,32<br />
2010-8-20,40,30,20,0,-2,-3,24,14,7,1013,1011,1010,,,,27,13,42,0.00,,,32<br />
