
HKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-5-25,30,28,25,23,23,22,89,76,66,1010,1009,1007,10,9,7,26,14,,0.00,4,Rain,93<br />
2004-5-26,31,28,26,24,23,22,84,74,58,1011,1009,1008,10,9,8,21,11,,0.00,2,,116<br />
2004-5-27,32,30,28,25,24,24,84,73,62,1012,1010,1008,10,10,10,19,11,27,0.00,4,,163<br />
2004-5-28,32,30,26,26,24,23,84,76,62,1010,1009,1007,10,10,7,32,11,,0.00,5,Rain,212<br />
2004-5-29,30,28,26,26,24,22,94,80,74,1010,1008,1007,10,10,10,27,10,,0.00,6,Rain,214<br />
2004-5-30,30,28,26,26,24,22,89,78,70,1010,1009,1007,10,10,9,29,11,,0.00,5,Rain,151<br />
2004-5-31,33,30,27,26,23,20,89,72,49,1013,1010,1009,10,10,10,34,8,,0.00,4,Rain,304<br />
2004-6-1,31,28,26,25,24,24,89,78,66,1014,1012,1011,10,8,3,19,11,,0.00,6,Rain,351<br />
2004-6-2,31,29,27,25,24,23,89,75,66,1013,1011,1009,10,10,9,21,14,,0.00,4,Rain,103<br />
2004-6-3,33,30,27,25,23,22,89,70,55,1011,1010,1008,10,10,10,23,13,,0.00,5,,110<br />
2004-6-4,32,29,27,24,22,21,79,66,52,1011,1009,1007,10,10,10,27,19,,0.00,1,,113<br />
2004-6-5,32,29,27,23,22,22,79,70,55,1009,1008,1006,10,10,10,26,19,,0.00,3,,116<br />
2004-6-6,29,27,26,25,23,21,94,76,66,1009,1007,1006,10,9,4,21,14,,0.00,6,Rain,78<br />
2004-6-7,29,27,25,24,23,22,94,81,70,1009,1008,1006,7,5,4,23,11,,0.00,6,Rain,347<br />
2004-6-8,31,28,26,24,22,19,89,70,52,1009,1008,1007,9,7,5,16,10,,0.00,5,,135<br />
2004-6-9,33,29,25,24,22,19,83,71,46,1010,1008,1007,8,6,3,19,8,,0.00,2,,188<br />
2004-6-10,32,29,26,24,22,20,84,66,52,1012,1010,1009,8,7,5,23,14,,0.00,2,,112<br />
2004-6-11,33,30,27,23,20,16,74,59,38,1013,1011,1010,9,7,5,27,21,,0.00,1,,100<br />
2004-6-12,33,30,27,23,21,20,74,60,49,1014,1012,1010,10,10,9,32,23,,0.00,3,,103<br />
2004-6-13,33,30,27,22,17,9,74,49,23,1013,1012,1010,10,10,9,39,21,,0.00,4,,108<br />
2004-6-14,33,29,26,23,22,19,79,65,46,1012,1010,1008,10,10,8,26,16,,0.00,3,,112<br />
2004-6-15,31,29,27,25,24,23,89,78,62,1010,1008,1007,10,9,6,24,18,,0.00,5,Rain,115<br />
2004-6-16,31,29,28,26,24,24,84,77,66,1009,1007,1005,10,10,8,26,16,,0.00,6,Rain-Thunderstorm,164<br />
2004-6-17,33,30,28,25,24,24,84,73,62,1008,1007,1006,10,10,10,21,8,,0.00,6,,179<br />
2004-6-18,33,30,28,26,24,23,84,73,59,1008,1005,1002,10,10,10,21,11,,0.00,3,,200<br />
2004-6-19,35,32,29,26,25,23,84,69,56,1004,1002,1000,10,10,10,27,19,,0.00,5,,223<br />
2004-6-20,35,32,27,27,25,24,89,70,53,1005,1002,1001,10,10,4,29,23,,0.00,6,Rain,226<br />
2004-6-21,32,29,26,26,26,24,94,82,66,1005,1003,1001,10,9,2,27,11,,0.00,6,Rain-Thunderstorm,188<br />
2004-6-22,33,31,29,27,26,25,84,75,66,1005,1002,1000,10,10,10,23,14,,0.00,5,,201<br />
2004-6-23,32,31,30,27,26,24,79,74,70,1002,1000,999,10,10,6,29,19,,0.00,5,Rain,203<br />
2004-6-24,34,32,29,26,26,24,84,73,63,1003,1001,1000,10,10,8,27,21,48,0.00,6,Rain,170<br />
2004-6-25,32,30,29,27,25,24,79,74,66,1004,1002,1000,10,10,10,32,14,,0.00,4,,160<br />
2004-6-26,33,31,29,26,25,24,84,73,59,1005,1003,1001,10,10,8,27,16,,0.00,3,Rain,158<br />
2004-6-27,34,31,29,26,25,24,84,71,59,1007,1005,1003,10,10,10,26,11,,0.00,4,Rain,163<br />
2004-6-28,34,31,28,26,24,23,84,69,55,1006,1004,1001,10,10,10,19,10,,0.00,3,,247<br />
2004-6-29,36,33,30,27,26,24,84,72,50,1002,1000,997,10,9,8,21,13,,0.00,4,,267<br />
2004-6-30,35,32,29,27,27,24,79,75,63,999,998,996,10,7,4,27,13,,0.00,4,Rain-Thunderstorm,241<br />
2004-7-1,37,33,30,28,27,25,84,71,53,999,997,995,10,7,5,32,13,,0.00,3,,244<br />
2004-7-2,36,33,30,28,26,24,89,72,59,999,998,997,10,9,7,39,18,,0.00,4,,250<br />
2004-7-3,33,31,29,28,27,26,89,81,66,1003,999,998,10,10,9,42,35,,0.00,6,Rain-Thunderstorm,230<br />
2004-7-4,33,29,26,27,26,24,89,82,71,1005,1003,1000,10,10,10,34,21,,0.00,6,Rain-Thunderstorm,221<br />
2004-7-5,33,31,29,27,26,25,84,76,66,1005,1004,1002,10,10,10,34,19,,0.00,4,Rain,211<br />
2004-7-6,32,30,29,26,26,25,84,76,66,1006,1005,1003,10,10,8,39,29,48,0.00,6,Rain,210<br />
2004-7-7,33,31,29,28,26,25,89,76,66,1009,1007,1006,10,10,8,35,26,,0.00,6,Rain,220<br />
2004-7-8,32,30,29,27,26,25,84,76,66,1010,1008,1006,10,10,10,29,18,,0.00,6,,221<br />
2004-7-9,33,31,29,26,24,24,84,72,62,1010,1009,1007,10,10,10,24,13,,0.00,6,,209<br />
2004-7-10,32,28,25,25,24,23,94,76,59,1009,1008,1007,10,9,2,27,13,,0.00,6,Rain-Thunderstorm,179<br />
2004-7-11,32,29,27,25,24,24,84,76,62,1008,1007,1005,10,10,6,34,19,,0.00,6,Rain,199<br />
2004-7-12,31,28,25,26,24,23,94,76,66,1010,1008,1006,10,10,7,34,23,,0.00,6,Rain,215<br />
2004-7-13,31,28,26,26,24,22,89,79,66,1011,1009,1008,10,10,6,21,11,,0.00,5,Rain,204<br />
2004-7-14,33,29,26,25,24,22,84,73,59,1010,1009,1007,10,10,10,19,8,,0.00,3,,170<br />
2004-7-15,34,30,27,25,23,19,89,68,41,1010,1008,1007,10,10,10,21,10,,0.00,4,,260<br />
2004-7-16,29,27,24,25,24,23,100,84,74,1009,1006,1003,10,8,1,58,23,,0.00,5,Rain,2<br />
2004-7-17,31,28,25,25,24,23,94,83,66,1009,1007,1005,10,10,6,29,19,48,0.00,5,Rain-Thunderstorm,144<br />
2004-7-18,31,28,26,26,24,24,89,78,66,1007,1005,1003,10,10,10,24,16,,0.00,4,,134<br />
2004-7-19,31,28,26,26,25,24,89,78,70,1007,1005,1004,10,10,6,26,19,,0.00,5,Rain,155<br />
2004-7-20,31,28,26,26,24,23,94,79,62,1011,1008,1005,10,9,2,35,21,,0.00,6,Rain-Thunderstorm,138<br />
2004-7-21,29,27,26,26,25,24,94,86,74,1012,1010,1009,10,9,3,34,21,,0.00,6,Rain-Thunderstorm,100<br />
2004-7-22,33,29,26,26,24,23,94,76,55,1012,1011,1009,10,10,10,40,24,,0.00,4,Rain,104<br />
2004-7-23,33,30,28,25,24,22,84,73,55,1012,1010,1008,10,10,10,32,18,,0.00,6,,98<br />
2004-7-24,33,29,26,25,23,21,89,71,49,1009,1007,1004,10,10,9,23,11,,0.00,5,,91<br />
2004-7-25,33,30,27,24,23,22,84,69,52,1006,1005,1003,10,10,10,32,16,,0.00,3,,97<br />
2004-7-26,33,30,27,24,23,22,84,69,55,1005,1004,1003,10,10,6,35,21,,0.00,4,Thunderstorm,96<br />
2004-7-27,32,29,27,26,24,23,84,72,59,1005,1003,1000,10,9,5,26,14,,0.00,3,,349<br />
2004-7-28,30,28,27,26,24,23,89,76,70,1008,1005,1003,10,10,5,21,13,,0.00,6,Rain-Thunderstorm,160<br />
2004-7-29,28,27,25,25,24,23,94,88,79,1011,1008,1006,10,9,2,32,16,55,0.00,6,Rain-Thunderstorm,112<br />
2004-7-30,30,28,27,25,24,24,89,81,70,1011,1009,1008,10,10,10,24,19,,0.00,6,Rain,105<br />
2004-7-31,32,29,27,25,24,23,89,75,62,1010,1008,1006,10,10,10,21,14,,0.00,4,,79<br />
2004-8-1,33,29,26,25,24,20,89,72,46,1009,1007,1004,10,10,10,21,8,,0.00,1,,294<br />
2004-8-2,33,30,27,26,25,23,89,75,62,1007,1005,1003,10,10,10,19,8,,0.00,2,,304<br />
2004-8-3,34,31,28,26,24,23,84,70,56,1006,1004,1001,10,10,10,26,11,,0.00,3,,250<br />
2004-8-4,33,30,28,26,25,23,84,74,62,1004,1003,1000,10,10,10,24,10,,0.00,5,,209<br />
2004-8-5,33,29,26,26,24,23,89,75,59,1005,1003,1002,10,10,10,27,11,32,0.00,5,Rain,98<br />
2004-8-6,29,27,26,25,24,24,89,82,74,1008,1006,1004,10,10,7,23,16,,0.00,6,Rain,99<br />
2004-8-7,33,30,27,25,24,22,89,72,52,1008,1007,1004,10,10,10,21,11,,0.00,2,,99<br />
2004-8-8,32,29,27,26,24,22,84,70,62,1007,1006,1004,10,9,6,16,8,,0.00,2,,111<br />
2004-8-9,34,31,28,27,25,24,79,69,56,1007,1005,1003,10,8,7,23,10,,0.00,3,,238<br />
2004-8-10,36,32,29,27,25,23,84,65,47,1005,1003,1000,9,7,6,19,13,,0.00,2,,268<br />
2004-8-11,35,30,25,27,24,21,89,73,49,1003,1002,1000,10,7,1,55,11,,0.00,5,Rain-Thunderstorm,8<br />
2004-8-12,31,29,27,25,24,23,84,76,70,1003,1001,999,10,8,5,29,13,,0.00,5,Rain,271<br />
2004-8-13,33,30,27,26,24,23,84,71,55,1002,1000,999,10,9,7,23,11,,0.00,5,,252<br />
2004-8-14,34,30,26,26,25,23,89,74,55,1003,1002,1000,10,9,1,29,14,,0.00,6,Rain-Thunderstorm,191<br />
2004-8-15,33,31,29,26,24,23,84,71,62,1006,1004,1003,10,10,10,27,18,,0.00,6,,148<br />
2004-8-16,33,30,28,25,24,22,84,69,55,1006,1005,1003,10,10,10,19,13,,0.00,3,,189<br />
2004-8-17,35,31,28,26,25,23,84,70,53,1006,1004,1001,10,8,5,21,10,,0.00,2,,247<br />
