
WAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-2-6,29,23,17,13,10,7,64,43,20,1018,1016,1015,10,10,10,16,10,,0.00,2,,155<br />
2014-2-7,29,23,17,11,8,5,63,38,15,1019,1017,1015,10,10,10,13,8,,0.00,1,,163<br />
2014-2-8,29,23,17,10,7,3,52,35,16,1019,1017,1016,10,10,10,24,11,,0.00,1,,162<br />
2014-2-9,29,22,15,17,10,5,83,46,20,1019,1017,1014,10,10,10,23,10,40,0.00,2,Rain,147<br />
2014-2-10,27,22,17,17,16,14,94,70,40,1020,1018,1017,10,10,10,24,10,45,12.95,2,Rain-Thunderstorm,117<br />
2014-2-11,28,22,17,18,17,14,100,78,40,1020,1019,1016,10,10,10,24,10,47,1.02,3,,93<br />
2014-2-12,27,22,17,16,15,13,88,71,35,1020,1019,1017,10,10,10,21,6,,0.00,4,,74<br />
2014-2-13,29,23,16,15,12,8,78,51,20,1022,1020,1018,10,10,10,19,10,,0.00,3,,92<br />
2014-2-14,30,23,17,13,11,9,68,47,21,1022,1021,1020,10,10,10,16,8,,0.00,3,,104<br />
2014-2-15,30,23,17,15,13,11,77,54,28,1024,1022,1021,10,10,10,16,10,,0.00,3,,92<br />
2014-2-16,31,23,17,14,13,11,82,53,23,1023,1021,1018,10,10,10,14,6,,0.00,3,,81<br />
2014-2-17,32,24,17,16,13,9,83,53,22,1023,1021,1018,10,10,10,14,6,,0.00,3,,65<br />
2014-2-18,29,23,18,17,14,12,88,64,38,1023,1022,1020,31,14,10,21,10,,6.10,3,Rain-Thunderstorm,147<br />
2014-2-19,28,22,17,16,14,12,88,63,36,1022,1021,1019,10,10,10,14,8,,0.25,4,,118<br />
2014-2-20,31,23,16,14,7,2,77,39,11,1020,1019,1016,10,10,10,19,6,,0.25,1,,239<br />
2014-2-21,31,22,14,8,5,1,52,30,13,1021,1019,1018,10,10,10,11,8,,0.00,4,,224<br />
2014-2-22,28,23,17,18,11,5,94,56,27,1023,1021,1020,10,10,10,16,6,,7.11,4,,119<br />
2014-2-23,28,23,17,17,15,13,94,70,33,1023,1021,1019,10,10,10,16,6,,0.00,6,,85<br />
2014-2-24,28,23,19,17,16,15,83,69,43,1022,1020,1017,10,10,10,13,6,,0.76,5,Rain,65<br />
2014-2-25,28,22,17,18,16,14,100,79,38,1021,1020,1017,31,14,10,16,6,,10.92,5,Rain,80<br />
2014-2-26,28,22,17,18,17,16,100,84,44,1021,1019,1017,31,13,5,16,8,,16.00,6,Rain-Thunderstorm,84<br />
2014-2-27,27,21,16,18,17,15,100,84,50,1020,1019,1017,10,9,4,16,8,,26.92,5,Rain,93<br />
2014-2-28,25,21,17,18,17,15,100,89,48,1019,1017,1015,10,7,5,21,5,,13.97,5,Fog-Rain-Thunderstorm,281<br />
2014-3-1,27,21,15,17,15,13,100,75,40,1019,1017,1016,10,10,10,13,6,,0.25,2,,210<br />
2014-3-2,29,23,17,16,14,11,94,66,37,1020,1019,1017,10,10,10,11,6,,0.51,2,Rain-Thunderstorm,176<br />
2014-3-3,28,22,16,16,12,7,83,55,30,1020,1019,1017,10,10,10,19,6,,0.25,3,,151<br />
2014-3-4,28,20,11,10,6,0,67,41,9,1021,1019,1018,10,10,10,19,6,,0.00,1,,147<br />
2014-3-5,28,21,14,16,11,7,83,57,29,1022,1021,1020,10,10,10,19,10,,0.51,1,Rain,115<br />
2014-3-6,31,23,16,14,11,8,77,48,20,1023,1021,1019,10,10,10,10,5,,0.00,2,,116<br />
2014-3-7,30,23,16,12,9,7,56,40,21,1022,1021,1019,10,10,10,13,6,,0.00,3,,136<br />
2014-3-8,29,22,15,16,12,7,83,54,40,1022,1020,1018,10,10,10,21,6,,6.10,4,Rain-Thunderstorm,90<br />
2014-3-9,31,23,16,15,13,10,82,60,26,1021,1019,1017,10,10,10,13,8,,0.00,3,,128<br />
2014-3-10,30,22,14,16,14,10,88,60,32,1019,1017,1016,31,15,10,13,6,,2.03,1,Rain-Thunderstorm,120<br />
2014-3-11,30,23,16,13,8,5,68,38,19,1020,1019,1017,10,10,10,16,6,,0.00,2,,185<br />
2014-3-12,29,21,13,9,7,3,67,39,16,1022,1020,1019,,,,10,5,,0.00,,,164<br />
2014-3-13,29,23,16,11,8,4,55,41,20,1023,1022,1020,10,10,10,19,11,,0.00,1,,96<br />
2014-3-14,29,22,15,17,13,9,77,57,38,1024,1022,1019,10,10,10,19,8,,0.00,4,Thunderstorm,54<br />
2014-3-15,28,22,16,17,16,14,100,76,54,1024,1022,1020,26,12,10,13,6,37,23.11,6,Rain-Thunderstorm,9<br />
2014-3-16,25,19,14,18,17,14,100,92,74,1025,1023,1021,26,9,2,42,10,82,34.04,6,Rain-Thunderstorm,82<br />
2014-3-17,24,19,14,17,16,14,94,83,53,1025,1023,1021,10,9,3,26,10,,2.03,4,Rain-Thunderstorm,104<br />
2014-3-18,29,23,17,17,16,14,94,74,38,1024,1023,1021,31,11,0,13,5,,4.06,6,Rain-Thunderstorm,95<br />
2014-3-19,31,23,16,17,15,9,94,70,34,1024,1022,1021,10,10,10,13,6,,1.02,3,Rain-Thunderstorm,109<br />
2014-3-20,32,23,14,15,12,8,83,51,22,1024,1023,1021,10,10,10,13,6,,0.25,2,,88<br />
2014-3-21,31,23,17,15,13,10,82,55,21,1024,1023,1022,10,10,10,13,10,,0.25,2,,83<br />
2014-3-22,29,23,16,15,13,10,88,57,29,1024,1022,1019,10,10,10,11,6,,0.25,2,,59<br />
2014-3-23,24,19,15,17,15,12,100,81,53,1022,1021,1020,10,8,0,23,6,39,21.08,6,Rain-Thunderstorm,66<br />
2014-3-24,19,18,16,18,17,16,100,96,88,1023,1021,1020,10,5,0,13,6,,40.89,7,Rain,29<br />
2014-3-25,26,21,16,17,15,10,100,80,47,1023,1022,1020,10,9,1,13,5,,0.25,6,Fog,316<br />
2014-3-26,28,20,13,13,11,6,94,62,19,1023,1021,1020,10,10,10,14,8,,0.00,1,,125<br />
2014-3-27,27,20,13,12,10,5,77,53,26,1024,1022,1021,10,10,10,23,11,,0.00,1,,99<br />
2014-3-28,28,21,13,11,6,3,56,40,24,1026,1023,1021,10,10,10,21,11,,0.00,1,,105<br />
2014-3-29,28,21,13,9,6,4,58,37,15,1025,1023,1020,10,10,10,13,10,,0.00,2,,130<br />
2014-3-30,28,22,17,9,6,2,56,37,15,1024,1022,1021,10,10,10,11,2,,0.00,3,,181<br />
2014-3-31,28,21,13,16,9,6,94,50,22,1024,1022,1020,10,10,10,13,6,,2.03,2,,40<br />
2014-4-1,27,20,13,14,9,3,88,55,16,1023,1021,1020,10,10,10,19,8,,0.25,2,,30<br />
2014-4-2,27,19,11,6,4,2,59,38,17,1022,1021,1019,10,10,10,23,10,37,0.00,1,,135<br />
2014-4-3,27,20,13,11,6,2,72,38,14,1024,1022,1020,10,10,10,14,6,,0.00,6,,74<br />
2014-4-4,29,21,12,13,10,8,77,51,19,1025,1024,1022,10,10,10,11,6,,0.00,4,,63<br />
2014-4-5,29,22,14,14,12,9,77,54,26,1026,1024,1022,10,10,10,14,10,,0.00,4,Rain,80<br />
2014-4-6,26,20,14,16,13,12,95,62,44,1026,1024,1023,10,10,10,21,8,,0.00,5,,53<br />
2014-4-7,27,21,15,14,13,11,88,64,35,1027,1026,1024,10,10,10,14,8,,1.02,5,,79<br />
2014-4-8,26,20,14,13,11,9,88,58,24,1028,1026,1024,10,10,10,13,8,,0.00,4,,77<br />
2014-4-9,26,19,13,11,8,5,82,52,25,1028,1026,1024,10,10,10,19,11,32,0.00,3,,97<br />
2014-4-10,24,17,11,8,6,4,67,49,20,1027,1026,1024,10,10,10,23,13,45,0.00,4,,87<br />
2014-4-11,24,17,10,10,8,6,82,59,28,1027,1026,1024,10,10,10,24,14,42,0.00,4,,82<br />
2014-4-12,21,16,12,12,11,9,94,76,46,1027,1025,1024,10,10,10,24,11,53,0.76,5,Rain,78<br />
2014-4-13,24,18,11,14,11,9,100,73,39,1026,1024,1022,10,10,10,16,8,,2.03,4,Rain,39<br />
2014-4-14,26,19,13,14,12,10,100,75,35,1027,1025,1022,10,10,10,10,3,,0.25,6,,44<br />
2014-4-15,27,19,11,12,9,4,88,56,19,1025,1023,1022,10,10,10,13,6,,0.00,3,,106<br />
2014-4-16,28,21,13,13,10,7,77,51,21,1026,1024,1022,10,10,10,11,5,,0.00,3,,89<br />
2014-4-17,29,22,14,13,11,9,82,55,24,1025,1024,1022,10,10,10,13,6,,0.00,4,,76<br />
2014-4-18,27,21,14,16,13,11,94,67,30,1026,1024,1023,10,9,4,19,3,,0.00,3,Rain-Thunderstorm,55<br />
2014-4-19,26,19,13,11,8,6,77,46,22,1028,1027,1025,10,10,10,19,10,,0.25,3,,83<br />
2014-4-20,27,19,11,10,8,6,72,50,22,1027,1025,1023,10,10,10,14,8,,0.00,4,,67<br />
2014-4-21,27,20,12,12,9,8,77,55,22,1024,1022,1019,10,10,10,13,5,,0.00,3,,67<br />
2014-4-22,27,20,13,11,7,3,72,52,18,1023,1021,1019,10,10,10,16,6,,0.00,3,,165<br />
2014-4-23,26,17,8,4,-2,-8,62,31,6,1022,1021,1019,,,,16,8,,0.00,,,144<br />
2014-4-24,26,18,9,5,2,-3,54,38,14,1023,1021,1019,,,,23,11,,0.00,,,88<br />
2014-4-25,27,19,11,12,8,3,72,50,31,1024,1023,1021,10,10,10,14,5,,0.00,3,Rain-Thunderstorm,65<br />
2014-4-26,28,21,14,11,9,8,77,51,23,1027,1025,1024,10,10,10,11,8,,0.00,4,,54<br />
2014-4-27,28,21,14,10,2,-1,68,30,10,1028,1026,1025,10,10,10,14,5,,0.00,1,,107<br />
2014-4-28,27,21,14,12,3,-3,50,31,14,1028,1026,1024,,,,14,6,23,0.00,,,90<br />
2014-4-29,30,21,11,2,0,-2,44,25,7,1027,1025,1022,,,,13,5,,0.00,,,106<br />
2014-4-30,30,21,12,4,1,-1,44,27,8,1025,1023,1021,,,,16,8,,0.00,,,113<br />
2014-5-1,29,21,13,5,2,0,51,31,9,1026,1024,1022,,,,14,8,,0.00,,,93<br />
2014-5-2,28,21,13,7,4,1,55,36,14,1027,1026,1024,,,,14,10,,0.00,,,79<br />
2014-5-3,28,21,13,7,4,3,54,38,13,1026,1025,1024,,,,19,8,34,0.00,,,68<br />
2014-5-4,28,21,13,9,7,4,47,33,18,,,,,,,10,5,,0.00,,,-1<br />
2014-5-5,29,21,14,7,6,2,52,32,15,1025,1024,1023,10,10,10,16,5,,0.00,3,,73<br />
2014-5-6,27,19,12,6,5,3,63,42,16,1026,1024,1023,10,10,10,19,6,34,0.00,2,,50<br />
2014-5-7,27,20,13,8,7,5,67,44,18,1025,1023,1021,10,10,10,16,6,27,0.00,4,,53<br />
2014-5-8,28,21,13,14,9,3,94,62,13,1024,1022,1021,10,10,10,16,3,,1.02,5,Rain,66<br />
2014-5-9,27,20,13,10,4,0,49,34,17,1025,1023,1022,10,10,10,35,8,,0.51,2,,173<br />
2014-5-10,27,19,10,4,3,1,54,34,15,1025,1023,1022,10,10,10,16,8,42,0.00,3,,75<br />
2014-5-11,27,20,13,3,1,-3,47,28,9,1024,1023,1021,10,10,10,13,8,,0.00,1,,148<br />
2014-5-12,28,21,13,4,2,0,45,30,12,1027,1025,1024,10,10,10,14,8,,0.00,1,,84<br />
2014-5-13,29,21,12,4,2,0,51,30,10,1029,1027,1026,,,,16,6,,0.00,,,96<br />
2014-5-14,28,19,11,4,2,0,51,32,11,1029,1027,1024,,,,14,10,,0.00,,,74<br />
2014-5-15,28,20,12,3,1,0,51,29,10,1026,1024,1021,,,,11,6,,0.00,,,124<br />
2014-5-16,26,19,12,3,1,-1,47,30,10,1024,1022,1020,10,10,10,14,8,,0.00,1,,191<br />
2014-5-17,26,17,9,1,0,-2,50,31,10,1024,1023,1021,,,,14,8,,0.00,,,74<br />
2014-5-18,27,19,11,3,1,0,47,30,11,1024,1023,1021,,,,21,11,39,0.00,,,45<br />
2014-5-19,25,18,12,12,7,1,94,50,26,1023,1022,1020,26,12,10,24,8,45,7.87,4,Rain-Thunderstorm,12<br />
2014-5-20,23,15,7,9,-1,-11,87,42,4,1023,1021,1019,10,10,10,14,6,,0.25,1,,35<br />
2014-5-21,25,16,7,3,-1,-4,57,33,8,1024,1022,1021,,,,23,14,,0.00,,,75<br />
2014-5-22,27,19,10,10,4,0,82,45,10,1026,1025,1023,10,10,10,16,13,,0.00,1,,72<br />
2014-5-23,27,20,13,8,7,5,67,44,17,1028,1026,1024,10,10,10,14,10,,0.00,3,,55<br />
2014-5-24,27,19,12,9,8,6,82,52,20,1029,1027,1026,10,10,10,13,8,,0.00,3,,73<br />
2014-5-25,26,19,11,7,4,0,67,41,19,1029,1026,1024,10,10,10,16,10,29,0.00,3,,105<br />
2014-5-26,25,18,10,2,0,-2,50,30,11,1029,1027,1024,,,,14,11,35,0.00,,,97<br />
2014-5-27,26,18,10,2,1,-2,54,31,13,1027,1025,1022,,,,14,10,,0.00,,,56<br />
2014-5-28,28,18,8,13,2,-2,73,40,11,1025,1023,1021,,,,13,8,,0.00,,,82<br />
2014-5-29,28,21,13,9,4,-1,58,40,11,1026,1024,1023,,,,14,6,,0.00,,,85<br />
2014-5-30,28,19,10,5,2,0,47,30,10,1027,1025,1022,,,,11,3,,0.00,,,102<br />
2014-5-31,28,20,11,3,2,0,54,33,11,1028,1025,1023,,,,13,8,,0.00,,,84<br />
2014-6-1,27,19,10,1,-2,-6,47,22,5,1025,1023,1021,,,,11,6,,0.00,,,76<br />
2014-6-2,24,17,10,1,-1,-3,50,33,13,1024,1023,1021,,,,10,6,,0.00,,,103<br />
2014-6-3,26,18,9,0,-2,-4,44,22,7,1022,1020,1019,,,,14,6,,0.00,,,278<br />
2014-6-4,23,16,8,0,-1,-2,47,29,12,1020,1019,1018,,,,27,13,42,0.00,,,297<br />
2014-6-5,22,12,3,0,-7,-14,57,29,4,1025,1022,1020,,,,13,6,,0.00,,,72<br />
2014-6-6,29,17,4,4,-3,-7,57,32,7,1029,1027,1025,,,,21,14,,0.00,,,92<br />
2014-6-7,33,21,9,1,-2,-9,47,25,4,1028,1026,1024,,,,21,13,,0.00,,,80<br />
2014-6-8,37,20,4,12,-3,-16,41,22,6,1026,1024,1021,,,,14,10,,0.00,,,68<br />
2014-6-9,29,17,5,5,-4,-10,39,23,9,1025,1023,1021,,,,21,10,29,0.00,,,83<br />
2014-6-10,19,12,6,1,-2,-7,61,38,16,1030,1026,1024,,,,19,11,42,0.00,,,100<br />
2014-6-11,23,16,8,1,-1,-3,57,35,12,1031,1029,1026,,,,19,11,,0.00,,,89<br />
2014-6-12,23,15,7,0,-1,-3,57,35,12,1030,1028,1025,,,,16,11,,0.00,,,61<br />
2014-6-13,23,16,7,2,0,-1,61,37,12,1027,1024,1022,,,,16,10,,0.00,,,84<br />
2014-6-14,24,17,9,1,0,-1,50,30,11,1024,1023,1021,,,,21,10,,0.00,,,284<br />
2014-6-15,24,16,7,1,-1,-2,57,34,10,1025,1023,1022,10,10,10,16,6,,0.00,,,65<br />
2014-6-16,26,17,8,2,-1,-2,57,32,10,1025,1024,1022,,,,14,11,,0.00,,,54<br />
2014-6-17,26,18,10,1,-1,-1,50,30,11,1026,1024,1023,,,,19,8,39,0.00,,,47<br />
2014-6-18,24,17,9,2,0,-1,50,33,11,1028,1026,1024,,,,14,8,,0.00,,,127<br />
2014-6-19,19,14,10,0,-2,-5,47,31,13,1031,1029,1027,,,,26,14,39,0.00,,,109<br />
2014-6-20,21,13,6,-2,-6,-11,57,26,7,1032,1030,1029,,,,24,14,42,0.00,,,95<br />
2014-6-21,21,13,6,1,-4,-12,54,30,14,1032,1029,1026,,,,29,13,55,0.00,,,73<br />
2014-6-22,22,16,9,3,1,0,54,36,16,1031,1029,1027,10,10,10,24,14,,0.00,3,,47<br />
2014-6-23,24,18,11,2,1,0,50,35,15,1031,1029,1026,,,,23,14,,0.00,,,39<br />
2014-6-24,24,17,10,4,2,1,62,39,15,1029,1027,1024,,,,21,13,,0.00,,,36<br />
2014-6-25,22,16,10,5,4,1,62,46,24,1026,1024,1022,10,10,10,16,10,,0.00,5,,60<br />
2014-6-26,24,16,7,6,1,-7,76,40,6,1024,1021,986,,,,13,8,,0.00,,,90<br />
2014-6-27,25,18,10,4,1,-4,58,34,7,1026,1025,1023,,,,19,10,35,0.00,,,103<br />
2014-6-28,26,18,10,3,1,-1,58,33,11,1028,1026,1024,10,10,10,19,11,,0.00,2,,80<br />
2014-6-29,27,19,11,1,0,-2,47,29,10,1028,1026,1024,10,10,10,13,10,,0.00,1,,69<br />
2014-6-30,26,18,11,3,0,-2,47,29,10,1028,1026,1024,10,10,10,16,10,,0.00,3,,84<br />
2014-7-1,25,18,11,3,0,-2,44,30,12,1027,1026,1024,10,10,10,13,8,29,0.00,2,,69<br />
2014-7-2,24,18,12,3,1,0,47,32,14,1028,1026,1025,10,10,10,14,6,,0.00,3,,22<br />
2014-7-3,25,18,11,2,1,0,50,32,12,1027,1025,1023,10,10,10,14,8,34,0.00,1,,53<br />
2014-7-4,24,18,11,1,-1,-5,47,30,13,1024,1022,1020,,,,23,8,45,0.00,,,317<br />
2014-7-5,22,12,3,-2,-7,-14,57,28,4,1022,1021,1019,10,10,10,14,6,,0.00,1,,11<br />
2014-7-6,23,14,6,0,-7,-13,66,27,4,1025,1023,1021,,,,14,11,,0.00,,,62<br />
2014-7-7,26,17,7,0,-5,-15,53,28,4,1028,1026,1024,,,,14,11,,0.00,,,97<br />
2014-7-8,25,15,5,-2,-3,-4,57,32,8,1030,1028,1026,10,10,10,26,18,,0.00,,,91<br />
2014-7-9,28,18,9,-1,-2,-4,43,25,7,1030,1028,1026,10,10,10,16,11,,0.00,,,61<br />
2014-7-10,29,20,11,-1,-3,-4,38,21,6,1031,1029,1027,10,10,10,14,11,,0.00,,,63<br />
2014-7-11,28,20,12,0,-3,-6,33,22,8,1031,1028,1026,,,,13,8,,0.00,,,57<br />
2014-7-12,29,19,10,0,-2,-4,36,22,8,1028,1026,1024,,,,21,10,39,0.00,,,333<br />
2014-7-13,28,20,12,0,-1,-4,41,25,6,1028,1026,1024,,,,19,11,,0.00,,,99<br />
2014-7-14,29,21,13,3,-1,-3,33,22,8,1029,1027,1026,,,,14,8,,0.00,,,77<br />
2014-7-15,33,23,12,1,-1,-6,39,23,8,1030,1028,1026,10,10,10,14,10,,0.25,,,61<br />
2014-7-16,25,16,7,-3,-5,-6,43,25,6,1029,1028,1026,,,,16,11,,0.00,,,67<br />
2014-7-17,24,14,5,-2,-4,-5,53,29,7,1027,1026,1024,,,,14,8,,0.00,,,104<br />
2014-7-18,23,14,6,-2,-4,-10,53,29,7,1026,1024,1021,,,,23,10,,0.00,,,245<br />
2014-7-19,23,12,1,-4,-10,-18,49,20,4,1027,1025,1024,,,,16,10,,0.00,,,79<br />
2014-7-20,24,16,7,-4,-6,-8,40,22,5,1029,1027,1026,,,,14,10,,0.00,,,72<br />
2014-7-21,25,17,8,-5,-7,-8,37,21,5,1030,1028,1027,,,,16,10,,0.00,,,69<br />
2014-7-22,26,17,8,-5,-7,-9,32,19,4,1030,1028,1025,,,,13,10,,0.00,,,67<br />
2014-7-23,26,18,9,0,-4,-7,35,22,6,1028,1026,1024,,,,13,10,,0.00,,,50<br />
2014-7-24,26,18,9,-1,-4,-8,40,22,4,1028,1025,1022,,,,14,8,,0.00,,,359<br />
2014-7-25,21,13,4,0,-4,-21,61,35,5,1024,1023,1021,31,31,31,21,8,,0.00,,,256<br />
2014-7-26,19,10,1,-2,-6,-12,81,43,5,1028,1025,1023,,,,16,11,,0.00,,,103<br />
2014-7-27,19,11,3,-5,-9,-16,56,26,4,1029,1028,1026,,,,21,13,,0.00,,,94<br />
2014-7-28,22,13,5,-10,-12,-14,31,15,4,1030,1028,1025,,,,21,16,,0.00,,,87<br />
2014-7-29,23,16,8,3,-4,-14,54,25,7,1030,1027,1025,10,10,10,21,14,37,0.00,1,,75<br />
2014-7-30,23,16,8,7,3,-1,87,48,12,1030,1028,1026,31,13,10,14,8,,0.00,1,,73<br />
2014-7-31,24,17,8,4,1,-2,58,36,14,1030,1028,1026,10,10,10,14,10,,0.00,3,Rain,83<br />
2014-8-1,26,18,11,0,-2,-4,47,27,10,1029,1027,1025,10,10,10,14,10,,0.00,1,,92<br />
2014-8-2,24,19,13,-3,-3,-4,33,21,7,1028,1026,1025,10,10,10,13,8,,0.00,2,,77<br />
2014-8-3,25,17,9,-3,-4,-6,37,21,6,1028,1026,1024,,,,13,10,,0.00,,,55<br />
2014-8-4,24,17,9,-1,-4,-6,35,23,9,1027,1025,1023,10,10,10,24,11,48,0.00,1,,160<br />
2014-8-5,24,17,9,-2,-4,-7,37,21,8,1043,1025,1022,,,,23,11,,0.00,,,215<br />
2014-8-6,23,16,8,-5,-11,-21,35,16,4,1023,1021,1020,31,31,31,21,10,45,0.00,,,75<br />
2014-8-7,22,16,9,-7,-16,-30,30,13,4,1022,1021,1019,10,10,10,23,11,37,0.00,1,,1<br />
2014-8-8,20,11,3,-5,-18,-30,52,17,4,1026,1023,1020,,,,23,8,40,0.00,,,309<br />
2014-8-9,25,14,4,-6,-17,-24,31,11,4,1025,1024,1022,,,,19,13,,0.00,,,96<br />
2014-8-10,24,17,8,-8,-12,-16,27,13,4,1025,1023,1022,31,31,31,32,16,53,0.00,,,342<br />
2014-8-11,26,14,3,-13,-17,-23,26,11,4,1025,1023,1021,,,,13,8,,0.00,,,175<br />
2014-8-12,27,19,10,-5,-9,-12,24,14,4,1024,1022,1019,31,31,31,19,11,34,0.00,,,29<br />
2014-8-13,27,18,9,-3,-6,-8,30,18,5,1024,1022,1021,31,31,31,19,8,,0.00,,,58<br />
2014-8-14,27,20,12,-3,-5,-10,27,15,5,1027,1025,1023,31,31,31,14,10,,0.00,,,250<br />
2014-8-15,27,20,13,0,-2,-5,33,21,8,1028,1026,1024,10,10,10,14,10,,0.00,5,,134<br />
2014-8-16,27,20,13,-1,-2,-3,36,21,8,1027,1025,1022,10,10,10,19,10,,0.00,2,,53<br />
2014-8-17,26,19,13,3,0,-3,38,27,12,1026,1024,1022,10,10,10,16,10,,0.00,5,Rain-Thunderstorm,60<br />
2014-8-18,27,19,12,3,1,0,51,31,11,1025,1023,1022,31,13,10,21,11,45,0.00,4,Rain,56<br />
2014-8-19,26,19,13,2,1,-1,44,28,11,1024,1023,1021,10,10,10,13,8,34,0.00,5,,41<br />
2014-8-20,26,19,13,5,-1,-6,55,27,7,1025,1023,1020,31,31,31,16,8,35,0.00,,,107<br />
2014-8-21,26,18,10,0,-7,-16,44,20,4,1023,1022,1020,31,31,31,24,8,47,0.00,,,188<br />
