
ARST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-3-3,25,19,14,12,9,6,59,50,40,1019,1017,1015,10,10,10,19,8,,0.00,5,,160<br />
2007-3-4,30,22,14,12,11,8,82,52,25,1017,1014,1010,10,10,10,13,8,,0.00,0,,71<br />
2007-3-5,33,24,15,14,11,8,68,48,22,1014,1011,1008,10,10,10,14,6,,0.00,0,,105<br />
2007-3-6,32,24,18,17,13,11,68,52,29,1014,1012,1010,10,10,10,13,3,,0.00,0,,138<br />
2007-3-7,29,24,21,21,17,13,74,62,51,1015,1013,1010,10,10,10,19,6,,0.00,2,,158<br />
2007-3-8,24,20,16,17,16,15,100,81,57,1013,1011,1009,10,9,2,19,8,,0.00,6,,101<br />
2007-3-9,25,21,18,14,12,9,77,59,36,1016,1014,1012,10,10,10,11,5,,0.00,5,,146<br />
2007-3-10,29,22,15,12,9,8,77,50,28,1017,1015,1011,10,10,10,21,6,,0.00,0,,71<br />
2007-3-11,32,23,14,15,12,9,77,50,26,1014,1011,1008,10,10,10,11,5,,0.00,0,,153<br />
2007-3-12,30,24,18,17,14,12,77,56,37,1014,1012,1010,10,10,10,19,5,,0.00,0,,169<br />
2007-3-13,29,24,21,19,17,13,83,62,45,1013,1011,1007,10,10,10,11,5,,0.00,1,,175<br />
2007-3-14,28,22,17,18,16,14,94,67,42,1017,1014,1010,10,10,10,13,5,,0.00,2,Rain,135<br />
2007-3-15,26,22,19,17,15,14,88,64,50,1017,1015,1013,10,10,10,14,6,,0.00,4,Rain-Thunderstorm,155<br />
2007-3-16,22,19,16,16,16,14,100,88,64,1022,1019,1016,10,7,1,21,10,,0.00,5,Rain,124<br />
2007-3-17,28,21,14,17,15,14,100,73,42,1021,1019,1016,10,10,10,11,2,,0.00,0,,48<br />
2007-3-18,32,23,16,16,13,9,88,55,24,1019,1017,1014,10,10,10,16,3,,0.00,0,,38<br />
2007-3-19,32,23,16,17,13,10,77,52,26,1017,1014,1010,10,10,10,10,3,,0.00,0,,128<br />
2007-3-20,31,23,17,15,13,12,82,53,31,1015,1012,1009,10,10,10,19,5,,0.00,0,,117<br />
2007-3-21,30,23,17,17,14,12,77,57,33,1010,1008,1005,10,10,10,13,3,,0.00,0,,183<br />
2007-3-22,23,19,15,15,14,13,100,75,60,1017,1012,1009,10,9,3,23,18,,0.00,6,,169<br />
2007-3-23,26,20,14,15,13,9,100,73,34,1019,1018,1016,10,9,4,23,3,,0.00,4,,192<br />
2007-3-24,26,22,18,16,13,11,78,59,44,1019,1016,1012,10,10,10,16,5,,0.00,6,,118<br />
2007-3-25,27,22,17,17,16,14,88,72,51,1014,1011,1008,10,10,8,8,3,,0.00,3,,135<br />
2007-3-26,21,18,14,16,13,8,88,72,56,1016,1010,1008,10,10,10,21,6,,0.00,6,Rain,145<br />
2007-3-27,14,13,12,12,11,9,94,87,82,1018,1015,1012,10,9,7,27,21,39,0.00,8,Rain,185<br />
2007-3-28,21,16,12,16,12,8,100,79,60,1017,1016,1015,10,10,7,23,11,,0.00,5,Rain-Thunderstorm,161<br />
2007-3-29,24,19,14,18,15,12,100,85,61,1016,1011,1007,10,9,3,27,5,,0.00,5,Rain-Thunderstorm,142<br />
2007-3-30,20,17,14,15,11,8,100,71,49,1025,1019,1014,10,10,8,29,13,50,0.00,4,Rain-Thunderstorm,188<br />
2007-3-31,22,16,11,12,9,6,94,61,35,1025,1021,1018,10,10,10,10,3,,0.00,0,,83<br />
2007-4-1,23,17,10,13,11,9,94,69,41,1020,1015,1011,10,10,10,10,5,,0.00,0,,23<br />
2007-4-2,26,18,11,14,12,10,94,66,39,1016,1013,1012,10,10,10,10,2,,0.00,0,,50<br />
2007-4-3,26,19,13,14,12,11,94,64,42,1017,1016,1014,10,10,10,10,2,,0.00,1,,157<br />
2007-4-4,25,20,16,15,14,12,94,71,53,1020,1017,1016,10,10,10,24,5,39,0.00,3,Rain-Thunderstorm,226<br />
2007-4-5,20,17,14,15,13,11,100,81,56,1020,1019,1018,10,10,10,19,3,,0.00,4,,25<br />
2007-4-6,22,16,10,13,12,10,100,86,53,1020,1019,1017,10,9,4,10,2,,0.00,0,,270<br />
2007-4-9,23,20,18,16,14,13,88,69,53,1010,1007,1005,10,10,10,11,5,,0.00,3,,153<br />
2007-4-10,18,16,11,15,7,3,94,61,37,1018,1014,1010,10,10,10,19,8,,0.00,3,,155<br />
2007-4-11,22,14,7,8,5,4,87,57,31,1019,1014,1010,10,10,10,10,2,,0.00,0,,152<br />
2007-4-12,24,17,9,8,5,2,76,51,25,1021,1018,1015,10,10,10,11,3,,0.00,0,,81<br />
2007-4-13,24,17,9,11,8,6,82,59,36,1015,1008,1003,10,10,10,10,2,,0.00,0,,158<br />
2007-4-14,27,18,9,14,9,5,93,58,30,1017,1009,1003,10,10,10,16,6,,0.00,0,,182<br />
2007-4-15,25,18,12,16,13,11,94,69,50,1017,1015,1012,10,10,10,8,2,,0.00,0,,107<br />
2007-4-16,28,21,14,17,15,13,94,69,45,1013,1009,1006,10,10,10,8,3,,0.00,0,,176<br />
2007-4-17,27,22,17,18,17,14,88,72,54,1012,1010,1007,10,10,10,19,8,,0.00,2,,186<br />
2007-4-18,26,22,19,20,17,15,88,78,61,1011,1008,1005,10,10,10,10,2,,0.00,5,,143<br />
2007-4-19,21,19,16,18,13,6,94,70,48,1021,1010,1004,10,10,10,23,8,,0.00,6,,171<br />
2007-4-20,16,13,12,5,4,2,58,52,44,1024,1022,1020,10,10,10,13,6,,0.00,8,,143<br />
2007-4-21,18,14,10,6,4,2,71,55,37,1022,1019,1015,10,10,10,10,2,,0.00,8,,124<br />
2007-4-22,20,13,7,8,6,4,87,61,40,1015,1013,1009,10,10,10,8,2,,0.00,0,,139<br />
2007-4-23,19,14,9,10,8,4,87,71,52,1018,1015,1012,10,10,10,10,5,,0.00,2,,203<br />
2007-4-24,19,13,8,8,5,2,87,61,32,1018,1016,1014,10,10,10,23,5,,0.00,2,,168<br />
2007-4-25,21,14,8,6,3,0,76,52,27,1019,1016,1014,10,10,10,13,3,,0.00,0,,192<br />
2007-4-26,17,11,6,10,6,2,87,63,42,1024,1022,1019,10,10,10,13,3,,0.00,0,,181<br />
2007-4-27,21,13,7,9,6,4,93,61,38,1024,1021,1017,10,10,10,14,2,,0.00,0,,36<br />
2007-4-28,22,14,7,8,7,5,87,64,35,1022,1020,1018,10,10,8,10,2,,0.00,0,,46<br />
2007-4-29,22,14,7,10,7,3,87,64,41,1019,1015,1011,10,10,10,10,3,,0.00,0,,48<br />
2007-4-30,23,16,8,11,8,6,93,65,41,1012,1008,1006,10,10,10,16,3,,0.00,0,,138<br />
2007-5-1,18,14,11,10,7,4,82,58,40,1018,1014,1012,,,,14,8,,0.00,,,153<br />
2007-5-2,15,12,10,10,9,9,100,82,67,1019,1018,1016,10,9,6,11,5,,0.00,6,,124<br />
2007-5-3,18,13,8,12,10,8,100,79,63,1018,1014,1010,10,8,6,6,2,,0.00,5,,178<br />
2007-5-4,21,16,11,14,11,8,88,75,56,1014,1011,1010,10,10,10,10,3,,0.00,4,,145<br />
2007-5-5,17,16,14,14,11,8,88,72,59,1015,1014,1011,10,10,10,23,8,,0.00,7,,166<br />
2007-5-6,13,11,9,9,5,1,82,68,54,1024,1019,1014,10,10,10,19,6,,0.00,6,Rain,180<br />
2007-5-7,10,8,5,1,-2,-5,66,52,37,1027,1025,1023,10,10,10,10,2,,0.00,7,,132<br />
2007-5-8,16,7,-1,3,-1,-3,93,63,34,1030,1028,1026,10,10,6,6,2,,0.00,0,,111<br />
2007-5-9,17,9,1,2,1,-1,93,62,30,1030,1025,1020,10,10,8,19,5,,0.00,0,,17<br />
2007-5-10,18,10,2,5,2,0,100,63,37,1020,1018,1015,10,10,8,6,2,,0.00,0,,84<br />
2007-5-11,16,10,5,4,2,0,87,59,39,1028,1022,1017,10,10,10,23,8,,0.00,0,,176<br />
2007-5-12,13,10,7,4,2,0,71,57,47,1028,1023,1019,,,,13,6,,0.00,,,112<br />
2007-5-13,17,9,2,4,3,1,93,67,39,1021,1019,1017,10,10,8,11,2,,0.00,0,,336<br />
2007-5-14,18,11,4,8,5,2,93,70,49,1018,1016,1014,10,10,10,13,5,,0.00,0,,179<br />
2007-5-15,20,12,5,8,6,2,93,65,40,1017,1014,1013,10,9,6,19,5,,0.00,4,,194<br />
2007-5-16,16,11,7,8,6,5,93,69,52,1021,1018,1016,10,10,10,14,5,,0.00,7,,142<br />
2007-5-17,18,14,10,7,6,5,76,61,45,1019,1017,1016,10,9,8,13,3,,0.00,,,120<br />
2007-5-18,19,13,7,8,6,4,87,69,46,1023,1021,1019,10,9,7,13,3,,0.00,0,,167<br />
2007-5-19,19,12,5,7,6,4,93,72,43,1021,1016,1012,10,9,6,13,3,,0.00,0,,352<br />
2007-5-20,19,11,4,8,6,4,100,70,43,1014,1012,1010,10,8,6,8,3,,0.00,0,,142<br />
2007-5-21,15,13,10,6,2,-1,67,50,34,1020,1018,1015,10,10,10,19,10,,0.00,7,,143<br />
2007-5-22,16,9,3,5,3,1,87,65,42,1024,1020,1019,10,10,10,10,3,,0.00,0,,316<br />
2007-5-23,15,9,3,3,1,-1,87,60,36,1028,1025,1023,10,10,10,10,5,,0.00,0,,304<br />
2007-5-24,17,9,2,3,1,0,93,62,34,1025,1021,1017,10,10,8,11,3,,0.00,0,,42<br />
2007-5-25,18,10,2,5,3,0,93,64,34,1017,1015,1012,10,10,10,8,3,,0.00,0,,257<br />
2007-5-26,18,11,5,5,3,1,81,57,37,1021,1017,1015,10,10,10,19,5,,0.00,0,,161<br />
2007-5-27,11,7,3,1,-2,-4,81,54,37,1028,1024,1022,10,10,10,16,11,,0.00,8,,162<br />
2007-5-28,4,2,0,0,-3,-5,93,73,56,1032,1030,1028,10,10,10,11,5,,0.00,5,Rain-Snow,167<br />
2007-5-29,6,3,1,0,-3,-5,81,64,46,1031,1026,1002,10,10,10,19,3,,0.00,8,,44<br />
2007-5-30,7,4,2,0,-2,-3,87,69,53,1025,1020,1017,10,10,10,10,3,,0.00,7,,43<br />
2007-5-31,15,6,-3,0,-2,-5,93,66,34,1017,1014,1012,10,7,3,8,2,,0.00,0,,356<br />
2007-6-1,15,8,0,1,-2,-5,81,58,27,1022,1019,1016,10,9,6,14,3,,0.00,0,,169<br />
2007-6-2,19,9,0,-1,-3,-6,81,48,21,1022,1020,1018,10,10,8,8,2,,0.00,0,,307<br />
2007-6-3,22,12,2,-1,-4,-8,75,42,13,1025,1022,1018,10,10,6,13,3,,0.00,0,,311<br />
2007-6-4,20,11,2,-1,-4,-6,70,40,18,1018,1015,1012,10,10,8,10,5,,0.00,0,,187<br />
2007-6-5,19,11,3,-1,-4,-7,60,39,18,1018,1016,1014,10,9,4,8,3,,0.00,0,,323<br />
2007-6-6,19,10,1,4,-2,-5,75,47,21,1017,1014,1012,10,8,4,10,2,,0.00,0,,269<br />
2007-6-7,17,9,2,0,-2,-5,70,48,25,1018,1016,1014,10,9,6,10,5,,0.00,0,,332<br />
2007-6-8,18,10,3,1,-1,-3,70,51,26,1014,1012,1010,10,9,8,8,3,,0.00,0,,283<br />
2007-6-9,17,9,2,1,-1,-4,81,52,32,1014,1011,1010,10,9,5,10,3,,0.00,0,,176<br />
2007-6-10,16,9,2,2,-2,-5,65,48,31,1014,1011,1008,10,10,10,10,3,,0.00,0,,215<br />
2007-6-11,15,11,7,3,0,-4,58,48,33,1014,1012,1010,7,7,7,11,6,,0.00,,,181<br />
2007-6-12,16,9,2,6,3,0,87,64,45,1012,1010,1009,10,10,10,19,5,,0.00,0,,167<br />
2007-6-13,10,8,5,6,3,1,100,77,54,1014,1012,1011,10,7,4,14,8,,0.00,8,Rain,158<br />
2007-6-14,6,4,4,5,3,2,100,91,76,1020,1015,1013,10,8,6,23,8,,0.00,5,Rain,183<br />
2007-6-15,11,4,-1,4,2,-1,100,83,58,1026,1023,1021,10,10,10,10,2,,0.00,0,,37<br />
2007-6-16,11,6,1,4,2,0,100,79,54,1021,1015,1012,10,9,4,10,2,,0.00,0,Snow,134<br />
2007-6-17,12,6,1,4,3,1,100,78,51,1022,1019,1015,10,10,10,19,5,,0.00,0,,189<br />
2007-6-18,12,6,1,3,2,0,100,75,47,1022,1016,1013,10,10,10,11,2,,0.00,0,,306<br />
2007-6-19,14,7,1,6,3,0,93,76,51,1013,1011,1008,10,9,3,10,3,,0.00,0,,185<br />
2007-6-20,21,11,2,6,1,-16,93,65,8,1016,1008,1005,10,9,4,23,5,,0.00,0,,209<br />
2007-6-21,15,8,2,4,2,-1,87,64,42,1017,1014,1011,10,10,10,11,5,,0.00,0,,60<br />
2007-6-22,19,10,1,3,-3,-19,93,56,6,1011,1007,1003,10,9,3,23,3,,0.00,0,,341<br />
2007-6-23,12,6,1,-2,-4,-9,70,49,24,1025,1017,1011,10,10,10,10,3,,0.00,0,,195<br />
2007-6-24,12,6,-1,-2,-4,-6,80,52,28,1026,1025,1022,10,10,10,14,6,,0.00,0,,306<br />
2007-6-25,12,4,-2,1,-2,-5,86,62,38,1023,1020,1017,10,8,5,10,3,,0.00,0,,348<br />
2007-6-26,18,8,-1,0,-2,-4,87,61,27,1022,1021,1019,10,9,3,6,3,,0.00,0,,289<br />
2007-6-27,14,7,0,0,-3,-6,70,52,27,1022,1020,1018,10,9,5,10,3,,0.00,0,,279<br />
2007-6-28,17,8,0,0,-2,-5,87,52,24,1021,1019,1018,10,9,5,11,3,,0.00,0,,326<br />
2007-6-29,20,11,2,3,-1,-3,75,50,24,1025,1022,1021,10,9,8,8,2,,0.00,0,,244<br />
2007-6-30,16,9,3,3,1,-1,81,57,34,1026,1023,1020,10,9,6,8,3,,0.00,0,,322<br />
2007-7-1,16,9,2,6,2,-1,87,67,48,1021,1020,1018,10,9,5,13,6,,0.00,0,,212<br />
2007-7-2,6,3,1,5,3,0,100,91,81,1023,1020,1018,10,2,0,10,5,,0.00,7,Fog,163<br />
2007-7-3,5,2,0,4,2,0,100,99,87,1018,1013,1009,10,1,0,8,0,,0.00,6,Fog,48<br />
2007-7-4,18,8,-1,4,2,-1,100,73,37,1011,1008,1005,10,8,0,11,3,,0.00,0,Fog,54<br />
2007-7-5,24,14,5,7,3,0,87,59,23,1011,1004,1000,10,9,7,23,6,58,0.00,0,,205<br />
2007-7-6,18,12,6,6,4,3,81,60,42,1013,1011,1007,10,9,7,14,6,,0.00,0,,170<br />
2007-7-7,12,9,6,6,-2,-10,76,47,31,1022,1016,1013,10,10,10,29,11,,0.00,0,,191<br />
2007-7-8,5,2,-1,0,-3,-10,100,76,33,1029,1026,1018,10,6,1,21,11,,0.00,8,Fog-Snow,168<br />
2007-7-9,5,1,-3,-2,-4,-7,100,77,45,1030,1028,1026,10,10,10,8,3,,0.00,5,,80<br />
2007-7-10,7,0,-7,-1,-5,-9,100,75,36,1026,1024,1022,10,9,6,6,2,,0.00,0,,75<br />
2007-7-11,9,1,-6,-2,-4,-8,100,70,34,1023,1020,1017,10,10,6,10,2,,0.00,0,,97<br />
2007-7-12,10,2,-5,-1,-3,-8,100,69,43,1018,1015,1011,10,10,10,6,2,,0.00,0,,47<br />
2007-7-13,14,6,-2,2,-2,-6,100,63,36,1021,1013,1008,10,8,6,34,5,,0.00,3,,224<br />
2007-7-14,13,7,0,1,-1,-2,87,62,36,1022,1021,1019,10,10,6,10,2,,0.00,0,,359<br />
2007-7-15,15,8,0,1,-1,-2,87,64,34,1019,1015,1012,10,10,10,10,3,,0.00,0,,212<br />
2007-7-16,15,8,1,1,-1,-3,81,55,34,1017,1013,1010,10,9,6,8,3,,0.00,0,,200<br />
2007-7-17,20,11,2,0,-1,-2,81,54,23,1019,1016,1011,10,10,10,11,3,,0.00,0,,286<br />
2007-7-18,20,12,4,4,0,-2,70,49,26,1018,1016,1013,10,10,10,8,3,,0.00,0,,334<br />
2007-7-19,21,12,4,3,1,-2,70,50,28,1013,1010,1007,10,10,10,11,3,,0.00,0,,286<br />
2007-7-20,19,12,6,2,-1,-4,66,43,24,1017,1014,1010,10,10,7,23,5,,0.00,0,,186<br />
2007-7-21,18,10,3,-1,-3,-5,65,43,24,1012,1007,1002,10,10,10,13,5,,0.00,0,,115<br />
2007-7-22,13,7,0,-3,-4,-6,70,46,29,1020,1016,1013,10,10,10,14,3,,0.00,0,,1<br />
2007-7-23,10,5,0,-3,-5,-8,64,50,35,1017,1011,1007,10,9,6,19,5,,0.00,3,,163<br />
2007-7-24,11,6,1,1,-2,-4,75,60,41,1026,1021,1015,10,10,10,23,5,,0.00,2,,355<br />
2007-7-25,21,10,-1,1,-3,-6,87,49,19,1024,1022,1019,10,10,10,11,3,,0.00,0,,333<br />
2007-7-26,23,13,3,2,-3,-34,65,41,4,1024,1020,1016,10,10,10,10,5,,0.00,0,,261<br />
2007-7-27,15,11,6,3,-1,-5,66,44,29,1032,1026,1021,10,10,10,23,14,,0.00,0,,180<br />
2007-7-28,9,4,0,0,-2,-4,80,60,43,1033,1030,1027,10,10,8,19,8,,0.00,0,,14<br />
2007-7-29,11,4,-2,0,-2,-4,93,65,44,1026,1021,1018,10,10,7,10,3,,0.00,0,,130<br />
2007-7-30,16,7,-1,0,-2,-3,86,55,31,1022,1019,1016,10,9,8,11,3,,0.00,0,,299<br />
2007-7-31,12,8,4,3,0,-4,81,59,50,1021,1017,1014,10,10,10,19,6,,0.00,4,,159<br />
2007-8-1,7,4,2,3,1,-1,93,80,66,1031,1027,1023,10,10,8,21,14,,0.00,8,Snow,206<br />
2007-8-2,5,3,1,1,-1,-3,93,79,61,1032,1030,1028,10,9,2,19,8,,0.00,6,Snow-Thunderstorm,207<br />
2007-8-3,6,3,0,-1,-2,-3,93,74,53,1030,1029,1027,10,10,10,8,5,,0.00,5,,177<br />
2007-8-4,11,3,-4,0,-3,-8,100,71,41,1027,1021,1016,10,9,6,19,3,,0.00,0,,30<br />
2007-8-5,14,7,1,1,-1,-3,87,65,41,1020,1015,1013,10,10,10,34,11,,0.00,1,,182<br />
2007-8-6,14,7,-1,0,-1,-3,93,56,36,1023,1020,1016,10,10,10,19,5,,0.00,0,,317<br />
2007-8-7,17,8,0,0,-2,-3,87,55,27,1017,1011,1004,10,9,8,10,3,,0.00,0,,210<br />
2007-8-8,10,7,3,4,0,-4,100,66,37,1021,1012,1004,10,9,8,23,13,,0.00,4,,181<br />
2007-8-9,4,2,0,2,1,-1,93,87,81,1026,1022,1020,10,9,4,14,8,,0.00,5,Snow,142<br />
2007-8-10,11,3,-3,1,-1,-4,100,72,41,1027,1025,1022,10,10,6,13,3,,0.00,1,,10<br />
2007-8-11,14,6,-2,1,-1,-3,93,64,38,1022,1017,1012,10,10,8,6,3,,0.00,0,,266<br />
2007-8-12,20,9,-1,3,-1,-2,93,57,23,1012,1007,1003,10,10,8,27,5,,0.00,0,,192<br />
2007-8-13,20,11,2,3,1,-3,75,51,28,1013,1008,1002,10,10,10,11,3,,0.00,0,,277<br />
2007-8-14,17,11,5,3,1,-3,61,49,37,1014,1005,998,10,10,10,21,8,40,0.00,0,,172<br />
2007-8-15,14,10,7,1,-2,-5,58,42,30,1025,1020,1015,10,10,10,24,10,,0.00,1,,196<br />
2007-8-16,8,6,4,3,2,1,93,76,66,1035,1031,1026,10,10,10,27,19,,0.00,6,Rain,206<br />
2007-8-17,4,3,2,2,1,-1,100,84,75,1035,1032,1029,10,10,6,23,16,,0.00,7,,183<br />
2007-8-18,4,3,2,1,0,-1,93,85,75,1030,1027,1025,10,10,10,13,8,,0.00,8,,150<br />
2007-8-19,8,4,0,0,-1,-2,100,78,50,1032,1029,1025,10,10,10,10,3,,0.00,6,,15<br />
2007-8-20,14,6,-2,1,-1,-3,93,69,36,1025,1020,1016,10,10,6,11,3,,0.00,0,,15<br />
