
AKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2008-2-13,-3,-6,-8,-5,-8,-11,84,78,71,1003,994,988,16,16,16,21,14,26,T,8,Snow,342<br />
2008-2-14,2,-2,-7,-2,-5,-10,85,79,72,988,984,981,16,14,2,37,11,52,1.27,7,Snow,284<br />
2008-2-15,-7,-10,-13,-10,-15,-18,80,66,51,1017,1002,988,16,9,0,23,11,47,4.57,7,Snow,209<br />
2008-2-16,-6,-10,-14,-8,-13,-18,84,79,73,1017,1005,997,16,10,2,27,19,40,2.54,8,Snow,359<br />
2008-2-17,4,-2,-8,-2,-6,-9,92,76,59,1004,995,990,16,13,2,37,15,64,0.76,7,Rain-Snow,342<br />
2008-2-18,6,3,-1,-1,-2,-2,89,75,60,1000,999,996,16,16,16,37,23,63,0.00,8,,186<br />
2008-2-19,7,2,-2,1,-1,-3,92,78,64,999,985,978,16,16,10,32,11,60,4.57,8,Rain,335<br />
2008-2-20,5,2,-1,-2,-3,-3,82,69,55,995,991,987,16,16,16,43,16,76,0.00,7,,220<br />
2008-2-21,4,2,-1,-1,-2,-4,82,76,69,998,990,986,16,16,16,13,7,26,T,7,Snow,238<br />
2008-2-22,3,1,-2,-3,-4,-5,85,75,64,1014,1007,999,16,16,16,23,12,40,T,7,Snow,163<br />
2008-2-23,1,-3,-7,-6,-8,-11,85,69,53,1017,1016,1014,16,16,16,8,1,,0.00,4,,51<br />
2008-2-24,0,-5,-10,-7,-9,-12,92,71,49,1016,1014,1011,16,16,16,11,2,,0.00,0,,142<br />
2008-2-25,-1,-6,-11,-8,-12,-13,88,67,46,1014,1012,1010,16,16,16,14,5,,0.00,5,,7<br />
2008-2-26,-2,-6,-9,-11,-13,-15,74,60,46,1015,1008,1001,16,16,16,21,12,,0.00,6,,6<br />
2008-2-27,-1,-4,-8,-9,-11,-13,68,58,47,1007,1005,1001,16,16,16,16,7,,0.00,7,,15<br />
2008-2-28,1,-1,-4,-6,-8,-10,63,58,53,1007,1003,1001,16,16,16,23,11,,0.00,7,,12<br />
2008-2-29,-1,-6,-10,-10,-13,-19,74,57,39,1001,996,992,16,16,16,34,9,50,0.00,6,,2<br />
2008-3-1,-7,-9,-11,-12,-15,-19,74,62,50,1002,998,993,16,16,13,34,23,45,T,7,Snow,354<br />
2008-3-2,1,-3,-7,-6,-10,-13,75,62,49,1008,1003,1001,16,16,16,23,12,,0.00,6,,15<br />
2008-3-3,6,-1,-7,-2,-6,-8,92,71,50,1013,1011,1008,16,16,14,27,7,56,T,6,Rain-Snow,118<br />
2008-3-4,6,3,1,-1,-2,-4,82,66,50,1013,1012,1010,16,16,16,34,21,64,T,8,Rain,173<br />
2008-3-5,6,3,0,0,-1,-3,89,72,55,1009,998,994,16,12,2,34,19,58,5.59,8,Rain-Snow,268<br />
2008-3-6,7,3,0,-1,-2,-3,75,65,55,999,996,987,16,16,16,29,10,60,1.02,7,Rain,112<br />
2008-3-7,4,2,0,0,-1,-2,96,86,75,990,982,979,16,13,3,27,11,58,2.03,8,Rain,211<br />
2008-3-8,4,2,1,-1,-2,-4,82,71,59,1001,997,991,16,15,11,29,14,53,1.52,7,Rain,184<br />
2008-3-9,7,4,1,-2,-4,-7,70,59,48,999,990,986,16,16,14,23,11,35,T,7,Snow,83<br />
2008-3-10,6,2,-2,-3,-5,-7,69,57,44,1007,1004,999,16,16,16,24,17,52,0.00,6,,161<br />
2008-3-11,2,-1,-4,-2,-4,-7,92,78,63,1012,1009,1006,16,13,2,13,8,,0.76,7,Snow,226<br />
2008-3-12,-1,-2,-3,-4,-4,-5,92,82,72,1016,1015,1012,16,10,2,11,3,,0.51,8,Snow,236<br />
2008-3-13,1,-3,-8,-4,-7,-10,85,67,49,1020,1018,1016,16,16,11,11,6,,T,4,Snow,311<br />
2008-3-14,0,-4,-9,-7,-9,-12,88,72,55,1021,1020,1017,16,16,16,11,5,,0.00,2,,307<br />
2008-3-15,-2,-4,-7,-6,-11,-14,78,62,51,1016,1011,1003,16,16,16,13,10,,0.00,8,,355<br />
2008-3-16,2,-1,-5,-6,-7,-9,81,67,53,1003,994,990,16,16,16,16,10,,0.00,6,,349<br />
2008-3-17,1,-3,-7,-6,-8,-9,88,68,47,995,993,990,16,16,16,10,4,,0.00,6,,290<br />
2008-3-18,-1,-4,-8,-7,-11,-13,74,62,50,996,996,995,16,16,16,8,3,,T,6,,340<br />
2008-3-19,0,-3,-8,-6,-9,-11,77,68,58,1001,997,995,16,16,16,23,9,,T,6,Snow,356<br />
2008-3-20,1,-4,-8,-7,-9,-12,84,62,39,1006,1004,1002,16,16,16,10,4,,0.00,7,,337<br />
2008-3-21,6,1,-4,-7,-10,-12,63,47,30,1005,1004,1003,16,16,16,29,14,,0.00,6,,14<br />
2008-3-22,6,2,-3,-3,-9,-13,75,56,37,1004,1000,998,16,16,14,29,17,,0.00,6,,19<br />
2008-3-23,1,-2,-4,-5,-9,-13,72,58,43,999,994,992,16,16,14,19,10,,T,6,Snow,349<br />
2008-3-24,4,0,-4,-4,-7,-9,74,59,44,1005,1000,995,16,16,16,13,5,,T,6,,317<br />
2008-3-25,6,1,-3,-2,-4,-8,92,70,47,1010,1009,1006,16,14,2,14,8,32,T,5,Fog-Snow,2<br />
2008-3-26,4,-1,-6,-7,-9,-11,74,55,35,1015,1012,1010,16,16,16,11,4,,0.00,1,,305<br />
2008-3-27,3,-1,-6,-6,-8,-9,81,64,47,1019,1017,1015,16,16,14,13,7,,0.00,4,,204<br />
2008-3-28,2,-3,-8,-7,-10,-12,74,58,41,1022,1021,1019,16,16,16,10,2,,0.00,2,,309<br />
2008-3-29,3,-2,-7,-6,-8,-9,81,62,43,1022,1021,1020,16,16,16,24,10,56,0.00,7,,123<br />
2008-3-30,3,2,1,-3,-5,-7,69,62,54,1020,1019,1018,16,16,14,32,24,56,0.00,8,,143<br />
2008-3-31,6,3,1,-1,-3,-4,89,70,50,1020,1019,1015,16,16,14,34,20,56,T,8,Rain,139<br />
2008-4-1,4,2,1,1,0,-1,89,83,76,1015,1011,1010,16,16,16,21,12,,0.00,8,,308<br />
2008-4-2,9,5,1,1,-1,-2,89,69,49,1015,1014,1011,16,16,16,26,18,56,T,7,Rain,152<br />
2008-4-3,7,4,1,1,-1,-2,96,80,64,1014,1013,1011,16,12,0,26,11,39,T,8,Fog-Rain,299<br />
2008-4-4,7,4,1,-1,-2,-3,89,71,53,1011,1007,1005,16,16,16,29,10,53,T,8,Rain,152<br />
2008-4-5,2,-2,-5,-1,-4,-11,92,74,55,1006,1006,1005,16,7,1,26,13,37,7.62,8,Rain-Snow,217<br />
2008-4-6,1,-3,-7,-7,-9,-12,88,67,46,1010,1007,1005,16,9,2,14,5,29,3.56,7,Snow,309<br />
2008-4-7,2,-3,-8,-11,-13,-16,74,55,36,1012,1011,1010,16,16,16,13,7,,0.00,4,,357<br />
2008-4-8,-1,-4,-8,-4,-7,-12,86,74,58,1011,1007,1003,16,12,2,14,6,,0.00,7,Snow,349<br />
2008-4-9,-1,-2,-4,-4,-7,-12,88,71,53,1005,1002,1001,16,8,0,26,15,48,4.32,8,Fog-Snow,227<br />
2008-4-10,0,-5,-9,-8,-10,-13,81,61,42,1014,1011,1005,16,16,16,21,10,32,0.00,4,,201<br />
2008-4-11,1,-2,-6,-8,-12,-14,63,55,46,1017,1015,1012,16,16,14,16,10,,T,4,Snow,331<br />
2008-4-12,1,-4,-8,-9,-14,-17,54,43,31,1011,1006,1002,16,16,16,19,11,32,0.00,0,,5<br />
2008-4-13,2,-3,-8,-4,-10,-16,64,52,40,1006,1005,1003,16,16,16,21,8,35,T,6,,39<br />
2008-4-14,5,2,-2,-2,-3,-5,92,73,54,1006,1004,1003,16,14,5,16,8,45,T,7,Rain-Snow,264<br />
2008-4-15,3,-1,-5,-1,-3,-13,92,69,46,1005,1001,999,16,8,1,24,12,35,5.33,8,Fog-Rain-Snow,350<br />
2008-4-16,1,-3,-7,-12,-16,-18,50,39,28,1025,1016,1006,16,16,16,34,18,48,0.00,3,,347<br />
2008-4-17,4,-1,-7,-8,-11,-16,68,49,29,1039,1035,1026,16,16,16,13,8,,0.00,3,,358<br />
2008-4-18,7,2,-4,-5,-7,-9,69,54,39,1042,1040,1038,16,16,16,11,5,,0.00,3,,323<br />
2008-4-19,9,3,-3,-4,-6,-8,63,54,45,1037,1034,1030,16,16,16,13,4,,0.00,5,,323<br />
2008-4-20,11,4,-2,-1,-4,-7,78,60,42,1029,1028,1027,16,16,16,10,4,,0.00,5,,308<br />
2008-4-21,11,5,-2,0,-3,-4,78,62,45,1028,1027,1026,16,16,16,16,7,,0.00,6,,251<br />
2008-4-22,12,6,-2,2,-2,-4,85,72,59,1027,1025,1022,16,16,16,10,5,,0.00,1,,284<br />
2008-4-23,14,8,2,3,-2,-5,78,57,36,1021,1018,1015,16,16,16,10,3,,0.00,0,,297<br />
2008-4-24,13,7,1,1,-2,-4,76,61,45,1016,1014,1012,16,16,16,34,15,61,0.00,5,,202<br />
2008-4-25,7,3,-1,0,-2,-3,92,71,49,1012,1010,1010,16,5,0,32,21,63,16.51,8,Fog-Rain-Snow,206<br />
2008-4-26,2,-1,-4,-1,-3,-6,92,84,75,1010,1003,996,16,10,2,26,15,35,4.32,8,Snow,5<br />
2008-4-27,7,4,1,1,-1,-3,89,74,58,1006,999,994,16,16,16,26,13,39,T,7,Rain-Snow,65<br />
2008-4-28,9,4,-2,-1,-3,-4,92,71,49,1012,1009,1007,16,16,16,23,10,29,0.00,4,,225<br />
2008-4-29,8,4,0,-1,-3,-4,75,64,53,1013,1012,1010,16,16,16,16,6,,0.00,6,,273<br />
2008-4-30,9,5,1,1,-2,-4,89,66,42,1010,1009,1008,16,14,3,27,15,48,T,7,Rain-Snow,170<br />
2008-5-1,8,4,0,-2,-3,-4,82,62,42,1010,1007,1004,16,16,16,16,7,,0.00,7,,16<br />
2008-5-2,12,7,3,2,0,-3,73,65,56,1009,1006,1004,16,16,11,27,12,53,0.25,6,Rain,112<br />
2008-5-3,11,6,0,1,-1,-4,89,64,39,1014,1012,1009,16,16,16,29,16,58,0.00,4,,143<br />
2008-5-4,10,6,2,0,-1,-3,82,66,49,1013,1008,1005,16,16,16,13,7,34,0.00,8,,182<br />
2008-5-5,12,8,3,1,-1,-3,70,60,49,1015,1008,1005,16,16,16,35,15,56,0.00,7,,186<br />
2008-5-6,13,8,3,1,-3,-5,63,48,35,1023,1020,1015,16,16,16,27,16,48,0.00,5,,160<br />
2008-5-7,12,6,1,-1,-3,-5,64,52,39,1023,1021,1019,16,16,16,35,19,52,0.00,5,,145<br />
2008-5-8,11,7,3,-1,-2,-3,76,61,45,1019,1016,1013,16,16,16,24,13,50,T,7,,205<br />
2008-5-9,12,8,3,1,-1,-3,79,61,42,1013,1009,1007,16,16,16,27,13,61,0.00,6,,206<br />
2008-5-10,17,9,1,1,-1,-3,82,60,38,1007,1005,1004,16,16,16,14,7,,0.00,4,,265<br />
2008-5-11,14,9,3,1,0,-2,70,57,44,1006,1001,995,16,16,16,37,16,58,T,6,,157<br />
2008-5-12,11,8,4,2,1,-1,85,71,56,994,990,987,16,16,16,29,16,56,2.03,7,Rain,173<br />
2008-5-13,11,7,4,1,-1,-2,70,60,49,1003,1000,992,16,16,16,35,27,58,0.00,7,,151<br />
2008-5-14,12,6,-1,1,-1,-4,82,57,32,1003,991,985,16,16,16,26,11,34,T,6,,158<br />
2008-5-15,9,7,4,1,0,-1,67,60,53,1019,1005,989,16,16,16,34,18,60,T,8,Rain,150<br />
2008-5-16,12,8,5,0,-2,-4,67,53,39,1022,1020,1015,16,16,16,34,20,53,T,5,,212<br />
2008-5-17,13,9,4,1,-2,-3,76,56,35,1015,1014,1013,16,16,16,19,11,26,T,4,,235<br />
2008-5-18,15,8,1,2,-1,-3,76,57,38,1020,1019,1016,16,16,16,24,11,39,0.00,5,,219<br />
2008-5-19,13,9,5,2,1,-1,73,60,46,1021,1015,1010,16,16,16,24,11,29,T,5,Rain,230<br />
2008-5-20,18,11,4,4,1,-1,76,56,36,1010,1009,1008,16,16,16,16,7,,0.00,4,,264<br />
2008-5-21,16,10,4,3,1,-1,79,60,40,1021,1016,1010,16,16,16,27,12,37,T,5,Rain,243<br />
2008-5-22,14,9,3,3,1,0,82,64,45,1026,1025,1022,16,16,16,26,11,53,0.00,5,,281<br />
2008-5-23,14,11,7,4,1,-1,76,59,41,1023,1023,1022,16,16,16,37,28,69,T,7,Rain,148<br />
2008-5-24,9,8,7,5,3,0,87,76,54,1023,1021,1019,16,16,13,27,13,50,7.11,7,Rain,142<br />
2008-5-25,9,7,4,4,2,0,86,69,58,1028,1026,1023,16,16,16,19,10,,0.00,5,,268<br />
2008-5-26,12,7,2,2,1,-1,86,62,41,1027,1025,1023,16,16,16,21,8,,0.00,2,,250<br />
2008-5-27,16,10,4,2,0,-1,73,55,36,1024,1023,1022,16,16,16,24,12,,0.00,2,,219<br />
2008-5-28,17,10,3,3,0,-2,85,57,29,1023,1021,1019,16,16,16,21,8,,0.00,4,,259<br />
2008-5-29,17,11,5,3,-1,-2,71,52,32,1019,1016,1014,16,16,16,16,11,,0.00,5,,326<br />
2008-5-30,17,11,4,3,1,-2,70,53,36,1016,1015,1014,16,16,16,29,13,56,0.00,7,,98<br />
2008-5-31,16,12,9,3,2,0,66,55,43,1017,1016,1013,16,16,16,35,24,58,0.00,7,,148<br />
2008-6-1,14,11,8,4,2,1,71,59,46,1013,1010,1007,16,16,16,29,17,53,T,8,,165<br />
2008-6-2,11,9,7,4,3,2,76,68,59,1007,1002,999,16,16,16,16,7,32,T,8,,182<br />
2008-6-3,12,9,7,4,3,1,71,63,54,1001,999,998,16,16,16,37,17,60,0.00,6,,152<br />
2008-6-4,14,9,5,3,2,1,70,60,50,1002,1001,999,16,16,16,35,20,58,0.00,7,,169<br />
2008-6-5,11,9,7,2,1,0,65,58,50,1003,1002,1002,16,16,16,32,18,50,T,7,Rain,157<br />
2008-6-6,17,11,6,4,2,-1,82,59,36,1008,1005,1003,16,16,16,19,9,26,T,7,,201<br />
2008-6-7,13,11,8,4,3,2,71,61,50,1017,1012,1008,16,16,16,34,19,53,1.27,6,Rain,162<br />
2008-6-8,13,11,7,6,4,3,83,71,59,1019,1017,1016,16,16,16,16,9,,0.00,7,Rain,287<br />
2008-6-9,16,10,4,6,4,2,93,70,47,1017,1017,1016,16,16,16,19,9,,0.00,5,,241<br />
2008-6-10,13,10,7,6,3,1,76,65,54,1022,1020,1018,16,16,16,16,10,,0.00,6,Rain,238<br />
2008-6-11,13,11,7,6,4,3,77,66,54,1023,1022,1021,16,16,14,19,12,50,0.25,8,Rain,213<br />
2008-6-12,14,11,7,6,4,3,82,69,55,1021,1019,1016,16,16,16,13,9,39,0.00,6,,249<br />
2008-6-13,18,12,4,7,5,3,89,66,43,1019,1016,1016,16,16,16,27,13,52,1.27,5,Rain,215<br />
2008-6-14,11,10,8,7,6,6,86,79,71,1025,1023,1020,16,16,16,26,11,,1.52,7,Rain,229<br />
2008-6-15,14,11,7,7,6,5,93,74,55,1025,1023,1020,16,16,16,11,4,,0.00,7,,239<br />
2008-6-16,17,12,7,8,7,5,89,70,51,1020,1018,1016,16,16,16,11,5,,0.00,6,,256<br />
2008-6-17,19,14,8,10,8,6,86,71,55,1019,1018,1017,16,16,16,14,8,,0.00,4,,256<br />
2008-6-18,16,12,8,8,7,4,86,72,57,1020,1020,1019,16,16,16,21,12,37,0.00,5,,245<br />
2008-6-19,14,11,9,8,7,5,80,73,62,1022,1021,1019,16,16,16,19,10,,2.03,6,,271<br />
2008-6-20,18,14,9,8,6,4,80,68,55,1019,1017,1014,16,16,16,21,10,35,0.00,6,,245<br />
2008-6-21,16,12,9,9,7,5,86,77,67,1014,1011,1010,16,16,10,11,6,,2.29,7,Rain,242<br />
2008-6-22,15,12,9,8,6,4,86,71,55,1018,1015,1011,16,15,11,37,21,53,6.35,7,Rain,159<br />
2008-6-23,14,12,8,7,6,4,80,71,61,1017,1014,1011,16,16,16,23,10,34,T,7,,233<br />
2008-6-24,18,13,8,7,5,3,80,61,42,1012,1011,1011,16,16,10,26,16,48,1.27,6,Rain,171<br />
2008-6-25,17,14,10,6,4,3,66,54,42,1012,1010,1008,16,16,16,32,19,53,T,6,Rain,174<br />
2008-6-26,13,11,7,6,4,3,77,66,54,1009,1008,1007,16,16,16,27,14,58,T,6,,151<br />
2008-6-27,17,13,9,6,4,2,71,59,47,1008,1007,1005,16,16,16,35,18,61,0.00,6,,152<br />
2008-6-28,16,12,8,7,5,3,80,64,47,1016,1010,1006,16,16,16,27,15,48,1.78,7,Rain,188<br />
2008-6-29,14,11,10,6,4,3,71,62,53,1023,1021,1017,16,16,16,26,19,45,0.00,6,Rain,192<br />
2008-6-30,16,11,7,6,4,3,83,65,47,1023,1021,1019,16,16,16,19,7,,0.00,5,,260<br />
2008-7-1,18,12,4,8,4,3,89,66,42,1019,1017,1016,16,16,16,13,7,,0.00,3,,290<br />
2008-7-2,22,15,7,8,5,-2,86,55,24,1017,1013,1007,16,16,16,26,10,50,0.00,5,,245<br />
2008-7-3,16,13,11,11,6,1,93,65,36,1007,1004,1002,16,16,13,16,5,,2.03,7,Rain,213<br />
2008-7-4,22,17,11,12,11,9,93,71,49,1005,1003,1001,16,16,16,32,8,60,0.25,7,Rain,170<br />
2008-7-5,21,17,13,12,10,9,80,72,63,1001,1001,1000,16,16,16,27,16,61,0.25,7,Rain,176<br />
2008-7-6,21,17,13,12,11,7,93,73,52,1008,1004,1001,16,16,16,34,13,61,T,7,Rain,119<br />
2008-7-7,15,13,10,9,7,4,89,70,51,1014,1012,1008,16,16,16,34,16,56,0.25,8,Rain,175<br />
2008-7-8,14,12,10,8,7,5,83,71,59,1014,1013,1013,16,16,16,11,8,,0.00,8,,186<br />
2008-7-9,14,12,10,9,8,7,83,73,62,1019,1017,1015,16,16,16,13,5,,0.00,8,,309<br />
2008-7-10,17,14,11,9,9,8,89,75,60,1020,1020,1019,16,16,16,11,6,,0.00,8,,276<br />
2008-7-11,14,13,11,9,8,6,89,75,61,1022,1021,1020,16,15,11,24,9,34,T,8,,237<br />
2008-7-12,17,14,11,8,7,5,77,66,55,1022,1020,1019,16,16,16,14,8,,0.00,7,,248<br />
2008-7-13,14,12,10,9,8,7,89,78,66,1021,1020,1020,16,16,16,16,5,,0.76,8,Rain,273<br />
2008-7-14,17,14,10,10,9,8,89,76,62,1022,1021,1020,16,16,16,14,7,,T,7,,257<br />
2008-7-15,16,13,11,11,9,8,83,75,67,1021,1020,1019,16,16,16,14,6,,T,7,,260<br />
2008-7-16,18,14,11,11,9,8,86,71,56,1020,1017,1013,16,16,16,32,11,50,2.54,8,Rain,134<br />
2008-7-17,13,11,8,11,9,8,96,87,77,1013,1009,1007,16,15,11,14,9,37,25.40,8,Rain,206<br />
2008-7-18,14,11,8,8,8,7,93,80,66,1007,1004,1003,16,15,11,21,8,29,2.79,8,Rain,209<br />
2008-7-19,17,13,8,9,8,6,83,68,53,1002,1000,999,16,16,16,21,9,29,0.76,7,Rain,213<br />
2008-7-20,17,14,11,10,7,6,72,62,51,1004,1003,1002,16,16,16,24,17,39,T,6,Rain,161<br />
2008-7-21,14,12,10,9,7,6,83,72,61,1009,1006,1003,16,16,11,27,17,47,1.02,8,Rain,203<br />
2008-7-22,14,11,8,9,8,6,93,75,57,1010,1010,1009,16,15,6,26,10,37,9.65,8,Rain,164<br />
2008-7-23,12,10,8,8,7,6,93,82,71,1009,1008,1008,16,15,8,26,9,50,10.92,8,Rain,92<br />
2008-7-24,14,11,8,10,8,7,93,85,77,1009,1007,1004,16,16,14,21,11,29,11.18,8,Rain,8<br />
2008-7-25,19,14,8,11,8,7,93,69,45,1005,1005,1004,16,16,16,21,6,34,0.51,7,Rain,190<br />
2008-7-26,13,11,9,11,10,9,93,85,77,1008,1008,1006,16,15,11,23,7,34,10.92,8,Rain,168<br />
2008-7-27,16,12,7,9,8,7,89,76,62,1009,1008,1008,16,16,16,14,9,34,0.51,7,Rain,74<br />
2008-7-28,14,10,6,11,8,6,93,80,66,1010,1008,1006,16,16,16,14,7,,2.03,6,Rain,183<br />
2008-7-29,19,14,9,12,9,7,96,74,52,1006,1006,1005,16,14,1,14,7,26,1.52,7,Rain,264<br />
2008-7-30,17,14,12,12,10,8,83,72,60,1008,1006,1006,16,16,16,14,6,,0.00,8,,118<br />
2008-7-31,21,16,12,11,9,8,86,71,56,1008,1007,1005,16,16,16,29,18,48,T,5,Rain,152<br />
2008-8-1,18,15,12,11,9,8,83,72,60,1014,1011,1007,16,16,16,26,15,43,0.00,5,,237<br />
2008-8-2,15,13,11,10,9,9,83,75,67,1019,1017,1015,16,16,16,19,8,29,T,8,Rain,226<br />
2008-8-3,16,13,11,10,9,8,89,77,64,1022,1021,1019,16,16,16,14,7,,T,7,Rain,270<br />
2008-8-4,14,13,11,10,9,8,83,78,72,1022,1021,1020,16,16,16,19,7,27,T,8,Rain,248<br />
2008-8-5,15,12,9,10,9,8,89,78,67,1020,1019,1017,16,16,16,21,8,37,T,7,,165<br />
2008-8-6,18,13,8,9,8,6,93,71,48,1019,1017,1014,16,16,16,16,8,,T,5,,279<br />
2008-8-7,19,13,7,9,7,5,93,73,52,1014,1012,1011,16,16,10,14,7,39,5.59,5,Rain-Thunderstorm,246<br />
2008-8-8,19,12,5,9,7,4,93,70,46,1011,1010,1008,16,16,16,13,7,,T,3,Rain,247<br />
