
ULAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-3-3,-10,-18,-26,-14,-22,-29,85,72,28,1042,1024,1018,10,8,0,21,8,,2.79,2,Snow,261<br />
2014-3-4,-11,-19,-28,-17,-24,-32,84,69,32,1044,1026,1022,10,7,0,14,6,,2.29,2,,220<br />
2014-3-5,-10,-20,-30,-17,-24,-33,85,69,32,1047,1027,1023,10,9,2,14,6,,0.76,1,,192<br />
2014-3-6,-11,-20,-30,-17,-24,-33,84,66,34,1046,1026,1021,19,6,0,18,8,,4.32,,,183<br />
2014-3-7,-7,-17,-27,-16,-23,-31,84,64,23,1040,1022,1018,10,6,2,14,6,,2.03,6,,185<br />
2014-3-8,-1,-13,-25,-10,-19,-29,84,61,15,1038,1020,1014,19,7,5,14,6,,2.03,,,182<br />
2014-3-9,1,-9,-20,-11,-16,-24,79,56,15,1027,1013,1009,10,10,8,14,5,,0.00,5,,175<br />
2014-3-10,-5,-9,-13,-7,-12,-16,93,72,33,1037,1017,1009,19,10,3,35,13,,6.86,3,Snow,334<br />
2014-3-11,-8,-14,-22,-16,-20,-26,85,63,20,1044,1028,1023,19,11,3,26,11,,1.27,,,302<br />
2014-3-12,-4,-14,-24,-10,-19,-27,84,63,19,1042,1022,1016,10,9,0,18,6,,4.32,6,,190<br />
2014-3-13,-1,-11,-21,-9,-16,-25,85,62,23,1036,1019,1013,10,8,0,21,6,,1.27,6,,182<br />
2014-3-14,7,-4,-16,-5,-12,-20,86,64,17,1024,1011,1006,10,8,0,14,5,,0.00,5,,193<br />
2014-3-15,8,-1,-10,-4,-9,-15,93,60,13,1020,1010,1007,19,9,2,11,5,,0.76,4,,226<br />
2014-3-16,5,0,-5,-2,-7,-14,86,66,13,1026,1006,998,10,8,2,47,14,64,0.76,5,Snow,327<br />
2014-3-17,2,-3,-8,-7,-9,-13,86,67,19,1033,1022,1017,10,10,8,32,14,,3.30,3,Snow,324<br />
2014-3-18,-1,-4,-8,-8,-10,-12,86,63,31,1040,1026,1022,10,10,2,32,10,,0.25,4,,353<br />
2014-3-19,1,-5,-11,-8,-11,-16,86,62,17,1046,1035,1030,19,11,10,21,11,,0.00,1,,317<br />
2014-3-20,8,-2,-11,-7,-12,-17,93,54,7,1044,1028,1020,19,7,0,11,3,,5.84,6,,203<br />
2014-3-21,8,-1,-9,-6,-11,-17,86,50,6,1030,1019,1017,19,8,0,18,5,,2.03,,,305<br />
2014-3-22,9,1,-6,-7,-11,-16,86,44,7,1030,1021,1018,10,10,10,26,6,,0.25,6,,162<br />
2014-3-23,9,2,-4,-5,-11,-15,86,35,10,1023,1016,1013,19,10,10,26,13,,0.25,4,,232<br />
2014-3-24,10,3,-4,-5,-7,-11,93,57,12,1022,1013,1010,10,8,2,21,5,35,3.30,4,,253<br />
2014-3-25,12,3,-4,-3,-7,-11,93,50,12,1020,1012,1009,10,10,8,26,6,40,1.78,3,,299<br />
2014-3-26,6,1,-4,-2,-6,-10,86,58,20,1025,1014,1008,19,10,2,26,11,,0.00,5,,292<br />
2014-3-27,8,3,-2,2,-4,-12,87,58,16,1018,1007,1004,19,10,10,32,10,47,0.00,5,Rain,5<br />
2014-3-28,10,2,-5,-6,-8,-12,93,46,12,1023,1013,1010,10,8,2,32,11,,1.27,6,,197<br />
2014-3-29,11,3,-5,-6,-9,-13,86,47,10,1025,1015,1011,10,9,2,29,6,,0.00,1,,290<br />
2014-3-30,11,3,-4,-7,-11,-15,86,43,7,1028,1019,1016,10,10,8,18,8,32,0.00,1,,214<br />
2014-3-31,11,3,-4,-7,-12,-17,86,39,5,1025,1016,1012,10,7,2,29,6,40,1.02,6,,264<br />
2014-4-1,11,3,-4,-7,-9,-13,80,41,14,1027,1016,1012,10,10,2,29,10,47,1.78,3,,355<br />
2014-4-2,6,-1,-7,-5,-12,-22,93,45,5,1040,1029,1021,19,11,10,26,10,,1.02,1,,331<br />
2014-4-3,15,5,-5,-7,-12,-14,79,37,6,1041,1030,1025,19,8,2,18,6,,0.00,,,260<br />
2014-4-4,17,8,-2,-7,-12,-18,80,31,4,1033,1024,1019,5,3,2,18,6,32,1.78,,,208<br />
2014-4-5,17,8,-2,-9,-13,-16,74,29,5,1031,1022,1015,19,7,0,21,6,,0.76,,,229<br />
2014-4-6,18,9,-1,-11,-14,-19,63,22,4,1023,1016,1010,10,8,2,21,8,35,0.00,3,,251<br />
2014-4-7,18,9,1,-9,-12,-15,68,26,4,1021,1014,1008,10,9,2,14,5,,0.00,4,,230<br />
2014-4-8,12,8,0,1,-4,-11,69,41,13,1025,1015,1010,10,9,2,32,13,50,0.00,4,,360<br />
2014-4-9,12,6,-2,-4,-6,-8,93,50,16,1031,1023,1020,10,9,2,14,6,,1.78,4,,201<br />
2014-4-10,12,8,4,-1,-4,-6,61,39,16,1025,1018,1013,10,10,3,35,13,,1.27,4,,174<br />
2014-4-11,14,8,1,5,1,-7,93,60,22,1017,1013,1010,10,10,3,35,13,,0.00,4,Rain,261<br />
2014-4-12,20,10,0,-2,-7,-12,93,41,6,1019,1012,1006,10,10,3,18,5,,1.52,4,,232<br />
2014-4-13,16,9,1,-3,-6,-14,69,38,6,1023,1013,1010,10,8,2,35,10,55,3.05,5,,330<br />
2014-4-14,14,7,0,-3,-5,-8,80,45,15,1030,1022,1018,19,10,2,18,6,26,0.00,3,,329<br />
2014-4-15,19,11,3,-6,-8,-13,69,28,6,1024,1016,1008,19,10,2,29,10,47,0.00,4,,162<br />
2014-4-16,11,7,3,1,-4,-15,87,50,9,1017,1010,1006,10,9,3,32,16,64,1.02,4,Rain,98<br />
2014-4-17,2,0,-2,0,-2,-4,93,80,64,1028,1017,1012,10,9,2,18,13,32,0.00,6,Rain-Snow,298<br />
2014-4-18,3,-1,-5,1,-2,-7,93,84,50,1029,1021,1018,10,8,1,21,5,,1.02,5,Rain-Snow,10<br />
2014-4-19,6,2,-3,-1,-6,-11,87,54,19,1028,1020,1018,19,10,3,26,14,,2.03,3,Rain-Snow,340<br />
2014-4-20,9,2,-5,-3,-7,-9,93,55,15,1029,1019,1016,19,9,2,21,8,47,0.00,2,,262<br />
2014-4-21,14,6,-3,-5,-8,-14,86,43,6,1025,1014,1008,10,9,2,32,6,47,2.29,3,,252<br />
2014-4-22,16,8,-1,-6,-9,-14,80,34,5,1015,1006,1001,10,10,2,26,6,,0.00,1,,239<br />
2014-4-23,18,9,1,-6,-9,-13,74,31,6,1006,1000,999,19,10,2,21,6,,1.27,3,,238<br />
2014-4-24,10,3,-5,-5,-8,-11,74,40,10,1048,1005,996,19,8,2,50,23,72,0.25,4,Rain-Snow,214<br />
2014-4-25,2,-3,-8,-6,-8,-11,93,68,37,1024,1014,1011,19,10,2,35,19,50,0.00,4,Snow,272<br />
2014-4-26,16,6,-4,-6,-9,-12,80,40,8,1026,1020,1015,10,9,2,18,6,29,1.78,3,,259<br />
2014-4-27,21,11,1,-8,-11,-13,64,26,6,1030,1022,1015,3,2,2,21,8,47,0.51,,,195<br />
2014-4-28,23,13,4,-8,-13,-16,42,15,4,1023,1015,1007,19,10,10,35,18,61,0.00,6,,201<br />
2014-4-29,22,13,5,-2,-9,-17,43,20,5,1012,1007,998,10,9,2,47,13,40,0.51,4,,269<br />
2014-4-30,6,3,-1,0,-7,-15,87,49,14,1026,1017,1010,10,9,3,32,23,43,0.00,5,Rain-Snow,352<br />
2014-5-1,8,3,-3,-9,-12,-16,68,36,10,1029,1020,1017,19,10,2,35,10,58,0.00,3,,304<br />
2014-5-2,5,0,-4,0,-7,-12,93,58,21,1026,1016,1011,10,9,0,40,16,47,4.06,4,Rain-Snow,276<br />
2014-5-3,2,-3,-8,-5,-10,-13,80,56,20,1035,1023,1017,10,10,10,40,18,47,0.00,3,Snow,344<br />
2014-5-4,11,1,-8,-9,-12,-15,86,44,6,1037,1023,1017,19,10,2,21,8,32,2.29,,,283<br />
2014-5-5,16,7,-2,-6,-9,-13,74,32,7,1025,1014,1007,10,9,2,21,5,26,2.29,2,,330<br />
2014-5-6,15,8,2,-5,-8,-14,69,32,8,1015,1009,1007,19,10,10,40,10,,1.27,3,,1<br />
2014-5-7,4,1,-2,2,-2,-8,93,73,21,1023,1012,1008,10,8,1,50,31,61,2.03,5,Rain-Snow,139<br />
2014-5-8,2,-1,-4,-3,-4,-6,93,77,56,1025,1017,1015,10,10,3,32,21,40,0.00,4,Snow,335<br />
2014-5-9,7,3,-2,2,1,-3,100,82,51,1022,1013,1011,10,8,1,26,10,43,7.11,6,Rain-Snow,12<br />
2014-5-10,13,8,3,3,1,-1,100,65,27,1014,1008,1006,10,10,10,29,10,55,0.25,4,Rain,323<br />
2014-5-11,17,9,2,4,-1,-7,93,54,11,1014,1006,1000,19,10,10,32,10,,1.27,2,,169<br />
2014-5-12,13,4,-3,1,-2,-7,86,70,29,1021,1006,1000,10,9,2,40,14,47,1.02,5,Rain-Snow-Thunderstorm,344<br />
2014-5-13,3,-1,-6,-6,-8,-11,86,60,31,1026,1016,1013,10,10,5,40,29,61,0.00,4,Snow,343<br />
2014-5-14,10,3,-4,-2,-6,-8,86,55,22,1022,1008,1004,10,9,2,21,8,29,0.76,3,Rain-Snow,11<br />
2014-5-15,13,6,-1,-4,-7,-14,86,40,8,1014,1007,1005,10,10,10,26,8,,0.00,1,,322<br />
2014-5-16,12,7,2,-3,-8,-13,86,32,9,1019,1014,1012,10,10,2,26,8,,0.00,4,,337<br />
2014-5-17,16,8,0,-2,-6,-10,80,39,12,1023,1016,1011,10,10,3,29,11,40,2.03,2,,316<br />
2014-5-18,13,9,4,6,1,-4,93,64,23,1017,1012,1010,10,10,3,40,10,,2.03,4,Rain,164<br />
2014-5-19,12,7,3,4,2,-4,100,71,43,1015,1009,1007,10,9,0,35,11,32,0.00,3,Fog-Rain,266<br />
2014-5-20,14,7,-1,2,-2,-4,93,55,22,1019,1010,1005,10,10,2,21,8,,2.03,4,Rain,166<br />
2014-5-21,24,16,8,6,-1,-7,67,31,9,1007,1001,992,10,10,6,58,14,79,0.00,4,Rain,139<br />
2014-5-22,14,10,5,4,1,-5,81,51,23,1017,1008,1000,10,9,2,35,14,47,5.08,3,,343<br />
2014-5-23,19,13,6,4,-2,-8,75,41,8,1019,1013,1007,10,10,10,32,11,,2.03,5,,152<br />
2014-5-24,11,7,3,7,2,-2,93,71,44,1017,1009,1006,19,9,6,35,18,50,7.11,5,Rain,340<br />
2014-5-25,19,9,0,5,0,-3,93,55,14,1020,1010,1002,10,10,10,26,8,,0.00,2,,235<br />
2014-5-26,20,13,6,5,1,-4,87,51,12,1007,1004,998,10,10,10,50,11,55,0.00,3,Rain,288<br />
2014-5-27,23,13,3,4,1,-2,93,48,13,1012,1004,996,10,10,10,35,11,55,1.52,2,,255<br />
2014-5-28,22,14,8,4,2,-1,81,46,14,1005,1004,999,10,10,10,29,10,47,0.00,2,,335<br />
2014-5-29,27,18,9,6,3,-2,81,40,8,1007,1004,995,19,10,10,21,8,40,0.76,2,,243<br />
2014-5-30,31,21,12,6,1,-4,81,32,6,1005,1001,990,10,10,10,26,8,,0.00,1,,225<br />
2014-5-31,32,23,13,7,2,-4,67,30,6,1003,1000,989,10,10,2,29,8,47,1.78,3,,246<br />
2014-6-1,17,12,6,9,6,2,77,58,29,1017,1008,1000,10,10,2,40,14,,3.30,4,,340<br />
2014-6-2,21,12,4,2,-1,-5,81,43,12,1020,1016,1010,10,10,10,29,16,40,0.76,3,,340<br />
2014-6-3,13,11,10,9,7,0,88,70,28,1016,1014,1011,10,9,2,29,11,40,6.10,4,Rain,84<br />
2014-6-4,11,7,2,8,2,-7,87,63,30,1018,1013,1011,10,10,10,35,11,,0.51,4,Rain,327<br />
2014-6-5,18,9,1,0,-3,-6,93,45,11,1021,1014,1007,19,10,10,18,8,,4.06,4,,213<br />
2014-6-6,25,15,5,2,-2,-6,93,35,7,1015,1008,1000,10,10,10,35,11,50,0.00,2,,186<br />
2014-6-7,19,13,6,5,1,-6,81,44,12,1014,1007,1001,10,10,10,40,23,61,0.00,3,,336<br />
2014-6-8,18,11,5,4,-1,-3,93,46,17,1018,1014,1009,10,10,10,35,16,43,0.00,1,,340<br />
2014-6-9,23,14,6,5,-2,-11,87,38,6,1019,1014,1006,10,10,10,18,8,,1.52,1,,317<br />
2014-6-10,26,18,10,7,4,1,87,42,11,1017,1015,1007,10,10,10,26,10,35,0.76,3,,154<br />
2014-6-11,30,22,14,7,3,-4,63,29,7,1018,1014,1002,10,10,10,40,18,55,0.76,3,,168<br />
2014-6-12,22,16,8,5,1,-3,54,33,11,1020,1017,1012,10,10,10,29,16,50,0.51,3,,339<br />
2014-6-13,27,17,8,2,-1,-5,76,33,7,1020,1015,1006,19,10,10,14,8,26,0.00,4,,256<br />
2014-6-14,28,20,13,9,2,-2,63,34,8,1013,1010,1001,10,10,10,29,11,55,2.03,3,Thunderstorm,210<br />
2014-6-15,14,11,9,11,9,6,94,77,59,1012,1009,1007,19,10,2,32,16,,6.10,4,Rain,2<br />
2014-6-16,18,12,7,6,3,0,87,54,21,1013,1010,1006,10,10,10,35,18,,4.06,3,,350<br />
2014-6-17,18,12,6,5,1,-1,93,47,20,1014,1010,1006,10,10,3,26,10,29,1.52,2,,347<br />
2014-6-18,17,12,7,9,4,1,88,59,28,1013,1011,1008,10,10,10,29,10,,0.51,3,Rain,314<br />
2014-6-19,14,12,10,10,8,6,94,82,60,1012,1012,1011,10,9,2,14,5,,10.92,6,Rain-Thunderstorm,36<br />
2014-6-20,19,14,9,11,9,6,94,67,31,1014,1012,1008,10,10,10,32,10,,0.25,4,Rain,5<br />
2014-6-21,21,14,9,11,8,6,93,67,40,1017,1015,1009,10,10,3,21,6,,7.11,3,Rain-Thunderstorm,343<br />
2014-6-22,21,16,11,13,9,7,94,66,40,1018,1016,1011,19,10,10,32,8,,0.00,4,Rain-Thunderstorm,166<br />
2014-6-23,24,18,13,12,11,9,82,60,31,1015,1010,1002,10,10,10,21,10,,0.00,4,Rain-Thunderstorm,187<br />
2014-6-24,21,16,11,12,10,8,100,74,36,1009,1006,1001,19,10,8,26,6,,0.51,3,Rain-Thunderstorm,312<br />
2014-6-25,22,17,11,12,9,6,88,63,27,1015,1011,1006,19,10,3,32,13,,2.29,2,Thunderstorm,343<br />
2014-6-26,24,17,10,9,7,4,93,54,20,1018,1016,1010,10,10,3,18,5,,0.00,2,Rain,108<br />
2014-6-27,25,19,12,13,8,5,82,53,21,1018,1016,1010,19,10,3,35,10,,0.51,4,Rain,182<br />
2014-6-28,21,17,14,14,13,12,94,77,47,1016,1014,1008,19,10,8,18,8,,0.00,4,Rain-Thunderstorm,173<br />
2014-6-29,25,19,13,14,12,9,94,67,31,1013,1010,1001,19,10,3,14,5,32,1.78,2,Rain-Thunderstorm,274<br />
2014-6-30,27,20,13,15,11,8,100,61,22,1011,1008,999,19,10,3,21,6,,0.00,2,Thunderstorm,278<br />
2014-7-1,28,21,14,13,10,2,94,56,17,1010,1006,997,10,10,2,29,6,40,1.27,2,Rain-Thunderstorm,327<br />
2014-7-2,19,14,10,13,8,2,94,65,28,1010,1009,1004,19,10,3,29,16,,0.76,4,Rain-Thunderstorm,350<br />
2014-7-3,19,13,8,9,6,2,87,58,25,1010,1009,1005,19,10,10,29,11,43,0.00,2,Rain-Thunderstorm,358<br />
2014-7-4,23,17,10,12,7,4,87,57,25,1010,1007,1002,19,10,10,26,8,,0.00,4,Rain,126<br />
2014-7-5,27,19,11,10,7,3,94,55,17,1009,1007,999,19,10,2,26,6,43,0.00,2,,273<br />
2014-7-6,25,19,13,14,10,7,94,59,25,1011,1008,1000,10,10,3,29,10,,0.25,4,Rain,128<br />
2014-7-7,13,11,9,11,7,5,94,76,50,1012,1008,1003,10,10,3,32,18,,0.00,5,Rain,346<br />
2014-7-8,20,14,8,10,7,4,93,63,25,1015,1013,1008,19,10,10,26,6,,1.52,2,,311<br />
2014-7-9,20,14,8,9,7,2,93,62,19,1016,1014,1009,10,10,3,35,6,43,0.00,2,Rain-Thunderstorm,279<br />
2014-7-10,20,14,8,10,8,5,100,66,38,1016,1014,1009,10,10,10,21,10,,2.03,3,,344<br />
2014-7-11,22,17,12,13,9,6,93,65,28,1018,1016,1012,19,10,3,21,6,35,4.06,3,Rain-Hail-Thunderstorm,60<br />
2014-7-12,22,16,10,14,9,7,88,66,36,1019,1016,1011,19,10,3,21,8,,0.51,3,Rain-Thunderstorm,69<br />
2014-7-13,24,17,10,13,9,6,93,65,31,1016,1011,1004,10,10,10,29,5,47,0.00,2,Rain-Thunderstorm,225<br />
2014-7-14,25,18,11,11,9,2,94,58,14,1010,1008,1000,19,10,2,18,6,,2.03,3,Thunderstorm,318<br />
2014-7-15,26,19,13,12,9,7,88,53,23,1010,1008,1001,19,10,10,26,6,,0.00,2,Rain-Thunderstorm,68<br />
2014-7-16,22,16,11,13,11,8,88,67,39,1010,1008,1003,19,10,3,26,10,,3.05,3,Rain,101<br />
2014-7-17,30,22,15,14,12,7,88,56,16,1008,1006,995,19,10,5,29,10,40,0.00,3,Rain,87<br />
2014-7-18,21,18,14,14,10,3,94,63,31,1016,1012,1007,19,10,10,21,11,40,0.00,5,Rain,346<br />
2014-7-19,14,13,12,12,11,7,94,87,59,1015,1012,1008,10,9,2,21,8,,9.91,5,Rain,29<br />
2014-7-20,17,13,9,12,9,7,100,81,49,1014,1009,1007,10,9,3,29,11,,0.00,5,Rain,325<br />
2014-7-21,24,16,8,14,8,5,100,66,22,1016,1013,1006,10,10,2,26,5,,0.00,1,Thunderstorm,276<br />
2014-7-22,23,18,12,12,9,8,94,61,31,1014,1012,1006,10,10,2,21,8,,3.56,1,Thunderstorm,340<br />
2014-7-23,26,18,10,14,8,3,93,56,15,1015,1012,1003,19,10,3,11,5,,1.02,2,,201<br />
2014-7-24,28,20,13,15,10,7,88,53,19,1012,1008,999,10,10,10,21,8,,1.27,3,Rain-Thunderstorm,60<br />
2014-7-25,32,24,16,14,11,8,88,49,15,1011,1007,996,10,10,10,21,8,,1.27,3,Rain-Thunderstorm,196<br />
2014-7-26,23,19,14,16,14,10,94,71,46,1013,1010,1002,10,10,2,58,10,79,2.03,4,Rain-Thunderstorm,44<br />
2014-7-27,23,17,11,13,11,7,94,67,27,1011,1009,1002,10,10,2,18,8,,2.29,1,Rain-Thunderstorm,287<br />
2014-7-28,26,19,12,12,9,7,88,56,21,1010,1006,998,19,10,10,32,8,55,1.52,2,Rain-Thunderstorm,346<br />
2014-7-29,27,20,13,12,9,5,94,53,17,1007,1004,995,19,10,2,21,8,29,0.00,2,Rain,193<br />
2014-7-30,28,21,14,11,8,1,72,38,16,1007,1003,995,19,10,2,26,8,29,0.00,4,Rain,280<br />
2014-7-31,24,19,13,6,1,-5,76,31,8,1011,1009,1004,10,10,10,26,10,40,2.79,2,,330<br />
2014-8-1,23,17,10,11,5,0,67,43,17,1013,1010,1003,19,10,8,21,10,,0.76,3,Rain-Thunderstorm,46<br />
2014-8-2,19,14,9,10,7,4,94,63,27,1015,1013,1008,10,10,10,26,10,43,0.00,3,Rain-Thunderstorm,325<br />
2014-8-3,19,13,8,9,5,2,93,64,24,1018,1015,1010,10,10,3,21,6,,0.00,3,Rain-Thunderstorm,11<br />
