
ACDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-2-25,33,26,19,19,13,8,78,47,24,1013,1011,1008,,,,19,10,,0.00,,,138<br />
2011-2-26,33,28,23,17,13,11,61,41,28,1009,1007,1005,10,10,10,23,13,,0.00,8,Rain,60<br />
2011-2-27,30,25,20,19,16,14,78,58,43,1009,1006,1005,10,10,10,27,16,,0.00,1,,152<br />
2011-2-28,24,20,17,16,14,9,83,68,57,1012,1009,1007,10,10,10,35,19,,0.00,4,,189<br />
2011-3-1,21,17,14,10,7,4,68,52,33,1020,1016,1011,10,10,10,32,19,52,0.00,4,,165<br />
2011-3-2,21,16,12,9,5,1,67,48,34,1020,1018,1015,10,10,10,29,18,,0.00,1,,161<br />
2011-3-3,22,17,12,12,9,8,82,62,43,1018,1017,1014,10,10,10,32,16,,0.00,2,,174<br />
2011-3-4,24,18,13,9,8,7,77,56,34,1019,1017,1016,10,10,10,27,16,,0.00,1,,142<br />
2011-3-5,26,19,13,11,7,2,67,50,21,1020,1019,1017,10,10,10,26,18,,0.00,1,,101<br />
2011-3-6,33,22,11,13,5,-4,72,39,9,1019,1015,1013,,,,27,10,,0.00,,,150<br />
2011-3-7,35,28,21,21,14,9,88,46,24,1013,1010,1007,10,10,10,35,19,55,0.00,6,Rain,10<br />
2011-3-8,23,20,18,23,20,16,100,93,83,1011,1009,1007,10,7,2,26,13,,0.00,7,Rain,116<br />
2011-3-9,21,19,17,16,13,9,88,73,53,1016,1012,1010,10,10,10,35,18,,0.00,6,,180<br />
2011-3-10,21,18,16,12,10,8,72,60,49,1017,1015,1014,10,10,10,26,19,,0.00,5,,156<br />
2011-3-11,24,19,15,19,14,12,88,72,57,1016,1014,1012,10,10,10,26,11,,0.00,2,,182<br />
2011-3-12,30,23,17,19,16,13,88,66,37,1015,1014,1012,10,10,10,21,6,,0.00,3,,212<br />
2011-3-13,26,22,18,19,16,7,88,71,49,1021,1017,1014,10,10,10,32,14,52,0.00,7,Rain,153<br />
2011-3-14,28,22,16,16,12,7,72,56,44,1022,1020,1017,10,10,10,29,19,,0.00,2,,115<br />
2011-3-15,28,22,17,19,14,11,78,65,48,1019,1017,1015,10,10,10,32,13,,0.00,1,,176<br />
2011-3-16,25,20,15,12,10,6,77,58,31,1021,1020,1018,10,10,10,26,21,,0.00,2,,127<br />
2011-3-17,25,20,16,11,9,7,72,54,39,1021,1019,1017,10,10,10,27,16,,0.00,6,,121<br />
2011-3-18,24,20,15,10,8,6,67,49,31,1018,1015,1012,,,,21,13,,0.00,,,115<br />
2011-3-19,27,20,13,11,8,2,77,50,20,1013,1009,1006,,,,24,8,,0.00,,,141<br />
2011-3-20,24,22,20,21,16,8,100,73,38,1007,1004,1002,10,8,1,27,13,,0.00,6,Rain,41<br />
2011-3-21,21,19,18,20,17,15,100,86,73,1009,1005,1001,10,9,3,32,16,,0.00,6,Rain,187<br />
2011-3-22,20,18,17,16,15,12,94,82,64,1010,1009,1008,10,9,4,34,21,,0.00,6,Rain,202<br />
2011-3-23,19,17,15,16,14,10,94,83,63,1011,1008,1007,10,7,1,52,39,66,0.00,6,Rain,250<br />
2011-3-24,18,17,15,15,11,8,94,70,52,1019,1015,1010,10,10,7,42,34,48,0.00,6,Rain,219<br />
2011-3-25,20,17,14,15,11,7,94,71,46,1025,1022,1018,10,10,5,26,14,,0.00,6,Rain,175<br />
2011-3-26,19,17,14,12,9,7,77,62,49,1027,1026,1024,10,10,10,27,18,,0.00,6,,153<br />
2011-3-27,21,17,14,12,11,9,88,70,49,1027,1025,1023,10,10,10,24,18,,0.00,4,,136<br />
2011-3-28,24,17,11,17,13,10,94,75,50,1025,1022,1020,10,10,10,19,10,,0.00,1,,227<br />
2011-3-29,27,20,13,18,13,10,94,71,36,1020,1019,1017,10,10,10,21,8,,0.00,1,,201<br />
2011-3-30,21,17,13,16,11,7,94,70,56,1027,1022,1019,10,10,10,35,14,,0.00,4,,178<br />
2011-3-31,20,16,11,9,7,4,76,57,35,1030,1027,1025,10,10,10,27,13,,0.00,3,,130<br />
2011-4-1,20,14,9,11,9,7,88,68,52,1028,1026,1025,10,10,10,37,13,50,0.00,3,,174<br />
2011-4-2,20,16,11,13,8,6,94,61,40,1030,1029,1027,10,10,10,26,13,,0.00,3,,164<br />
2011-4-3,21,16,10,8,7,6,82,64,40,1032,1030,1029,10,10,10,27,14,,0.00,1,,151<br />
2011-4-4,22,14,8,11,9,6,87,66,43,1032,1030,1029,10,10,10,24,13,,0.00,1,,130<br />
2011-4-5,20,14,9,13,9,8,93,71,56,1030,1028,1026,10,10,10,24,10,,0.00,1,Fog,198<br />
2011-4-6,22,16,9,13,9,7,93,68,41,1027,1025,1024,10,10,10,19,6,,0.00,0,Fog,149<br />
2011-4-7,30,20,10,15,9,6,88,53,25,1025,1023,1020,10,10,10,27,10,,0.00,1,,47<br />
2011-4-8,31,26,21,10,7,4,43,30,19,1021,1018,1015,,,,34,24,,0.00,,,11<br />
2011-4-9,24,19,15,17,13,8,88,72,36,1019,1017,1015,10,9,4,42,23,,0.00,5,Rain,273<br />
2011-4-10,16,13,11,11,8,4,88,70,51,1019,1018,1017,10,9,4,37,27,61,0.00,5,Rain,194<br />
2011-4-11,18,14,11,11,9,8,88,74,52,1018,1016,1015,10,10,6,32,16,52,0.00,4,Rain,185<br />
2011-4-12,17,12,8,13,10,7,100,83,52,1018,1016,1016,10,10,7,24,6,,0.00,5,Fog-Rain,54<br />
2011-4-13,20,14,9,13,10,7,94,73,49,1016,1014,1013,10,10,9,16,8,,0.00,5,Rain,71<br />
2011-4-14,22,17,13,13,11,9,94,72,49,1015,1013,1012,10,10,9,19,10,,0.00,6,Rain,124<br />
2011-4-15,23,17,12,12,10,8,82,62,41,1023,1019,1015,10,10,10,26,14,,0.00,1,,155<br />
2011-4-16,21,17,13,11,9,6,82,67,38,1026,1025,1022,10,10,10,29,16,,0.00,1,,143<br />
2011-4-17,19,13,8,11,9,7,94,69,49,1026,1024,1021,10,10,10,21,11,,0.00,1,Fog,162<br />
2011-4-18,25,17,8,14,7,3,82,58,24,1021,1019,1016,,,,32,13,,0.00,,,8<br />
2011-4-19,22,17,13,14,12,10,88,69,46,1019,1017,1016,10,10,10,13,8,,0.00,6,Rain,111<br />
2011-4-20,21,17,14,16,13,11,88,76,60,1018,1017,1015,10,10,10,24,13,,0.00,3,Rain,318<br />
2011-4-21,20,18,15,15,12,9,94,72,56,1019,1017,1016,10,10,3,34,16,52,0.00,5,Rain,247<br />
2011-4-22,19,17,13,13,11,9,94,71,59,1022,1019,1016,10,10,6,29,23,,0.00,4,Rain,227<br />
2011-4-23,19,14,9,11,9,7,94,76,56,1025,1023,1021,10,10,10,16,10,,0.00,4,,95<br />
2011-4-24,22,14,8,10,8,7,93,66,38,1026,1024,1023,10,10,10,19,5,,0.00,1,,53<br />
2011-4-25,22,16,9,11,8,6,87,62,35,1026,1025,1024,,,,21,10,,0.00,,,99<br />
2011-4-26,25,17,8,13,8,4,87,61,27,1027,1025,1023,,,,21,8,,0.00,,,105<br />
2011-4-27,29,23,18,11,11,9,64,45,29,1024,1023,1021,,,,27,21,,0.00,,,48<br />
2011-4-28,27,22,17,9,6,4,49,37,23,1023,1020,1018,,,,29,23,,0.00,,,36<br />
2011-4-29,23,19,16,15,9,5,82,53,36,1021,1020,1018,10,10,10,21,14,,0.00,6,,22<br />
2011-4-30,19,17,15,15,13,10,94,79,56,1021,1019,1018,10,10,8,14,8,,0.00,7,Rain,89<br />
2011-5-1,18,16,13,15,13,11,100,87,72,1019,1018,1017,10,9,2,23,8,,0.00,6,Rain,149<br />
2011-5-2,20,15,10,11,9,8,94,74,52,1020,1018,1017,10,10,10,24,11,,0.00,1,,184<br />
2011-5-3,18,13,9,12,10,8,94,78,59,1023,1021,1019,10,10,10,21,11,,0.00,2,,186<br />
2011-5-4,18,14,10,13,10,8,94,77,59,1026,1024,1022,10,10,10,24,10,,0.00,4,Rain,171<br />
2011-5-5,17,12,8,11,8,6,94,74,52,1028,1026,1025,10,10,10,21,10,,0.00,4,,142<br />
2011-5-6,18,13,8,8,7,5,87,66,45,1025,1023,1020,10,10,10,16,6,,0.00,5,,74<br />
2011-5-7,19,13,8,11,8,5,87,68,49,1020,1017,1015,10,10,10,13,8,,0.00,5,Rain,54<br />
2011-5-8,18,14,11,11,9,6,88,70,45,1021,1017,1015,10,10,10,26,11,,0.00,3,Rain,122<br />
2011-5-9,15,11,8,8,4,3,77,60,45,1025,1023,1021,10,10,10,26,14,,0.00,5,,132<br />
2011-5-10,17,12,8,14,7,4,100,69,45,1024,1021,1018,10,9,3,32,13,,0.00,5,Rain,331<br />
2011-5-11,17,14,13,12,9,4,94,70,48,1020,1019,1017,10,9,2,42,31,58,0.00,5,Rain,223<br />
2011-5-12,18,16,14,14,12,10,94,81,63,1020,1019,1018,10,9,3,35,29,50,0.00,6,Rain,228<br />
2011-5-13,18,16,14,12,10,4,77,69,51,1024,1020,1018,10,10,8,32,24,,0.00,5,Rain,212<br />
2011-5-14,17,14,12,8,6,3,77,58,45,1032,1029,1024,10,10,10,21,13,,0.00,6,,173<br />
2011-5-15,17,13,8,8,6,4,77,60,45,1034,1033,1032,10,10,10,14,8,,0.00,6,,145<br />
2011-5-16,15,10,5,6,4,2,93,68,45,1034,1032,1030,10,10,10,19,6,,0.00,4,,95<br />
2011-5-17,18,12,6,5,3,0,76,55,30,1031,1028,1026,,,,27,14,,0.00,,,31<br />
2011-5-18,22,16,10,6,1,-3,62,37,20,1026,1024,1022,10,10,10,23,16,,0.00,,,34<br />
2011-5-19,24,19,15,6,1,-3,52,32,17,1024,1023,1022,,,,23,18,,0.00,,,25<br />
2011-5-20,24,17,11,6,2,-2,67,40,19,1022,1020,1016,,,,23,14,,0.00,,,29<br />
2011-5-21,25,19,13,9,6,3,58,40,26,1016,1012,1007,10,10,10,37,21,48,0.00,6,Rain-Thunderstorm,16<br />
2011-5-22,18,16,14,15,13,10,100,85,68,1008,1003,995,10,8,1,63,27,93,0.00,7,Rain,321<br />
2011-5-23,15,13,12,12,8,5,94,72,55,1014,1011,1008,10,9,5,39,32,58,0.00,6,Rain,219<br />
2011-5-24,15,12,10,12,8,4,94,75,55,1023,1019,1012,10,9,4,34,23,63,0.00,6,Rain,182<br />
2011-5-25,14,11,8,10,8,4,94,80,58,1026,1024,1023,10,9,4,19,10,,0.00,6,Rain,176<br />
2011-5-26,15,12,10,12,9,5,94,80,58,1026,1024,1024,10,9,6,16,8,,0.00,6,Rain,181<br />
2011-5-27,15,12,10,12,11,9,100,88,67,1025,1024,1023,10,9,5,24,8,,0.00,5,Fog-Rain,198<br />
2011-5-28,16,11,7,11,9,6,100,87,68,1026,1025,1023,10,9,0,14,10,,0.00,4,Fog,38<br />
2011-5-29,16,12,8,11,9,6,94,83,67,1028,1026,1025,10,10,10,24,8,,0.00,3,,154<br />
2011-5-30,16,11,7,9,7,5,94,76,52,1029,1027,1025,10,10,10,19,8,,0.00,3,,115<br />
2011-5-31,15,10,5,8,6,4,93,78,55,1026,1024,1022,10,10,10,21,10,,0.00,1,,31<br />
2011-6-1,17,11,5,7,5,3,93,70,42,1025,1024,1023,,,,21,11,,0.00,,,30<br />
2011-6-2,20,13,6,8,5,4,87,60,35,1023,1020,1016,,,,27,14,,0.00,,,16<br />
2011-6-3,17,14,13,14,11,4,94,74,48,1017,1016,1015,10,10,9,21,14,,0.00,6,Rain,337<br />
2011-6-4,16,13,9,12,9,5,94,73,48,1019,1017,1016,10,10,6,24,13,,0.00,4,Rain,291<br />
2011-6-5,17,13,9,12,9,7,94,79,55,1018,1017,1015,10,9,4,35,19,,0.00,4,Rain,312<br />
2011-6-6,15,12,10,10,8,5,100,82,55,1021,1020,1018,10,10,10,19,6,,0.00,6,Fog,9<br />
2011-6-7,15,11,8,11,7,2,88,70,44,1025,1021,1018,10,9,4,34,19,47,0.00,5,Rain,209<br />
2011-6-8,14,9,5,9,6,3,100,80,55,1028,1027,1025,10,10,6,32,10,,0.00,4,Rain,175<br />
2011-6-9,13,9,6,11,9,6,100,88,72,1029,1027,1026,10,9,5,19,8,,0.00,5,Fog-Rain,192<br />
2011-6-10,14,10,7,10,8,5,93,79,62,1030,1028,1026,10,10,9,27,10,,0.00,5,Rain,166<br />
2011-6-11,14,10,7,6,3,2,81,58,47,1032,1031,1029,10,10,10,27,14,,0.00,5,,144<br />
2011-6-12,16,12,8,8,7,4,93,71,48,1032,1031,1029,10,10,10,24,13,,0.00,4,,160<br />
2011-6-13,14,10,7,7,4,0,81,65,38,1030,1029,1027,10,10,10,27,16,,0.00,4,,142<br />
2011-6-14,15,8,2,7,4,1,93,75,45,1029,1028,1026,10,10,10,16,8,,0.00,1,Fog,114<br />
2011-6-15,15,8,2,8,5,1,100,82,51,1028,1026,1023,10,10,10,19,8,,0.00,3,Fog,38<br />
2011-6-16,16,11,6,12,5,2,93,64,42,1023,1016,1012,10,9,6,39,23,58,0.00,6,Rain,358<br />
2011-6-17,15,14,13,11,9,6,88,72,59,1020,1018,1014,10,10,6,42,31,64,0.00,4,Rain,255<br />
2011-6-18,16,13,10,13,12,10,100,88,72,1021,1019,1017,10,9,4,26,14,,0.00,5,Fog-Rain,341<br />
2011-6-19,17,13,11,13,11,9,94,83,59,1017,1013,1012,10,9,2,39,21,,0.00,5,Rain,336<br />
2011-6-20,17,13,10,13,10,8,94,78,55,1013,1006,999,10,9,3,63,31,84,0.00,5,Rain,336<br />
2011-6-21,14,12,10,9,5,2,88,64,51,1016,1011,1003,10,9,4,48,39,69,0.00,4,Rain,240<br />
2011-6-22,15,13,12,13,11,5,94,81,58,1021,1018,1016,10,9,3,37,27,52,0.00,5,Rain,269<br />
2011-6-23,15,13,12,13,13,11,100,93,82,1025,1023,1021,10,9,5,21,14,,0.00,6,,327<br />
2011-6-24,17,13,9,11,8,7,94,75,52,1027,1026,1025,10,10,10,23,13,,0.00,2,,19<br />
2011-6-25,17,12,7,7,5,3,87,64,42,1026,1024,1020,10,10,10,35,19,52,0.00,1,,21<br />
2011-6-26,17,12,8,10,6,3,100,69,51,1027,1023,1021,10,10,7,21,14,,0.00,4,Fog,33<br />
2011-6-27,16,9,3,11,7,2,100,85,59,1032,1030,1027,10,10,0,16,5,,0.00,1,Fog,198<br />
2011-6-28,17,10,3,7,4,2,100,73,42,1032,1030,1029,10,10,10,24,6,,0.00,1,Fog,60<br />
2011-6-29,19,12,6,6,4,2,76,54,37,1029,1028,1026,10,10,10,32,18,47,0.00,,,36<br />
2011-6-30,20,17,13,11,8,6,72,58,46,1028,1026,1024,10,10,10,32,19,47,0.00,4,Rain,32<br />
2011-7-1,22,17,13,8,6,4,67,47,35,1024,1021,1016,10,10,10,34,23,,0.00,4,,26<br />
2011-7-2,18,14,12,14,11,4,100,82,40,1016,1012,1009,10,9,4,32,21,,0.00,7,Rain,20<br />
2011-7-3,17,13,10,11,8,3,100,72,45,1011,1010,1008,10,10,10,39,23,58,0.00,3,,353<br />
2011-7-4,14,11,9,10,8,5,82,71,63,1015,1011,1009,10,9,2,45,32,61,0.00,5,Rain-Hail,303<br />
2011-7-5,15,13,11,9,8,5,88,72,58,1018,1016,1015,10,10,6,40,29,58,0.00,5,Rain,268<br />
2011-7-6,14,12,11,10,9,5,88,79,62,1014,1011,1009,10,9,2,45,29,63,0.00,5,Rain,292<br />
2011-7-7,13,9,5,7,6,5,100,81,58,1028,1022,1013,10,10,10,29,10,,0.00,2,Fog-Rain,173<br />
2011-7-8,13,9,6,10,7,5,100,87,67,1030,1028,1026,10,9,4,39,13,48,0.00,5,Rain,340<br />
2011-7-9,13,10,8,11,9,7,100,85,72,1027,1025,1023,10,9,3,27,16,,0.00,5,Rain,282<br />
2011-7-10,14,13,11,11,8,4,94,73,58,1025,1023,1022,10,9,6,35,24,53,0.00,6,Rain,255<br />
2011-7-11,13,10,8,8,5,3,93,69,54,1030,1028,1025,10,10,10,16,10,,0.00,6,,230<br />
2011-7-12,11,9,8,6,5,3,87,72,58,1029,1026,1024,10,10,10,19,10,,0.00,6,,349<br />
2011-7-13,13,10,8,10,7,5,94,82,72,1028,1024,1023,10,10,6,16,11,,0.00,6,,37<br />
2011-7-14,15,10,5,6,4,2,87,68,44,1033,1031,1028,10,10,10,24,11,,0.00,4,,116<br />
2011-7-15,15,9,3,6,3,1,93,71,44,1033,1031,1027,10,10,10,24,6,,0.00,5,,83<br />
2011-7-16,15,8,1,5,2,-1,100,72,41,1027,1022,1019,10,10,10,24,10,,0.00,3,,36<br />
2011-7-17,14,11,9,11,7,3,100,75,54,1022,1018,1016,10,8,3,32,19,,0.00,4,Rain,321<br />
2011-7-18,14,10,5,9,7,4,100,83,59,1026,1024,1022,10,10,10,24,11,,0.00,3,Fog,89<br />
2011-7-19,15,9,3,9,6,2,100,79,51,1028,1027,1026,10,10,10,21,6,,0.00,5,Fog,135<br />
2011-7-20,13,10,6,7,6,4,93,74,62,1028,1027,1025,10,10,10,19,10,,0.00,6,,179<br />
2011-7-21,14,8,3,6,4,2,100,79,48,1027,1026,1024,10,10,10,21,8,,0.00,1,Fog,134<br />
2011-7-22,13,7,0,5,2,-1,100,76,41,1025,1023,1021,,,,19,8,,0.00,,,57<br />
2011-7-23,17,11,5,12,6,0,100,71,39,1022,1020,1018,10,8,5,24,13,,0.00,4,Fog-Rain,29<br />
2011-7-24,15,11,7,12,10,6,100,88,72,1019,1017,1016,10,9,2,29,16,,0.00,5,Rain,304<br />
2011-7-25,15,13,11,11,9,8,94,79,63,1024,1021,1019,10,10,9,26,18,,0.00,5,Rain,227<br />
2011-7-26,14,10,7,11,9,5,100,91,72,1026,1025,1024,10,8,0,19,6,,0.00,3,Fog,287<br />
2011-7-27,17,10,4,6,5,3,100,68,39,1027,1025,1023,10,10,10,27,11,,0.00,0,Fog,19<br />
2011-7-28,20,14,8,6,4,2,82,56,32,1024,1021,1018,,,,27,18,,0.00,,,23<br />
2011-7-29,20,16,12,11,5,2,82,50,35,1018,1015,1013,10,9,5,39,23,,0.00,6,Rain,35<br />
2011-7-30,18,14,9,12,10,8,94,82,59,1017,1015,1013,10,10,8,29,16,,0.00,4,Rain,7<br />
2011-7-31,21,13,7,8,6,4,93,59,35,1017,1015,1014,10,10,10,32,16,,0.00,6,,20<br />
2011-8-1,20,16,10,10,6,2,88,55,34,1016,1014,1012,,,,32,19,,0.00,,,359<br />
2011-8-2,22,16,9,10,9,7,94,68,41,1016,1015,1013,10,10,10,34,14,,0.00,6,,11<br />
2011-8-3,23,16,9,13,8,5,93,65,31,1015,1012,1008,10,10,10,32,13,,0.00,6,Rain,14<br />
2011-8-4,17,13,11,13,12,10,100,90,68,1017,1016,1013,10,9,5,26,16,,0.00,6,Rain-Thunderstorm,13<br />
2011-8-5,15,12,9,9,8,7,94,82,59,1016,1015,1014,10,10,10,34,21,,0.00,4,Rain,3<br />
2011-8-6,14,11,8,10,8,6,100,83,63,1015,1014,1012,10,10,8,32,19,,0.00,4,Rain,11<br />
2011-8-7,14,11,8,10,9,8,100,90,72,1016,1014,1013,10,8,2,27,13,,0.00,4,Fog-Rain,341<br />
2011-8-8,14,12,11,11,9,6,94,82,59,1016,1015,1014,10,9,5,35,26,,0.00,4,Rain,227<br />
2011-8-9,14,11,9,10,9,8,100,85,72,1015,1012,1010,10,10,5,26,18,,0.00,5,Rain,283<br />
2011-8-10,16,11,7,12,9,6,100,85,59,1014,1010,1008,10,9,3,26,11,,0.00,5,Fog-Rain,189<br />
2011-8-11,17,13,10,11,8,6,94,74,48,1020,1017,1014,10,10,10,23,13,,0.00,2,,158<br />
2011-8-12,16,10,5,9,7,5,100,78,51,1021,1020,1020,10,10,10,16,6,,0.00,2,Fog,163<br />
2011-8-13,18,13,8,11,8,6,94,79,55,1023,1021,1020,10,10,10,16,5,,0.00,3,,42<br />
2011-8-14,20,13,6,10,8,5,100,71,43,1024,1021,1018,10,10,10,23,11,,0.00,3,Fog,32<br />
2011-8-15,17,14,13,12,9,4,94,69,42,1018,1017,1015,10,10,8,32,23,,0.00,6,Rain,11<br />
2011-8-16,18,14,11,12,11,8,94,80,52,1016,1006,1000,10,9,5,42,21,58,0.00,6,Rain,28<br />
2011-8-17,14,12,10,11,7,3,88,71,48,1015,1007,1001,10,9,3,45,31,63,0.00,5,Rain,263<br />
2011-8-18,15,13,12,12,9,3,94,78,54,1023,1019,1015,10,9,5,42,34,,0.00,6,Rain,233<br />
2011-8-19,15,12,10,11,10,7,94,83,59,1029,1026,1023,10,9,2,26,18,,0.00,5,Rain,194<br />
