
FET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-30,-8,-12,-15,-13,-16,-18,85,71,57,1046,1045,1044,,,,11,10,,0.00,,,57<br />
2012-1-31,-13,-16,-17,-16,-19,-21,85,76,66,1041,1041,1040,6,6,5,14,8,,0.00,,,71<br />
2012-2-1,-17,-19,-20,-20,-21,-22,92,83,72,1039,1038,1036,10,4,1,18,8,29,0.00,7,,42<br />
2012-2-2,-20,-22,-25,-23,-25,-27,92,82,77,1036,1034,1023,10,4,1,6,5,,0.00,6,,68<br />
2012-2-3,-21,-23,-27,-23,-26,-29,92,83,59,1041,1039,1036,6,5,3,11,8,,0.00,,,121<br />
2012-2-4,-18,-21,-24,-21,-22,-26,85,82,78,1041,1037,1034,6,3,1,14,10,,0.00,7,Snow,57<br />
2012-2-5,-15,-17,-19,-17,-19,-20,92,82,78,1036,1034,1033,10,7,3,14,11,,0.00,7,Snow,358<br />
2012-2-6,-10,-12,-15,-12,-14,-17,86,84,79,1035,1034,1034,10,7,2,18,11,,0.00,7,Snow,50<br />
2012-2-7,-10,-11,-12,-13,-14,-16,85,79,67,1041,1040,1037,10,10,6,18,16,29,0.00,6,Snow,119<br />
2012-2-8,-10,-12,-13,-14,-14,-15,85,80,67,1039,1037,1036,10,8,4,6,2,,0.00,8,Snow,151<br />
2012-2-9,-12,-13,-15,-15,-17,-19,92,75,57,1035,1033,1008,10,10,10,18,11,,0.00,6,,45<br />
2012-2-10,-12,-16,-20,-17,-19,-21,92,81,67,1036,1035,1034,6,6,6,14,11,,0.00,,,350<br />
2012-2-11,-13,-17,-20,-17,-19,-21,92,83,72,1033,1033,1033,,,,6,5,,0.00,,,77<br />
2012-2-12,-10,-14,-19,-15,-17,-21,92,78,62,1028,1026,1024,,,,11,6,,0.00,,,245<br />
2012-2-13,-10,-14,-18,-14,-16,-19,92,81,67,1019,1018,1016,6,6,5,14,8,,0.00,7,,169<br />
2012-2-14,-10,-12,-13,-13,-14,-15,92,82,73,1016,1014,1009,10,10,10,11,6,,0.00,7,Snow,120<br />
2012-2-15,-8,-11,-13,-11,-12,-13,100,87,73,999,996,995,10,10,10,21,10,29,0.00,7,Snow,131<br />
2012-2-16,-8,-13,-17,-12,-14,-17,100,86,73,1014,1011,1006,6,4,3,11,6,,0.00,6,,52<br />
2012-2-17,-7,-12,-16,-12,-14,-17,100,82,63,1015,1014,1013,6,3,1,11,3,,0.00,,Fog,157<br />
2012-2-18,-7,-12,-16,-10,-13,-17,100,86,68,1018,1016,1014,10,6,3,18,8,,0.00,6,,128<br />
2012-2-19,-4,-10,-15,-8,-11,-15,100,87,69,1019,1018,1017,10,5,1,18,16,29,0.00,8,Snow,143<br />
2012-2-20,2,-2,-5,-2,-4,-6,93,83,65,1025,1022,1019,10,6,1,18,11,,0.00,7,Snow,214<br />
2012-2-21,0,-2,-5,-3,-6,-7,93,76,64,1026,1022,1018,10,5,2,26,14,35,0.00,7,Snow,222<br />
2012-2-22,2,0,-1,-1,-2,-3,93,82,70,1021,1019,1016,10,9,2,21,18,32,0.00,6,Snow,268<br />
2012-2-23,2,1,1,1,1,0,93,92,87,1007,996,991,10,4,1,29,23,47,0.00,8,Rain-Snow,228<br />
2012-2-24,3,2,2,1,1,-1,93,87,81,998,998,997,10,9,4,29,19,40,0.00,8,Rain,284<br />
2012-2-25,2,1,1,0,0,-1,93,88,81,993,992,990,10,7,3,32,26,43,0.00,8,Rain-Snow,284<br />
2012-2-26,1,0,-1,1,-1,-4,100,90,80,1002,998,994,10,6,0,21,18,32,0.00,8,Snow,326<br />
2012-2-27,-3,-4,-5,-7,-8,-9,80,75,64,1014,1011,1008,10,7,3,21,18,32,0.00,8,Snow,337<br />
2012-2-28,-4,-6,-6,-8,-8,-9,80,76,69,1016,1013,1007,10,10,10,14,10,,0.00,8,Snow,247<br />
2012-2-29,-2,-3,-5,-3,-6,-7,93,86,80,1015,1010,1006,10,9,5,11,6,,0.00,8,Snow,226<br />
2012-3-1,3,-2,-6,1,-2,-7,93,84,75,1018,1016,1013,10,6,1,14,6,,0.00,8,Rain,229<br />
2012-3-2,3,2,1,2,1,-2,93,90,75,1009,1006,1004,10,4,0,35,13,50,0.00,8,Rain-Snow,293<br />
2012-3-3,1,0,0,0,-1,-2,93,88,81,1016,1012,1006,10,4,1,29,24,43,0.00,8,Snow,345<br />
2012-3-4,-1,-2,-3,-3,-7,-9,93,70,55,1020,1019,1018,10,9,5,21,21,32,0.00,7,Snow,346<br />
2012-3-5,-3,-4,-6,-7,-8,-10,86,73,59,1020,1019,1018,10,10,6,18,13,,0.00,6,Snow,339<br />
2012-3-6,-5,-6,-7,-9,-10,-11,86,73,63,1025,1024,1022,10,9,3,18,16,29,0.00,6,Snow,358<br />
2012-3-7,-4,-7,-10,-10,-11,-12,86,70,54,1028,1027,1025,,,,14,11,,0.00,,,335<br />
2012-3-8,-1,-7,-12,-11,-12,-14,92,62,37,1027,1025,1024,5,4,4,6,0,,0.00,,,293<br />
2012-3-9,1,-4,-10,-9,-11,-12,93,58,41,1032,1032,1030,6,5,3,6,3,,0.00,,,277<br />
2012-3-10,2,-3,-7,0,-3,-9,93,83,69,1029,1024,1018,10,5,1,18,8,,0.00,7,Rain-Snow,192<br />
2012-3-11,2,1,1,1,1,-1,93,90,81,1007,1004,1002,10,8,3,26,16,35,0.00,8,Rain-Snow,292<br />
2012-3-12,4,2,0,1,-2,-4,93,77,60,1012,1011,1010,10,10,10,21,16,32,0.00,8,,283<br />
2012-3-13,11,6,2,1,-1,-1,81,63,47,1012,1009,1006,10,10,10,35,26,55,0.00,2,,285<br />
2012-3-14,3,0,-2,-4,-6,-7,75,63,52,1013,1012,1011,10,10,10,35,29,47,0.00,4,,313<br />
2012-3-15,3,0,-2,-3,-5,-6,86,68,52,1021,1019,1017,10,10,10,32,26,43,0.00,5,,329<br />
2012-3-16,3,1,0,1,1,-1,100,92,87,1020,1019,1017,6,4,2,18,8,,0.00,8,Rain,254<br />
2012-3-17,13,7,1,4,2,0,93,70,51,1015,1014,1013,6,5,3,18,11,,0.00,,,244<br />
2012-3-18,10,6,2,5,4,2,100,87,71,1013,1012,1011,4,2,0,11,5,,0.00,7,Fog,8<br />
2012-3-19,11,7,3,6,3,0,100,86,66,1011,1010,1009,10,4,1,64,16,84,0.00,7,Fog-Rain-Snow,248<br />
2012-3-20,7,3,0,0,-4,-7,81,56,37,1019,1017,1014,10,9,4,40,32,61,0.00,5,Rain,274<br />
2012-3-21,7,6,5,4,2,1,93,78,66,1021,1020,1017,10,10,5,29,21,43,0.00,8,Rain,299<br />
2012-3-22,12,8,4,4,3,3,93,75,58,1027,1025,1023,10,9,5,21,14,35,0.00,6,,287<br />
2012-3-23,12,8,5,4,1,-4,93,61,38,1019,1017,1016,10,10,10,40,24,55,0.00,5,,309<br />
2012-3-24,8,4,0,-2,-4,-7,87,53,39,1025,1023,1021,10,10,10,18,10,,0.00,6,,310<br />
2012-3-25,6,3,2,2,1,0,93,81,66,1012,1007,1004,10,7,1,40,21,58,0.00,8,Rain-Snow,287<br />
2012-3-26,4,0,-3,0,-4,-7,87,70,52,1022,1022,1020,10,10,10,32,27,43,0.00,5,,335<br />
2012-3-27,5,2,-1,3,1,-2,100,88,81,1011,1008,1006,10,6,1,26,21,40,0.00,8,Rain-Snow,313<br />
2012-3-28,10,6,1,5,1,-3,81,73,62,1014,1009,1003,10,10,6,21,14,32,0.00,7,Snow,261<br />
2012-3-29,6,4,3,4,2,0,93,83,76,993,991,988,10,7,1,40,27,55,0.00,7,Rain,299<br />
2012-3-30,5,3,1,0,-2,-4,87,73,56,995,994,993,10,9,3,18,16,,0.00,7,Snow,304<br />
2012-3-31,3,1,0,0,0,-1,93,89,75,988,986,986,10,5,0,11,6,,0.00,8,Rain-Snow,254<br />
2012-4-1,1,0,0,0,-4,-9,93,75,51,1000,997,992,10,9,1,26,19,40,0.00,6,Snow,333<br />
2012-4-2,3,0,-2,-1,-3,-5,100,80,65,998,991,987,10,6,1,40,27,58,0.00,7,Snow,253<br />
2012-4-3,5,1,-3,-3,-6,-9,80,57,45,1012,1009,1004,10,10,10,18,16,29,0.00,5,,260<br />
2012-4-4,9,4,0,5,1,-3,100,75,58,1014,1011,1007,10,8,4,18,14,29,0.00,8,Rain,99<br />
2012-4-5,2,1,0,0,-1,-2,93,87,75,1017,1014,1010,10,10,10,18,16,,0.00,8,,354<br />
2012-4-6,2,0,-2,-1,-3,-4,100,79,65,1016,1012,1007,10,9,3,14,10,,0.00,8,Snow,130<br />
2012-4-7,5,3,1,2,1,0,93,89,81,1000,998,996,10,6,2,11,3,,0.00,8,Rain-Snow,295<br />
2012-4-8,7,4,3,2,-1,-4,93,66,46,1000,997,994,10,9,3,18,13,29,0.00,7,Rain,244<br />
2012-4-9,3,1,0,-2,-4,-5,81,69,56,1009,1006,1003,10,10,10,26,23,35,0.00,7,,353<br />
2012-4-10,7,2,-3,-5,-7,-9,80,48,39,1014,1013,1012,,,,14,8,,0.00,,,58<br />
2012-4-11,10,4,-2,3,0,-3,93,66,43,1011,1009,1007,10,10,10,18,13,29,0.00,3,,124<br />
2012-4-12,16,8,0,2,0,-2,100,54,29,1007,1005,1003,10,8,4,21,13,32,0.00,2,Fog,136<br />
2012-4-13,15,10,5,8,4,1,87,60,39,1002,1001,1001,10,10,10,18,11,,0.00,7,Rain,171<br />
2012-4-14,14,10,6,4,2,0,87,56,38,1007,1007,1004,10,10,10,11,6,,0.00,6,,216<br />
2012-4-15,18,12,7,7,5,3,76,57,42,1009,1006,1004,10,10,10,29,19,43,0.00,7,,64<br />
2012-4-16,13,11,10,12,11,10,100,94,88,999,998,991,10,7,1,21,14,32,0.00,8,Rain,143<br />
2012-4-17,10,8,5,4,2,-1,87,70,47,1008,1006,1002,10,10,10,21,18,32,0.00,7,Rain,290<br />
2012-4-18,12,7,3,-2,-4,-6,65,41,33,1009,1008,1006,10,10,10,14,10,,0.00,3,,78<br />
2012-4-19,10,8,6,8,6,0,93,89,66,1006,1003,999,10,8,4,29,18,47,0.00,8,Rain,67<br />
2012-4-20,13,12,11,11,10,8,100,85,72,1000,997,996,10,9,4,18,13,,0.00,8,Rain,179<br />
2012-4-21,17,12,7,10,8,6,93,67,48,1006,1005,1004,10,9,3,18,8,29,0.00,6,Fog,106<br />
2012-4-22,14,12,10,10,10,9,100,89,77,1003,1003,1003,10,9,4,11,6,,0.00,7,Rain,128<br />
2012-4-23,19,14,9,9,7,4,93,60,37,1007,1006,1005,10,9,4,18,10,29,0.00,6,Rain-Thunderstorm,223<br />
2012-4-24,14,10,7,5,3,2,81,58,44,1011,1010,1009,10,10,10,18,14,,0.00,6,,236<br />
2012-4-25,20,13,7,11,8,5,88,70,46,1010,1008,1007,10,9,2,29,14,40,0.00,7,Rain-Thunderstorm,130<br />
2012-4-26,18,13,9,9,7,5,94,60,42,1018,1016,1012,10,10,10,14,10,,0.00,5,,256<br />
2012-4-27,23,16,9,8,7,5,82,46,31,1021,1021,1020,10,10,10,18,11,29,0.00,6,,179<br />
2012-4-28,27,19,12,12,10,8,82,45,32,1024,1023,1022,,,,14,6,,0.00,,,197<br />
2012-4-29,29,22,16,12,9,5,63,40,22,1019,1016,1013,,,,21,10,32,0.00,,,215<br />
2012-4-30,20,16,12,11,9,7,77,60,52,1018,1017,1016,10,10,10,18,16,29,0.00,6,,81<br />
2012-5-1,22,17,12,11,7,0,82,50,25,1017,1016,1016,,,,21,11,29,0.00,,,352<br />
2012-5-2,21,14,9,7,2,-2,46,38,32,1020,1017,1013,,,,11,6,,0.00,,,184<br />
2012-5-3,23,16,9,4,1,-1,62,36,20,1012,1010,1007,,,,11,8,,0.00,,,337<br />
2012-5-4,23,17,10,7,5,4,76,39,29,1006,1005,1002,10,10,10,11,3,,0.00,6,,112<br />
2012-5-5,18,16,14,14,12,9,94,78,56,1006,1004,1002,10,10,4,18,8,,0.00,7,Rain,281<br />
2012-5-6,22,16,9,14,12,8,100,70,56,1010,1008,1007,10,9,3,18,11,,0.00,6,Fog-Rain-Thunderstorm,134<br />
2012-5-7,17,13,9,10,8,7,94,75,59,1015,1014,1012,10,10,10,18,11,,0.00,7,,314<br />
2012-5-8,12,9,7,6,5,4,87,74,67,1020,1020,1019,10,10,10,21,16,32,0.00,8,,16<br />
2012-5-9,19,13,7,9,6,5,93,56,42,1023,1022,1021,10,10,10,18,10,,0.00,3,,326<br />
2012-5-10,22,16,9,12,10,9,100,65,46,1027,1026,1025,10,8,0,11,5,,0.00,4,Fog,170<br />
2012-5-11,26,19,12,14,13,10,88,59,44,1024,1022,1019,10,10,10,21,11,32,0.00,6,,189<br />
2012-5-12,24,17,9,16,11,4,87,71,57,1016,1015,1013,10,10,10,32,18,43,0.00,7,Rain,280<br />
2012-5-13,11,8,6,5,3,3,81,70,58,1021,1020,1019,10,10,10,21,16,32,0.00,7,Rain,315<br />
2012-5-14,14,10,6,3,1,-1,81,47,38,1024,1022,1021,10,10,10,18,13,29,0.00,6,,47<br />
2012-5-15,15,11,7,8,4,2,77,60,48,1019,1016,1013,10,10,10,18,14,29,0.00,8,,78<br />
2012-5-16,21,16,11,17,13,9,94,84,73,1011,1007,1004,10,8,2,18,14,29,0.00,7,Rain-Thunderstorm,91<br />
2012-5-17,17,13,10,15,13,9,100,91,82,1010,1007,1006,10,7,1,18,11,,0.00,8,Rain,131<br />
2012-5-18,14,10,7,8,4,3,93,66,48,1021,1018,1011,10,10,10,21,18,32,0.00,6,,304<br />
2012-5-19,20,14,9,11,8,5,76,56,46,1024,1023,1021,10,10,10,18,11,,0.00,4,,90<br />
2012-5-20,25,19,13,16,14,11,88,61,44,1021,1020,1018,10,10,10,18,8,29,0.00,4,Rain,108<br />
2012-5-21,27,21,15,12,10,7,67,44,28,1018,1017,1016,10,10,10,18,11,,0.00,3,,128<br />
2012-5-22,27,22,17,13,10,8,64,43,30,1017,1016,1014,10,10,10,14,6,,0.00,5,,123<br />
2012-5-23,23,20,17,16,13,9,88,61,49,1020,1017,1015,10,10,10,29,16,40,0.00,5,Rain,37<br />
2012-5-24,18,14,12,6,3,0,67,45,34,1024,1023,1022,10,10,10,29,21,40,0.00,4,,47<br />
2012-5-25,18,14,10,3,2,1,58,41,32,1026,1024,1022,,,,26,18,40,0.00,,,47<br />
2012-5-26,20,16,11,9,4,1,88,46,32,1021,1020,1018,10,10,10,14,11,,0.00,5,,357<br />
2012-5-27,20,16,11,10,7,5,76,54,40,1019,1017,1015,10,10,10,14,6,,0.00,7,Rain,318<br />
2012-5-28,20,17,13,13,11,9,88,65,52,1011,1010,1008,10,9,4,18,8,,0.00,6,Rain,252<br />
2012-5-29,24,18,13,12,9,7,82,49,34,1007,1006,1005,10,10,10,18,13,29,0.00,6,,230<br />
2012-5-30,12,11,10,7,4,3,82,67,54,1010,1009,1006,10,10,10,26,19,40,0.00,7,,281<br />
2012-5-31,14,11,8,5,2,0,81,52,41,1015,1014,1013,10,10,10,18,11,,0.00,6,,300<br />
2012-6-1,18,14,10,13,6,3,94,57,42,1013,1006,999,10,9,3,21,10,32,0.00,7,Rain,153<br />
2012-6-2,8,8,8,6,6,5,87,84,81,1003,1003,1003,10,10,10,18,18,29,0.00,6,,240<br />
2012-6-3,6,5,5,4,4,4,93,90,87,1009,1009,1009,10,10,10,18,18,,0.00,8,Rain,235<br />
2012-6-4,15,11,8,9,8,5,87,74,59,1010,1009,1008,10,10,10,18,10,,0.00,7,Rain,149<br />
2012-6-5,13,11,10,11,10,9,94,87,77,1011,1011,1010,10,9,4,18,11,,0.00,8,Rain,110<br />
2012-6-6,17,14,12,12,11,8,94,77,55,1010,1009,1008,10,9,6,18,11,29,0.00,7,Rain,340<br />
2012-6-7,18,14,12,7,6,3,67,52,37,1009,1008,1007,10,10,10,18,16,,0.00,6,,331<br />
2012-6-8,21,16,12,8,7,3,72,49,37,1010,1009,1009,10,10,10,21,14,32,0.00,5,,296<br />
2012-6-9,25,19,13,18,14,9,94,70,50,1011,1010,1010,10,9,5,21,8,32,0.00,6,Rain-Thunderstorm,235<br />
2012-6-10,25,20,16,15,13,10,94,60,41,1012,1011,1010,10,10,3,14,8,,0.00,6,,297<br />
2012-6-11,25,20,16,18,16,14,94,72,50,1004,1002,1001,10,10,10,21,16,32,0.00,6,Rain,186<br />
2012-6-12,21,17,14,11,9,8,82,59,46,1006,1005,1003,10,10,10,18,14,,0.00,6,,318<br />
2012-6-13,16,13,12,13,12,11,100,90,77,1006,1004,1003,10,6,2,26,18,43,0.00,8,Rain,49<br />
2012-6-14,19,16,12,14,13,10,94,83,60,1014,1013,1010,10,9,5,18,5,,0.00,7,Rain-Thunderstorm,338<br />
2012-6-15,19,17,14,15,13,13,94,82,73,1015,1013,1012,10,9,1,18,13,29,0.00,7,Rain,291<br />
2012-6-16,23,18,13,12,12,11,88,63,47,1019,1019,1017,10,10,10,21,18,29,0.00,5,,313<br />
2012-6-17,28,22,17,19,17,12,78,63,53,1019,1018,1018,10,9,6,18,13,35,0.00,6,Rain-Thunderstorm,225<br />
2012-6-18,24,19,15,11,9,7,67,48,41,1025,1024,1021,10,10,10,18,8,,0.00,2,,278<br />
2012-6-19,30,23,17,21,18,13,77,63,51,1018,1015,1014,10,10,10,26,13,35,0.00,6,,215<br />
2012-6-20,22,18,14,12,11,9,82,58,46,1020,1019,1018,10,10,10,14,10,,0.00,5,,326<br />
2012-6-21,18,17,17,12,11,10,72,65,59,1017,1016,1015,10,10,10,18,11,,0.00,8,Rain,126<br />
2012-6-22,23,18,14,20,17,12,94,82,69,1014,1013,1012,10,9,3,18,14,29,0.00,6,Rain,108<br />
2012-6-23,21,18,16,15,13,9,94,72,52,1018,1016,1013,10,10,6,29,18,40,0.00,7,Rain,289<br />
2012-6-24,23,19,15,13,9,7,68,53,44,1020,1018,1016,10,9,2,26,11,35,0.00,6,Rain,286<br />
2012-6-25,22,19,16,15,14,12,83,72,60,1011,1009,1008,10,10,10,21,13,32,0.00,7,Rain,201<br />
2012-6-26,19,17,14,12,11,9,88,70,52,1006,1005,1005,10,9,3,21,13,35,0.00,6,Rain,229<br />
2012-6-27,17,14,12,13,11,10,88,78,68,1010,1008,1006,10,10,3,26,19,35,0.00,6,Rain,277<br />
2012-6-28,16,13,12,10,9,9,88,73,63,1013,1012,1011,10,10,10,14,10,,0.00,7,,288<br />
2012-6-29,21,16,12,11,9,7,88,55,40,1017,1017,1016,10,10,10,14,6,,0.00,5,,311<br />
2012-6-30,24,19,15,12,11,8,77,51,38,1019,1019,1018,10,10,10,6,3,,0.00,6,,178<br />
2012-7-1,28,23,18,17,16,12,68,55,48,1019,1018,1017,,,,18,10,,0.00,,,179<br />
2012-7-2,30,26,21,20,18,16,78,64,45,1020,1019,1018,10,10,10,18,8,,0.00,6,Rain-Thunderstorm,249<br />
2012-7-3,26,21,17,17,14,13,82,59,47,1022,1020,1018,10,10,10,18,10,,0.00,1,,39<br />
2012-7-4,28,23,19,17,16,14,73,54,45,1019,1017,1016,,,,14,6,,0.00,,,90<br />
2012-7-5,29,24,20,18,17,15,78,56,45,1018,1018,1017,10,10,10,14,10,,0.00,6,,131<br />
2012-7-6,30,26,22,17,17,16,73,52,43,1018,1017,1016,10,10,10,18,8,,0.00,2,,128<br />
2012-7-7,31,27,24,19,18,17,69,53,45,1016,1015,1013,10,10,10,11,5,,0.00,4,,101<br />
2012-7-8,32,27,22,21,19,17,78,58,40,1013,1011,1010,10,10,10,14,8,,0.00,5,,152<br />
2012-7-9,28,24,22,20,18,16,83,66,48,1010,1009,1008,10,10,3,18,11,29,0.00,6,Rain-Thunderstorm,240<br />
2012-7-10,28,24,21,17,15,12,78,53,39,1012,1011,1010,10,10,10,18,11,29,0.00,5,,276<br />
2012-7-11,28,24,20,17,13,11,73,49,37,1015,1014,1012,10,10,10,14,8,,0.00,6,,281<br />
2012-7-12,25,22,20,17,15,14,68,62,53,1011,1009,1007,10,9,2,29,6,40,0.00,7,Rain-Thunderstorm,284<br />
2012-7-13,22,18,15,13,11,8,88,59,41,1012,1011,1009,10,10,10,21,16,32,0.00,6,,268<br />
2012-7-14,20,17,14,14,13,12,94,81,68,1011,1010,1008,10,10,10,14,10,,0.00,7,Rain,166<br />
2012-7-15,23,20,17,16,13,10,94,60,44,1009,1008,1007,10,10,10,21,14,35,0.00,6,,243<br />
2012-7-16,20,18,15,13,11,9,77,65,56,1013,1012,1011,10,10,10,21,11,32,0.00,6,Rain,288<br />
2012-7-17,21,17,13,11,9,7,82,56,43,1014,1013,1011,10,10,10,21,14,32,0.00,6,,257<br />
2012-7-18,19,16,13,12,9,7,94,65,49,1009,1009,1008,10,9,5,21,14,35,0.00,6,Rain,273<br />
2012-7-19,18,16,13,16,13,11,94,83,72,1008,1006,1003,10,9,1,18,11,,0.00,8,Rain-Thunderstorm,189<br />
2012-7-20,18,16,14,13,11,10,88,72,59,1008,1006,1003,10,10,10,32,24,47,0.00,6,Rain,255<br />
2012-7-21,21,17,14,12,12,11,82,65,53,1015,1014,1012,10,10,10,18,14,29,0.00,6,Rain,265<br />
2012-7-22,20,17,14,13,10,8,88,60,46,1022,1020,1018,10,10,10,14,10,,0.00,6,,311<br />
2012-7-23,24,19,14,13,11,9,82,53,38,1028,1027,1027,10,10,10,18,10,,0.00,5,,272<br />
2012-7-24,26,20,15,11,9,6,72,43,36,1029,1027,1025,,,,11,6,,0.00,,,280<br />
2012-7-25,28,22,17,14,12,9,82,44,35,1024,1022,1020,6,6,6,11,5,,0.00,,,143<br />
2012-7-26,30,24,18,15,14,13,73,49,37,1019,1017,1016,10,10,10,14,6,,0.00,6,,148<br />
2012-7-27,30,26,21,17,16,14,68,48,37,1017,1016,1015,10,10,10,14,6,,0.00,6,,96<br />
2012-7-28,32,27,22,18,16,15,73,48,38,1016,1015,1014,10,10,10,18,6,,0.00,5,,139<br />
2012-7-29,33,27,21,20,17,14,83,49,35,1015,1014,1013,10,10,10,21,14,40,0.00,4,,139<br />
2012-7-30,32,26,19,18,14,11,78,48,31,1016,1015,1013,10,10,6,29,19,40,0.00,5,Rain-Thunderstorm,140<br />
2012-7-31,23,21,19,17,14,11,88,65,47,1019,1018,1018,10,10,10,18,14,,0.00,7,,322<br />
2012-8-1,27,22,18,14,13,12,77,52,42,1019,1018,1018,10,10,10,18,6,29,0.00,6,,285<br />
2012-8-2,27,22,17,13,12,11,77,50,39,1022,1021,1020,10,10,10,14,8,,0.00,6,,76<br />
2012-8-3,31,24,18,18,15,12,83,51,33,1019,1017,1014,10,10,10,14,10,,0.00,6,,123<br />
2012-8-4,27,23,20,18,16,15,73,59,48,1014,1013,1013,10,10,10,18,8,,0.00,6,,313<br />
2012-8-5,28,23,18,16,13,10,83,50,35,1018,1017,1016,10,10,10,18,10,,0.00,6,,286<br />
2012-8-6,30,23,17,19,17,12,94,67,48,1017,1014,1011,10,10,10,18,10,29,0.00,6,Rain,147<br />
2012-8-7,27,23,19,19,16,12,94,67,56,1015,1010,1005,10,10,10,43,21,55,0.00,6,Rain,245<br />
2012-8-8,23,19,15,14,12,9,88,58,41,1016,1016,1016,10,10,10,26,14,35,0.00,6,,251<br />
