
AZT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-4-10,12,10,9,11,9,9,100,100,94,1022,1019,1017,10,10,8,29,13,,0.00,8,Rain,350<br />
2007-4-11,12,10,8,11,9,8,100,100,94,1017,1015,1012,10,10,8,26,11,,0.00,7,Rain,322<br />
2007-4-12,14,11,8,13,11,8,100,99,94,1016,1012,1009,10,10,10,34,23,,0.00,8,Rain,309<br />
2007-4-13,16,11,6,15,11,6,100,98,82,1016,1015,1014,8,3,0,29,13,,0.00,3,Fog,169<br />
2007-4-14,12,10,8,11,10,8,100,99,94,1017,1015,1013,10,10,5,45,29,,0.00,6,Rain,314<br />
2007-4-15,12,10,8,11,9,8,100,97,82,1017,1012,1009,10,10,10,63,47,82,0.00,8,Rain,330<br />
2007-4-16,12,10,8,11,9,8,100,98,82,1020,1017,1016,10,10,8,23,10,,0.00,7,Rain,56<br />
2007-4-17,13,9,6,11,8,6,100,89,67,1023,1021,1020,10,10,8,19,8,,0.00,7,,4<br />
2007-4-18,14,10,6,11,7,4,100,84,51,1020,1016,1010,10,10,10,11,5,,0.00,7,,7<br />
2007-4-19,16,12,8,15,11,8,100,97,82,1011,1006,1003,10,10,10,29,13,,0.00,6,Thunderstorm,268<br />
2007-4-20,11,9,7,11,9,7,100,99,94,1020,1014,1007,10,10,10,19,10,,0.00,8,Rain,6<br />
2007-4-21,12,10,8,12,9,8,100,99,94,1023,1021,1018,10,10,10,14,8,,0.00,7,Rain,26<br />
2007-4-22,21,14,8,14,11,8,100,87,43,1022,1019,1016,10,7,3,29,16,,0.00,5,,188<br />
2007-4-23,17,12,8,15,10,8,100,97,63,1019,1017,1016,10,7,1,37,16,,0.00,7,,336<br />
2007-4-24,10,9,8,10,9,8,100,100,100,1019,1018,1017,10,10,10,48,40,63,0.00,8,Rain,333<br />
2007-4-25,12,10,8,11,9,8,100,96,82,1025,1020,1018,10,10,8,52,35,60,0.00,8,Rain,331<br />
2007-4-26,15,10,5,11,7,2,100,80,42,1027,1026,1025,10,10,10,26,16,,0.00,6,,325<br />
2007-4-27,15,12,10,12,9,4,100,88,54,1028,1026,1024,10,10,10,19,11,,0.00,8,,178<br />
2007-4-28,16,13,10,12,10,6,100,87,52,1023,1019,1016,10,10,10,23,11,,0.00,7,,181<br />
2007-4-29,17,13,11,16,13,11,100,99,82,1016,1013,1011,10,10,8,29,19,,0.00,5,,181<br />
2007-4-30,18,14,11,17,13,11,100,99,94,1011,1004,999,10,10,8,37,21,,0.00,7,,179<br />
2007-5-1,18,13,9,15,12,9,100,91,68,1017,1012,1005,10,10,10,29,18,,0.00,6,,176<br />
2007-5-2,21,16,12,17,14,12,100,91,64,1017,1012,1008,,,,45,23,,0.00,,,184<br />
2007-5-3,18,14,10,16,13,10,100,98,82,1020,1013,1010,10,10,10,63,26,82,0.00,7,,324<br />
2007-5-4,17,13,9,15,12,9,100,97,82,1020,1018,1014,10,10,10,34,23,,0.00,6,Rain,182<br />
2007-5-5,17,13,11,12,9,6,100,82,52,1023,1022,1018,10,10,10,40,26,,0.00,8,,353<br />
2007-5-6,21,16,11,18,13,9,100,90,64,1023,1019,1015,10,10,10,48,19,,0.00,3,,202<br />
2007-5-7,16,13,11,13,9,3,100,78,45,1030,1026,1022,10,10,10,40,26,60,0.00,6,,34<br />
2007-5-8,19,14,10,16,11,1,100,86,32,1024,1019,1013,10,10,10,37,19,,0.00,3,,175<br />
2007-5-9,23,18,13,19,15,13,100,91,53,1013,1009,1005,10,9,1,45,26,,0.00,5,Fog,206<br />
2007-5-10,22,19,16,19,17,15,100,93,69,1013,1011,1009,10,10,10,29,14,,0.00,8,Rain,167<br />
2007-5-11,19,16,13,18,15,13,100,99,94,1021,1015,1007,10,10,10,55,32,74,0.00,8,Rain,323<br />
2007-5-12,21,17,13,15,13,11,100,87,53,1022,1020,1018,10,10,10,19,8,,0.00,8,Rain,32<br />
2007-5-13,23,18,14,19,16,13,100,89,61,1017,1012,1009,,,,34,18,,0.00,,,185<br />
2007-5-14,25,20,15,19,14,11,100,68,44,1016,1012,1008,10,10,10,45,24,63,0.00,7,Rain,341<br />
2007-5-15,19,16,13,15,13,10,94,79,63,1022,1020,1016,10,10,10,40,26,,0.00,8,Rain,332<br />
2007-5-16,22,16,11,16,12,9,100,75,46,1023,1022,1020,,,,23,10,,0.00,,,177<br />
2007-5-17,21,17,13,18,12,4,100,77,37,1023,1022,1021,10,6,1,29,16,,0.00,6,,173<br />
2007-5-18,23,17,11,16,11,5,100,71,35,1022,1021,1020,,,,29,14,,0.00,,,170<br />
2007-5-19,26,18,11,17,10,0,100,65,19,1022,1021,1020,,,,19,8,,0.00,,,159<br />
2007-5-20,29,20,12,16,9,2,100,60,18,1022,1021,1020,8,8,8,19,6,,0.00,0,,27<br />
2007-5-21,29,21,13,19,10,5,100,54,22,1020,1019,1018,8,8,8,14,6,,0.00,0,,180<br />
2007-5-22,31,23,15,21,10,1,100,55,15,1018,1017,1016,,,,19,8,,0.00,,,178<br />
2007-5-23,30,23,17,21,12,1,100,59,16,1016,1015,1014,,,,23,10,,0.00,,,156<br />
2007-5-24,29,21,14,22,15,8,100,67,29,1017,1015,1014,5,5,5,34,14,,0.00,0,,174<br />
2007-5-25,29,24,21,23,20,14,100,81,40,1014,1012,1011,,,,37,24,,0.00,,,189<br />
2007-5-26,32,24,17,20,15,8,100,64,22,1015,1014,1012,,,,14,8,,0.00,,,322<br />
2007-5-27,31,24,18,23,17,7,100,72,25,1015,1013,1012,,,,23,11,,0.00,,,177<br />
2007-5-28,33,27,21,25,16,6,100,60,18,1012,1010,1008,,,,26,13,,0.00,,,165<br />
2007-5-29,34,27,21,23,16,3,100,59,14,1009,1007,1006,10,9,8,26,10,,0.00,6,,115<br />
2007-5-30,28,24,20,19,18,15,88,69,45,1008,1007,1006,10,10,10,26,16,,0.00,6,,346<br />
2007-5-31,32,26,19,20,15,10,100,59,29,1010,1009,1008,,,,26,14,,0.00,,,347<br />
2007-6-1,33,26,18,23,16,8,100,62,25,1010,1009,1008,,,,19,6,,0.00,,,193<br />
2007-6-2,32,26,20,23,17,10,100,67,27,1010,1009,1007,4,2,0,23,8,,0.00,0,Fog,262<br />
2007-6-3,29,24,19,23,19,13,100,71,48,1012,1010,1009,,,,34,14,,0.00,,,322<br />
2007-6-4,23,21,20,23,19,15,100,88,64,1016,1014,1011,10,10,10,29,18,,0.00,7,Rain,344<br />
2007-6-5,22,20,19,20,18,11,100,86,56,1016,1014,1013,10,10,10,37,26,,0.00,8,,343<br />
2007-6-6,21,19,17,17,16,12,100,80,60,1014,1013,1012,10,10,10,23,14,,0.00,3,,25<br />
2007-6-7,24,20,16,21,18,14,100,86,64,1014,1013,1013,10,10,10,23,10,,0.00,2,,152<br />
2007-6-8,26,21,17,20,17,12,100,77,42,1014,1009,1006,10,10,10,37,11,,0.00,6,,192<br />
2007-6-9,24,21,18,20,19,17,100,89,73,1012,1010,1008,10,10,10,45,32,60,0.00,4,,339<br />
2007-6-10,23,21,19,19,16,14,94,75,57,1014,1013,1011,,,,45,32,,0.00,,,343<br />
2007-6-11,25,20,15,20,16,10,100,72,39,1014,1011,1008,10,10,10,29,14,,0.00,6,,178<br />
2007-6-12,27,23,19,24,21,14,100,90,45,1008,1006,1005,10,10,10,23,14,,0.00,2,,192<br />
2007-6-13,27,23,19,21,17,9,100,73,32,1012,1009,1006,10,10,10,37,23,,0.00,3,Rain,340<br />
2007-6-14,30,25,20,22,16,12,100,62,33,1012,1011,1011,,,,37,23,,0.00,,,320<br />
2007-6-15,32,24,18,22,18,12,100,68,31,1011,1010,1008,,,,19,8,,0.00,,,7<br />
2007-6-16,35,28,21,23,14,4,100,53,17,1009,1009,1008,,,,26,10,,0.00,,,42<br />
2007-6-17,33,26,19,23,15,4,100,59,17,1008,1006,1005,,,,19,10,,0.00,,,12<br />
2007-6-18,31,26,21,23,19,13,100,70,33,1005,1003,1002,10,10,10,23,14,,0.00,6,,344<br />
2007-6-19,29,26,23,24,21,16,100,73,51,1003,1002,1000,,,,52,31,71,0.00,,,336<br />
2007-6-20,27,24,22,24,22,20,100,86,65,1003,1001,998,10,10,10,52,32,55,0.00,6,,338<br />
2007-6-21,29,26,22,24,20,14,100,78,42,1006,1005,1003,10,10,10,26,16,,0.00,3,,326<br />
2007-6-22,26,23,22,24,21,17,100,85,61,1016,1010,1006,10,10,10,34,18,,0.00,6,Rain,319<br />
2007-6-23,28,23,18,20,14,8,94,58,30,1018,1017,1015,10,10,10,29,16,,0.00,1,,220<br />
2007-6-24,27,23,21,23,20,16,100,80,51,1015,1011,1008,,,,34,21,,0.00,,,173<br />
2007-6-25,27,24,22,23,21,17,100,81,57,1008,1007,1005,10,10,10,52,24,71,0.00,1,,317<br />
2007-6-26,26,23,21,23,20,17,100,82,65,1011,1010,1008,10,10,10,29,18,,0.00,7,Rain,350<br />
2007-6-27,28,24,21,22,17,11,100,65,37,1012,1011,1010,,,,14,11,,0.00,,,32<br />
2007-6-28,30,25,20,25,16,9,100,64,29,1011,1010,1009,,,,23,11,,0.00,,,154<br />
2007-6-29,33,27,21,25,21,15,100,73,34,1010,1008,1006,10,6,3,19,11,,0.00,2,,162<br />
2007-6-30,31,26,21,26,22,17,100,82,45,1008,1007,1006,10,10,10,185,13,,0.00,8,,344<br />
2007-7-1,28,24,22,25,23,20,100,94,62,1010,1009,1008,10,10,10,40,23,,0.00,6,Rain,336<br />
2007-7-2,27,24,22,26,23,22,100,96,79,1012,1011,1010,10,10,10,40,32,,0.00,7,Rain,336<br />
2007-7-3,29,26,23,24,22,17,100,83,48,1011,1009,1008,10,10,10,52,34,63,0.00,6,Rain-Thunderstorm,340<br />
2007-7-4,25,23,21,23,22,17,100,92,61,1011,1010,1009,10,10,4,37,31,,0.00,8,Rain-Thunderstorm,341<br />
2007-7-5,30,26,21,26,22,18,100,83,48,1009,1007,1006,10,10,10,14,10,,0.00,6,,352<br />
2007-7-6,33,27,21,26,22,15,100,76,36,1008,1007,1006,,,,19,8,,0.00,,,154<br />
2007-7-7,29,27,24,28,26,23,100,93,70,1008,1006,1004,10,10,10,23,13,,0.00,1,,174<br />
2007-7-8,26,23,22,25,22,20,100,94,78,1014,1011,1005,10,10,10,55,32,74,0.00,7,Rain,335<br />
2007-7-9,25,23,22,22,19,14,100,78,50,1015,1014,1012,10,10,10,23,14,,0.00,8,Rain,358<br />
2007-7-10,26,23,21,23,22,19,100,89,65,1015,1014,1013,10,10,10,23,14,,0.00,6,,20<br />
2007-7-11,27,22,18,24,21,18,100,86,58,1014,1012,1009,10,9,3,23,8,,0.00,1,Fog,173<br />
2007-7-12,30,26,21,25,22,14,100,77,40,1010,1008,1007,,,,19,10,,0.00,,,7<br />
2007-7-13,32,27,23,26,21,15,100,75,36,1008,1007,1007,,,,26,14,,0.00,,,337<br />
2007-7-14,30,26,21,25,21,15,100,77,42,1008,1007,1005,,,,19,10,,0.00,,,348<br />
2007-7-15,30,26,21,26,22,17,100,85,45,1009,1008,1006,10,10,10,37,18,,0.00,2,,334<br />
2007-7-16,25,24,23,24,23,19,100,93,78,1011,1010,1009,10,10,10,52,39,71,0.00,6,Rain-Thunderstorm,334<br />
2007-7-17,25,23,22,23,19,16,100,81,57,1012,1011,1010,10,10,10,52,37,71,0.00,7,Rain-Thunderstorm,336<br />
2007-7-18,25,23,22,23,22,20,100,90,74,1013,1012,1010,10,10,10,34,19,,0.00,7,Rain-Thunderstorm,349<br />
2007-7-19,31,24,19,23,17,12,100,67,33,1019,1016,1013,8,8,8,19,6,,0.00,3,,184<br />
2007-7-20,30,25,20,25,21,14,100,79,37,1019,1017,1016,,,,26,10,,0.00,,,171<br />
2007-7-21,29,26,22,26,22,17,100,82,48,1016,1013,1011,10,10,10,29,16,,0.00,5,,179<br />
2007-7-22,32,27,23,24,20,16,94,66,38,1011,1008,1006,10,10,10,29,18,,0.00,8,,188<br />
2007-7-23,30,27,23,25,22,18,100,75,51,1009,1007,1006,10,10,10,23,10,,0.00,6,,348<br />
2007-7-24,32,27,22,26,21,13,100,73,31,1011,1010,1008,,,,19,8,,0.00,,,80<br />
2007-7-25,31,26,21,26,21,14,100,74,35,1013,1011,1010,10,10,10,29,11,,0.00,3,,22<br />
2007-7-26,32,27,22,26,21,15,100,75,36,1012,1010,1008,,,,26,11,,0.00,,,156<br />
2007-7-27,34,29,24,26,23,17,100,78,36,1011,1010,1008,,,,29,14,,0.00,,,337<br />
2007-7-28,29,27,24,26,24,21,100,90,62,1011,1010,1009,10,10,10,29,10,,0.00,8,,351<br />
2007-7-29,31,26,22,27,23,18,100,86,46,1010,1009,1009,10,8,3,23,13,,0.00,4,,343<br />
2007-7-30,35,28,21,27,19,5,100,70,15,1010,1010,1009,10,2,0,23,11,,0.00,1,Fog,231<br />
2007-7-31,34,29,24,27,22,12,100,73,26,1010,1009,1008,5,4,3,26,14,,0.00,0,,175<br />
2007-8-1,38,30,23,27,19,8,100,62,17,1010,1009,1007,3,2,1,23,8,,0.00,0,,138<br />
2007-8-2,38,29,21,28,19,9,100,66,17,1008,1006,1005,,,,19,6,,0.00,,,155<br />
2007-8-3,38,30,22,28,22,8,100,74,16,1008,1006,1005,10,9,1,37,10,,0.00,5,Fog,354<br />
2007-8-4,28,27,26,27,26,23,100,92,74,1011,1008,1007,10,10,10,40,27,60,0.00,7,Rain,343<br />
2007-8-5,33,29,26,27,22,16,100,69,36,1008,1008,1007,,,,23,16,,0.00,,,7<br />
2007-8-6,36,29,22,28,22,12,100,77,23,1008,1007,1007,3,1,0,19,6,,0.00,0,Fog,158<br />
2007-8-7,38,31,24,28,18,9,100,59,17,1008,1007,1005,,,,19,10,,0.00,,,160<br />
2007-8-8,37,30,23,28,21,11,100,61,22,1005,1004,1003,,,,19,8,,0.00,,,140<br />
2007-8-9,34,29,24,28,26,22,100,82,52,1005,1004,1003,,,,34,14,,0.00,,,334<br />
2007-8-10,31,28,25,28,24,20,100,84,55,1014,1009,1005,10,10,10,45,29,60,0.00,4,,343<br />
2007-8-11,28,26,21,25,17,12,100,61,42,1019,1017,1015,10,10,10,37,24,,0.00,2,,52<br />
2007-8-12,29,24,19,24,18,14,94,69,40,1016,1013,1010,10,10,10,29,13,,0.00,3,,148<br />
2007-8-13,32,26,19,22,17,6,100,64,21,1011,1008,1007,,,,19,8,,0.00,,,130<br />
2007-8-14,34,27,20,24,16,7,100,60,19,1008,1007,1006,,,,19,8,,0.00,,,102<br />
2007-8-15,36,29,22,27,21,14,100,65,30,1008,1007,1006,10,10,10,19,8,,0.00,4,,59<br />
2007-8-16,31,26,21,28,24,21,100,90,70,1008,1007,1006,10,10,8,34,11,,0.00,5,,335<br />
2007-8-17,30,28,25,27,24,15,100,85,40,1009,1008,1007,10,10,10,34,24,,0.00,5,,344<br />
2007-8-18,29,27,25,27,24,19,100,86,55,1011,1009,1008,10,10,10,29,19,,0.00,7,Rain,342<br />
2007-8-19,30,26,22,26,20,10,100,72,29,1012,1011,1009,10,10,10,26,16,,0.00,7,,12<br />
2007-8-20,32,26,19,24,17,8,100,66,22,1013,1012,1011,8,8,8,19,8,,0.00,1,,225<br />
