
HST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-1-17,27,24,21,18,17,16,84,68,52,1023,1021,1020,16,16,16,42,27,61,1.78,4,Rain,58<br />
2002-1-18,24,21,19,19,17,16,93,76,62,1021,1020,1018,16,15,6,42,35,53,16.26,4,Rain,57<br />
2002-1-19,24,22,20,18,17,14,88,72,60,1020,1019,1016,16,16,8,45,31,60,4.06,3,Rain,58<br />
2002-1-20,23,22,21,19,18,16,84,77,70,1019,1017,1015,16,16,8,45,26,64,6.10,3,Rain,60<br />
2002-1-21,25,22,20,20,19,17,93,81,69,1017,1015,1013,16,16,13,32,16,39,1.78,2,Rain,58<br />
2002-1-22,25,23,21,22,21,19,100,86,74,1014,1013,1011,16,16,14,19,8,,1.27,2,Rain-Thunderstorm,67<br />
2002-1-23,26,22,18,22,20,18,100,85,66,1015,1014,1012,16,16,16,13,5,,0.25,1,,157<br />
2002-1-24,28,24,21,22,21,19,93,82,65,1016,1015,1013,16,16,16,26,8,,0.00,1,,38<br />
2002-1-25,26,25,24,23,22,21,90,83,78,1017,1014,1013,16,16,16,27,16,35,0.00,3,,57<br />
2002-1-26,26,23,22,22,21,21,100,87,74,1015,1014,1012,16,16,16,23,14,35,1.78,5,Rain,51<br />
2002-1-27,27,24,21,21,21,19,100,85,65,1015,1013,1011,16,16,16,26,13,37,2.03,5,Rain,70<br />
2002-1-28,26,23,21,22,21,19,100,86,66,1013,1011,1009,16,16,14,23,8,,8.64,5,Rain,64<br />
2002-1-29,24,22,21,22,21,19,100,90,78,1012,1010,1008,16,15,6,32,14,39,53.85,7,Rain,102<br />
2002-1-30,27,24,22,22,21,20,96,83,67,1015,1013,1010,16,16,13,21,11,,1.02,3,Rain,92<br />
2002-1-31,27,24,22,22,21,18,91,80,71,1019,1017,1015,16,16,14,29,13,37,0.00,5,Rain,76<br />
2002-2-1,27,24,21,19,18,16,90,69,54,1020,1018,1016,16,16,13,27,19,35,1.02,2,Rain,63<br />
2002-2-2,26,23,20,19,18,17,87,73,60,1018,1017,1015,16,16,16,23,13,,0.00,1,,99<br />
2002-2-3,27,22,18,19,17,16,93,74,56,1020,1018,1015,16,16,16,19,10,,0.00,1,,326<br />
2002-2-4,26,23,21,20,19,18,96,81,68,1022,1021,1019,16,15,10,24,11,35,0.25,5,Rain,20<br />
2002-2-5,27,23,21,19,17,16,87,69,52,1023,1021,1019,16,16,16,24,13,32,0.00,2,Rain,49<br />
2002-2-6,27,23,19,18,17,14,90,70,44,1021,1019,1016,16,16,16,19,10,,0.00,2,,64<br />
2002-2-7,27,22,18,19,17,16,87,73,58,1017,1016,1013,16,16,16,21,8,,0.00,2,,235<br />
2002-2-8,23,20,18,19,17,13,100,83,66,1021,1017,1014,16,11,2,26,11,34,17.27,6,Rain,15<br />
2002-2-9,23,21,19,13,11,8,70,54,41,1023,1021,1019,16,16,16,45,23,55,0.00,2,,49<br />
2002-2-10,24,21,19,13,11,9,58,52,43,1022,1021,1019,16,16,16,35,26,48,0.00,3,,59<br />
2002-2-11,23,21,20,13,12,10,61,55,44,1021,1020,1018,16,16,16,34,23,45,0.00,5,Rain,57<br />
2002-2-12,24,21,19,18,16,12,84,69,57,1019,1017,1016,16,16,14,24,16,34,0.00,5,Rain,39<br />
2002-2-13,26,23,21,18,17,15,84,69,52,1018,1017,1015,16,16,16,29,16,37,0.00,4,,54<br />
2002-2-14,26,22,19,17,16,15,84,68,52,1019,1017,1015,16,16,16,34,14,42,0.00,1,,31<br />
2002-2-15,26,23,21,18,17,15,84,71,56,1019,1017,1015,16,16,16,39,23,52,0.00,4,Rain,65<br />
2002-2-16,27,24,21,18,17,16,81,67,52,1021,1019,1017,16,16,16,27,21,,0.00,2,,63<br />
2002-2-17,26,24,22,18,17,16,73,64,54,1021,1019,1017,16,16,16,24,14,,0.00,5,,66<br />
2002-2-18,28,24,21,19,17,16,78,67,46,1019,1018,1016,16,16,16,23,8,,0.00,3,,155<br />
2002-2-19,29,24,21,18,16,13,81,62,37,1019,1017,1015,16,16,16,26,10,,0.00,3,,332<br />
2002-2-20,27,23,19,18,15,12,84,62,45,1021,1019,1016,16,16,16,26,14,35,0.00,2,,15<br />
2002-2-21,26,22,18,14,13,11,78,57,43,1022,1020,1018,16,16,16,29,14,39,0.00,1,,47<br />
2002-2-22,26,23,20,15,13,12,66,55,43,1021,1020,1018,16,16,16,26,13,32,0.00,5,,55<br />
2002-2-23,26,23,21,15,13,12,70,57,46,1020,1019,1017,16,16,16,21,11,,0.00,6,,50<br />
2002-2-24,26,23,20,16,15,14,73,63,50,1019,1018,1016,16,16,16,34,18,45,0.00,1,,43<br />
2002-2-25,24,22,21,16,14,12,73,61,48,1021,1019,1017,16,16,16,45,24,55,0.00,4,Rain,48<br />
2002-2-26,24,22,20,15,13,11,73,57,46,1022,1020,1017,16,16,16,39,29,48,0.00,2,,50<br />
2002-2-27,26,22,19,14,12,10,63,54,46,1020,1018,1015,16,16,16,34,18,45,0.00,2,,34<br />
2002-2-28,24,20,16,16,13,11,79,64,48,1018,1016,1014,16,16,16,19,10,,0.00,2,,5<br />
2002-3-1,26,21,16,15,13,12,87,64,43,1017,1016,1014,16,16,16,21,10,,0.00,3,Rain,340<br />
2002-3-2,24,20,16,18,14,12,83,71,46,1018,1017,1016,16,16,6,24,10,,1.52,3,Rain,345<br />
2002-3-3,24,21,17,14,11,8,75,54,37,1020,1019,1017,16,16,16,32,16,42,0.00,0,,23<br />
2002-3-4,24,21,17,14,13,11,67,59,50,1020,1019,1017,16,16,16,35,16,47,0.00,1,,35<br />
2002-3-5,26,23,20,18,16,14,78,66,54,1020,1019,1017,16,16,16,35,18,42,0.00,1,,62<br />
2002-3-6,27,24,21,20,19,18,94,76,60,1020,1019,1017,16,15,4,24,11,32,4.83,3,Rain,71<br />
2002-3-7,27,24,21,22,20,18,97,81,58,1019,1018,1016,16,14,2,24,11,32,18.03,4,Rain,340<br />
2002-3-8,27,23,21,21,20,19,96,80,62,1020,1018,1016,16,16,13,14,6,,0.00,2,Rain,270<br />
2002-3-9,28,24,21,21,19,18,100,76,56,1021,1019,1016,16,15,4,23,11,,1.02,4,Rain,72<br />
2002-3-10,26,23,21,21,18,17,100,73,62,1023,1020,1019,16,16,13,21,10,,0.00,2,Rain,103<br />
2002-3-11,28,24,21,18,17,16,78,64,49,1022,1019,1016,16,16,16,24,14,29,0.00,0,,50<br />
2002-3-12,27,23,20,20,18,17,84,70,56,1019,1017,1015,16,16,16,26,13,,0.00,1,,318<br />
2002-3-13,26,23,21,20,18,16,84,72,60,1019,1017,1016,16,16,16,26,8,,0.00,1,Rain,338<br />
2002-3-14,28,23,19,19,18,17,90,74,54,1019,1017,1015,16,16,16,16,8,,0.00,1,,5<br />
2002-3-15,28,24,21,20,18,18,87,71,53,1019,1017,1014,16,16,16,24,8,39,0.00,2,,59<br />
2002-3-16,26,23,20,21,19,18,94,81,66,1018,1016,1015,16,15,3,23,10,27,30.73,3,Rain,350<br />
2002-3-17,23,21,19,19,16,12,90,71,57,1021,1019,1017,16,16,11,37,19,48,0.51,2,Rain,8<br />
2002-3-18,24,21,19,12,11,9,65,55,44,1021,1019,1018,16,16,16,40,26,58,0.00,0,,34<br />
2002-3-19,24,21,18,13,12,10,61,54,43,1021,1019,1018,16,16,16,37,24,52,0.00,1,,50<br />
2002-3-20,26,23,20,14,13,11,63,55,45,1020,1018,1016,16,16,16,39,24,48,0.00,2,,64<br />
2002-3-21,27,23,21,16,15,13,70,59,45,1019,1017,1015,16,16,16,32,24,40,0.00,1,,63<br />
2002-3-22,27,24,21,17,16,14,73,64,52,1018,1016,1014,16,16,16,24,14,,0.00,2,,63<br />
2002-3-23,26,23,21,19,17,15,75,69,60,1017,1015,1013,16,16,16,23,10,,0.00,1,,116<br />
2002-3-24,28,24,20,21,18,15,82,69,51,1015,1014,1012,16,16,16,24,8,29,0.00,1,Rain,81<br />
2002-3-25,28,26,24,21,20,18,82,72,58,1019,1016,1014,16,16,16,26,16,29,0.25,2,,101<br />
2002-3-26,28,26,23,21,19,18,88,72,54,1019,1017,1015,16,16,16,26,11,35,0.00,3,,69<br />
2002-3-27,27,25,22,19,18,18,79,70,60,1019,1016,1014,16,16,14,23,11,,0.00,2,,63<br />
2002-3-28,27,23,20,21,18,17,85,73,60,1015,1013,1010,16,16,16,27,13,,0.00,3,Rain,144<br />
2002-3-29,27,24,21,22,21,19,94,85,71,1014,1012,1010,16,14,3,24,14,37,6.60,5,Rain,234<br />
2002-3-30,26,23,21,19,17,16,84,70,54,1016,1014,1012,16,16,16,24,13,29,0.00,5,,330<br />
2002-3-31,27,22,18,16,14,11,87,61,36,1016,1014,1013,16,16,16,29,10,,0.00,2,,298<br />
2002-4-1,25,21,17,16,14,12,81,63,43,1015,1014,1012,16,16,16,19,10,,0.00,2,,344<br />
2002-4-2,26,21,17,16,14,13,84,66,50,1018,1016,1014,16,16,16,21,10,,0.00,2,,355<br />
2002-4-3,26,22,18,16,16,15,81,66,52,1019,1017,1016,16,16,16,27,11,39,0.00,2,,24<br />
2002-4-4,27,23,21,18,17,16,78,67,52,1018,1017,1015,16,16,16,23,10,,0.00,4,,34<br />
2002-4-5,26,22,19,19,18,17,87,72,60,1017,1016,1014,16,16,16,19,6,,0.00,2,,256<br />
2002-4-6,27,23,21,21,19,17,87,77,62,1016,1014,1013,16,16,14,19,5,,0.00,4,Rain,233<br />
2002-4-7,29,26,23,21,19,16,88,73,44,1015,1013,1012,16,16,14,27,8,34,0.25,4,Rain,224<br />
2002-4-8,27,23,21,20,19,18,84,74,60,1015,1013,1012,16,16,16,19,10,,0.00,1,Rain,195<br />
2002-4-9,27,25,23,22,21,19,85,77,69,1017,1015,1013,16,16,16,16,10,,0.00,1,,204<br />
2002-4-10,27,24,22,23,21,19,88,80,69,1019,1017,1016,16,16,16,14,6,,0.00,1,,140<br />
2002-4-11,28,24,21,22,21,19,90,76,62,1019,1018,1016,16,16,13,19,6,,0.00,2,,153<br />
2002-4-12,27,24,22,21,20,19,87,74,65,1018,1017,1015,16,16,16,21,8,,0.00,1,,116<br />
2002-4-13,28,24,22,22,20,19,87,72,60,1018,1016,1015,16,16,16,23,11,,0.00,1,,91<br />
2002-4-14,28,26,23,21,20,19,83,72,60,1018,1017,1016,16,16,16,21,11,,0.00,2,Rain,104<br />
2002-4-15,26,24,23,21,20,19,82,74,66,1017,1016,1015,16,16,16,19,8,,0.00,1,,96<br />
2002-4-16,29,26,23,20,19,17,79,66,49,1018,1016,1014,16,16,16,34,18,42,0.00,1,,54<br />
2002-4-17,29,26,23,21,19,19,88,71,53,1018,1016,1014,16,16,16,27,14,39,0.00,3,,52<br />
2002-4-18,28,26,23,22,21,19,87,75,58,1015,1014,1012,16,16,16,19,8,,0.00,1,,183<br />
2002-4-19,28,24,22,22,21,20,94,78,63,1015,1013,1012,16,16,16,14,6,,0.51,2,Rain,271<br />
2002-4-20,28,26,23,21,21,19,90,76,63,1019,1016,1014,16,15,6,21,10,,0.00,3,Rain,358<br />
2002-4-21,29,26,23,20,18,17,79,64,47,1018,1017,1016,16,16,16,29,16,37,0.00,1,,61<br />
2002-4-22,29,26,23,18,17,16,73,62,47,1017,1016,1014,16,16,16,34,19,45,0.00,1,,70<br />
2002-4-23,28,25,22,17,17,16,71,61,49,1017,1016,1014,16,16,16,29,19,39,0.00,1,,62<br />
2002-4-24,28,25,22,18,17,17,73,64,49,1017,1016,1014,16,16,16,32,19,40,0.00,1,,65<br />
2002-4-25,28,24,21,21,19,18,88,74,54,1018,1016,1015,16,16,6,23,11,,0.00,3,Rain,39<br />
2002-4-26,28,24,22,20,19,17,84,70,54,1020,1018,1016,16,16,16,26,10,,0.00,3,,89<br />
2002-4-27,28,26,23,20,19,17,79,67,52,1019,1017,1015,16,16,16,24,18,37,0.00,1,,89<br />
2002-4-28,29,26,23,19,18,17,79,65,49,1016,1015,1013,16,16,14,26,14,32,0.00,1,,52<br />
2002-4-29,26,24,22,22,21,19,96,83,73,1016,1013,1012,16,15,5,32,11,42,1.27,4,Rain,97<br />
2002-4-30,28,24,22,20,18,17,82,66,51,1017,1016,1014,16,16,16,27,16,37,0.00,1,,62<br />
2002-5-1,29,27,24,19,19,17,76,65,49,1019,1017,1015,16,16,16,32,18,39,0.00,2,,67<br />
2002-5-2,29,26,23,19,18,17,73,64,47,1017,1016,1014,16,16,16,26,18,37,0.00,1,,66<br />
2002-5-3,27,24,23,20,19,18,76,69,58,1015,1014,1012,16,16,16,24,13,,0.00,2,,86<br />
2002-5-4,27,24,22,21,20,18,96,79,60,1015,1014,1012,16,15,3,24,6,32,3.56,4,Rain,47<br />
2002-5-5,27,24,22,22,21,19,94,83,64,1017,1015,1014,16,15,4,26,14,,4.83,6,Rain,58<br />
2002-5-6,25,23,21,22,21,19,94,88,76,1018,1016,1015,16,14,3,24,11,,6.60,7,Rain,47<br />
2002-5-7,27,24,21,21,21,19,100,84,65,1017,1015,1013,16,12,3,34,14,29,14.22,5,Rain,51<br />
2002-5-8,27,25,23,20,19,19,79,72,64,1015,1014,1013,16,16,16,26,19,37,0.00,3,,68<br />
2002-5-9,28,26,23,21,19,18,82,72,56,1015,1014,1013,16,16,16,26,18,34,0.00,3,,50<br />
2002-5-10,29,27,24,22,21,20,85,74,57,1016,1014,1013,16,16,14,26,18,,0.00,4,,64<br />
2002-5-11,27,26,24,21,20,19,82,71,62,1016,1014,1013,16,16,16,27,18,37,0.00,4,Rain,59<br />
2002-5-12,28,24,21,23,21,18,100,79,60,1014,1013,1011,16,14,3,29,11,40,13.46,5,Rain,125<br />
2002-5-13,26,24,22,22,21,18,100,86,62,1015,1013,1011,16,14,3,26,8,,6.35,5,Rain,100<br />
2002-5-14,29,27,24,22,21,17,89,72,52,1017,1015,1014,16,16,8,23,13,,0.51,3,Rain,98<br />
2002-5-15,29,26,23,22,21,19,87,70,59,1018,1016,1015,16,16,16,27,14,39,0.00,3,,69<br />
2002-5-16,29,27,24,20,19,19,74,66,53,1020,1017,1016,16,16,16,35,21,42,0.00,2,,65<br />
2002-5-17,29,26,23,19,19,18,76,65,53,1020,1018,1017,16,16,16,32,21,42,0.00,2,,65<br />
2002-5-18,28,26,24,20,19,19,79,69,56,1020,1019,1017,16,16,16,34,23,48,0.00,3,,64<br />
2002-5-19,29,26,23,20,19,18,79,68,54,1019,1017,1016,16,16,16,32,23,40,0.00,1,,71<br />
2002-5-20,28,26,23,21,19,18,87,70,54,1019,1017,1016,16,16,16,24,13,,0.00,3,,64<br />
2002-5-21,28,24,22,22,21,19,87,76,62,1019,1017,1016,16,16,16,23,10,,0.00,1,,293<br />
2002-5-22,27,24,22,22,21,18,90,80,64,1018,1017,1016,16,16,8,19,6,,0.51,2,Rain,258<br />
2002-5-23,28,24,21,22,20,18,90,74,56,1018,1017,1015,16,16,16,21,6,,0.00,1,,352<br />
2002-5-24,29,26,22,21,19,19,84,69,56,1019,1017,1015,16,16,16,19,8,,0.00,2,,31<br />
2002-5-25,28,24,21,22,19,17,82,70,51,1019,1017,1016,16,16,16,16,8,,0.00,1,,319<br />
2002-5-26,28,24,22,22,21,19,87,76,63,1018,1017,1015,16,16,16,23,8,,0.00,2,,221<br />
2002-5-27,28,24,22,22,21,19,90,75,67,1017,1016,1015,16,16,14,19,10,,0.00,3,Rain,112<br />
2002-5-28,28,24,22,22,21,19,87,73,62,1017,1016,1015,16,16,16,21,8,,0.00,1,,142<br />
2002-5-29,30,27,23,22,20,18,85,68,53,1017,1016,1015,16,16,16,26,13,,0.00,1,,85<br />
2002-5-30,30,27,24,20,19,18,76,63,49,1018,1016,1015,16,16,14,23,14,34,0.00,1,,59<br />
2002-5-31,31,27,24,20,19,18,76,62,48,1019,1017,1016,16,16,16,26,19,39,0.00,1,,63<br />
2002-6-1,31,27,23,19,18,16,76,60,40,1019,1017,1016,16,16,16,27,16,35,0.00,1,,63<br />
2002-6-2,31,27,23,21,21,19,79,68,53,1018,1017,1015,16,16,16,26,11,,0.00,2,,56<br />
2002-6-3,31,27,24,22,21,20,82,70,53,1018,1016,1015,16,16,16,24,10,,0.00,1,,82<br />
2002-6-4,31,28,24,22,20,18,85,66,48,1019,1018,1016,16,16,11,29,16,35,0.00,2,Rain,57<br />
2002-6-5,31,27,24,21,19,18,74,62,48,1019,1017,1016,16,16,16,27,18,35,0.00,1,,63<br />
2002-6-6,30,27,24,20,19,18,76,64,53,1018,1016,1015,16,16,16,29,16,40,0.00,2,,53<br />
2002-6-7,29,27,24,21,19,18,74,64,51,1016,1015,1013,16,16,13,27,18,34,0.00,3,Rain,59<br />
2002-6-8,31,27,24,19,18,17,73,60,46,1017,1015,1013,16,16,16,32,16,37,0.00,1,,63<br />
2002-6-9,29,26,23,20,19,16,73,63,46,1017,1015,1014,16,16,16,26,13,,0.00,1,,82<br />
2002-6-10,31,27,23,21,20,18,85,68,48,1017,1016,1014,16,16,6,27,14,37,0.51,2,Rain,67<br />
2002-6-11,29,26,23,22,19,17,93,67,51,1017,1015,1014,16,16,16,34,18,45,1.27,3,Rain,64<br />
2002-6-12,29,27,23,19,18,17,73,63,51,1018,1016,1015,16,16,16,37,21,47,0.00,2,,64<br />
2002-6-13,30,27,23,19,18,17,76,62,46,1019,1017,1016,16,16,16,35,24,45,0.00,1,Rain,66<br />
2002-6-14,29,27,24,19,17,16,71,57,43,1019,1017,1016,16,16,16,32,21,40,0.00,2,,53<br />
2002-6-15,30,27,23,18,18,17,71,58,46,1018,1017,1015,16,16,16,37,21,42,0.00,2,,67<br />
2002-6-16,29,26,23,19,18,17,81,61,48,1017,1016,1015,16,16,16,32,19,40,0.00,2,Rain,63<br />
2002-6-17,29,27,24,20,19,18,74,64,53,1016,1015,1014,16,16,16,34,23,40,0.00,1,,69<br />
2002-6-18,30,27,24,21,21,19,82,69,53,1017,1015,1014,16,16,16,29,19,40,0.00,2,Rain,58<br />
2002-6-19,30,27,24,22,21,17,89,71,53,1016,1015,1014,16,16,8,34,18,40,0.00,3,Rain,57<br />
2002-6-20,29,27,24,21,19,17,79,63,51,1017,1016,1015,16,16,16,34,24,42,0.00,5,,63<br />
2002-6-21,31,27,24,22,21,19,87,71,53,1019,1017,1015,16,16,10,35,23,45,0.00,5,Rain,62<br />
2002-6-22,30,27,24,22,21,20,89,74,55,1020,1018,1017,16,16,14,37,24,55,0.00,4,Rain,63<br />
2002-6-23,31,27,24,21,19,17,83,67,49,1019,1018,1017,16,16,16,35,24,53,0.00,3,,67<br />
2002-6-24,30,27,24,21,20,18,84,69,48,1020,1019,1017,16,16,16,35,19,48,0.00,3,Rain,60<br />
2002-6-25,29,26,23,20,18,16,74,59,46,1019,1018,1016,16,16,16,34,19,42,0.00,2,,57<br />
2002-6-26,30,27,24,19,18,17,71,59,46,1019,1018,1017,16,16,16,29,23,45,0.00,1,,53<br />
2002-6-27,31,27,23,20,19,18,74,63,48,1019,1018,1016,16,16,16,32,21,45,0.00,1,,55<br />
2002-6-28,31,27,24,20,19,18,74,63,49,1017,1016,1014,16,16,16,34,23,42,0.00,1,,67<br />
2002-6-29,31,27,24,20,19,18,74,63,48,1016,1015,1014,16,16,16,29,21,47,0.00,2,,63<br />
2002-6-30,29,27,25,22,20,18,82,68,53,1018,1016,1014,16,16,16,35,23,45,0.00,4,Rain,62<br />
2002-7-1,31,28,25,23,22,21,82,73,61,1018,1017,1016,16,16,16,39,23,52,0.00,4,,73<br />
2002-7-2,29,27,24,23,21,21,91,74,59,1019,1018,1017,16,16,16,32,24,45,0.00,5,Rain,63<br />
2002-7-3,29,27,24,22,21,19,78,70,56,1019,1017,1016,16,16,16,35,23,42,0.00,3,Rain,64<br />
2002-7-4,28,27,25,21,19,18,74,64,53,1019,1017,1016,16,16,16,35,24,52,0.00,1,,61<br />
2002-7-5,30,27,24,20,19,18,71,63,48,1019,1018,1016,16,16,16,39,24,48,0.00,2,,66<br />
2002-7-6,29,27,24,22,19,18,85,65,51,1019,1017,1016,16,16,10,37,26,42,0.00,4,Rain,59<br />
2002-7-7,29,26,23,22,21,19,87,73,58,1019,1017,1016,16,16,11,29,21,40,0.00,3,Rain,59<br />
2002-7-8,30,27,23,22,21,19,91,71,55,1019,1017,1016,16,16,16,34,19,40,0.00,3,Rain,59<br />
2002-7-9,29,26,23,21,21,20,87,71,58,1019,1018,1016,16,16,13,32,18,40,0.25,3,Rain,49<br />
2002-7-10,29,27,24,22,21,20,89,75,58,1019,1018,1017,16,16,16,35,16,48,0.25,5,Rain,59<br />
2002-7-11,31,28,25,22,21,21,79,70,55,1018,1017,1015,16,16,16,37,21,45,0.00,2,,63<br />
2002-7-12,31,27,24,21,20,18,82,67,49,1016,1016,1014,16,16,16,29,18,35,0.00,1,,63<br />
2002-7-13,31,27,23,21,20,18,82,67,48,1017,1016,1014,16,16,14,26,14,34,0.00,1,,47<br />
2002-7-14,29,26,23,21,21,19,85,70,56,1017,1016,1014,16,16,16,29,16,39,0.00,2,,60<br />
2002-7-15,31,28,24,23,21,19,88,70,51,1018,1016,1015,16,16,16,34,21,40,0.00,2,,67<br />
2002-7-16,30,27,24,22,21,19,82,68,53,1019,1017,1016,16,16,16,35,23,45,0.00,3,,65<br />
2002-7-17,29,27,24,22,21,19,85,69,53,1019,1018,1016,16,16,16,35,23,47,1.02,5,,62<br />
2002-7-18,31,27,24,22,20,18,89,68,46,1019,1017,1016,16,16,8,27,18,35,0.00,5,Rain,66<br />
2002-7-19,30,27,23,22,21,19,94,73,55,1018,1017,1015,16,15,3,29,16,37,0.76,4,Rain,66<br />
2002-7-20,30,27,24,20,18,17,76,60,46,1019,1017,1015,16,16,16,27,16,37,0.00,2,,52<br />
2002-7-21,30,27,23,22,21,19,94,73,53,1019,1018,1017,16,16,6,27,16,42,0.25,4,Rain,57<br />
2002-7-22,30,27,24,21,19,17,82,64,48,1018,1017,1016,16,16,14,32,18,45,0.00,2,Rain,50<br />
2002-7-23,29,27,24,19,18,17,71,60,46,1017,1016,1015,16,16,16,32,23,40,0.00,3,,54<br />
2002-7-24,29,27,24,21,19,18,82,64,53,1018,1017,1016,16,16,16,34,21,42,0.00,3,Rain,65<br />
2002-7-25,30,27,24,19,18,17,67,58,44,1017,1016,1015,16,16,16,39,24,58,0.00,2,,63<br />
2002-7-26,30,27,23,20,19,17,74,62,51,1016,1015,1014,16,16,16,35,24,48,0.00,1,,66<br />
2002-7-27,31,27,24,21,19,18,74,64,48,1016,1015,1014,16,16,16,34,21,42,0.00,2,,68<br />
2002-7-28,31,28,25,22,21,19,81,70,55,1015,1014,1012,16,16,16,24,14,37,0.00,4,,36<br />
2002-7-29,29,27,24,23,22,22,90,79,67,1015,1013,1012,16,16,10,16,8,,0.51,3,Rain,96<br />
2002-7-30,29,27,25,23,22,21,88,75,65,1016,1015,1014,16,16,16,19,8,,0.00,4,,94<br />
2002-7-31,32,28,24,22,21,20,85,68,50,1017,1015,1014,16,16,16,26,16,32,0.00,2,,65<br />
2002-8-1,31,28,25,21,19,17,76,62,43,1017,1016,1015,16,16,16,27,18,42,0.00,2,,53<br />
2002-8-2,31,28,24,20,19,18,74,62,46,1017,1016,1015,16,16,16,29,18,37,0.00,2,,69<br />
2002-8-3,31,27,24,22,20,18,83,66,48,1018,1017,1015,16,16,5,32,14,37,0.00,4,Rain,59<br />
2002-8-4,31,28,25,21,20,19,74,64,49,1019,1017,1015,16,16,16,35,21,40,0.00,2,,70<br />
2002-8-5,31,28,26,22,20,19,74,65,53,1019,1017,1016,16,16,16,35,18,45,0.00,2,,65<br />
2002-8-6,31,27,24,22,20,18,85,67,46,1016,1015,1014,16,16,13,34,23,40,0.00,4,Rain,67<br />
2002-8-7,31,27,24,21,19,18,79,63,48,1015,1014,1012,16,16,16,37,24,45,0.00,2,Rain,70<br />
2002-8-8,30,28,25,21,19,18,74,63,49,1017,1015,1013,16,16,16,35,26,45,0.00,1,,63<br />
2002-8-9,31,28,25,21,19,19,74,64,49,1018,1016,1015,16,16,16,32,23,40,0.00,1,,66<br />
2002-8-10,31,28,25,21,20,19,79,64,48,1016,1015,1014,16,16,16,29,19,42,0.25,2,,63<br />
2002-8-11,31,28,24,21,20,19,79,66,51,1015,1013,1011,16,16,16,27,18,35,0.00,3,,68<br />
2002-8-12,30,27,23,23,21,19,97,71,53,1014,1012,1010,16,15,5,29,13,,2.79,3,Rain,77<br />
2002-8-13,29,27,25,22,22,21,79,71,62,1014,1013,1012,16,16,16,21,8,,0.00,1,,43<br />
2002-8-14,28,27,26,24,23,22,90,80,71,1016,1014,1012,16,16,16,19,10,,2.29,2,Rain,77<br />
2002-8-15,30,28,25,23,22,21,88,73,59,1017,1015,1014,16,16,16,24,13,34,0.00,2,,51<br />
2002-8-16,32,28,25,21,20,19,76,64,48,1017,1016,1015,16,16,16,29,19,45,0.00,1,,67<br />
2002-8-17,31,28,25,21,19,18,71,61,46,1019,1017,1016,16,16,16,34,21,45,0.00,0,,66<br />
2002-8-18,31,28,26,21,20,19,74,65,53,1019,1018,1016,16,16,16,32,21,42,0.00,1,,59<br />
