
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-4-11,31,28,26,26,26,24,100,88,70,1012,1010,1007,10,10,6,14,2,,0.00,5,,39<br />
2007-4-12,32,28,25,27,26,25,100,92,75,1011,1009,1007,10,9,3,21,2,,0.00,5,Rain-Thunderstorm,139<br />
2007-4-13,31,28,25,26,26,24,100,93,75,1012,1010,1008,10,8,4,14,2,,0.00,6,Rain-Thunderstorm,2<br />
2007-4-14,33,29,25,27,26,23,100,85,62,1012,1010,1008,10,9,5,27,3,,0.00,6,Rain-Thunderstorm,52<br />
2007-4-15,33,30,27,27,26,25,94,83,63,1011,1010,1007,10,10,9,21,3,,0.00,6,Rain-Thunderstorm,58<br />
2007-4-16,33,30,27,27,26,25,100,84,70,1011,1009,1007,10,10,10,16,2,,0.00,6,Rain-Thunderstorm,43<br />
2007-4-17,33,29,25,27,25,24,94,83,66,1011,1009,1007,10,10,10,19,3,,0.00,6,Rain-Thunderstorm,101<br />
2007-4-18,32,29,26,27,26,25,94,84,66,1012,1010,1008,10,10,4,13,2,,0.00,5,Rain-Thunderstorm,47<br />
2007-4-19,32,29,26,27,26,24,94,84,66,1012,1011,1009,10,9,7,13,2,,0.00,5,Rain-Thunderstorm,219<br />
2007-4-20,33,29,26,26,25,23,94,82,59,1012,1010,1007,10,10,8,16,3,,0.00,6,,26<br />
2007-4-21,33,30,27,27,25,23,94,79,55,1012,1009,1007,10,10,10,16,3,,0.00,6,Thunderstorm,3<br />
2007-4-22,33,29,26,26,26,22,100,82,52,1011,1009,1007,10,9,6,16,2,,0.00,6,Rain,54<br />
2007-4-23,34,30,26,26,25,24,100,84,59,1010,1008,1006,10,10,8,14,2,,0.00,5,Rain-Thunderstorm,9<br />
2007-4-24,29,27,25,26,25,24,100,90,84,1011,1009,1006,10,9,5,10,2,,0.00,6,Rain-Thunderstorm,235<br />
2007-4-25,34,30,26,26,25,22,100,79,49,1010,1008,1006,10,9,6,19,3,,0.00,6,Rain-Thunderstorm,48<br />
2007-4-26,29,27,25,26,25,24,100,91,79,1012,1010,1008,10,9,5,14,3,,0.00,5,Rain-Thunderstorm,287<br />
2007-4-27,32,28,24,27,25,24,100,91,70,1011,1009,1007,10,9,1,21,2,39,0.00,6,Rain-Thunderstorm,102<br />
2007-4-28,31,27,24,26,25,24,100,89,70,1010,1008,1005,10,9,3,14,2,,0.00,6,Rain-Thunderstorm,63<br />
2007-4-29,32,28,24,26,25,24,100,86,62,1010,1008,1006,10,9,3,24,3,,0.00,6,Rain-Thunderstorm,200<br />
2007-4-30,31,27,23,26,25,22,100,84,66,1011,1009,1006,10,9,3,29,5,60,0.00,6,Rain-Thunderstorm,199<br />
2007-5-1,30,27,24,27,26,23,100,89,79,1011,1009,1007,10,10,2,26,6,,0.00,6,Rain-Thunderstorm,146<br />
2007-5-2,28,26,23,27,25,23,100,92,84,1011,1009,1007,10,9,3,42,10,64,0.00,6,Rain-Thunderstorm,132<br />
2007-5-3,29,27,26,27,26,25,100,93,84,1010,1008,1006,10,10,4,14,2,,0.00,5,Rain-Thunderstorm,148<br />
2007-5-4,30,28,25,26,25,24,100,88,74,1011,1009,1007,10,10,10,14,5,,0.00,5,Rain-Thunderstorm,227<br />
2007-5-5,31,28,26,27,26,24,94,85,74,1011,1009,1008,10,10,10,24,5,,0.00,6,,190<br />
2007-5-6,32,29,27,26,26,23,89,80,59,1011,1009,1007,10,10,10,16,8,,0.00,6,,172<br />
2007-5-7,33,30,27,27,26,24,100,81,62,1010,1008,1005,10,10,10,23,5,,0.00,6,,158<br />
2007-5-8,32,30,28,26,26,24,89,79,66,1010,1008,1006,10,10,10,21,10,,0.00,6,Thunderstorm,140<br />
2007-5-9,32,28,24,27,26,23,100,89,70,1011,1009,1008,10,9,3,24,6,40,0.00,6,Rain-Thunderstorm,173<br />
2007-5-10,32,28,25,26,25,24,100,83,66,1011,1009,1006,10,10,9,16,3,,0.00,6,,183<br />
2007-5-11,30,27,24,26,25,23,100,85,70,1010,1009,1006,10,10,4,27,5,,0.00,6,Rain-Thunderstorm,197<br />
2007-5-12,32,29,27,27,26,24,89,82,66,1010,1009,1006,10,10,10,21,3,,0.00,6,Rain-Thunderstorm,131<br />
2007-5-13,33,29,26,27,26,24,94,87,66,1010,1008,1007,10,10,8,21,6,,0.00,5,Rain-Thunderstorm,101<br />
2007-5-14,31,28,26,26,26,25,100,86,70,1010,1009,1007,10,10,7,21,3,,0.00,5,,62<br />
2007-5-15,28,26,23,26,25,23,100,91,79,1011,1010,1008,10,9,2,29,2,,0.00,6,Rain,17<br />
2007-5-16,32,29,26,26,25,23,94,82,62,1013,1010,1007,10,10,10,11,3,,0.00,6,Rain,56<br />
2007-5-17,32,29,27,26,26,25,94,88,66,1012,1010,1007,10,10,10,16,2,,0.00,6,Rain-Thunderstorm,22<br />
2007-5-18,30,28,25,26,25,23,94,85,74,1012,1010,1008,10,10,6,16,2,,0.00,5,Rain-Thunderstorm,160<br />
2007-5-19,33,29,25,25,24,23,94,81,59,1012,1011,1008,10,10,8,11,2,,0.00,6,Rain-Thunderstorm,91<br />
2007-5-20,32,29,26,27,25,24,94,83,66,1012,1010,1008,10,9,5,19,3,,0.00,6,,122<br />
2007-5-21,32,28,25,27,26,24,100,83,66,1012,1010,1007,10,10,7,19,5,,0.00,6,Rain,186<br />
2007-5-22,32,28,24,27,26,23,100,87,62,1012,1010,1008,10,10,1,34,3,,0.00,6,Rain-Thunderstorm,181<br />
2007-5-23,31,28,26,26,26,24,100,88,70,1012,1010,1008,10,9,3,24,3,,0.00,6,Rain-Thunderstorm,187<br />
2007-5-24,32,29,26,27,26,25,100,84,66,1010,1009,1006,10,10,6,19,3,,0.00,6,Rain,179<br />
2007-5-25,32,29,27,26,26,25,94,83,66,1011,1009,1007,10,10,10,19,3,,0.00,6,,165<br />
2007-5-26,32,29,27,27,26,23,94,83,66,1012,1010,1008,10,10,10,21,3,,0.00,6,Rain-Thunderstorm,163<br />
2007-5-27,32,29,26,27,26,25,100,83,66,1012,1009,1007,10,10,10,19,5,,0.00,6,Thunderstorm,136<br />
2007-5-28,32,29,27,26,25,24,94,80,66,1011,1009,1007,10,10,10,14,5,,0.00,6,Thunderstorm,142<br />
2007-5-29,31,28,26,26,26,24,94,83,66,1011,1009,1007,10,9,3,14,2,,0.00,6,Thunderstorm,244<br />
2007-5-30,32,28,25,26,26,24,94,82,62,1012,1010,1008,10,9,4,19,3,,0.00,6,Rain-Thunderstorm,192<br />
2007-5-31,32,29,27,27,26,23,94,83,59,1011,1010,1009,10,10,8,32,3,,0.00,5,Rain-Thunderstorm,180<br />
2007-6-1,32,28,24,26,26,23,100,88,66,1011,1009,1006,10,9,2,16,3,,0.00,6,Rain-Thunderstorm,157<br />
2007-6-2,33,29,26,27,26,24,100,86,62,1010,1008,1006,10,10,7,23,3,,0.00,6,Thunderstorm,150<br />
2007-6-3,33,29,26,27,25,24,100,81,59,1009,1008,1006,10,10,6,24,5,,0.00,6,Rain,121<br />
2007-6-4,32,29,27,27,26,24,94,86,70,1010,1008,1006,10,10,8,8,2,,0.00,5,Rain-Thunderstorm,236<br />
2007-6-5,32,29,26,27,25,23,100,83,59,1010,1008,1006,10,9,5,13,2,,0.00,6,Thunderstorm,196<br />
2007-6-6,31,28,26,26,24,24,94,83,70,1010,1009,1007,10,10,8,13,5,,0.00,6,Rain,228<br />
2007-6-7,33,30,27,26,25,23,94,79,55,1010,1009,1007,10,10,10,19,3,,0.00,6,,120<br />
2007-6-8,32,29,27,27,25,22,94,81,58,1010,1009,1007,10,10,10,16,3,,0.00,5,Rain-Thunderstorm,191<br />
2007-6-9,33,29,26,27,25,24,100,81,62,1010,1008,1006,10,10,7,11,3,,0.00,6,,153<br />
2007-6-10,34,30,27,26,25,23,94,79,59,1009,1007,1005,10,10,5,21,5,,0.00,5,Rain-Thunderstorm,140<br />
2007-6-11,31,28,26,26,26,23,100,84,62,1009,1007,1005,10,9,6,11,3,,0.00,6,Rain-Thunderstorm,212<br />
2007-6-12,30,27,24,26,25,24,100,86,70,1010,1007,1006,10,9,2,29,5,,0.00,5,Rain-Thunderstorm,176<br />
2007-6-13,33,30,28,26,25,24,89,79,66,1008,1006,1005,10,10,10,21,6,,0.00,6,,137<br />
2007-6-14,32,29,27,26,25,24,89,80,62,1008,1007,1005,10,10,10,24,3,,0.00,6,,162<br />
2007-6-15,31,28,26,26,25,24,94,85,66,1008,1007,1005,10,10,9,14,3,,0.00,5,Rain-Thunderstorm,197<br />
2007-6-16,30,27,24,26,25,23,100,90,79,1008,1006,1005,10,9,4,14,2,,0.00,5,Rain-Thunderstorm,231<br />
2007-6-17,29,27,25,25,24,24,100,88,79,1007,1006,1004,10,9,6,19,5,,0.00,6,Rain-Thunderstorm,267<br />
2007-6-18,32,29,27,26,26,25,94,84,66,1007,1005,1003,10,10,10,8,2,,0.00,6,,297<br />
2007-6-19,34,29,25,26,24,22,94,80,52,1007,1005,1003,10,10,8,16,3,,0.00,6,Rain-Thunderstorm,301<br />
2007-6-20,32,28,25,26,25,23,100,84,62,1007,1005,1004,10,10,8,13,3,,0.00,6,Rain-Thunderstorm,66<br />
2007-6-21,33,29,26,27,25,24,94,83,59,1008,1005,1004,10,10,10,19,2,,0.00,6,Rain-Thunderstorm,63<br />
2007-6-22,32,29,26,26,25,23,94,82,66,1008,1006,1005,10,10,8,11,2,,0.00,6,Thunderstorm,66<br />
2007-6-23,33,29,26,27,26,25,100,84,66,1010,1008,1007,10,10,10,21,5,,0.00,6,,175<br />
2007-6-24,32,30,28,27,26,24,94,82,62,1011,1009,1007,10,10,10,21,10,,0.00,6,Rain,163<br />
2007-6-25,31,29,27,27,26,23,94,85,74,1010,1009,1006,10,10,3,26,6,,0.00,6,Rain-Thunderstorm,157<br />
2007-6-26,32,27,22,26,24,22,100,82,62,1011,1008,1005,10,9,2,35,10,,0.00,5,Rain-Thunderstorm,223<br />
2007-6-27,33,30,27,26,25,21,94,76,49,1010,1009,1007,10,10,10,13,3,,0.00,6,,191<br />
2007-6-28,33,30,28,27,26,24,94,79,62,1012,1010,1008,10,10,10,14,3,,0.00,6,Rain,126<br />
2007-6-29,32,28,24,27,25,21,100,85,66,1012,1010,1008,10,9,3,16,2,,0.00,6,Rain-Thunderstorm,112<br />
2007-6-30,33,29,25,26,25,24,100,83,62,1011,1009,1007,10,10,10,14,3,,0.00,6,,106<br />
2007-7-1,32,29,27,26,25,21,94,80,55,1010,1009,1008,10,10,10,19,5,,0.00,6,Thunderstorm,148<br />
2007-7-2,33,30,27,27,26,24,94,80,63,1010,1008,1007,10,10,10,16,6,,0.00,6,,158<br />
2007-7-3,32,30,28,27,26,24,89,82,66,1011,1010,1008,10,10,10,23,8,,0.00,5,Rain-Thunderstorm,145<br />
2007-7-4,33,30,27,26,26,24,94,80,62,1011,1010,1008,10,10,10,19,8,,0.00,6,,148<br />
2007-7-5,31,29,28,26,25,22,89,78,58,1011,1010,1008,10,10,10,21,8,,0.00,6,Rain,174<br />
2007-7-6,33,30,27,26,25,24,94,78,62,1011,1010,1008,10,10,10,23,6,,0.00,6,,181<br />
2007-7-7,30,27,23,27,24,22,100,84,70,1013,1011,1009,10,9,2,14,5,,0.00,6,Rain-Thunderstorm,192<br />
2007-7-8,32,29,26,26,25,23,94,86,66,1012,1010,1007,10,10,5,21,2,,0.00,5,Rain-Thunderstorm,193<br />
2007-7-9,30,28,25,25,24,23,94,82,70,1011,1009,1008,10,10,5,19,8,,0.00,6,Rain-Thunderstorm,200<br />
2007-7-10,32,29,27,26,25,24,89,80,66,1011,1009,1006,10,10,10,19,8,,0.00,6,,193<br />
2007-7-11,30,28,25,26,25,24,100,87,79,1011,1009,1007,10,10,2,29,8,,0.00,6,Rain-Thunderstorm,180<br />
2007-7-12,30,28,26,27,25,24,100,82,70,1010,1008,1006,10,10,5,23,6,,0.00,6,Rain-Thunderstorm,193<br />
2007-7-13,32,29,27,25,24,23,84,75,62,1010,1008,1006,10,10,10,14,8,,0.00,6,,171<br />
2007-7-14,31,29,27,26,25,24,89,80,66,1010,1008,1006,10,10,10,21,10,,0.00,6,Rain,147<br />
2007-7-15,32,30,27,26,26,24,89,79,66,1011,1009,1008,10,10,10,21,11,,0.00,6,,152<br />
2007-7-16,32,29,26,26,25,24,94,81,62,1011,1009,1007,10,10,6,24,6,,0.00,6,,146<br />
2007-7-17,32,29,27,27,26,24,94,81,66,1011,1009,1006,10,10,10,19,6,,0.00,6,Rain,117<br />
2007-7-18,29,27,25,26,25,24,100,88,74,1011,1009,1007,10,10,6,16,5,,0.00,5,Rain-Thunderstorm,112<br />
2007-7-19,31,27,24,26,25,23,100,87,66,1012,1009,1007,10,9,1,11,2,,0.00,6,Rain-Thunderstorm,93<br />
2007-7-20,32,29,26,26,25,24,100,84,62,1011,1009,1006,10,10,10,13,3,,0.00,6,,56<br />
2007-7-21,28,27,25,26,25,24,100,94,84,1010,1009,1007,10,9,7,13,2,,0.00,6,Rain-Thunderstorm,74<br />
2007-7-22,29,27,24,26,24,24,100,92,74,1010,1008,1007,10,9,5,13,3,,0.00,6,Rain-Thunderstorm,241<br />
2007-7-23,28,26,24,25,24,23,100,90,74,1011,1009,1008,10,9,4,26,3,,0.00,6,Rain,217<br />
2007-7-24,29,27,24,25,24,23,100,92,70,1012,1010,1009,10,9,6,34,3,,0.00,6,Rain,216<br />
2007-7-25,29,27,24,25,24,23,100,88,74,1012,1010,1008,10,10,8,8,2,,0.00,6,Rain,172<br />
2007-7-26,28,27,25,26,25,24,100,92,84,1010,1009,1007,10,10,7,11,2,,0.00,6,Rain-Thunderstorm,126<br />
2007-7-27,28,27,25,26,25,23,100,96,89,1011,1009,1008,10,9,3,19,2,,0.00,6,Rain-Thunderstorm,143<br />
2007-7-28,28,27,25,26,25,24,100,96,89,1010,1009,1007,10,7,1,24,2,,0.00,6,Rain-Thunderstorm,265<br />
2007-7-29,28,26,24,26,24,22,100,92,79,1011,1010,1008,10,8,3,16,0,,0.00,6,Rain-Thunderstorm,227<br />
2007-7-30,31,28,25,26,25,24,100,85,66,1011,1010,1009,10,10,4,21,5,,0.00,6,Rain,165<br />
2007-7-31,31,28,26,26,24,23,94,81,66,1012,1010,1008,10,10,6,19,5,,0.00,5,Rain,158<br />
2007-8-1,30,28,26,25,24,23,94,83,70,1012,1011,1009,10,10,5,11,3,,0.00,6,Rain,178<br />
2007-8-2,32,29,26,25,24,21,94,78,58,1012,1011,1009,10,10,10,16,5,,0.00,6,,168<br />
2007-8-3,31,28,26,24,24,22,89,76,62,1012,1010,1009,10,10,10,14,5,,0.00,6,,177<br />
2007-8-4,31,28,26,24,23,21,89,76,62,1010,1009,1007,10,10,10,16,6,,0.00,6,,188<br />
