
WSDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-24,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-25,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-26,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-27,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-28,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-29,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-30,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-1-31,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-1,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-2,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-3,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-4,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-5,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-6,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-7,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-8,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-9,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-10,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-11,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-12,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-13,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-14,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-15,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-16,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-17,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-18,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-19,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-20,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-21,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-22,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-23,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-24,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-25,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-26,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-27,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-28,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-29,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-1,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-2,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-3,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-4,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-5,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-6,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-7,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-8,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-9,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-10,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-11,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-12,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-13,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-14,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-15,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-16,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-17,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-18,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-19,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-20,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-21,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-22,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-23,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-24,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-25,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-26,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-27,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-28,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-29,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-30,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-3-31,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-1,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-2,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-3,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-4,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-5,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-6,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-7,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-8,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-9,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-4-10,30,27,24,25,24,23,94,80,64,1014,1013,1011,19,17,10,8,5,,2.03,,,-1<br />
2012-4-11,30,27,24,23,23,22,90,74,60,1013,1011,1009,19,19,19,14,3,,0.00,,,-1<br />
2012-4-12,30,28,25,24,24,23,89,76,61,1012,1011,1010,19,19,19,14,3,,2.03,,,-1<br />
2012-4-13,30,27,24,24,23,22,92,81,64,1014,1012,1011,19,19,19,10,5,,0.00,,,-1<br />
2012-4-14,31,28,25,26,24,23,94,80,60,1014,1013,1011,19,19,19,13,6,,0.25,,Rain,-1<br />
2012-4-15,30,27,24,25,24,23,98,78,64,1014,1013,1011,19,19,19,23,8,,0.00,,,-1<br />
2012-4-16,30,27,24,26,24,22,90,82,64,1013,1012,1010,19,19,19,26,10,,0.00,8,,-1<br />
2012-4-17,31,28,24,26,24,23,88,78,62,1012,1011,1009,19,19,19,24,10,,0.00,,Rain-Thunderstorm,-1<br />
2012-4-18,31,27,24,24,23,21,85,75,63,1011,1010,1008,19,19,19,14,6,,0.00,,,-1<br />
2012-4-19,31,27,24,27,24,22,89,79,64,1012,1010,1009,19,19,19,19,5,,0.00,,,-1<br />
2012-4-20,32,28,23,26,24,23,97,80,64,1011,1010,1008,19,19,19,29,8,,0.00,,,-1<br />
2012-4-21,31,28,24,26,25,24,98,83,65,1011,1010,1008,19,19,19,16,6,,7.87,,Rain,-1<br />
2012-4-22,29,27,26,25,24,23,96,86,68,1010,1009,1008,19,19,19,13,5,,0.00,,,-1<br />
2012-4-23,31,28,24,25,24,23,94,78,63,1010,1009,1007,19,19,19,21,8,,16.00,8,Rain,-1<br />
2012-4-24,31,28,24,26,25,23,95,82,67,1012,1010,1008,19,19,19,16,3,,0.00,,,-1<br />
2012-4-25,31,28,25,25,24,23,91,75,61,1014,1012,1011,19,19,19,182,61,,0.00,,,-1<br />
2012-4-26,31,29,27,27,25,24,82,73,65,1013,1011,1010,19,19,19,19,11,,0.00,,,-1<br />
2012-4-27,31,28,25,26,24,24,93,83,71,1012,1011,1009,19,19,19,34,6,,0.00,,Rain,-1<br />
2012-4-28,31,28,24,26,24,23,91,81,65,1012,1011,1009,19,19,19,32,8,,0.00,8,,-1<br />
2012-4-29,29,27,25,26,25,24,92,87,72,1011,1010,1009,19,19,19,55,11,,4.06,,Rain,-1<br />
2012-4-30,27,26,24,24,23,21,90,81,73,1012,1011,1009,19,18,10,13,6,,2.03,8,Rain,-1<br />
2012-5-1,29,27,24,24,23,22,92,82,68,1012,1011,1009,19,19,19,11,5,,0.00,,,-1<br />
2012-5-2,29,27,24,24,23,23,92,80,62,1011,1009,1007,19,19,19,10,2,,0.00,,,-1<br />
2012-5-3,28,27,25,24,23,23,92,83,65,1010,1009,1007,19,19,19,14,5,,2.03,8,Rain,-1<br />
2012-5-4,31,27,24,25,24,23,95,80,64,1010,1008,1007,19,19,19,10,5,,0.00,,,-1<br />
2012-5-5,30,27,24,26,24,23,92,83,63,1011,1008,1001,19,19,19,16,2,,2.03,,Thunderstorm,-1<br />
2012-5-6,30,27,24,26,24,23,91,79,62,1011,1010,1008,19,19,19,11,3,,0.00,,,-1<br />
2012-5-7,30,27,24,24,24,23,91,76,62,1012,1010,1008,19,19,19,16,6,,0.00,,Rain,-1<br />
2012-5-8,30,27,24,26,24,23,96,83,64,1014,1012,1010,19,19,19,34,5,,0.00,8,Rain-Thunderstorm,-1<br />
2012-5-9,30,28,25,25,24,24,92,75,66,1015,1013,1010,19,19,19,40,14,,0.00,8,,-1<br />
2012-5-10,30,28,26,25,24,23,94,80,69,1014,1013,1010,19,19,19,16,5,,7.11,8,Rain,-1<br />
2012-5-11,31,28,26,25,24,23,87,75,66,1013,1011,1009,19,19,19,11,6,,0.00,,,-1<br />
2012-5-12,30,28,25,26,24,23,90,79,68,1012,1010,1009,19,19,19,32,14,,0.25,,,-1<br />
2012-5-13,31,28,25,28,25,23,89,78,64,1012,1011,1009,19,19,19,24,11,,1.02,,,-1<br />
2012-5-14,31,28,25,25,24,24,92,79,64,1013,1011,1010,19,19,19,21,10,,1.02,8,Rain,-1<br />
2012-5-15,31,28,24,26,24,23,88,76,60,1012,1010,1007,19,19,19,27,8,,0.00,,,-1<br />
2012-5-16,31,28,26,26,25,24,91,81,66,1011,1009,1008,19,19,19,16,10,,1.02,,,-1<br />
2012-5-17,31,28,25,26,24,23,90,80,67,1012,1010,1009,19,19,19,13,5,,0.00,,,-1<br />
2012-5-18,30,28,25,25,24,24,94,83,63,1011,1010,1010,19,19,19,8,2,,0.00,,,-1<br />
2012-5-19,29,28,26,25,24,24,87,78,67,1012,1010,1009,19,19,19,24,8,,3.05,8,Rain,-1<br />
2012-5-20,31,28,24,25,24,22,93,78,64,1012,1010,1008,19,19,19,11,5,,0.00,,,-1<br />
2012-5-21,31,27,24,24,23,21,91,74,57,1012,1010,1009,19,19,19,10,5,,0.00,,,-1<br />
2012-5-22,30,27,24,25,24,23,95,84,67,1013,1011,1009,19,19,19,10,5,,0.51,,,-1<br />
2012-5-23,31,28,24,24,24,23,91,83,60,1012,1010,1008,19,19,19,8,5,,0.25,,,-1<br />
2012-5-24,28,26,24,24,23,22,96,88,74,1012,1010,1009,19,18,10,6,3,,7.11,8,Rain-Thunderstorm,-1<br />
2012-5-25,29,27,24,24,23,22,88,76,64,1010,1008,1006,19,18,10,24,11,,941.07,8,Rain,-1<br />
2012-5-26,28,26,24,23,23,22,95,82,67,1008,1007,1005,19,16,10,14,5,,4.06,8,Rain,-1<br />
2012-5-27,28,26,23,23,22,21,95,74,58,1008,1006,1005,19,19,19,24,10,,1.02,,,-1<br />
2012-5-28,29,26,22,22,21,21,94,73,49,1010,1008,1007,19,19,19,13,6,,0.00,,,-1<br />
2012-5-29,29,26,22,23,22,21,88,73,56,1011,1009,1007,19,19,19,14,6,,0.00,,,-1<br />
2012-5-30,29,27,23,24,23,21,99,80,57,1011,1009,1008,19,19,19,14,6,,0.00,,,-1<br />
2012-5-31,29,26,23,24,23,22,92,76,62,1011,1009,1008,19,19,19,19,6,,0.00,,,-1<br />
2012-6-1,30,27,24,23,23,22,86,75,53,1013,1011,1009,19,19,19,21,8,,6.10,8,Rain,-1<br />
2012-6-2,28,26,24,23,23,22,91,76,62,1013,1012,1010,19,19,19,16,6,,0.00,,,-1<br />
2012-6-3,30,27,24,24,23,22,89,77,62,1013,1012,1010,19,19,19,34,6,,0.00,,,-1<br />
2012-6-4,27,26,24,24,24,23,95,86,79,1013,1012,1010,19,19,19,16,6,,8.89,8,Rain,-1<br />
2012-6-5,28,27,24,24,23,23,94,82,69,1012,1010,1009,19,19,19,24,10,,0.51,8,Rain,-1<br />
2012-6-6,29,26,23,26,24,22,95,82,71,1011,1010,1009,19,19,19,32,13,,0.25,,,-1<br />
2012-6-7,27,23,23,24,23,22,91,88,84,1010,1010,1010,19,19,19,23,21,,0.00,,,-1<br />
2012-6-8,27,,27,25,25,25,85,85,85,1012,1012,1012,19,19,19,11,11,,0.00,,,-1<br />
2012-6-9,28,28,26,26,25,24,91,84,77,1012,1011,1010,19,19,19,29,16,,4.06,8,Rain,-1<br />
2012-6-10,29,28,24,25,24,22,86,74,67,1012,1011,1009,19,19,19,34,14,,0.00,,,-1<br />
2012-6-11,29,26,23,25,23,22,93,82,71,1012,1010,1008,19,19,19,14,5,,0.00,,,-1<br />
2012-6-12,29,26,23,25,23,21,89,80,71,1012,1011,1009,19,19,19,13,6,,0.25,,,-1<br />
2012-6-14,30,29,28,24,24,24,75,68,64,1013,1011,1010,19,19,19,10,6,,0.00,,,-1<br />
2012-6-15,31,29,26,26,25,24,91,77,69,1014,1012,1011,19,19,19,16,11,,0.00,,,-1<br />
2012-6-16,30,27,23,25,24,21,87,79,69,1015,1014,1013,19,19,19,16,5,,0.00,,Rain,-1<br />
2012-6-17,32,28,23,25,23,22,89,77,50,1015,1014,1013,19,19,19,34,5,,0.00,,,-1<br />
2012-6-18,31,27,23,24,23,23,96,78,60,1015,1013,1011,19,19,19,32,8,,0.00,,,-1<br />
2012-6-19,30,27,23,24,23,22,88,72,60,1014,1012,1010,19,19,19,26,11,,0.00,,,-1<br />
2012-6-20,29,27,23,23,23,21,82,70,63,1013,1012,1011,19,19,19,27,13,,0.00,,,-1<br />
2012-6-21,29,27,23,24,23,21,85,75,62,1014,1013,1012,19,19,19,23,8,,1.02,,,-1<br />
2012-6-22,30,27,24,23,22,21,86,70,58,1015,1014,1013,19,19,19,24,10,,3.05,,,-1<br />
2012-6-23,31,27,22,23,21,19,93,69,44,1015,1013,1011,19,19,19,19,6,,0.00,,,-1<br />
2012-6-24,29,27,24,24,23,22,96,81,64,1012,1011,1010,19,17,3,14,5,,0.51,,Rain,-1<br />
2012-6-25,29,27,22,23,22,20,90,71,54,1013,1011,1010,19,19,19,23,5,,0.00,,,-1<br />
2012-6-26,28,24,21,20,19,18,85,66,48,1014,1013,1011,19,19,19,14,2,,0.00,,,-1<br />
2012-6-27,28,24,21,20,19,17,81,65,47,1014,1012,1011,19,19,19,182,18,,0.00,,,-1<br />
2012-6-28,29,24,21,21,20,18,87,68,51,1012,1011,1009,19,19,19,24,8,,0.00,,,-1<br />
2012-6-29,28,26,24,22,21,20,77,67,60,1013,1012,1011,19,19,19,19,10,,0.00,,,-1<br />
2012-6-30,29,27,24,23,22,21,80,68,61,1014,1012,1010,19,19,19,35,13,,0.00,,,-1<br />
2012-7-1,30,26,22,24,22,19,87,75,63,1013,1011,1009,19,19,19,24,5,,0.00,,,-1<br />
2012-7-2,29,26,22,25,22,21,96,78,56,1011,1010,1008,19,19,19,29,6,,0.00,,,-1<br />
2012-7-3,29,26,22,24,22,21,89,73,57,1012,1011,1009,19,19,19,35,11,,0.00,,,-1<br />
2012-7-4,29,28,23,24,23,22,90,73,65,1013,1012,1010,19,19,19,37,21,,0.00,,,-1<br />
2012-7-5,29,26,23,24,23,22,92,83,67,1012,1011,1009,19,19,19,21,8,,3.05,,Rain,-1<br />
2012-7-6,29,27,23,23,22,21,87,75,61,1011,1010,1008,19,19,19,40,10,,0.00,,,-1<br />
2012-7-7,22,22,22,20,20,20,88,88,87,1010,1010,1009,19,19,19,6,3,,0.00,,,-1<br />
2012-7-8,29,,29,23,23,23,65,65,65,1012,1012,1012,19,19,19,14,14,,0.00,,,-1<br />
2012-7-9,27,27,26,24,23,23,83,79,75,1013,1012,1012,19,19,19,10,8,,0.00,,,-1<br />
2012-7-10,28,26,24,26,23,21,89,79,68,1014,1013,1011,19,19,19,29,13,,1.02,8,Rain,-1<br />
2012-7-11,29,26,23,22,21,19,85,66,48,1015,1014,1013,19,19,19,26,8,,0.00,,,-1<br />
2012-7-12,29,26,23,22,22,20,85,68,58,1014,1012,1010,19,19,19,32,8,,0.00,,,-1<br />
2012-7-13,29,27,24,23,22,21,91,77,61,1013,1011,1010,19,19,19,19,5,,5.08,8,Rain,-1<br />
2012-7-14,27,26,24,22,22,22,79,73,66,1013,1011,1009,19,19,19,16,3,,0.00,8,,-1<br />
2012-7-15,29,27,24,21,20,19,74,61,49,1013,1011,1009,19,19,19,11,5,,0.00,,,-1<br />
2012-7-16,27,24,23,21,21,20,83,72,61,1013,1012,1011,19,19,19,11,3,,0.00,,,-1<br />
2012-7-17,29,26,23,21,21,20,84,69,50,1013,1012,1009,19,19,19,13,6,,0.00,,,-1<br />
2012-7-18,28,26,23,24,22,21,90,76,62,1012,1011,1010,19,19,19,35,10,,0.00,,,-1<br />
2012-7-19,28,26,23,24,23,22,96,85,70,1014,1012,1011,19,17,2,45,8,,40.89,8,Rain,-1<br />
2012-7-20,29,26,23,26,24,22,91,83,75,1015,1013,1011,19,19,19,24,8,,0.51,8,,-1<br />
2012-7-21,29,27,23,24,23,22,90,76,61,1014,1012,1010,19,19,19,32,13,,0.00,,,-1<br />
2012-7-22,29,28,26,24,23,23,83,74,67,1012,1010,1009,19,19,19,27,16,,0.00,,,-1<br />
2012-7-23,29,26,23,24,23,22,90,73,63,1013,1012,1010,19,19,19,26,13,,0.00,,,-1<br />
2012-7-24,29,27,27,24,23,22,80,73,68,1012,1011,1011,19,19,19,27,14,,0.51,,,-1<br />
2012-7-25,29,27,24,23,22,22,81,70,63,1012,1011,1009,19,19,19,32,14,,0.00,,,-1<br />
2012-7-26,29,23,22,23,22,21,89,82,65,1012,1011,1009,19,19,19,26,13,,0.00,,,-1<br />
2012-7-27,29,26,23,25,23,22,93,82,74,1011,1009,1008,19,19,19,19,10,,0.00,,,-1<br />
2012-7-28,28,27,24,24,24,23,95,86,75,1011,1009,1007,19,18,10,11,5,,9.91,8,Rain,-1<br />
2012-7-29,29,27,25,25,25,24,98,86,71,1011,1010,1008,19,19,19,11,3,,4.06,8,Rain,-1<br />
2012-7-30,30,27,23,26,24,22,93,82,69,1012,1010,1008,19,19,19,24,8,,0.00,,,-1<br />
2012-7-31,29,26,23,24,23,21,93,78,67,1012,1011,1009,19,19,19,27,6,,0.00,,,-1<br />
2012-8-1,29,26,22,23,22,21,92,70,60,1014,1012,1010,19,19,19,29,11,,0.00,,,-1<br />
2012-8-2,29,26,22,23,22,21,87,72,57,1014,1013,1011,19,19,19,34,13,,0.00,,,-1<br />
2012-8-3,28,25,22,22,21,19,90,68,54,1014,1012,1010,19,19,19,39,13,,0.00,,,-1<br />
2012-8-4,29,27,25,23,22,21,84,67,51,1014,1012,1011,19,19,19,27,13,,0.00,,,-1<br />
2012-8-5,29,27,24,23,22,22,86,72,63,1014,1013,1011,19,19,19,16,6,,0.00,,,-1<br />
2012-8-6,29,26,22,23,22,19,87,73,56,1015,1013,1012,19,19,19,29,8,,0.00,,,-1<br />
2012-8-7,29,27,24,24,23,22,87,76,58,1015,1013,1011,19,19,19,34,10,,0.00,,,-1<br />
2012-8-8,29,27,24,24,24,22,86,76,66,1014,1012,1010,19,19,19,27,18,,8.89,8,,-1<br />
2012-8-9,29,26,22,23,22,20,88,73,60,1014,1013,1011,19,19,19,26,14,,0.00,,,-1<br />
2012-8-10,29,27,23,24,23,22,88,76,61,1014,1013,1011,19,19,19,32,11,,0.00,,,-1<br />
2012-8-11,29,27,25,24,23,23,89,78,66,1015,1013,1012,19,19,19,24,8,,0.00,8,Rain,-1<br />
2012-8-12,29,26,23,24,23,21,91,79,63,1014,1012,1011,19,19,19,23,8,,0.00,,,-1<br />
2012-8-13,29,26,23,24,23,22,89,77,63,1014,1013,1011,19,19,19,40,13,,0.00,,,-1<br />
2012-8-14,29,26,22,22,21,21,88,74,59,1013,1012,1011,19,19,19,37,11,,0.00,,,-1<br />
2012-8-15,29,26,22,23,22,21,86,71,62,1015,1013,1011,19,19,19,37,13,,0.00,,,-1<br />
2012-8-16,29,27,23,22,21,20,87,68,54,1015,1014,1012,19,19,19,21,11,,0.00,,,-1<br />
2012-8-17,29,26,22,22,21,19,85,72,59,1016,1014,1012,19,19,19,29,10,,0.00,,,-1<br />
2012-8-18,29,27,24,24,22,21,76,70,61,1016,1015,1013,19,19,19,32,10,,0.00,,,-1<br />
2012-8-19,30,27,24,22,21,18,74,61,45,1015,1014,1012,19,19,19,32,10,,0.00,,,-1<br />
2012-8-20,29,26,22,22,21,19,85,72,56,1014,1013,1012,19,19,19,19,5,,0.00,,,-1<br />
2012-8-21,28,26,22,21,19,18,82,65,44,1015,1013,1010,19,19,19,40,10,,0.00,,,-1<br />
2012-8-22,28,24,21,20,19,19,86,72,53,1015,1014,1013,19,19,19,6,2,,0.00,,,-1<br />
2012-8-23,29,26,23,24,22,21,81,73,63,1015,1014,1012,19,19,19,26,8,,0.00,,,-1<br />
2012-8-24,28,26,23,23,22,21,87,76,62,1014,1013,1011,19,19,19,37,11,,0.00,,,-1<br />
2012-8-25,28,23,23,21,21,21,82,74,56,1014,1013,1012,19,19,19,8,3,,0.00,,,-1<br />
2012-8-26,29,27,23,24,23,21,83,75,65,1013,1012,1010,19,19,19,32,10,,0.00,,,-1<br />
2012-8-27,29,27,24,29,24,22,87,78,67,1014,1012,1011,19,19,19,32,11,,0.00,,,-1<br />
2012-8-28,30,27,24,24,23,22,86,73,61,1014,1013,1012,19,19,19,34,13,,0.00,,,-1<br />
2012-8-29,29,27,25,23,23,22,83,73,58,1015,1013,1011,19,19,19,27,16,,3.05,,Rain,-1<br />
2012-8-30,29,27,24,24,23,22,95,78,66,1014,1013,1011,19,18,10,27,16,,16.00,8,Rain,-1<br />
2012-8-31,29,27,26,24,23,22,79,75,70,1013,1012,1010,19,19,19,24,16,,0.51,,,-1<br />
2012-9-1,29,27,24,25,23,21,83,77,71,1014,1012,1010,19,19,19,23,10,,0.00,,,-1<br />
2012-9-2,29,27,24,24,23,22,92,79,58,1014,1012,1011,19,19,19,27,10,,1.02,8,,-1<br />
2012-9-3,26,26,24,24,23,22,90,83,74,1015,1013,1012,19,19,19,23,14,,0.51,8,Rain,-1<br />
2012-9-4,27,26,25,22,21,20,78,70,66,1014,1013,1013,19,19,19,23,14,,0.00,,,-1<br />
2012-9-5,29,27,24,24,22,21,88,68,55,1014,1012,1011,19,19,19,21,14,,0.00,,Rain,-1<br />
2012-9-6,29,27,24,25,24,23,89,81,72,1013,1012,1010,19,18,10,19,10,,0.00,,Rain,-1<br />
2012-9-7,29,27,24,26,24,23,90,75,63,1014,1012,1011,19,19,19,14,5,,0.00,,,-1<br />
2012-9-8,30,29,28,24,24,23,73,67,64,1012,1011,1010,19,19,19,35,29,,0.00,,,-1<br />
2012-9-9,29,28,26,24,24,23,81,75,66,1014,1012,1010,19,19,19,23,16,,0.00,,,-1<br />
2012-9-10,29,28,26,25,24,23,83,74,65,1015,1013,1011,19,19,19,23,18,,0.00,,,-1<br />
2012-9-11,29,28,26,25,23,23,79,72,64,1014,1013,1010,19,19,19,26,13,,0.00,,,-1<br />
2012-9-12,29,27,24,24,23,22,92,77,64,1012,1011,1009,19,19,19,32,14,,0.25,,Rain,-1<br />
2012-9-13,30,28,26,26,24,22,79,73,68,1011,1010,1008,19,19,19,24,14,,0.76,,,-1<br />
2012-9-14,29,28,28,26,24,23,78,75,72,1012,1010,1010,19,19,19,19,14,,0.25,,,-1<br />
2012-9-15,29,27,24,24,24,23,90,80,69,1013,1012,1010,19,19,19,13,5,,0.00,,,-1<br />
2012-9-16,30,27,24,24,23,23,92,78,64,1013,1012,1011,19,19,19,26,11,,0.00,,Rain,-1<br />
2012-9-17,29,28,26,26,24,23,88,77,69,1015,1013,1011,19,19,19,37,26,,1.02,,,-1<br />
2012-9-18,29,28,26,23,23,22,80,70,63,1015,1013,1011,19,19,19,37,21,,0.00,,,-1<br />
2012-9-19,28,26,24,23,22,22,83,74,62,1013,1012,1011,19,19,19,16,6,,0.00,,,-1<br />
2012-9-20,29,28,26,24,23,22,80,73,65,1014,1012,1011,19,19,19,29,13,,0.00,,,-1<br />
2012-9-21,29,28,26,24,23,23,85,72,65,1014,1012,1011,19,19,19,32,18,,0.00,,,-1<br />
2012-9-22,29,28,27,26,24,23,84,79,74,1012,1011,1009,19,19,19,32,19,,3.05,,Rain,-1<br />
2012-9-23,28,27,24,25,24,22,95,86,77,1012,1010,1009,19,18,10,8,3,,10.92,8,,-1<br />
2012-9-24,29,27,23,25,23,22,90,77,68,1011,1010,1009,19,15,0,64,27,,0.25,,,-1<br />
2012-9-25,30,27,24,24,23,22,89,77,63,1012,1011,1009,19,19,19,24,10,,0.00,,,-1<br />
2012-9-26,29,28,26,25,24,23,86,79,71,1011,1010,1008,19,19,19,24,11,,0.00,,,-1<br />
