
HKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-4-3,25,22,19,15,14,13,78,61,50,1020,1017,1015,10,8,5,24,10,,0.00,5,,103<br />
2005-4-4,25,22,19,15,13,11,73,58,41,1022,1020,1018,10,7,4,39,24,,0.00,3,,105<br />
2005-4-5,23,21,19,17,15,11,83,71,53,1020,1017,1016,9,7,5,29,21,,0.00,6,,94<br />
2005-4-6,26,23,20,20,18,17,88,78,61,1016,1013,1011,10,8,5,34,21,,0.00,5,Rain,72<br />
2005-4-7,28,24,20,21,19,17,94,74,51,1014,1012,1010,10,9,6,29,10,,0.00,3,,74<br />
2005-4-8,29,26,23,23,22,21,94,83,66,1013,1011,1009,10,8,5,35,21,,0.00,4,Rain,139<br />
2005-4-9,29,27,24,23,23,22,94,82,66,1013,1011,1009,10,9,7,32,23,45,0.00,4,,167<br />
2005-4-10,28,26,24,23,23,22,89,82,74,1014,1012,1010,10,9,6,29,13,,0.00,5,,138<br />
2005-4-11,27,26,24,23,22,22,94,82,74,1014,1012,1010,10,9,5,32,21,,0.00,4,Rain,158<br />
2005-4-12,26,21,16,22,19,15,100,88,78,1019,1014,1011,10,7,2,35,19,,0.00,5,Rain,32<br />
2005-4-13,18,16,14,15,13,11,94,84,72,1021,1019,1017,10,7,5,26,16,48,0.00,6,Rain,47<br />
2005-4-14,23,20,17,17,14,10,88,69,49,1021,1018,1013,10,9,7,21,11,,0.00,5,Rain,31<br />
2005-4-15,25,22,20,18,17,15,83,72,61,1020,1018,1016,10,7,5,24,16,,0.00,6,Rain,88<br />
2005-4-16,23,22,21,19,18,16,88,80,69,1017,1016,1015,8,6,5,40,27,,0.00,6,Rain,95<br />
2005-4-17,24,22,20,18,17,16,83,74,65,1018,1016,1015,9,7,5,37,27,,0.00,6,,90<br />
2005-4-18,27,23,21,20,19,18,88,73,58,1019,1017,1015,10,8,5,16,13,,0.00,2,,64<br />
2005-4-19,27,24,22,21,19,18,83,72,61,1018,1017,1015,10,8,5,26,13,,0.00,4,,93<br />
2005-4-20,29,26,23,21,21,19,88,73,55,1018,1015,1013,10,7,4,26,11,,0.00,3,,301<br />
2005-4-21,28,26,23,21,21,20,88,77,62,1015,1013,1010,7,6,5,27,18,,0.00,4,,69<br />
2005-4-22,28,24,22,22,21,19,88,74,58,1015,1012,1010,10,8,4,23,8,,0.00,2,,115<br />
2005-4-23,29,27,24,22,21,21,89,75,62,1014,1012,1010,10,9,7,23,13,,0.00,3,,67<br />
2005-4-24,29,27,24,22,22,21,89,77,62,1014,1012,1010,10,10,8,23,8,,0.00,6,,68<br />
2005-4-25,27,26,25,23,22,21,89,79,70,1012,1011,1008,10,9,5,26,11,,0.00,6,Rain,105<br />
2005-4-26,27,24,23,22,21,20,89,81,70,1012,1010,1009,10,10,8,32,16,,0.00,5,,103<br />
2005-4-27,24,21,19,21,21,16,94,88,78,1014,1011,1009,10,7,2,39,26,,0.00,6,Rain,99<br />
2005-4-28,30,27,23,24,22,19,94,79,61,1011,1009,1006,10,9,6,29,19,,0.00,5,,143<br />
2005-4-29,30,28,27,25,23,22,84,76,66,1010,1008,1006,10,10,10,32,23,47,0.00,4,Rain,202<br />
2005-4-30,30,28,27,24,24,23,84,78,70,1009,1007,1006,10,10,10,35,26,53,0.00,6,Rain,202<br />
2005-5-1,29,24,19,25,24,18,94,78,74,1014,1007,1005,10,10,10,27,19,,0.00,6,Rain,203<br />
2005-5-2,31,29,27,25,24,23,84,77,70,1010,1008,1006,10,10,10,26,16,,0.00,5,,210<br />
2005-5-3,30,28,27,25,24,23,89,77,66,1011,1009,1006,10,10,6,23,13,39,0.00,4,Rain,180<br />
2005-5-4,29,28,27,25,23,23,84,77,70,1010,1007,1005,10,10,10,23,14,,0.00,4,Rain-Thunderstorm,171<br />
2005-5-5,31,24,19,25,23,16,84,71,62,1013,1004,1001,10,10,10,40,24,53,0.00,4,,204<br />
2005-5-6,29,24,20,24,21,18,94,74,61,1008,1005,1001,10,9,3,71,26,90,0.00,4,Rain-Thunderstorm,313<br />
2005-5-7,28,26,24,22,19,17,83,67,57,1010,1008,1006,10,9,6,26,16,,0.00,5,Rain,80<br />
2005-5-8,28,26,23,24,22,20,100,81,66,1009,1008,1007,10,8,1,23,14,,0.00,6,Rain-Thunderstorm,107<br />
2005-5-9,27,24,22,24,23,21,100,88,74,1008,1005,1004,10,9,1,48,14,69,0.00,6,Rain-Thunderstorm,139<br />
2005-5-10,29,27,24,24,23,22,100,89,74,1007,1005,1003,10,9,2,34,11,,0.00,6,Rain-Thunderstorm,79<br />
2005-5-11,28,26,24,24,23,22,94,86,74,1008,1007,1005,10,7,5,34,29,,0.00,5,Rain,95<br />
2005-5-12,31,28,25,26,25,24,94,82,70,1008,1006,1005,10,9,5,24,16,,0.00,5,Rain,144<br />
2005-5-13,32,23,14,25,24,11,88,76,66,1021,1006,1003,10,10,5,32,21,,0.00,4,Rain,204<br />
2005-5-14,32,30,28,25,25,24,84,75,66,1007,1006,1004,10,10,10,27,18,,0.00,4,Rain,212<br />
2005-5-15,32,30,29,26,25,24,79,75,66,1010,1008,1006,10,10,10,24,18,,0.00,4,Rain,205<br />
2005-5-16,32,30,29,26,24,24,84,72,62,1010,1009,1007,10,10,10,29,21,48,0.00,4,Rain,203<br />
2005-5-17,32,30,28,26,25,24,84,75,66,1010,1009,1007,10,10,9,32,23,42,0.00,5,Rain,205<br />
2005-5-18,32,30,28,26,26,24,89,79,66,1010,1009,1006,10,10,9,24,14,,0.00,4,Rain,203<br />
2005-5-19,30,28,26,26,25,24,94,84,74,1011,1009,1008,10,10,3,26,14,,0.00,5,Rain-Thunderstorm,102<br />
2005-5-20,30,28,26,25,24,24,89,81,70,1011,1010,1008,10,9,5,34,24,,0.00,6,,102<br />
2005-5-21,31,29,27,25,24,23,89,75,62,1011,1009,1007,10,10,10,29,18,39,0.00,4,,140<br />
2005-5-22,32,26,19,25,23,16,84,72,55,1014,1008,1006,10,10,10,24,11,,0.00,2,,185<br />
2005-5-23,31,28,26,25,24,23,89,77,62,1010,1008,1006,10,10,9,26,11,,0.00,5,Rain-Thunderstorm,133<br />
2005-5-24,31,27,24,25,23,21,100,79,55,1009,1007,1005,10,10,5,37,13,40,0.00,5,Rain-Thunderstorm,220<br />
2005-5-25,30,28,26,25,24,23,89,80,70,1010,1008,1007,10,10,9,34,16,,0.00,4,,105<br />
2005-5-26,28,22,17,25,24,14,94,84,78,1017,1009,1006,10,9,5,39,27,,0.00,6,Rain-Thunderstorm,108<br />
2005-5-27,31,27,24,26,24,22,94,84,66,1008,1006,1004,10,10,2,47,14,69,0.00,6,Rain-Thunderstorm,142<br />
2005-5-28,32,28,25,24,24,23,94,80,62,1008,1006,1004,10,10,5,34,13,,0.00,6,,103<br />
2005-5-29,30,24,19,24,22,18,94,75,62,1013,1009,1008,10,10,4,37,27,48,0.00,4,Rain,106<br />
2005-5-30,31,28,25,22,21,19,78,65,51,1010,1008,1006,10,10,10,32,24,,0.00,2,,108<br />
2005-5-31,30,28,25,24,23,22,89,76,66,1007,1006,1004,10,10,10,27,18,,0.00,3,,109<br />
2005-6-1,31,24,19,26,24,18,94,76,62,1014,1004,1001,10,10,5,21,13,,0.00,5,Rain,173<br />
2005-6-2,31,29,28,26,26,24,89,77,66,1004,1002,1001,10,10,6,37,23,,0.00,6,Rain,220<br />
2005-6-3,34,30,26,27,26,23,100,77,52,1005,1003,1001,10,10,4,32,16,,0.00,6,Rain-Thunderstorm,228<br />
2005-6-4,31,28,26,26,24,23,94,80,62,1006,1004,1003,10,10,4,26,13,,0.00,6,Rain-Thunderstorm,106<br />
2005-6-5,28,24,22,25,21,17,94,74,51,1007,1005,1003,10,9,2,35,26,,0.00,6,Rain,98<br />
2005-6-6,29,27,25,23,22,19,83,72,61,1007,1006,1004,10,9,7,39,27,,0.00,5,,105<br />
2005-6-7,28,26,24,23,22,20,89,76,65,1007,1005,1004,10,10,6,40,31,,0.00,6,Rain,102<br />
2005-6-8,30,28,26,23,22,21,83,72,58,1006,1005,1004,10,10,6,32,26,,0.00,5,Rain,104<br />
2005-6-9,30,28,25,25,23,21,94,79,62,1005,1004,1002,10,9,4,27,19,,0.00,5,Rain,104<br />
2005-6-10,32,28,25,26,24,23,100,80,59,1003,1002,999,10,8,2,24,13,,0.00,4,Rain,271<br />
2005-6-11,34,31,28,26,24,23,89,71,56,1002,1000,998,10,10,10,32,18,,0.00,4,,234<br />
2005-6-12,32,29,27,26,24,23,89,73,62,1002,1000,999,10,10,8,32,19,,0.00,6,Rain,240<br />
2005-6-13,30,28,26,26,26,25,94,84,74,1003,1001,1000,10,9,1,37,11,,0.00,6,Rain,229<br />
2005-6-14,33,29,25,28,26,24,100,84,70,1002,1000,999,10,9,3,40,23,,0.00,6,Rain-Thunderstorm,244<br />
2005-6-15,30,28,25,27,26,24,100,90,79,1003,1001,999,10,8,1,32,13,,0.00,6,Rain-Thunderstorm,209<br />
2005-6-16,28,27,25,26,25,24,100,90,79,1007,1004,1002,10,9,2,27,10,,0.00,6,Rain,181<br />
2005-6-17,31,28,26,26,24,22,94,81,70,1008,1006,1005,10,10,6,34,18,,0.00,6,Rain,167<br />
2005-6-18,31,29,28,26,26,25,89,81,70,1006,1005,1004,10,10,8,34,27,55,0.00,6,Rain-Thunderstorm,214<br />
2005-6-19,32,30,29,26,25,25,84,75,66,1005,1004,1003,10,10,10,37,27,,0.00,6,Rain,216<br />
2005-6-20,31,30,29,26,26,25,84,77,74,1005,1004,1003,10,10,10,40,26,58,0.00,6,Rain,220<br />
2005-6-21,30,28,25,27,26,23,100,84,74,1006,1005,1003,10,8,1,45,26,61,0.00,6,Rain-Thunderstorm,229<br />
2005-6-22,29,27,24,26,25,23,94,86,74,1007,1005,1003,10,9,2,64,23,95,0.00,6,Rain-Thunderstorm,222<br />
2005-6-23,29,27,25,26,25,24,100,89,79,1007,1005,1004,10,9,2,37,16,58,0.00,6,Rain-Thunderstorm,224<br />
2005-6-24,30,28,25,26,24,23,100,86,74,1008,1006,1004,10,8,1,45,18,52,0.00,6,Rain-Thunderstorm,226<br />
2005-6-25,32,30,28,26,25,24,84,77,62,1007,1006,1004,10,10,10,27,19,42,0.00,5,Rain,196<br />
2005-6-26,31,29,27,26,26,24,89,79,70,1006,1004,1002,10,10,3,45,19,,0.00,4,Rain-Thunderstorm,187<br />
2005-6-27,32,30,28,26,25,24,89,77,66,1005,1004,1003,10,10,1,35,21,,0.00,5,Rain,166<br />
2005-6-28,32,30,28,26,25,24,84,73,62,1006,1005,1003,10,10,10,26,18,,0.00,5,,152<br />
2005-6-29,32,29,25,26,25,23,94,77,62,1007,1006,1004,10,10,8,32,14,,0.00,5,Rain-Thunderstorm,97<br />
2005-6-30,28,27,25,25,24,23,94,87,79,1010,1007,1005,10,9,1,34,18,55,0.00,6,Rain-Thunderstorm,143<br />
2005-7-1,30,28,25,25,24,23,94,84,70,1011,1010,1008,10,10,5,34,19,53,0.00,6,Rain-Thunderstorm,125<br />
2005-7-2,32,29,27,26,24,24,94,77,62,1011,1010,1009,10,10,10,24,16,45,0.00,3,,124<br />
2005-7-3,33,30,27,25,24,23,89,72,55,1011,1009,1007,10,10,8,24,13,,0.00,2,,110<br />
2005-7-4,33,30,28,26,24,22,84,71,52,1009,1008,1007,10,10,10,23,14,,0.00,3,,158<br />
2005-7-5,33,30,28,25,24,24,84,74,59,1009,1007,1006,10,10,10,23,10,,0.00,2,,221<br />
2005-7-6,34,30,27,26,23,19,84,69,41,1008,1006,1003,10,10,10,11,6,,0.00,1,,287<br />
2005-7-7,30,28,26,26,24,21,94,78,58,1005,1004,1003,10,9,2,23,8,,0.00,5,Rain-Thunderstorm,241<br />
2005-7-8,31,29,27,26,24,21,89,76,62,1008,1006,1005,10,10,9,35,21,48,0.00,5,Rain,182<br />
2005-7-9,29,27,25,25,24,22,94,80,66,1010,1008,1007,10,9,1,39,16,53,0.00,4,Rain,167<br />
2005-7-10,32,30,28,26,25,23,89,77,59,1011,1010,1009,10,10,10,27,21,,0.00,4,Rain,163<br />
2005-7-11,32,30,28,25,24,23,84,73,59,1012,1011,1010,10,10,10,23,16,35,0.00,3,,161<br />
2005-7-12,33,30,28,25,24,23,79,70,59,1012,1011,1009,10,10,10,26,10,35,0.00,1,,181<br />
2005-7-13,33,30,27,26,24,23,89,72,55,1012,1011,1009,10,10,9,26,14,,0.00,2,Rain,215<br />
2005-7-14,34,31,29,26,24,23,79,70,55,1013,1012,1010,10,10,10,24,14,,0.00,4,,220<br />
2005-7-15,34,31,28,25,24,22,84,69,49,1013,1011,1009,10,10,10,24,11,,0.00,2,,168<br />
2005-7-16,33,30,27,26,24,23,94,71,59,1011,1009,1006,10,10,10,19,10,,0.00,2,Rain,179<br />
2005-7-17,34,31,28,25,24,23,79,69,56,1008,1005,1002,10,10,10,27,13,,0.00,2,,256<br />
2005-7-18,37,33,30,27,26,24,79,67,47,1003,1001,998,10,9,8,35,21,,0.00,5,,245<br />
2005-7-19,37,33,31,28,25,22,84,63,42,1000,998,996,10,8,5,34,21,,0.00,3,,263<br />
2005-7-20,37,31,26,27,26,24,94,72,47,1002,999,997,10,8,3,40,23,50,0.00,4,Rain-Thunderstorm,231<br />
2005-7-21,33,30,27,26,24,21,94,73,62,1003,1001,999,10,9,6,53,14,80,0.00,5,Rain-Thunderstorm,219<br />
2005-7-22,30,28,25,27,24,21,94,81,62,1006,1004,1002,10,9,2,50,16,42,0.00,6,Rain-Thunderstorm,150<br />
2005-7-23,31,29,27,25,23,21,89,74,58,1006,1005,1004,10,10,10,21,13,,0.00,5,Rain,99<br />
2005-7-24,32,29,26,25,24,22,89,72,59,1006,1005,1003,10,10,10,19,10,,0.00,3,,89<br />
2005-7-25,33,30,27,25,23,22,84,70,55,1005,1004,1002,10,10,10,24,10,,0.00,1,,222<br />
2005-7-26,33,29,26,25,23,20,78,66,52,1005,1004,1002,10,10,10,24,10,,0.00,2,,203<br />
2005-7-27,34,31,28,24,23,22,79,65,49,1005,1004,1002,10,10,10,27,13,,0.00,1,,115<br />
2005-7-28,35,31,28,26,25,24,84,71,56,1004,1002,1001,10,10,10,32,19,,0.00,3,Rain,95<br />
2005-7-29,31,28,26,27,26,24,94,83,70,1003,1001,999,10,9,2,47,24,66,0.00,5,Rain,95<br />
2005-7-30,30,28,27,26,25,23,94,84,74,1005,1003,1001,10,10,5,35,24,53,0.00,6,Rain,109<br />
2005-7-31,30,28,27,26,26,24,94,83,74,1009,1006,1004,10,10,2,27,19,40,0.00,5,Rain,123<br />
2005-8-1,33,30,28,26,25,24,89,75,62,1009,1008,1006,10,10,10,26,16,37,0.00,3,Rain,135<br />
2005-8-2,33,30,27,25,24,23,89,73,59,1008,1006,1003,10,10,10,21,10,,0.00,2,,155<br />
2005-8-3,33,30,28,26,24,23,84,72,55,1005,1003,1000,10,10,10,23,11,,0.00,2,,237<br />
2005-8-4,34,31,28,27,26,24,84,74,63,1002,1001,998,10,10,10,27,18,40,0.00,1,,235<br />
2005-8-5,33,30,28,27,26,22,94,75,58,1001,999,997,10,9,2,27,18,,0.00,4,Rain-Thunderstorm,246<br />
2005-8-6,34,30,27,28,26,24,94,77,56,999,998,995,10,9,5,27,18,,0.00,4,Rain-Thunderstorm,236<br />
2005-8-7,33,31,29,27,26,25,84,74,66,1003,1000,998,10,10,10,34,23,,0.00,3,Rain,200<br />
2005-8-8,34,31,28,27,26,24,94,75,56,1005,1003,1002,10,10,5,27,16,,0.00,3,Rain,109<br />
2005-8-9,33,30,27,27,25,24,94,79,59,1005,1004,1002,10,10,4,34,18,45,0.00,6,Rain,99<br />
2005-8-10,32,29,27,26,25,24,94,80,62,1004,1002,1001,10,9,2,40,27,,0.00,5,Rain,107<br />
2005-8-11,33,30,27,27,25,24,89,77,62,1004,1003,1002,10,10,8,39,24,,0.00,4,Rain-Thunderstorm,112<br />
2005-8-12,34,30,27,27,25,24,89,76,59,1004,1000,997,10,8,3,42,13,,0.00,4,Rain-Thunderstorm,269<br />
2005-8-13,32,28,24,28,25,23,94,85,70,1003,999,996,10,8,1,47,19,58,0.00,6,Rain-Thunderstorm,232<br />
