
AKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-24,-7,-12,-16,-8,-12,-17,100,92,84,1025,1022,1020,16,13,1,11,3,,0.00,4,Fog,88<br />
2004-1-25,-8,-11,-14,-15,-20,-22,77,48,34,1020,1019,1017,16,16,16,21,10,34,0.00,2,,9<br />
2004-1-26,-10,-11,-13,-16,-20,-23,77,52,39,1017,1015,1012,16,16,16,23,18,29,0.00,7,Snow,11<br />
2004-1-27,-12,-13,-13,-22,-23,-25,50,43,35,1011,1007,1004,16,16,16,23,18,32,0.00,7,,18<br />
2004-1-28,-12,-14,-17,-17,-21,-24,88,52,39,1004,1003,1002,16,16,14,19,13,,0.00,7,Snow,21<br />
2004-1-29,-14,-16,-18,-17,-21,-27,88,67,41,1003,1002,1001,16,16,16,13,3,,0.00,4,,11<br />
2004-1-30,-16,-18,-21,-24,-25,-28,65,57,41,1004,1002,1001,16,16,16,13,10,,0.00,2,,9<br />
2004-1-31,-9,-12,-16,-11,-17,-23,92,70,52,1005,1002,1000,16,16,14,19,13,,0.00,7,Snow,21<br />
2004-2-1,2,-6,-13,-3,-8,-14,95,82,59,1006,1003,1001,16,16,11,24,6,37,0.00,5,Snow,122<br />
2004-2-2,-2,-4,-7,-5,-7,-9,96,87,71,1007,1004,1001,16,16,16,14,5,,0.00,6,,71<br />
2004-2-3,-4,-6,-7,-7,-8,-10,96,85,68,1001,1000,998,16,16,16,11,8,,0.00,8,,328<br />
2004-2-4,-2,-3,-5,-5,-8,-11,85,72,63,998,994,991,16,16,16,14,11,,0.00,8,Snow,21<br />
2004-2-5,-2,-3,-4,-3,-4,-6,100,93,81,991,984,982,16,7,0,21,10,,8.38,8,Fog-Snow,74<br />
2004-2-6,-3,-7,-9,-4,-9,-11,100,91,79,1001,995,984,16,5,1,24,11,37,5.08,8,Snow,228<br />
2004-2-7,-4,-6,-8,-5,-8,-9,96,90,85,1002,1001,999,16,16,16,16,11,,0.00,7,,9<br />
2004-2-8,6,1,-4,-1,-3,-5,96,70,49,1007,1000,995,16,16,16,39,19,58,0.00,5,,151<br />
2004-2-9,2,-2,-7,-2,-5,-8,92,80,69,1018,1014,1009,16,16,16,16,10,,0.00,6,,14<br />
2004-2-10,7,1,-4,1,-3,-7,93,74,58,1007,997,991,16,16,14,48,19,61,0.00,7,Rain-Snow,240<br />
2004-2-11,4,-1,-6,-1,-3,-8,92,80,63,1013,1009,1004,16,16,16,26,16,39,0.00,4,,123<br />
2004-2-12,-2,-4,-7,-6,-8,-9,92,78,69,1014,1011,1005,16,16,16,14,8,,0.00,7,,33<br />
2004-2-13,1,-1,-2,-5,-6,-8,78,66,52,1004,998,993,16,16,16,14,10,,0.00,8,Snow,338<br />
2004-2-14,3,1,-1,1,-2,-7,100,83,59,1009,1003,995,16,11,1,23,10,37,4.57,6,Fog-Rain-Snow,159<br />
2004-2-15,-2,-4,-7,-3,-7,-8,100,86,64,1009,1009,1008,16,12,0,24,10,35,0.00,2,Fog,90<br />
2004-2-16,-5,-9,-14,-7,-11,-16,96,85,63,1009,1005,1000,16,16,16,11,6,,0.00,1,,51<br />
2004-2-17,-7,-11,-15,-8,-13,-17,95,89,84,1000,998,996,16,16,11,11,5,,0.00,4,,120<br />
2004-2-18,-8,-12,-17,-11,-14,-18,100,81,54,996,996,995,16,12,0,13,5,,0.00,5,Fog-Snow,38<br />
2004-2-19,-3,-7,-9,-7,-11,-16,84,70,59,996,992,989,16,16,10,24,14,,0.00,8,Snow,20<br />
2004-2-20,1,-1,-4,-3,-5,-7,85,78,70,992,991,989,16,16,16,13,8,,0.00,7,,13<br />
2004-2-21,4,1,-1,0,-2,-4,86,75,67,991,985,982,16,16,14,35,14,53,0.00,8,Rain-Snow,255<br />
2004-2-22,4,2,1,-1,-1,-2,89,74,63,1001,998,993,16,16,16,35,23,50,0.00,7,,182<br />
2004-2-23,2,0,-1,-1,-4,-6,92,73,61,999,997,996,16,16,16,8,5,,0.00,8,Rain,27<br />
2004-2-24,3,0,-3,-2,-4,-7,82,73,61,1008,1004,999,16,16,16,13,3,,0.00,6,,63<br />
2004-2-25,-1,-3,-4,-3,-5,-7,92,85,75,1009,1008,1007,16,16,16,11,3,,0.00,4,,300<br />
2004-2-26,-1,-3,-5,-4,-6,-8,92,79,61,1008,1007,1006,16,16,16,13,5,,0.00,7,,65<br />
2004-2-27,-1,-2,-3,-2,-5,-8,100,82,64,1013,1010,1008,16,13,3,19,5,,0.00,8,Snow,41<br />
2004-2-28,1,-2,-4,-1,-3,-5,100,92,88,1022,1018,1013,16,16,16,11,6,,0.00,7,,327<br />
2004-2-29,1,-1,-3,-2,-4,-5,92,85,66,1026,1024,1022,16,16,16,10,2,,0.00,8,,334<br />
2004-3-1,1,-1,-2,0,-2,-3,100,94,85,1027,1026,1022,16,13,2,19,6,,0.51,8,Fog-Rain-Snow,7<br />
2004-3-2,2,0,-2,-1,-2,-3,100,91,70,1021,1009,1000,16,15,11,13,6,,0.00,8,Fog-Snow,335<br />
2004-3-3,2,0,-1,0,-2,-5,100,88,67,1001,1000,998,16,11,2,11,6,,0.76,8,Snow,36<br />
2004-3-4,-1,-2,-2,-1,-2,-2,100,97,92,1001,995,991,16,5,1,10,3,,7.87,8,Fog-Snow,264<br />
2004-3-5,-2,-6,-9,-2,-6,-13,100,89,72,993,992,991,16,9,0,8,2,,0.00,5,Fog-Snow,327<br />
2004-3-6,-4,-9,-13,-8,-11,-15,96,78,57,993,989,983,16,16,16,23,6,,0.00,3,,3<br />
2004-3-7,-6,-9,-12,-8,-13,-16,92,67,50,1000,991,984,16,16,6,14,8,,0.00,6,Snow,7<br />
2004-3-8,-6,-9,-11,-8,-11,-13,96,84,65,1008,1002,999,16,9,1,16,8,,0.51,7,Fog-Snow,340<br />
2004-3-9,3,-6,-14,0,-8,-16,96,86,70,1011,1004,998,16,12,3,37,14,45,1.27,7,Snow,347<br />
2004-3-10,5,1,-4,0,-2,-4,100,84,55,1011,1008,1004,16,15,6,24,13,42,0.00,6,Snow,147<br />
2004-3-11,4,1,-1,-2,-3,-5,82,72,65,1015,1013,1011,16,16,16,19,13,37,0.00,7,Fog,124<br />
2004-3-12,1,-1,-2,-1,-3,-6,100,88,64,1018,1015,1011,16,11,1,14,5,,2.03,8,Snow,194<br />
2004-3-13,4,-1,-6,-2,-4,-8,92,78,57,1019,1014,1008,16,16,11,24,10,,0.00,5,,129<br />
2004-3-14,2,0,-3,-2,-5,-8,85,72,50,1007,999,995,16,16,16,21,10,,0.00,8,,289<br />
2004-3-15,2,0,-2,-1,-4,-8,93,78,54,1007,1004,999,16,14,3,14,6,34,0.25,7,Snow,188<br />
2004-3-16,0,-3,-7,-6,-7,-11,100,75,54,1015,1011,1007,16,16,11,19,8,37,0.00,5,,196<br />
2004-3-17,-1,-4,-8,-7,-9,-13,96,70,53,1016,1015,1014,16,16,16,13,6,,0.00,6,,4<br />
2004-3-18,-4,-7,-10,-13,-16,-18,57,49,40,1014,1011,1009,16,16,14,50,26,66,0.00,3,,6<br />
2004-3-19,-4,-8,-11,-16,-18,-20,54,46,38,1032,1022,1015,16,16,16,47,35,58,0.00,0,,8<br />
2004-3-20,-3,-8,-12,-13,-17,-21,57,48,39,1041,1038,1033,16,16,16,24,16,,0.00,0,,31<br />
2004-3-21,2,-4,-11,-7,-14,-18,65,51,33,1040,1027,1018,16,16,16,19,13,,0.00,0,,74<br />
2004-3-22,3,-2,-7,-4,-7,-11,92,64,43,1017,1013,1011,16,16,16,21,5,,0.00,0,,156<br />
2004-3-23,3,-1,-4,-1,-2,-5,96,82,61,1012,1009,1005,16,16,16,26,13,,0.00,2,,177<br />
2004-3-24,2,0,-2,0,-2,-4,100,86,75,1004,997,992,16,16,11,10,5,,0.00,6,Snow,298<br />
2004-3-25,-1,-3,-6,-2,-10,-16,96,58,40,997,995,993,16,14,6,24,11,,0.00,6,Snow,356<br />
2004-3-26,-4,-7,-10,-6,-11,-16,93,76,52,997,996,995,16,6,1,21,14,,1.78,8,Fog-Snow,16<br />
2004-3-27,-3,-6,-8,-6,-8,-9,100,89,69,1005,1000,996,16,7,1,19,10,,2.03,7,Snow,351<br />
2004-3-28,-2,-4,-7,-6,-7,-9,100,85,61,1005,995,988,16,13,1,23,10,,0.00,8,Snow,16<br />
2004-3-29,-5,-8,-12,-8,-12,-19,93,74,48,998,995,992,16,7,1,23,13,32,0.00,8,Snow,349<br />
2004-3-30,-11,-13,-17,-17,-21,-24,78,56,42,1004,995,992,16,14,3,26,16,34,0.00,8,Snow,10<br />
2004-3-31,-9,-13,-18,-17,-21,-26,73,55,44,1022,1015,1005,16,16,16,13,8,,0.00,2,,32<br />
2004-4-1,-3,-10,-16,-14,-16,-21,88,62,43,1025,1022,1013,16,16,16,27,11,35,0.00,3,,21<br />
2004-4-2,-1,-4,-8,-2,-7,-14,93,79,58,1011,996,992,16,15,8,39,24,50,0.00,7,Snow,356<br />
2004-4-3,2,-1,-3,0,-2,-4,100,94,81,1001,995,993,16,6,1,14,5,,3.56,8,Fog-Snow,209<br />
2004-4-4,3,0,-3,-1,-3,-5,96,84,70,1005,1004,1001,16,14,1,23,6,,0.76,7,Snow,94<br />
2004-4-5,6,2,-1,0,-2,-3,89,80,67,1008,1006,1004,16,16,16,14,8,,0.00,8,Rain,289<br />
2004-4-6,7,3,2,1,-1,-4,86,73,60,1004,1003,1001,16,16,16,16,10,,0.00,7,Rain,259<br />
2004-4-7,6,3,1,1,0,-3,89,78,57,1013,1004,1001,16,16,16,34,8,52,0.00,7,,164<br />
2004-4-8,6,3,1,-1,-2,-3,85,73,60,1019,1017,1014,16,16,16,26,13,52,0.00,6,,207<br />
2004-4-9,7,4,2,0,-2,-5,82,67,43,1023,1017,1013,16,16,16,29,14,50,0.00,6,,151<br />
2004-4-10,7,3,-1,-1,-2,-3,89,68,51,1027,1025,1023,16,16,16,27,14,39,0.00,5,,161<br />
2004-4-11,6,2,-2,-1,-2,-3,92,76,53,1027,1024,1018,16,16,16,14,6,,0.00,3,,243<br />
2004-4-12,8,2,-4,-2,-4,-7,92,66,34,1018,1015,1014,16,16,16,19,6,,0.00,3,,248<br />
2004-4-13,7,3,0,-1,-4,-6,75,58,42,1019,1015,1014,16,16,16,23,6,,0.00,8,,307<br />
2004-4-14,7,2,-1,1,-2,-4,82,68,55,1026,1024,1020,16,16,16,16,10,,0.00,3,,231<br />
2004-4-15,8,2,-2,-1,-2,-4,89,68,52,1026,1020,1013,16,16,16,11,6,,0.00,6,,332<br />
2004-4-16,6,3,1,1,0,-4,100,92,51,1012,1009,1008,16,8,1,11,6,,7.62,8,Rain-Snow,218<br />
2004-4-17,4,1,0,2,1,-1,100,95,82,1008,1006,1002,16,7,0,13,8,,2.03,7,Fog-Snow,202<br />
2004-4-18,8,3,-1,1,-1,-3,96,76,52,1006,1002,1000,16,16,16,32,8,45,0.00,6,,149<br />
2004-4-19,8,4,1,-1,-2,-4,82,65,53,1009,1008,1006,16,16,16,21,10,45,0.00,8,,172<br />
2004-4-20,6,3,1,2,1,-1,100,85,67,1016,1013,1010,16,15,10,14,11,,0.00,6,Fog,234<br />
2004-4-21,9,3,-1,0,-1,-3,100,71,49,1016,1013,1007,16,16,16,24,6,39,0.00,6,,151<br />
2004-4-22,9,5,2,1,-1,-3,86,70,56,1006,999,996,16,16,16,27,10,45,0.00,6,,203<br />
2004-4-23,10,5,1,-1,-1,-3,82,64,46,1003,1001,999,16,16,16,24,16,39,0.00,5,,171<br />
2004-4-24,9,6,2,2,1,-1,83,71,52,1005,1004,1004,16,16,16,16,8,,0.00,7,,176<br />
2004-4-25,11,6,3,4,0,-3,89,66,51,1011,1006,1003,16,16,14,27,10,50,0.00,7,Rain,116<br />
2004-4-26,8,4,1,3,2,0,92,79,68,1018,1015,1012,16,16,16,19,11,,0.00,6,Rain,221<br />
2004-4-27,8,6,4,2,0,-2,87,67,53,1018,1016,1014,16,16,10,39,24,58,0.76,8,Rain,148<br />
2004-4-28,8,6,4,4,1,-2,100,67,54,1023,1021,1018,16,16,16,32,23,45,1.02,8,Rain,141<br />
2004-4-29,10,6,3,7,4,3,100,92,83,1023,1022,1020,16,15,10,19,11,,6.10,8,Rain,344<br />
2004-4-30,15,9,3,4,3,-1,100,71,46,1020,1014,1009,16,16,16,14,10,26,0.00,8,Fog,44<br />
2004-5-1,15,11,8,5,3,-1,68,56,46,1011,1009,1008,16,16,16,24,11,39,0.00,7,,169<br />
2004-5-2,11,9,7,7,6,4,93,82,69,1015,1012,1008,16,16,16,23,13,40,2.03,7,Rain,183<br />
2004-5-3,15,8,1,7,4,1,100,72,51,1023,1019,1015,16,16,16,26,5,,0.00,3,Fog,249<br />
2004-5-4,18,10,3,6,3,1,89,58,31,1025,1024,1022,16,16,16,21,10,,0.00,2,,234<br />
2004-5-5,18,11,4,8,2,0,73,53,39,1022,1019,1015,16,16,16,16,8,,0.00,5,,243<br />
2004-5-6,19,13,8,5,3,2,71,51,35,1014,1012,1010,16,16,16,16,11,,0.00,6,,200<br />
2004-5-7,17,12,8,7,4,3,79,60,47,1013,1012,1012,16,16,16,21,13,35,0.00,3,,219<br />
2004-5-8,11,7,3,6,3,0,100,84,54,1015,1013,1012,16,9,0,29,10,47,0.00,5,Fog,272<br />
2004-5-9,11,8,4,2,1,1,79,65,54,1023,1020,1016,16,16,16,24,18,,0.00,6,,248<br />
2004-5-10,11,7,3,7,4,0,93,77,63,1025,1024,1023,16,14,8,16,6,,0.76,8,Rain,221<br />
2004-5-11,9,7,6,7,7,5,100,96,80,1028,1026,1025,16,9,2,14,6,,2.54,8,Rain,305<br />
2004-5-12,14,9,6,7,6,4,100,82,57,1028,1026,1022,16,15,10,14,5,,0.25,6,Fog-Rain,293<br />
2004-5-13,15,11,6,6,5,4,90,71,49,1022,1019,1016,16,16,16,16,10,,0.00,6,,262<br />
2004-5-14,14,8,2,5,4,2,100,81,51,1018,1016,1013,16,15,11,39,13,61,0.00,5,Fog,218<br />
2004-5-15,14,8,4,4,3,2,93,68,53,1015,1013,1011,16,16,16,35,18,55,0.00,5,Rain,152<br />
2004-5-16,13,11,9,4,3,2,66,60,51,1015,1013,1012,16,16,16,37,31,55,0.00,7,Rain,151<br />
2004-5-17,14,10,7,6,3,2,90,62,49,1024,1019,1015,16,16,16,34,24,50,0.00,8,,162<br />
2004-5-18,13,10,7,7,6,5,97,81,62,1030,1027,1025,16,16,16,19,11,35,0.25,7,Rain,256<br />
2004-5-19,14,10,7,8,7,4,100,87,55,1032,1031,1030,16,11,3,14,3,,0.76,7,Fog-Rain,302<br />
2004-5-20,19,11,4,8,6,3,100,70,40,1031,1029,1026,16,16,16,19,6,34,0.00,4,Fog,247<br />
2004-5-21,19,12,6,10,5,2,92,60,37,1027,1025,1022,16,16,16,19,8,,0.00,6,,248<br />
2004-5-22,16,12,9,8,7,3,90,73,57,1023,1021,1016,16,16,16,21,10,,0.25,6,Rain,304<br />
2004-5-23,14,11,10,11,8,4,100,80,55,1016,1013,1011,16,14,6,32,14,58,10.67,8,Rain,162<br />
2004-5-24,11,9,8,11,8,5,100,90,68,1011,1001,994,16,14,10,32,11,39,4.83,8,Rain,226<br />
2004-5-25,14,10,8,9,7,5,97,77,64,999,997,995,16,16,16,26,19,48,2.03,8,Fog-Rain,192<br />
2004-5-26,13,10,8,9,8,7,100,86,74,1003,1001,999,16,16,16,14,11,,0.00,6,Fog-Rain,265<br />
2004-5-27,16,11,7,9,7,5,96,79,60,1003,1001,1000,16,16,16,35,11,47,0.00,6,,162<br />
2004-5-28,12,11,9,6,4,3,74,65,61,1004,1001,1000,16,16,16,34,23,48,0.00,7,,158<br />
2004-5-29,16,10,4,5,3,1,96,60,39,1005,1005,1004,16,16,16,21,10,35,0.00,6,,173<br />
2004-5-30,17,13,9,6,4,2,71,55,41,1008,1007,1005,16,16,16,16,11,,0.00,6,,257<br />
2004-5-31,14,11,8,7,6,3,86,69,55,1011,1009,1008,16,16,16,27,14,42,0.00,7,Rain,196<br />
2004-6-1,17,10,3,7,4,3,97,69,43,1011,1009,1008,16,16,16,27,10,37,0.00,6,Fog,147<br />
2004-6-2,16,12,9,5,4,4,69,61,51,1017,1013,1010,16,16,16,39,26,48,0.00,6,,158<br />
2004-6-3,17,12,7,6,5,3,83,62,43,1020,1017,1014,16,16,16,24,13,35,0.00,5,,183<br />
2004-6-4,23,14,7,8,6,2,93,58,29,1014,1010,1006,16,16,16,26,10,39,0.00,6,,127<br />
2004-6-5,20,16,12,8,6,3,64,52,41,1012,1008,1006,16,16,16,26,14,39,0.00,7,,198<br />
2004-6-6,21,16,11,12,9,8,89,73,50,1016,1015,1013,16,16,16,16,5,,0.00,5,,307<br />
2004-6-7,17,13,11,10,8,7,89,76,56,1017,1015,1014,16,16,16,26,11,,0.00,7,,241<br />
2004-6-8,13,10,8,8,7,6,100,85,72,1019,1018,1017,16,13,3,14,8,,1.27,8,Rain,266<br />
2004-6-9,15,10,7,7,6,4,93,73,56,1017,1015,1012,16,16,16,26,10,40,0.00,6,Rain,235<br />
2004-6-10,16,11,7,7,4,4,86,63,48,1012,1010,1008,16,16,16,37,16,52,0.00,6,,154<br />
2004-6-11,16,12,9,7,5,4,74,63,47,1009,1007,1005,16,16,16,24,13,35,0.00,6,Rain,118<br />
2004-6-12,19,12,6,8,6,4,90,61,40,1006,1005,1004,16,16,16,24,10,40,0.00,6,,157<br />
2004-6-13,19,14,11,11,8,6,77,69,56,1012,1008,1006,16,16,16,19,8,29,0.00,6,Rain,244<br />
2004-6-14,21,14,9,10,8,5,93,66,42,1020,1016,1012,16,16,16,32,11,45,0.00,6,,183<br />
2004-6-15,16,14,12,9,7,4,80,67,53,1023,1022,1020,16,16,16,32,19,45,0.00,7,Rain,159<br />
2004-6-16,13,11,9,11,9,7,100,86,77,1023,1022,1021,16,15,10,19,11,,10.16,7,Fog-Rain,306<br />
2004-6-17,20,15,11,13,11,10,100,82,59,1029,1026,1023,16,15,8,39,11,55,8.13,7,Rain,137<br />
2004-6-18,24,17,11,16,12,8,97,70,48,1029,1028,1025,16,16,16,24,10,32,0.00,5,,268<br />
2004-6-19,22,17,12,14,12,10,93,73,55,1027,1024,1021,16,16,16,14,8,,0.00,1,,294<br />
2004-6-20,22,17,11,14,11,10,93,74,51,1023,1022,1020,16,16,16,14,6,,0.00,2,,278<br />
2004-6-21,22,17,12,12,11,9,93,67,49,1021,1019,1016,16,16,16,19,8,,0.00,3,,266<br />
2004-6-22,18,14,11,12,11,9,93,79,63,1017,1016,1015,16,16,16,16,10,,0.00,2,,303<br />
2004-6-23,18,13,9,12,11,8,93,81,63,1019,1017,1016,16,16,16,23,8,,0.00,5,,304<br />
2004-6-24,22,15,9,13,11,8,96,74,54,1021,1020,1019,16,16,16,21,8,35,0.00,4,,268<br />
2004-6-25,23,17,11,16,12,11,97,76,59,1022,1020,1017,16,16,16,14,6,,0.00,3,,266<br />
2004-6-26,26,20,14,17,14,11,93,71,55,1019,1017,1016,16,16,16,19,6,29,0.00,2,,252<br />
2004-6-27,19,17,13,14,13,12,94,83,63,1022,1020,1017,16,16,16,19,13,35,0.00,4,,269<br />
2004-6-28,16,13,11,12,12,10,100,88,77,1026,1024,1023,16,16,4,14,6,,2.29,8,Rain-Thunderstorm,260<br />
2004-6-29,16,13,12,12,12,10,100,86,75,1024,1020,1017,16,16,16,11,5,,0.00,8,,269<br />
2004-6-30,16,13,12,13,12,11,100,92,82,1017,1015,1013,16,16,16,11,5,,0.00,8,,290<br />
2004-7-1,16,13,12,13,12,12,97,91,87,1014,1014,1013,16,16,16,11,5,,0.00,8,,293<br />
2004-7-2,18,15,12,13,12,11,100,87,70,1015,1014,1014,16,16,16,11,3,,0.00,7,,250<br />
2004-7-3,20,16,12,13,12,11,97,78,63,1015,1015,1014,16,14,10,19,6,,0.00,7,Fog-Rain,170<br />
2004-7-4,22,17,14,14,11,8,100,70,49,1015,1014,1011,16,16,14,29,13,39,0.25,7,Rain,148<br />
2004-7-5,19,16,13,12,11,10,87,76,61,1013,1011,1011,16,16,16,23,13,35,0.00,6,,212<br />
2004-7-6,23,17,12,14,12,11,93,73,53,1018,1017,1014,16,16,16,14,10,,0.00,5,,239<br />
2004-7-7,25,18,12,14,12,11,94,69,45,1019,1017,1016,16,16,16,14,8,,0.00,4,,277<br />
2004-7-8,26,20,16,13,11,9,83,53,41,1018,1016,1014,16,16,16,16,10,,0.00,7,,346<br />
2004-7-9,24,20,16,12,10,9,65,55,41,1015,1013,1011,16,16,16,19,10,,0.00,5,,317<br />
2004-7-10,26,19,13,12,9,8,90,52,32,1013,1012,1011,16,16,16,19,8,,0.00,4,,278<br />
2004-7-11,25,21,16,13,11,8,75,55,36,1016,1015,1013,16,16,14,21,13,40,0.00,3,,270<br />
2004-7-12,23,18,13,14,13,11,93,70,51,1017,1016,1015,16,16,16,19,6,,0.00,5,,292<br />
2004-7-13,20,17,13,14,12,10,96,75,54,1016,1015,1014,16,16,13,16,8,35,0.00,4,,277<br />
2004-7-14,22,16,11,14,12,10,93,75,59,1015,1014,1013,16,16,16,32,10,48,0.00,6,,226<br />
2004-7-15,21,18,15,12,11,9,81,65,50,1016,1015,1015,16,16,16,16,13,,0.00,6,,242<br />
2004-7-16,20,16,12,13,12,11,90,74,59,1017,1015,1013,16,16,16,19,10,,0.00,5,,260<br />
2004-7-17,20,17,13,13,12,11,93,77,59,1014,1012,1010,16,16,16,24,10,35,0.25,7,Rain,125<br />
2004-7-18,20,17,14,14,13,12,97,80,61,1011,1010,1008,16,16,13,23,6,34,2.29,7,Rain,119<br />
2004-7-19,23,18,14,14,12,11,87,70,53,1009,1008,1006,16,16,16,26,8,42,0.00,6,,211<br />
2004-7-20,19,16,14,14,13,12,90,81,70,1014,1011,1008,16,16,16,19,13,34,0.00,6,Rain,256<br />
2004-7-21,21,17,14,12,11,9,89,69,50,1017,1016,1014,16,16,16,29,16,47,0.51,6,Rain,164<br />
2004-7-22,19,16,13,12,11,9,96,78,60,1019,1017,1016,16,16,16,29,6,40,0.00,7,Rain,135<br />
2004-7-23,22,17,13,10,9,8,77,61,44,1020,1018,1016,16,16,16,26,19,42,0.00,6,,169<br />
2004-7-24,19,16,12,12,11,9,90,73,52,1016,1015,1014,16,16,16,16,11,,0.00,5,,242<br />
2004-7-25,21,16,10,10,9,8,96,64,45,1017,1016,1015,16,16,16,39,13,52,0.00,5,,161<br />
2004-7-26,18,15,12,13,11,8,97,81,56,1015,1011,1008,16,16,11,35,13,53,4.83,8,Rain,315<br />
2004-7-27,17,14,13,13,12,10,97,86,69,1009,1007,1005,16,15,10,24,13,35,6.86,8,Fog-Rain,22<br />
2004-7-28,19,16,12,13,12,11,100,83,61,1009,1006,1004,16,16,14,26,5,47,2.03,7,Fog-Rain,165<br />
2004-7-29,17,14,12,13,12,10,94,83,67,1016,1013,1010,16,16,16,16,10,27,0.25,6,Rain,254<br />
2004-7-30,18,14,12,12,12,11,100,83,63,1019,1018,1017,16,16,16,14,6,,0.25,7,Rain,258<br />
2004-7-31,19,14,11,14,12,11,97,82,68,1020,1019,1017,16,16,16,19,8,,0.00,5,Fog,257<br />
2004-8-1,19,13,9,13,11,9,97,80,64,1018,1017,1016,16,16,16,13,6,,0.25,6,Rain,265<br />
2004-8-2,26,18,11,12,11,6,97,68,30,1018,1016,1014,16,16,16,23,10,,0.51,3,,350<br />
2004-8-3,23,17,12,14,11,9,87,67,49,1015,1012,1010,16,16,16,13,8,,0.00,4,,268<br />
2004-8-4,22,19,16,13,11,9,75,60,44,1014,1013,1011,16,16,16,24,8,45,0.00,7,,205<br />
2004-8-5,23,17,12,12,11,10,93,67,48,1013,1012,1010,16,16,16,19,10,,0.00,5,,278<br />
2004-8-6,23,17,11,14,11,9,93,71,43,1017,1015,1012,16,16,14,16,10,,0.00,2,,235<br />
