
UYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-27,30,22,13,15,11,8,68,48,22,1015,1014,1012,19,12,10,29,13,,0.00,,,332<br />
2013-1-28,33,26,18,19,14,8,65,47,24,1016,1014,1013,10,10,10,32,19,47,0.00,,,350<br />
2013-1-29,33,27,20,23,19,17,83,65,38,1017,1014,1012,19,10,9,23,11,39,2.03,5,Rain-Thunderstorm,82<br />
2013-1-30,29,24,20,25,22,18,88,80,68,1015,1011,1009,19,11,10,27,14,,0.00,1,,110<br />
2013-1-31,28,25,22,24,22,21,100,82,66,1010,1009,1007,10,9,3,21,5,,0.00,5,Fog-Rain,123<br />
2013-2-1,34,28,21,23,20,19,83,65,36,1008,1006,1004,10,10,10,27,11,,0.00,3,Rain,323<br />
2013-2-2,26,23,20,22,17,10,98,72,45,1016,1010,1004,10,8,0,50,19,80,25.91,5,Rain-Thunderstorm,168<br />
2013-2-3,22,19,17,12,9,7,64,49,34,1019,1018,1016,10,10,8,32,24,47,0.00,2,,145<br />
2013-2-4,23,16,9,15,9,5,82,56,31,1018,1016,1014,19,14,10,21,11,,0.00,,,65<br />
2013-2-5,27,20,13,17,14,12,94,65,30,1017,1016,1014,19,11,10,26,13,,0.00,1,,57<br />
2013-2-6,28,21,15,20,16,12,100,69,42,1019,1018,1017,19,13,10,26,14,,0.00,1,,58<br />
2013-2-7,26,21,16,21,17,11,88,72,61,1020,1017,1014,10,10,10,32,14,,0.00,2,,85<br />
2013-2-8,28,22,16,19,17,14,94,70,45,1016,1015,1013,10,10,10,27,16,,0.00,,,63<br />
2013-2-9,27,23,18,22,20,18,94,79,53,1014,1013,1010,10,10,10,26,13,,0.00,1,,81<br />
2013-2-10,30,26,21,22,21,18,94,82,62,1011,1010,1007,10,10,10,16,11,,6.10,5,Rain-Thunderstorm,60<br />
2013-2-11,27,23,21,22,21,20,100,91,69,1009,1007,1004,19,8,1,13,5,,10.92,6,Rain-Thunderstorm,130<br />
2013-2-12,32,26,20,22,20,16,100,74,30,1005,1004,1002,10,9,5,24,5,,0.00,3,Rain-Thunderstorm,288<br />
2013-2-13,30,25,20,22,19,17,88,73,44,1010,1007,1005,19,9,3,14,6,,0.25,6,,285<br />
2013-2-14,28,24,20,22,20,18,94,76,60,1012,1010,1009,10,10,10,24,5,,0.00,5,,81<br />
2013-2-15,28,23,19,22,20,11,100,78,61,1019,1011,1007,19,10,3,26,10,,0.00,3,Rain-Thunderstorm,99<br />
2013-2-16,32,26,20,24,21,19,94,77,52,1010,1007,1003,10,10,10,24,10,,0.00,5,,61<br />
2013-2-17,29,25,21,23,21,15,94,76,57,1011,1005,1003,19,10,5,47,16,63,0.00,6,Rain,200<br />
2013-2-18,29,22,16,23,14,10,78,59,36,1020,1014,1005,10,10,10,40,27,60,0.00,6,Rain,163<br />
2013-2-19,23,19,16,15,12,9,82,65,52,1021,1020,1018,10,9,3,27,13,,0.00,6,Rain,108<br />
2013-2-20,23,19,16,19,16,12,100,77,61,1019,1017,1014,10,9,3,34,23,48,3.05,7,Rain,103<br />
2013-2-21,22,20,18,19,18,16,94,87,73,1018,1013,1010,10,8,1,27,19,47,7.87,7,Rain,118<br />
2013-2-22,24,20,15,18,16,13,100,74,47,1022,1019,1018,19,11,10,26,11,,0.00,2,Fog,97<br />
2013-2-23,29,22,16,19,16,14,94,67,38,1018,1014,1008,10,10,10,29,18,,0.00,,,38<br />
2013-2-24,24,22,19,21,19,19,100,88,71,1009,1007,1005,19,8,2,27,16,47,25.91,6,Rain-Thunderstorm,354<br />
2013-2-25,21,19,18,21,16,10,100,80,50,1012,1009,1006,10,8,3,27,13,47,0.00,5,Rain-Thunderstorm,289<br />
2013-2-26,20,18,16,12,10,8,64,58,44,1014,1013,1012,10,10,10,34,26,52,0.00,4,,233<br />
2013-2-27,21,17,13,14,12,11,94,71,54,1017,1016,1014,10,10,10,24,8,,0.00,3,,208<br />
2013-2-28,21,16,11,16,13,9,100,79,57,1018,1017,1015,10,9,5,27,6,,0.00,1,Fog,110<br />
2013-3-1,28,20,12,20,15,11,88,70,39,1016,1012,1006,10,10,10,27,16,47,0.00,,,62<br />
2013-3-2,25,21,18,21,19,17,100,87,69,1007,1003,999,10,9,1,61,34,89,19.05,7,Rain-Thunderstorm,349<br />
2013-3-3,21,18,16,17,15,13,94,77,62,1014,1012,1007,10,10,8,32,19,,0.00,5,Rain,242<br />
2013-3-4,19,17,15,15,12,10,83,67,53,1016,1015,1014,19,10,10,200,23,47,1.02,3,,222<br />
2013-3-5,22,17,11,14,12,10,94,74,48,1015,1013,1011,10,10,10,24,3,,0.00,2,,232<br />
2013-3-6,27,19,11,16,12,8,88,65,37,1011,1010,1008,10,10,10,21,8,,0.00,1,,337<br />
2013-3-7,27,21,15,20,17,13,94,78,61,1014,1012,1010,10,10,10,14,8,,0.00,3,Thunderstorm,80<br />
2013-3-8,29,24,20,21,19,18,94,80,48,1016,1014,1012,19,11,10,23,11,,0.00,4,,98<br />
2013-3-9,30,24,19,23,21,19,100,84,55,1012,1009,1004,10,9,3,26,11,,0.00,6,Rain-Thunderstorm,16<br />
2013-3-10,23,20,18,22,14,8,89,65,34,1008,1006,1002,19,11,10,37,16,55,0.00,6,,231<br />
2013-3-11,25,19,13,21,14,9,100,69,32,1015,1008,1002,10,9,4,37,8,55,0.00,5,Rain-Thunderstorm,325<br />
2013-3-12,20,17,14,17,12,8,94,68,46,1014,1011,1008,19,10,10,32,10,,0.00,6,,150<br />
2013-3-13,21,14,8,14,11,8,94,75,56,1020,1017,1014,19,9,3,26,8,,6.10,5,Rain,235<br />
2013-3-14,18,14,10,12,9,6,94,74,44,1023,1021,1019,19,10,10,23,5,,0.00,6,,214<br />
2013-3-15,19,13,8,12,9,6,88,75,56,1023,1023,1022,10,10,10,21,6,,0.00,5,,228<br />
2013-3-16,18,14,11,11,8,6,82,63,45,1027,1025,1023,10,10,10,24,10,,0.00,5,,159<br />
2013-3-17,18,16,14,12,8,5,72,59,43,1029,1027,1026,10,10,10,29,16,,0.00,5,,135<br />
2013-3-18,21,17,13,14,12,10,82,67,52,1027,1025,1024,10,10,10,35,10,,0.00,6,,102<br />
2013-3-19,22,19,17,18,14,12,88,74,61,1024,1021,1017,10,9,3,39,19,,1.02,6,Rain,96<br />
2013-3-20,21,19,18,18,17,14,100,87,69,1018,1012,1007,10,6,2,32,19,50,11.94,8,Rain,93<br />
2013-3-21,21,18,16,20,18,14,100,91,67,1012,1007,1005,10,8,1,34,8,47,0.25,5,Rain,210<br />
2013-3-22,21,16,10,14,7,0,82,51,15,1017,1016,1013,19,15,10,32,14,,0.00,8,,234<br />
2013-3-23,22,16,9,15,10,5,83,65,46,1019,1017,1017,10,10,10,16,6,,0.00,,Fog,310<br />
2013-3-24,24,17,9,18,14,10,100,83,47,1018,1015,1012,19,5,0,14,6,,0.00,4,Fog,64<br />
2013-3-25,24,19,15,17,14,11,88,73,43,1015,1013,1011,10,10,10,21,10,,0.00,6,Thunderstorm,344<br />
2013-3-26,21,17,13,16,15,13,94,79,53,1020,1017,1015,10,10,8,24,6,,0.00,3,,161<br />
2013-3-27,21,16,10,15,13,10,100,82,51,1022,1021,1020,19,9,1,14,2,,0.00,1,Fog,167<br />
2013-3-28,23,16,9,17,13,10,100,84,50,1022,1021,1020,10,3,0,16,3,,0.00,,Fog,111<br />
2013-3-29,27,20,12,19,13,10,100,72,23,1021,1020,1018,10,9,5,19,5,,0.00,,Fog,32<br />
2013-3-30,27,21,14,19,16,13,94,76,51,1019,1016,1013,19,12,10,21,13,,0.00,2,,44<br />
2013-3-31,27,22,18,21,19,17,94,84,61,1018,1016,1014,10,10,8,27,8,,0.00,5,,114<br />
2013-4-1,24,22,19,20,19,18,94,87,77,1018,1017,1015,10,9,3,34,24,,0.00,6,,101<br />
2013-4-2,23,21,19,20,18,17,94,85,69,1016,1016,1015,10,7,3,32,18,,27.94,7,Rain-Thunderstorm,92<br />
2013-4-3,26,21,16,20,18,17,100,91,74,1014,1013,1012,10,7,0,29,18,66,7.11,6,Rain-Thunderstorm,76<br />
2013-4-4,22,18,15,20,18,15,100,95,84,1018,1009,1004,10,8,1,19,3,,0.00,7,Fog-Rain,6<br />
2013-4-5,22,19,15,20,16,14,100,84,60,1018,1003,1001,10,9,3,32,10,42,0.25,4,Rain,279<br />
2013-4-6,21,17,13,16,11,3,100,69,35,1014,1008,1003,10,10,8,34,13,50,0.00,3,Rain,264<br />
2013-4-7,19,14,9,11,7,3,88,58,24,1018,1016,1014,10,10,10,21,10,,0.00,1,,252<br />
2013-4-8,22,14,7,12,8,4,87,62,34,1020,1019,1017,10,10,10,19,3,,0.00,,,267<br />
2013-4-9,21,15,9,15,12,9,100,78,56,1022,1020,1019,10,8,3,24,5,,0.00,3,Fog,97<br />
2013-4-10,23,17,11,14,11,9,88,67,32,1020,1017,1014,19,12,10,24,13,37,0.00,6,,69<br />
2013-4-11,20,18,17,20,17,13,100,91,72,1015,1009,1004,10,7,2,27,13,,33.02,8,Rain-Thunderstorm,62<br />
2013-4-12,18,17,15,17,11,2,100,69,31,1015,1010,1005,19,10,8,29,18,40,0.00,4,Rain,239<br />
2013-4-13,16,12,9,6,4,1,71,55,30,1017,1016,1015,19,10,10,35,21,,0.00,1,,263<br />
2013-4-14,22,14,7,11,7,5,87,64,34,1015,1013,1010,10,10,10,34,13,48,0.00,,,310<br />
2013-4-15,18,14,11,13,11,8,94,75,57,1016,1013,1011,10,10,10,34,16,,0.00,3,,243<br />
2013-4-16,18,16,13,11,10,9,77,69,59,1020,1018,1016,19,10,10,23,16,37,0.00,7,,176<br />
2013-4-17,18,13,8,13,11,7,100,83,64,1021,1019,1018,10,8,1,23,2,,0.00,4,Fog,143<br />
2013-4-18,25,17,9,15,11,8,100,73,33,1018,1017,1016,10,10,10,14,5,,0.00,,Fog,303<br />
2013-4-19,26,18,11,15,13,9,94,71,33,1020,1019,1016,19,8,3,13,3,,0.00,,,303<br />
2013-4-20,26,18,11,16,13,11,94,76,40,1022,1020,1019,10,9,5,11,2,,0.00,,Fog,146<br />
2013-4-21,25,18,11,17,14,11,94,80,54,1024,1021,1020,19,10,3,19,5,,0.00,,Fog,74<br />
2013-4-22,23,18,13,18,15,13,100,88,54,1024,1022,1021,10,5,0,19,8,,0.00,5,Fog,57<br />
2013-4-23,26,20,14,18,17,14,100,87,61,1022,1021,1020,10,9,5,16,8,,0.00,5,Fog,46<br />
2013-4-24,20,17,14,17,16,13,100,92,71,1022,1020,1018,10,4,0,14,8,,0.00,7,Fog,43<br />
2013-4-25,26,18,11,17,14,11,100,86,47,1019,1017,1015,10,5,0,13,2,,0.00,5,Fog,295<br />
2013-4-26,26,19,13,19,16,12,94,82,57,1017,1016,1015,10,7,3,21,5,,0.00,6,,138<br />
2013-4-27,25,20,15,19,16,1,100,86,36,1017,1016,1014,10,5,0,19,6,,0.00,3,Fog,81<br />
2013-4-28,22,18,15,20,18,15,100,94,83,1014,1010,1008,10,7,0,26,14,,0.00,7,Fog-Rain,10<br />
2013-4-29,19,16,13,15,14,13,100,88,68,1014,1011,1009,10,6,1,21,6,,0.00,6,Fog,266<br />
2013-4-30,19,16,12,15,13,13,94,80,64,1018,1016,1014,10,10,10,19,8,,0.00,5,,171<br />
2013-5-1,21,15,9,16,13,10,100,89,53,1018,1016,1012,10,6,1,27,10,,9.91,7,Fog-Rain-Thunderstorm,38<br />
2013-5-2,20,16,12,19,17,14,100,94,84,1014,1013,1011,10,7,1,24,10,,0.00,7,Rain,221<br />
2013-5-3,17,16,15,16,15,12,100,95,82,1015,1010,1006,19,7,1,35,21,55,18.03,8,Rain,121<br />
2013-5-4,18,14,11,12,11,9,88,76,52,1016,1014,1010,10,10,10,23,13,,0.00,4,,220<br />
2013-5-5,17,13,10,13,10,7,100,76,49,1019,1018,1016,10,10,10,27,11,,0.00,2,,229<br />
2013-5-6,23,15,7,15,10,6,100,72,35,1017,1013,1009,10,10,10,34,14,63,0.00,6,Rain-Thunderstorm,313<br />
2013-5-7,16,12,8,8,6,5,82,65,43,1020,1018,1015,10,9,3,40,24,47,0.00,5,Rain,240<br />
2013-5-8,22,13,5,11,7,4,81,64,31,1017,1013,1010,19,12,10,32,19,,0.00,,,330<br />
2013-5-9,23,17,11,13,11,9,88,67,40,1016,1015,1014,10,10,10,21,14,,0.00,,,349<br />
2013-5-10,23,17,9,14,11,9,94,70,39,1015,1013,1011,10,10,10,24,13,,0.00,,,9<br />
2013-5-11,22,19,15,19,16,11,100,85,57,1015,1013,1011,10,8,3,16,11,,0.00,6,Rain-Thunderstorm,275<br />
2013-5-12,19,16,12,15,13,12,100,89,71,1017,1016,1014,10,6,0,13,5,,0.00,6,Fog,130<br />
2013-5-13,16,12,8,15,13,9,100,95,81,1017,1015,1014,10,4,0,10,0,,0.00,7,Fog,70<br />
2013-5-14,18,16,13,16,14,13,100,92,73,1014,1012,1011,10,5,0,21,3,,7.11,5,Fog,200<br />
2013-5-15,11,9,8,14,4,-4,100,66,28,1017,1014,1012,10,9,3,48,19,66,0.00,6,Rain,234<br />
2013-5-16,12,9,5,6,3,-4,87,67,40,1025,1021,1017,10,9,3,37,27,55,0.00,3,Rain,252<br />
2013-5-17,16,9,2,8,4,1,87,75,39,1027,1026,1024,10,5,1,13,5,,0.00,1,Fog,350<br />
2013-5-18,15,9,3,8,5,2,93,74,46,1027,1025,1024,10,7,2,23,6,,0.00,7,Fog,27<br />
2013-5-19,16,11,7,13,11,7,100,89,78,1024,1022,1021,10,6,2,21,5,,2.03,7,Rain,135<br />
2013-5-20,14,13,12,13,12,11,100,94,82,1021,1019,1017,10,6,1,23,11,,0.51,8,Rain,222<br />
2013-5-21,15,13,12,15,13,12,100,98,94,1019,1017,1016,10,4,1,24,13,,0.76,8,Rain,225<br />
2013-5-22,17,14,11,15,14,14,100,95,76,1020,1019,1018,10,8,1,13,5,,0.00,6,Fog,134<br />
2013-5-23,18,14,9,14,12,9,100,97,73,1021,1020,1018,10,3,0,10,2,,0.00,6,Fog,14<br />
2013-5-24,17,13,9,13,11,9,100,88,63,1021,1019,1018,10,6,0,29,10,,0.25,4,Fog,272<br />
2013-5-25,17,11,6,9,8,7,100,84,45,1021,1020,1018,10,7,2,13,3,,0.00,3,Fog,5<br />
2013-5-26,19,13,8,13,11,7,100,86,58,1018,1015,1013,19,6,2,24,11,,0.00,6,,350<br />
2013-5-27,20,14,8,15,11,7,100,93,61,1023,1015,1007,10,5,0,21,5,,0.00,6,Fog,193<br />
2013-5-28,19,14,10,16,13,10,100,89,73,1007,1002,997,19,6,0,40,14,72,12.95,6,Fog-Rain-Thunderstorm,36<br />
2013-5-29,14,11,9,13,11,7,100,92,67,1006,1004,1003,10,5,0,23,6,,0.00,7,Fog,272<br />
2013-5-30,18,12,7,11,7,2,100,67,30,1019,1009,1006,10,10,10,39,24,50,0.00,3,,288<br />
2013-5-31,19,14,10,11,8,5,76,64,38,1011,1009,1007,19,12,10,24,18,40,0.00,8,,351<br />
2013-6-1,21,14,8,10,8,6,100,68,35,1012,1010,1008,19,12,10,14,11,,0.00,,,343<br />
2013-6-2,16,12,7,10,7,3,94,73,31,1018,1013,1010,10,10,10,32,14,,0.00,,,281<br />
2013-6-3,19,12,5,10,6,3,100,72,30,1019,1017,1014,10,8,3,32,8,50,0.00,,,326<br />
2013-6-4,18,13,8,9,7,3,88,65,42,1014,1012,1011,10,8,3,37,19,55,0.00,,Fog,309<br />
2013-6-5,19,13,7,12,9,5,100,74,44,1014,1010,1005,10,7,3,32,11,47,0.00,7,,329<br />
2013-6-6,13,10,7,9,7,5,93,75,52,1020,1017,1011,10,10,10,32,21,50,0.00,5,,238<br />
2013-6-7,17,10,3,10,6,4,100,78,40,1022,1019,1017,10,7,3,29,10,40,0.00,,,331<br />
2013-6-8,14,12,8,9,5,-1,94,64,41,1027,1025,1023,10,7,3,23,13,,0.00,,,129<br />
2013-6-9,12,9,6,11,8,4,100,90,78,1023,1020,1017,10,7,3,14,6,,4.06,7,Rain,22<br />
2013-6-10,18,13,7,13,11,8,100,93,73,1018,1017,1017,10,4,0,19,3,,0.00,5,Fog,310<br />
2013-6-11,21,13,6,16,12,7,100,92,61,1021,1019,1018,10,3,0,14,3,,0.00,4,Fog,335<br />
2013-6-12,23,17,12,15,13,11,94,80,48,1019,1017,1016,19,11,10,24,13,,0.00,4,,341<br />
2013-6-13,23,18,14,18,15,13,94,85,68,1016,1014,1012,10,8,2,24,14,,0.00,4,,322<br />
2013-6-14,13,11,9,16,6,2,94,66,40,1025,1022,1015,10,10,3,37,21,45,0.00,5,,166<br />
2013-6-15,15,8,2,7,4,1,87,73,38,1025,1020,1015,10,10,10,32,10,,0.00,2,Fog,31<br />
2013-6-16,14,11,7,11,9,7,94,87,70,1017,1015,1012,10,9,3,32,13,50,2.03,7,Rain,304<br />
2013-6-17,14,10,7,9,6,4,88,71,50,1020,1018,1018,10,9,3,21,10,,0.00,4,,145<br />
2013-6-18,15,9,3,10,7,2,94,83,59,1018,1016,1015,19,11,10,26,10,,0.00,7,,340<br />
2013-6-19,11,6,2,3,-1,-4,75,52,27,1026,1023,1020,19,11,5,34,23,39,0.00,2,,203<br />
2013-6-20,12,5,-2,4,1,-3,100,75,43,1026,1024,1019,10,6,3,11,2,,0.00,,,107<br />
2013-6-21,13,7,1,11,6,-4,94,86,54,1019,1012,1007,10,4,1,11,2,,0.00,6,Fog,10<br />
2013-6-22,12,9,5,7,4,2,100,78,62,1019,1012,1007,10,8,1,27,13,,0.00,5,,273<br />
2013-6-23,12,8,3,6,4,3,93,77,51,1025,1022,1020,10,5,1,13,3,,0.00,6,Fog,272<br />
2013-6-24,12,6,0,8,5,1,100,88,62,1025,1023,1020,10,3,0,23,5,,0.00,4,Fog,106<br />
2013-6-25,13,10,4,12,9,4,100,95,82,1020,1017,1015,10,7,0,21,11,,0.51,6,Fog-Rain,155<br />
2013-6-26,12,8,4,10,7,4,100,94,74,1017,1016,1015,10,2,0,21,8,,0.00,4,Fog,328<br />
2013-6-27,19,12,6,8,7,5,93,74,52,1018,1016,1014,19,11,5,19,13,,0.00,,,341<br />
2013-6-28,17,12,8,12,9,6,100,81,70,1014,1012,1009,10,8,2,14,10,,7.11,7,Rain-Thunderstorm,22<br />
2013-6-29,16,11,6,12,8,-1,100,83,21,1016,1011,1008,19,3,0,26,13,39,0.00,7,Fog-Rain,251<br />
2013-6-30,14,8,2,7,4,3,100,81,55,1022,1020,1016,8,6,2,14,5,,0.00,8,,287<br />
2013-7-1,15,9,3,6,3,-1,100,69,34,1025,1023,1021,10,7,3,13,3,,0.00,,Fog,18<br />
2013-7-2,19,12,6,5,4,1,87,59,24,1021,1017,1014,19,12,10,27,16,47,0.00,,,3<br />
2013-7-3,21,14,8,13,9,3,82,68,42,1016,1014,1013,19,12,10,34,24,40,0.00,,,10<br />
2013-7-4,16,13,11,16,13,11,100,95,88,1018,1015,1013,19,4,1,14,10,,8.89,8,Rain,61<br />
2013-7-5,16,14,13,16,14,13,100,99,94,1015,1013,1010,2,1,0,14,2,,0.76,8,Fog-Rain,111<br />
2013-7-6,16,13,11,16,13,7,100,92,71,1019,1012,1009,19,5,0,32,13,60,0.00,7,Fog,254<br />
2013-7-7,12,10,9,9,7,4,100,80,66,1029,1023,1019,19,9,2,27,19,40,0.76,7,Rain,195<br />
2013-7-8,11,8,6,6,4,3,93,72,54,1032,1030,1029,19,10,10,19,13,,0.00,5,,131<br />
2013-7-9,17,10,3,12,5,-2,100,77,48,1028,1023,1018,19,6,1,27,13,47,10.92,8,Rain,67<br />
2013-7-10,15,13,11,13,13,12,100,96,88,1020,1018,1017,10,4,1,21,6,,0.00,8,Fog-Rain,77<br />
2013-7-11,21,17,12,18,16,12,100,93,78,1019,1015,1013,10,7,2,29,16,,12.95,8,Rain-Thunderstorm,355<br />
2013-7-12,12,10,8,13,10,7,100,91,76,1021,1019,1016,10,6,1,26,13,,0.00,8,Rain,176<br />
2013-7-13,14,11,8,11,9,7,100,90,69,1020,1017,1013,10,6,1,32,5,,0.51,8,Rain,339<br />
2013-7-14,13,9,4,10,7,4,100,86,48,1020,1016,1013,19,8,3,29,11,,0.00,6,Fog,272<br />
2013-7-15,14,8,1,7,3,1,100,76,28,1022,1020,1016,19,5,1,47,6,40,0.00,1,Fog,308<br />
2013-7-16,21,13,7,11,6,3,82,64,37,1016,1013,1011,19,14,10,50,19,,0.00,,,313<br />
2013-7-17,22,16,9,14,11,9,94,80,38,1012,1008,1003,19,11,10,21,11,,0.00,8,,323<br />
2013-7-18,9,8,7,13,6,-2,100,77,39,1022,1013,1004,10,8,1,37,23,60,1.02,7,Fog-Rain,184<br />
2013-7-19,9,6,3,2,0,-3,81,61,38,1023,1021,1016,10,9,3,27,18,,0.00,4,,221<br />
2013-7-20,10,5,0,3,1,-2,93,77,49,1016,1011,1007,10,9,6,26,8,,0.00,6,,350<br />
2013-7-21,7,4,1,4,2,-1,87,79,66,1014,1012,1010,19,10,8,27,18,,0.51,6,Rain,288<br />
2013-7-22,7,6,4,6,4,2,93,86,76,1018,1016,1014,19,8,3,32,23,53,6.10,8,Rain,270<br />
2013-7-23,9,6,2,5,1,-3,87,68,46,1024,1022,1019,10,10,8,32,21,40,0.00,6,Rain,262<br />
2013-7-24,11,6,1,5,2,-3,93,80,57,1026,1024,1023,19,9,3,19,10,,0.00,4,Fog,301<br />
2013-7-25,14,8,1,4,1,-1,100,72,34,1029,1027,1025,10,5,2,27,10,,0.00,,Fog,2<br />
2013-7-26,16,10,4,8,3,0,82,64,45,1028,1026,1023,10,10,10,27,16,,0.00,8,,24<br />
2013-7-27,19,14,9,8,7,6,87,70,35,1024,1022,1020,19,7,2,16,11,,0.00,,Fog,344<br />
2013-7-28,15,10,5,10,8,4,100,92,72,1023,1021,1020,7,2,0,16,6,,0.00,6,Fog,131<br />
2013-7-29,17,10,3,12,8,3,100,93,64,1024,1023,1022,8,2,0,13,3,,0.00,7,Fog,134<br />
2013-7-30,16,10,4,13,8,4,100,88,63,1023,1020,1015,10,3,0,21,3,,0.00,3,Fog,73<br />
2013-7-31,22,17,12,16,12,7,100,82,67,1015,1012,1007,10,7,3,19,14,,0.00,8,,37<br />
2013-8-1,11,10,10,11,9,9,100,96,88,1018,1014,1010,10,4,0,24,16,,7.87,8,Fog-Rain,162<br />
2013-8-2,9,9,8,9,7,6,94,86,79,1019,1017,1017,10,9,5,21,16,,0.00,8,,171<br />
2013-8-3,10,8,6,7,6,5,100,84,74,1019,1018,1017,10,9,3,14,6,,0.00,6,,216<br />
2013-8-4,16,10,5,8,6,5,100,80,52,1020,1017,1016,10,7,3,21,5,,0.00,4,,302<br />
2013-8-5,19,13,7,8,7,5,93,73,46,1016,1014,1011,10,10,10,32,18,53,0.00,,,331<br />
2013-8-6,17,11,5,6,3,1,93,59,33,1020,1018,1015,10,8,3,21,8,,0.00,,,339<br />
2013-8-7,17,13,10,15,8,0,100,72,38,1015,1004,1000,10,9,3,37,23,47,1.02,7,Rain-Thunderstorm,26<br />
2013-8-8,13,10,8,10,8,6,100,87,63,1019,1012,1005,10,10,6,26,10,,0.00,7,Fog-Rain-Thunderstorm,214<br />
2013-8-9,12,7,3,8,4,1,100,79,50,1027,1024,1020,10,6,0,23,5,,0.00,2,Fog,211<br />
2013-8-10,14,7,0,5,1,-1,100,70,25,1028,1024,1019,19,6,2,14,5,,0.00,1,,334<br />
2013-8-11,15,9,3,3,0,-2,75,55,25,1019,1014,1010,19,12,10,27,16,47,0.00,,,339<br />
2013-8-12,16,11,6,9,5,3,88,70,45,1018,1012,1010,19,11,10,27,14,45,0.51,8,,275<br />
2013-8-13,9,8,6,6,1,-3,87,61,40,1030,1024,1019,10,9,3,34,23,47,0.00,6,Rain,185<br />
2013-8-14,12,6,1,3,-1,-3,87,60,35,1032,1030,1029,10,9,3,26,10,,0.00,1,Fog,291<br />
