
ARST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-1-23,22,16,11,12,11,8,100,71,50,1004,1002,1000,10,10,10,27,10,,0.00,2,,65<br />
2007-1-24,18,13,9,12,9,6,93,75,59,1009,1007,1006,10,10,10,32,10,61,0.00,5,,88<br />
2007-1-25,13,12,11,10,9,8,94,85,77,1006,1005,1003,10,10,10,24,16,,0.00,3,,351<br />
2007-1-26,15,13,9,9,8,7,93,74,59,1006,1005,1004,10,10,10,23,18,,0.00,5,,83<br />
2007-1-27,18,13,8,10,7,5,100,72,45,1008,1006,1003,10,10,10,34,8,47,0.00,4,,300<br />
2007-1-28,15,11,7,10,8,5,100,79,59,1003,1001,999,10,9,5,48,13,63,0.00,5,Rain,183<br />
2007-1-29,13,9,6,9,7,5,100,78,62,1001,996,992,10,9,5,55,21,,0.00,5,Rain,345<br />
2007-1-30,15,10,5,8,6,4,100,79,54,998,990,980,10,10,10,71,19,90,0.00,4,,335<br />
2007-1-31,11,8,6,7,4,2,100,80,58,998,994,986,10,10,10,64,45,87,0.00,4,,237<br />
2007-2-1,14,11,8,9,3,-3,87,59,31,989,983,980,10,10,10,55,34,85,0.00,4,,250<br />
2007-2-2,11,8,5,8,6,2,100,84,66,1001,998,992,10,10,10,58,42,87,0.00,4,Rain,240<br />
2007-2-3,12,9,6,7,5,4,100,83,58,1000,993,988,10,10,10,60,14,85,0.00,4,,226<br />
2007-2-4,11,8,5,6,4,3,93,79,62,1001,999,994,10,10,10,40,21,52,0.00,5,Rain,245<br />
2007-2-5,13,10,7,10,7,5,100,82,58,998,991,987,10,10,8,39,19,47,0.00,4,Rain,304<br />
2007-2-6,7,6,4,6,4,2,100,92,81,996,991,986,10,10,9,60,42,84,0.00,5,Rain,241<br />
2007-2-7,6,4,4,6,4,2,100,95,87,995,993,990,10,10,7,55,39,74,0.00,6,Rain,235<br />
2007-2-8,7,6,4,5,4,3,100,93,76,1008,1000,995,10,10,10,64,47,80,0.00,5,Rain,240<br />
2007-2-9,11,7,4,8,5,2,93,85,67,1014,1012,1008,10,10,10,53,39,72,0.00,4,,247<br />
2007-2-10,15,11,8,12,9,7,100,85,63,1012,1009,1007,10,10,8,50,21,74,0.00,5,,279<br />
2007-2-11,19,14,10,12,11,9,94,82,59,1011,1008,1001,10,10,10,45,21,52,0.00,4,,157<br />
2007-2-12,15,12,9,11,8,-5,88,73,27,998,992,989,10,10,10,34,8,45,0.00,3,,257<br />
2007-2-13,11,9,7,7,5,3,87,75,62,998,994,992,10,10,10,35,18,,0.00,3,,265<br />
2007-2-14,13,9,6,9,6,3,93,79,51,998,996,994,10,10,10,29,10,61,0.00,4,,61<br />
2007-2-15,12,9,7,8,7,5,93,83,62,1000,999,996,10,10,10,34,11,48,0.00,3,,249<br />
2007-2-16,9,7,6,8,7,4,100,93,87,1001,997,994,10,10,10,48,21,63,0.00,5,,249<br />
2007-2-17,7,6,6,6,6,5,100,93,87,1003,998,995,10,10,10,50,27,66,0.00,4,Rain,249<br />
2007-2-18,7,6,6,6,5,4,100,91,87,1012,1006,1003,10,10,10,50,40,61,0.00,5,,245<br />
2007-2-19,10,8,5,8,6,4,100,87,76,1013,1009,1000,10,10,10,63,42,71,0.00,4,,243<br />
2007-2-20,10,8,5,8,6,3,93,89,76,1000,994,990,10,10,10,64,32,82,0.00,4,,250<br />
2007-2-21,8,7,5,5,4,2,93,81,66,1000,997,992,10,10,10,50,21,69,0.00,6,,247<br />
2007-2-22,11,8,6,6,5,3,93,81,66,1000,997,992,10,10,10,63,37,69,0.00,3,Rain,242<br />
2007-2-23,13,10,7,9,7,3,93,83,71,999,991,988,10,10,10,35,11,,0.00,5,,211<br />
2007-2-24,11,9,8,9,6,3,93,79,66,996,994,992,10,10,10,47,32,64,0.00,3,,243<br />
2007-2-25,10,7,4,5,3,3,93,79,62,995,991,986,10,10,10,55,16,76,0.00,3,,254<br />
2007-2-26,8,6,4,5,3,1,100,89,62,995,985,975,10,9,5,64,29,76,0.00,4,Rain,249<br />
2007-2-27,9,6,3,5,2,0,93,76,62,998,994,988,10,10,10,45,27,58,0.00,5,,236<br />
2007-2-28,7,6,5,5,4,2,93,88,71,987,985,985,10,10,10,42,13,55,0.00,5,,203<br />
2007-3-1,4,3,3,3,2,2,100,93,87,1000,995,992,10,10,10,40,34,61,0.00,5,Rain,240<br />
2007-3-2,8,6,3,6,4,3,100,90,81,1005,1002,998,10,10,10,50,27,71,0.00,5,Rain,250<br />
2007-3-3,12,9,6,8,7,5,100,81,76,1000,994,992,10,10,10,32,18,50,0.00,5,,241<br />
2007-3-4,9,7,3,7,6,3,100,90,82,993,991,989,10,10,10,27,18,,0.00,5,,232<br />
2007-3-5,3,2,1,2,1,-1,100,92,81,1014,1004,997,10,8,1,45,26,60,0.00,5,Rain-Snow,242<br />
2007-3-6,8,4,1,5,3,0,93,84,76,1019,1017,1014,10,10,10,60,40,72,0.00,3,,236<br />
2007-3-7,9,7,5,4,3,3,87,79,66,1020,1020,1018,10,10,10,55,35,66,0.00,4,,239<br />
2007-3-8,12,8,4,6,4,3,93,80,58,1020,1016,1012,10,10,10,11,6,,0.00,3,,60<br />
2007-3-9,13,9,5,8,6,3,100,79,51,1011,1008,1004,10,10,10,14,5,,0.00,4,,191<br />
2007-3-10,15,11,8,10,8,6,94,89,63,1004,993,982,10,10,10,19,3,,0.00,5,,26<br />
2007-3-11,13,10,8,9,6,2,100,77,58,986,984,982,10,10,10,48,21,69,0.00,3,,242<br />
2007-3-12,13,9,5,8,5,3,100,80,51,997,990,985,10,10,10,26,8,,0.00,2,,343<br />
2007-3-13,11,8,6,7,6,4,93,85,71,1010,1005,1001,10,10,10,39,16,48,0.00,2,,270<br />
2007-3-14,11,8,5,8,6,2,93,84,71,1011,1009,1008,10,10,10,40,14,58,0.00,4,,271<br />
2007-3-15,12,10,8,9,6,3,94,78,54,1010,1010,1009,10,10,10,37,21,52,0.00,3,,275<br />
2007-3-16,21,13,7,11,8,6,93,77,40,1009,999,992,10,10,10,45,10,72,0.00,4,,13<br />
2007-3-17,12,10,8,9,6,2,100,77,51,994,992,989,10,10,10,53,16,71,0.00,4,Rain,240<br />
2007-3-18,15,10,5,10,6,-1,94,77,36,992,978,969,10,10,10,84,26,90,0.00,4,Rain,287<br />
2007-3-19,11,7,4,6,3,1,100,83,50,988,984,982,10,9,5,55,31,82,0.00,4,Rain,235<br />
2007-3-20,9,7,6,6,5,3,87,82,76,995,992,988,10,10,10,48,29,74,0.00,3,,236<br />
2007-3-21,11,8,6,7,4,3,100,79,62,994,992,991,10,9,5,52,16,61,0.00,6,Rain,238<br />
2007-3-22,12,8,5,8,5,2,93,82,58,995,992,988,10,10,10,37,21,52,0.00,3,Rain,236<br />
2007-3-23,10,8,6,6,6,4,100,85,71,998,996,993,10,10,8,55,26,74,0.00,5,,236<br />
2007-3-24,9,7,6,6,5,3,100,83,76,1000,998,995,10,10,10,35,18,48,0.00,4,,259<br />
2007-3-25,8,7,6,8,7,6,100,95,87,1000,993,990,10,10,7,45,19,69,0.00,6,Rain,243<br />
2007-3-26,9,7,5,6,3,1,100,76,58,1006,1002,991,10,10,10,45,27,63,0.00,5,,251<br />
2007-3-27,10,9,7,6,5,2,87,79,58,995,993,990,10,10,10,52,26,71,0.00,5,,233<br />
2007-3-28,12,9,7,10,7,4,94,77,62,996,993,989,10,10,10,66,34,93,0.00,2,Rain,233<br />
2007-3-29,9,7,5,6,5,3,100,86,76,998,994,991,10,10,6,45,16,64,0.00,3,Rain,244<br />
2007-3-30,8,6,4,6,4,2,100,92,71,1001,996,992,10,10,6,50,18,90,0.00,5,Rain,254<br />
2007-3-31,14,10,6,9,4,2,93,72,54,1001,995,990,10,10,10,69,35,106,0.00,3,,240<br />
2007-4-1,15,9,4,8,4,2,87,70,51,1000,996,989,10,10,10,50,29,76,0.00,1,,356<br />
2007-4-2,11,9,6,5,3,0,87,67,47,994,991,987,10,10,10,27,16,,0.00,3,,289<br />
2007-4-3,9,7,6,8,6,3,100,90,81,997,990,986,10,10,10,45,21,58,0.00,4,,254<br />
2007-4-4,14,11,8,10,7,4,88,77,66,1006,1003,997,10,10,10,32,16,58,0.00,5,Rain,9<br />
2007-4-5,17,13,8,11,9,8,100,84,68,997,995,990,10,10,10,52,18,71,0.00,4,Rain,47<br />
2007-4-6,12,8,7,8,4,3,100,76,54,998,997,995,10,10,10,14,6,,0.00,2,,166<br />
2007-4-10,5,5,3,2,2,1,87,84,81,991,991,991,10,10,10,11,11,,0.00,1,,350<br />
2007-4-11,5,2,0,4,2,0,100,95,87,991,990,990,10,9,5,42,10,60,0.00,4,Rain-Snow,290<br />
2007-4-12,6,3,1,3,2,-2,93,85,75,990,981,979,10,10,10,47,16,64,0.00,5,,325<br />
2007-4-13,5,3,2,3,2,0,100,90,81,979,974,971,10,10,10,19,6,,0.00,2,,9<br />
2007-4-14,7,3,1,4,2,1,100,89,76,985,980,974,10,10,10,16,6,,0.00,3,,359<br />
2007-4-15,5,4,2,3,2,1,100,88,76,1002,995,987,10,10,10,40,23,55,0.00,4,,252<br />
2007-4-16,2,1,1,2,1,0,100,98,93,1002,1000,997,10,7,2,19,6,,0.00,6,Rain-Snow,160<br />
2007-4-17,3,1,0,2,2,0,100,97,93,1010,1007,1001,10,9,3,21,10,,0.00,7,Snow-Thunderstorm,277<br />
2007-4-18,6,3,0,3,1,0,100,92,76,1010,1005,995,10,10,10,11,6,,0.00,3,,344<br />
2007-4-19,6,3,2,4,3,2,100,92,87,991,989,988,10,10,10,50,34,66,0.00,4,,244<br />
2007-4-20,4,3,2,3,2,2,100,99,93,997,990,983,10,10,8,37,21,58,0.00,7,Rain-Snow,244<br />
2007-4-21,9,6,2,6,3,1,100,83,71,1001,999,995,10,10,10,39,16,63,0.00,5,,279<br />
2007-4-22,10,7,4,6,3,0,100,78,50,999,992,984,10,10,10,40,13,60,0.00,2,,282<br />
2007-4-23,6,3,1,2,0,-3,100,80,53,986,983,981,10,9,2,34,18,52,0.00,5,Snow,270<br />
2007-4-24,4,2,1,4,2,0,100,97,87,994,993,992,10,9,3,42,26,,0.00,6,Snow,270<br />
2007-4-25,4,2,1,2,1,-1,100,92,70,1010,1004,994,10,9,5,45,19,63,0.00,5,Thunderstorm,253<br />
2007-4-26,8,7,5,6,5,3,100,89,76,1006,1001,994,10,10,10,26,11,,0.00,4,,306<br />
2007-4-27,10,8,6,8,7,4,100,88,66,994,993,991,10,10,10,48,26,76,0.00,4,,246<br />
2007-4-28,7,3,1,5,3,1,100,95,76,1010,998,986,10,9,6,55,29,76,0.00,7,Rain,214<br />
2007-4-29,2,1,0,1,-1,-2,100,91,75,1026,1019,1013,10,10,5,27,18,,0.00,6,Snow,126<br />
2007-4-30,1,0,0,0,-1,-2,100,91,81,1031,1031,1029,10,10,8,14,10,77,0.00,6,Snow,218<br />
2007-5-1,2,0,-2,0,-2,-4,100,90,70,1031,1027,1025,10,10,10,16,5,,0.00,2,,291<br />
2007-5-2,3,0,-2,2,0,-3,100,96,93,1024,1016,1008,10,10,8,34,8,,0.00,5,,280<br />
2007-5-3,4,2,1,4,2,0,100,94,87,1008,1006,1004,10,10,10,45,27,55,0.00,5,,218<br />
2007-5-4,4,3,2,3,1,-1,100,90,81,1007,1006,1005,10,10,10,14,10,,0.00,5,,241<br />
2007-5-5,2,1,1,2,1,-2,100,92,75,1017,1010,1006,10,10,10,48,31,60,0.00,5,Snow,240<br />
2007-5-6,5,3,2,2,1,-1,100,91,75,1017,1015,1012,10,10,10,40,29,52,0.00,4,,258<br />
2007-5-7,5,2,0,2,1,-1,100,90,81,1021,1020,1018,10,10,10,11,5,,0.00,1,,329<br />
2007-5-8,11,7,3,5,4,2,100,76,62,1019,1011,1005,10,10,10,34,18,50,0.00,4,,10<br />
2007-5-9,8,6,3,6,5,2,100,94,76,1004,1000,995,10,10,6,37,14,45,0.00,6,,174<br />
2007-5-10,5,4,3,4,2,0,100,91,81,1005,999,996,10,10,10,45,23,60,0.00,4,,262<br />
2007-5-11,8,4,2,5,2,-1,100,82,70,1007,1007,1005,10,10,10,34,21,64,0.00,3,,288<br />
2007-5-12,9,7,4,4,3,-1,87,77,65,1009,1008,1005,10,10,10,14,6,,0.00,3,,337<br />
2007-5-13,5,3,2,3,2,1,100,91,81,1004,999,993,10,10,10,11,3,,0.00,3,,356<br />
2007-5-14,7,4,2,3,1,0,87,79,75,993,987,985,10,10,10,8,2,,0.00,3,,250<br />
2007-5-15,4,3,2,3,2,0,100,92,81,995,990,985,10,10,10,50,21,58,0.00,4,,267<br />
2007-5-16,5,2,0,1,-1,-3,93,81,70,994,985,982,10,10,10,27,13,,0.00,4,,283<br />
2007-5-17,6,4,3,3,2,0,93,88,66,999,992,984,10,10,10,50,23,48,0.00,4,,268<br />
2007-5-18,9,7,5,7,4,3,93,88,76,994,988,985,10,10,10,45,8,63,0.00,4,,165<br />
2007-5-19,7,4,3,5,3,0,100,84,70,984,983,982,10,10,10,34,19,52,0.00,4,,248<br />
2007-5-22,7,6,6,6,5,4,93,88,81,1006,1005,1004,10,10,10,53,42,80,0.00,2,,253<br />
2007-5-23,9,7,5,8,6,4,100,91,87,1002,995,991,10,10,10,53,19,85,0.00,5,Rain,297<br />
2007-5-24,8,6,3,7,4,3,100,95,87,993,989,986,10,10,10,58,32,72,0.00,5,Rain,247<br />
2007-5-25,3,1,0,3,1,-1,100,97,93,1016,1005,994,10,8,4,42,26,52,0.00,6,Snow-Thunderstorm,234<br />
2007-5-26,2,1,1,1,0,-1,100,90,81,1032,1027,1017,10,10,10,39,27,45,0.00,6,Snow,246<br />
2007-5-27,2,0,-2,-1,-2,-3,100,92,75,1033,1032,1031,10,10,10,24,8,,0.00,1,,336<br />
2007-5-28,5,1,-3,2,-4,-9,100,79,36,1031,1024,1019,10,5,0,23,5,,0.00,1,Fog,322<br />
2007-5-29,6,4,3,2,-1,-7,93,73,42,1018,1015,1014,10,10,10,16,6,,0.00,5,,300<br />
2007-5-30,5,2,0,1,-1,-3,100,84,65,1014,999,985,10,10,10,35,8,58,0.00,4,,269<br />
2007-5-31,4,1,-1,2,0,-2,100,94,75,993,987,983,10,7,2,47,27,63,0.00,6,Rain-Snow,246<br />
2007-6-1,2,0,-1,2,1,-1,100,97,93,992,987,979,10,9,6,34,11,,0.00,7,Snow,301<br />
2007-6-2,6,4,4,6,4,2,100,89,76,992,987,978,10,10,10,76,45,97,0.00,5,,243<br />
2007-6-3,9,7,4,6,5,3,100,89,76,989,984,981,10,10,10,55,21,85,0.00,4,,250<br />
2007-6-4,6,4,3,5,3,1,100,90,76,994,985,979,10,10,10,66,35,84,0.00,4,,234<br />
2007-6-5,4,3,2,3,2,0,100,88,81,1009,1002,994,10,10,10,48,39,72,0.00,3,,244<br />
2007-6-6,4,2,0,1,-1,-4,93,83,56,1009,1006,1003,10,10,10,10,5,,0.00,2,,297<br />
2007-6-7,5,4,3,4,2,-1,100,91,75,1002,996,994,10,10,10,13,3,,0.00,4,,314<br />
2007-6-8,3,2,2,3,2,2,100,100,100,994,992,991,10,10,10,16,5,,0.00,7,Rain,278<br />
2007-6-9,4,3,3,3,3,2,100,99,93,995,994,993,10,10,10,26,13,,0.00,6,Rain,254<br />
2007-6-10,3,2,1,2,2,1,100,96,93,996,993,992,10,10,10,21,10,,0.00,5,,261<br />
2007-6-11,3,0,-2,2,-1,-3,100,94,86,1012,1005,998,10,9,5,34,14,50,0.00,5,Snow,169<br />
2007-6-12,0,-1,-2,-1,-2,-2,100,92,87,1015,1013,1011,10,10,10,37,24,48,0.00,5,Snow,243<br />
2007-6-13,5,2,-1,2,1,-2,100,87,81,1010,1001,997,10,10,10,26,11,,0.00,5,,318<br />
2007-6-14,5,3,3,2,2,-1,93,88,65,997,995,989,10,10,10,26,10,,0.00,2,,314<br />
2007-6-15,6,2,-1,1,0,-1,100,91,61,998,989,982,10,9,5,60,16,80,0.00,5,Snow,243<br />
2007-6-16,2,0,-2,1,-1,-3,100,93,70,999,995,992,10,10,10,26,10,,0.00,5,Snow,268<br />
2007-6-17,4,2,1,3,2,1,100,94,81,989,985,982,10,10,10,45,14,61,0.00,4,Rain,234<br />
2007-6-18,40,20,1,3,1,-1,93,83,9,987,983,977,10,10,10,63,14,90,0.00,4,,335<br />
2007-6-19,7,4,2,2,-1,-4,100,71,49,986,982,977,10,10,10,55,23,85,0.00,4,,263<br />
2007-6-20,4,2,0,2,-2,-8,93,80,45,979,978,977,10,10,10,37,16,,0.00,3,,306<br />
2007-6-21,2,1,0,2,0,-2,100,92,81,989,982,978,10,10,10,45,19,58,0.00,3,,270<br />
2007-6-22,2,1,0,2,-1,-3,100,83,75,1006,999,989,10,10,10,34,26,45,0.00,4,,250<br />
2007-6-23,2,-1,-2,-2,-3,-5,93,80,70,1007,1004,996,10,10,10,14,8,,0.00,3,,335<br />
2007-6-24,4,2,1,3,1,-3,100,88,70,995,988,984,10,10,10,55,13,76,0.00,5,Rain,326<br />
2007-6-25,3,1,0,2,0,-1,100,90,81,1003,992,985,10,10,5,47,32,60,0.00,5,Rain,239<br />
2007-6-26,3,1,0,2,0,-2,100,91,75,1007,1002,996,10,10,10,34,10,,0.00,4,,344<br />
2007-6-27,4,2,1,3,2,1,100,94,87,996,994,992,10,10,10,11,6,,0.00,4,,25<br />
2007-6-28,4,3,2,3,2,0,100,94,87,1007,999,995,10,10,10,45,10,63,0.00,4,,282<br />
2007-6-29,5,4,3,3,2,0,100,88,70,1012,1009,1006,10,10,10,74,52,97,0.00,3,Rain,237<br />
2007-6-30,3,2,2,3,2,1,100,93,87,1023,1019,1012,10,10,10,50,42,71,0.00,5,,249<br />
2007-7-1,5,4,3,2,1,-1,93,82,70,1029,1023,1020,10,10,10,50,39,64,0.00,3,,248<br />
2007-7-2,5,4,3,2,-1,-5,87,71,56,1019,999,980,10,10,10,29,6,55,0.00,2,,320<br />
2007-7-3,6,2,-2,3,-2,-6,100,88,64,978,972,967,10,8,0,71,31,101,0.00,6,Rain-Snow,267<br />
2007-7-4,-1,-2,-3,-3,-4,-8,93,85,60,973,969,967,10,9,0,34,18,60,0.00,4,Snow,259<br />
2007-7-5,-1,-2,-3,-3,-4,-5,93,88,80,983,977,973,10,9,5,37,19,45,0.00,4,Snow,291<br />
2007-7-6,0,-2,-4,-1,-3,-4,100,94,86,1010,999,984,10,5,0,47,19,55,0.00,8,Snow,192<br />
2007-7-7,2,0,-1,1,-1,-2,100,94,87,1015,1013,1011,10,8,4,66,39,82,0.00,7,Snow-Thunderstorm,244<br />
2007-7-8,4,3,2,3,2,2,100,94,87,1016,1015,1012,10,10,10,63,52,76,0.00,5,,243<br />
2007-7-9,5,4,3,4,3,2,93,91,87,1015,1012,1008,10,10,10,63,52,80,0.00,3,,247<br />
2007-7-10,4,2,0,2,0,-4,93,83,75,1017,1016,1014,10,10,10,42,29,58,0.00,2,,255<br />
2007-7-11,4,2,0,3,0,-2,100,92,87,1011,1010,1010,10,10,10,32,5,,0.00,4,,314<br />
2007-7-12,5,4,2,3,1,-1,93,84,65,1014,1013,1011,10,10,10,40,19,48,0.00,2,,252<br />
2007-7-13,2,1,0,1,1,-1,100,97,93,1013,1010,1009,10,10,10,8,3,,0.00,5,,338<br />
2007-7-14,3,1,-1,0,-1,-1,100,91,75,1009,1006,1002,10,10,10,11,5,,0.00,1,,346<br />
2007-7-15,3,2,1,3,1,0,100,94,87,998,997,997,10,10,10,8,2,,0.00,3,,305<br />
2007-7-16,2,0,-2,1,-1,-4,100,90,86,1002,1000,997,10,10,10,32,21,48,0.00,6,Snow,251<br />
2007-7-17,1,-1,-3,-3,-5,-9,100,82,64,1002,1000,996,10,10,10,26,13,47,0.00,2,,322<br />
2007-7-18,0,-2,-3,-1,-3,-5,93,84,80,995,995,994,10,10,10,6,5,,0.00,5,,302<br />
2007-7-19,3,1,0,2,0,-1,100,91,81,994,993,992,10,10,10,13,5,,0.00,6,Snow,245<br />
2007-7-20,2,2,1,2,1,-1,100,95,81,996,994,993,10,10,10,10,3,,0.00,5,,43<br />
2007-7-21,3,1,-1,3,0,-2,100,92,81,1000,998,996,10,10,10,13,5,,0.00,5,,7<br />
2007-7-22,3,1,0,3,1,0,100,94,87,1002,1001,1000,10,9,8,26,11,,0.00,6,Snow,260<br />
2007-7-23,3,2,1,3,1,0,100,91,81,1005,1003,998,10,10,10,26,16,,0.00,4,,285<br />
2007-7-24,2,1,-1,1,0,-3,100,94,86,998,993,991,10,9,1,52,21,45,0.00,5,Snow,261<br />
2007-7-25,2,0,-2,0,-2,-3,100,92,81,1000,998,994,10,10,10,47,27,64,0.00,4,Snow,272<br />
2007-7-26,0,-2,-4,-1,-3,-5,100,95,93,1019,1010,997,10,5,1,53,37,72,0.00,5,Snow-Thunderstorm,233<br />
2007-7-27,3,0,-2,2,-1,-5,100,86,56,1019,1014,1002,10,10,10,47,19,,0.00,5,,292<br />
2007-7-28,10,8,5,7,5,3,93,83,71,1002,999,994,10,10,10,60,19,64,0.00,4,,246<br />
2007-7-29,10,7,4,4,3,1,93,78,54,994,992,990,10,10,10,45,14,63,0.00,3,,27<br />
2007-7-30,4,2,1,3,1,0,93,91,81,1004,998,993,10,10,10,45,19,64,0.00,4,Snow,243<br />
2007-7-31,2,1,0,1,-1,-3,100,84,70,1020,1014,1005,10,10,8,47,24,60,0.00,5,Snow,248<br />
2007-8-1,6,3,2,2,1,-1,93,80,66,1019,1017,1013,10,10,10,37,16,,0.00,2,,294<br />
2007-8-2,7,6,4,3,2,0,93,80,66,1013,1009,1002,10,10,10,27,10,,0.00,5,,145<br />
2007-8-3,5,3,1,2,0,-3,93,85,75,1005,1004,1004,10,10,10,23,10,,0.00,2,,277<br />
2007-8-4,5,3,1,1,-1,-3,100,80,57,1008,1006,1004,10,10,10,19,6,,0.00,3,Snow,308<br />
2007-8-5,9,6,3,1,0,-2,70,63,54,1002,993,983,10,10,10,45,29,55,0.00,3,,334<br />
2007-8-6,8,3,-1,3,-1,-3,100,86,61,985,979,971,10,9,6,58,32,80,0.00,4,Rain-Snow,258<br />
2007-8-7,3,1,-1,0,-2,-3,100,89,65,994,990,985,10,9,4,45,18,60,0.00,4,Snow,239<br />
2007-8-8,4,2,0,3,1,-2,100,91,81,1004,999,997,10,10,10,52,24,60,0.00,4,Snow,241<br />
2007-8-9,6,3,1,0,-2,-4,87,65,53,1006,1003,997,10,10,10,37,13,58,0.00,5,,10<br />
2007-8-10,7,3,0,3,0,-2,93,79,57,1010,997,988,10,9,2,47,29,71,0.00,5,Rain-Snow,268<br />
2007-8-11,1,-1,-3,-2,-3,-6,93,78,65,1013,1009,1003,10,10,10,34,18,52,0.00,5,,342<br />
2007-8-12,3,2,1,1,0,-2,100,88,75,1000,992,989,10,10,10,23,11,,0.00,6,,301<br />
2007-8-13,2,1,1,1,0,-1,93,88,81,991,988,987,10,9,3,45,13,61,0.00,4,Snow,260<br />
2007-8-14,0,-1,-1,0,-1,-2,100,95,87,1015,1006,992,10,6,1,50,26,71,0.00,7,Snow,231<br />
2007-8-15,4,2,0,3,1,-1,100,90,81,1027,1022,1015,10,10,6,47,31,55,0.00,4,Snow,242<br />
2007-8-16,5,3,1,-1,-2,-4,81,67,56,1030,1029,1028,10,10,10,45,27,45,0.00,6,,295<br />
2007-8-17,5,3,1,4,1,-3,93,84,75,1029,1025,1022,10,10,10,13,8,,0.00,5,,12<br />
2007-8-18,10,6,1,4,1,-4,100,80,37,1021,1015,1011,10,10,10,19,3,,0.00,5,,77<br />
2007-8-19,10,8,5,3,1,-1,87,66,47,1003,998,996,10,10,10,61,14,74,0.00,3,Rain,351<br />
2007-8-20,8,6,3,2,-1,-4,87,63,46,996,994,991,10,10,10,37,18,55,0.00,3,,348<br />
2007-8-21,7,6,4,2,-1,-2,87,67,53,992,990,986,10,10,10,42,19,63,0.00,4,,357<br />
2007-8-22,6,3,2,2,-1,-7,93,72,42,990,987,984,10,10,6,45,19,60,0.00,4,Rain-Snow,334<br />
2007-8-23,3,1,0,2,1,-1,100,91,81,1005,1000,993,10,8,2,55,42,69,0.00,6,Rain-Snow,247<br />
2007-8-24,10,7,4,2,1,-1,87,70,50,1003,992,981,10,10,10,34,16,,0.00,4,,296<br />
2007-8-25,6,4,3,3,2,1,100,84,70,998,995,988,10,10,8,64,42,82,0.00,6,Rain,242<br />
