
AZT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-23,3,2,1,0,-2,-4,93,81,70,1020,1019,1018,10,10,8,16,13,,0.00,8,Rain-Snow,89<br />
2012-1-24,1,0,-1,-1,-2,-2,100,87,81,1023,1021,1018,10,9,3,14,8,,0.00,8,Snow,79<br />
2012-1-25,3,1,0,2,0,-1,93,88,81,1023,1021,1020,10,10,8,35,14,,0.00,8,,318<br />
2012-1-26,1,0,-1,0,-2,-4,100,90,80,1024,1021,1019,10,8,3,48,29,66,0.00,8,Rain-Snow,325<br />
2012-1-27,-1,-2,-2,-2,-3,-4,93,91,86,1024,1023,1020,10,9,3,47,35,61,0.00,8,Snow,328<br />
2012-1-28,-1,-2,-3,-2,-3,-4,100,91,86,1024,1019,1017,10,3,0,55,45,74,0.00,8,Snow,328<br />
2012-1-29,-2,-3,-4,-4,-6,-7,93,82,74,1029,1026,1024,10,10,1,39,32,,0.00,7,Snow,323<br />
2012-1-30,-2,-3,-4,-4,-5,-6,86,83,80,1029,1028,1027,10,10,10,35,23,,0.00,7,Snow,320<br />
2012-1-31,3,0,-2,2,-1,-4,100,95,86,1027,1022,1016,10,7,3,19,14,,0.00,8,Rain-Snow,319<br />
2012-2-1,3,1,-1,2,0,-2,100,96,93,1018,1015,1014,10,5,1,39,13,,0.00,8,,332<br />
2012-2-2,0,-2,-3,-1,-2,-4,100,94,86,1028,1021,1017,10,1,0,66,48,85,0.00,8,Snow,331<br />
2012-2-3,0,-2,-3,-2,-4,-5,93,85,75,1042,1036,1029,10,7,0,53,37,72,0.00,8,Snow,343<br />
2012-2-4,-1,-2,-3,-5,-6,-7,80,71,64,1045,1044,1043,10,10,10,14,10,,0.00,6,,42<br />
2012-2-5,1,-2,-4,-4,-5,-6,100,80,64,1043,1040,1035,10,9,5,19,5,,0.00,7,Snow,184<br />
2012-2-6,1,-1,-2,-2,-4,-7,93,74,60,1035,1031,1030,10,10,10,32,11,,0.00,8,Snow,297<br />
2012-2-7,-2,-4,-7,-3,-6,-9,93,88,80,1030,1026,1023,10,6,2,48,35,66,0.00,8,Snow,321<br />
2012-2-8,-5,-7,-8,-6,-8,-10,93,89,86,1026,1022,1019,3,1,0,50,42,69,0.00,8,Snow,328<br />
2012-2-9,-1,-3,-6,-3,-6,-9,93,81,69,1027,1025,1021,10,9,3,32,18,,0.00,8,Snow,242<br />
2012-2-10,-1,-2,-3,-2,-4,-5,100,91,80,1023,1019,1017,8,4,1,45,21,63,0.00,8,Snow,320<br />
2012-2-11,-2,-3,-3,-3,-4,-5,93,89,80,1036,1030,1023,10,7,1,48,39,66,0.00,8,Snow,320<br />
2012-2-12,1,-1,-2,-2,-3,-4,93,85,75,1038,1037,1035,10,10,1,24,16,,0.00,7,Snow,350<br />
2012-2-13,3,1,0,-1,-2,-4,93,79,60,1035,1031,1028,10,10,8,24,11,,0.00,7,Snow,156<br />
2012-2-14,5,3,1,2,1,-1,93,83,76,1028,1025,1022,10,10,10,24,11,,0.00,7,,154<br />
2012-2-15,4,3,2,2,1,-1,93,84,81,1021,1015,1007,10,10,8,32,26,,0.00,7,,180<br />
2012-2-16,4,3,2,2,1,0,93,85,75,1007,1003,1000,10,9,6,42,29,61,0.00,7,,202<br />
2012-2-17,6,4,3,2,1,0,93,82,70,1009,1008,1006,10,10,10,42,27,61,0.00,7,,323<br />
2012-2-18,8,6,3,6,3,1,93,88,81,1009,1006,1004,10,10,3,21,8,,0.00,8,Rain,141<br />
2012-2-19,4,1,-1,3,0,-4,100,89,75,1022,1013,1007,10,8,1,58,29,76,0.00,8,Rain-Snow,320<br />
2012-2-20,0,-2,-3,-2,-3,-5,93,86,69,1039,1031,1022,10,7,1,64,47,84,0.00,8,Snow,323<br />
2012-2-21,2,0,-2,0,-3,-4,93,83,75,1040,1037,1033,10,10,10,32,19,,0.00,7,,303<br />
2012-2-22,6,3,0,1,0,-1,100,82,65,1033,1030,1029,10,10,10,23,13,,0.00,6,,170<br />
2012-2-23,5,2,0,1,-1,-2,93,80,61,1029,1024,1021,10,10,10,35,14,,0.00,6,,224<br />
2012-2-24,6,3,0,1,-1,-2,87,79,61,1022,1017,1011,10,10,10,29,19,,0.00,5,Snow,289<br />
2012-2-25,8,4,1,3,1,-2,93,78,50,1011,1009,1005,10,10,8,40,19,55,0.00,4,,187<br />
2012-2-26,8,6,2,3,2,-1,93,76,62,1013,1006,1002,10,10,10,45,26,61,0.00,5,,292<br />
2012-2-27,8,3,-1,5,2,-2,100,85,62,1017,1015,1013,10,9,7,35,14,,0.00,4,,196<br />
2012-2-28,13,8,3,5,3,2,100,83,51,1013,1007,1004,10,5,1,45,26,,0.00,4,Fog,171<br />
2012-2-29,13,7,2,8,4,1,100,85,62,1003,999,996,10,4,0,27,13,,0.00,5,Fog,166<br />
2012-3-1,7,4,3,3,2,1,93,82,70,1003,1001,999,10,10,10,40,29,,0.00,7,Rain,334<br />
2012-3-2,8,6,4,3,2,1,93,79,66,1006,1005,1003,10,10,8,19,11,,0.00,7,Rain,67<br />
2012-3-3,7,4,2,4,2,0,100,90,71,1005,1004,1002,10,10,8,21,11,,0.00,7,Rain,22<br />
2012-3-4,8,4,1,2,1,0,93,79,57,1009,1007,1004,10,10,10,21,13,,0.00,6,,349<br />
2012-3-5,6,3,1,3,1,-1,100,81,70,1020,1014,1007,10,10,4,42,21,61,0.00,8,Rain-Snow,14<br />
2012-3-6,10,6,2,2,-1,-5,93,63,35,1020,1017,1013,10,10,10,60,29,77,0.00,4,,195<br />
2012-3-7,6,4,3,2,-2,-4,87,67,49,1026,1024,1016,10,10,10,50,26,69,0.00,5,,5<br />
2012-3-8,5,2,0,1,0,-1,100,87,70,1029,1027,1023,10,8,0,27,11,,0.00,7,Rain-Snow,38<br />
2012-3-9,5,3,1,2,1,-2,93,84,70,1027,1025,1024,10,10,10,32,16,,0.00,7,Rain,326<br />
2012-3-10,3,1,0,1,-2,-4,100,84,70,1026,1026,1025,10,6,0,39,19,,0.00,7,Rain-Snow,359<br />
2012-3-11,0,-1,-2,0,-2,-4,100,91,75,1029,1027,1025,10,6,0,21,11,,0.00,7,Fog-Snow,320<br />
2012-3-12,5,0,-4,2,-1,-5,100,86,75,1028,1020,1011,10,8,0,29,8,,0.00,7,Fog-Rain,169<br />
2012-3-13,9,4,0,2,1,-2,93,77,57,1015,1014,1011,10,9,3,16,8,,0.00,4,,185<br />
2012-3-14,10,5,0,5,3,-1,100,84,54,1015,1011,1004,10,6,1,32,10,,0.00,4,Fog,140<br />
2012-3-15,7,6,5,5,3,3,93,85,76,1013,1006,1002,10,10,10,50,27,69,0.00,7,,331<br />
2012-3-16,5,3,2,2,1,-1,93,86,65,1019,1016,1013,10,10,8,37,16,,0.00,8,Rain-Snow,9<br />
2012-3-17,4,2,0,1,-1,-5,100,82,65,1029,1024,1018,10,8,1,42,27,55,0.00,7,Rain-Snow,352<br />
2012-3-18,7,3,-1,1,-3,-6,86,64,39,1032,1030,1029,10,10,10,21,10,,0.00,1,,217<br />
2012-3-19,12,7,3,4,1,-2,93,69,47,1031,1030,1029,,,,37,23,,0.00,,,186<br />
2012-3-20,11,7,4,7,6,3,100,88,71,1029,1026,1024,10,9,3,39,26,,0.00,2,,173<br />
2012-3-21,15,9,3,6,5,2,100,81,51,1024,1023,1021,8,3,0,40,19,,0.00,3,Fog,320<br />
2012-3-22,12,8,4,8,5,4,100,90,67,1022,1019,1017,10,3,0,35,13,,0.00,3,Fog,316<br />
2012-3-23,7,6,4,6,4,3,100,87,76,1026,1024,1021,10,10,10,21,10,,0.00,7,Rain,323<br />
2012-3-24,16,10,5,5,4,1,93,73,39,1024,1019,1014,10,10,10,45,31,63,0.00,4,,217<br />
2012-3-25,11,7,4,6,4,3,100,83,58,1025,1024,1021,10,10,8,23,14,,0.00,4,,18<br />
2012-3-26,12,7,2,6,4,1,100,86,67,1024,1016,1008,10,5,0,48,16,58,0.00,4,Fog,168<br />
2012-3-27,8,7,5,7,4,0,100,82,66,1015,1009,1004,10,9,3,60,39,77,0.00,6,Rain,311<br />
2012-3-28,9,6,3,3,2,0,93,76,61,1020,1018,1015,10,10,10,40,27,60,0.00,7,Rain,4<br />
2012-3-29,12,7,3,7,5,2,100,84,67,1019,1016,1014,10,9,5,40,21,55,0.00,5,,176<br />
2012-3-30,15,9,3,7,5,2,100,77,48,1015,1010,1003,10,7,4,34,16,,0.00,3,,172<br />
2012-3-31,22,12,2,7,4,-2,100,72,20,1006,1000,996,10,4,0,60,23,77,0.00,5,Fog,262<br />
2012-4-1,14,11,8,7,5,4,87,68,51,1017,1013,1007,,,,45,27,55,0.00,,,279<br />
2012-4-2,23,16,9,8,6,4,87,61,31,1014,1009,1006,,,,53,32,72,0.00,,,192<br />
2012-4-3,12,9,7,6,4,3,81,72,66,1028,1023,1015,10,10,10,58,42,76,0.00,6,,340<br />
2012-4-4,15,9,4,6,4,2,93,70,47,1028,1027,1025,10,10,10,24,11,,0.00,4,,189<br />
2012-4-5,14,10,6,9,7,5,100,85,67,1026,1023,1020,10,9,4,29,16,,0.00,2,,164<br />
2012-4-6,12,9,7,10,8,7,100,95,82,1020,1017,1014,10,3,0,35,21,,0.00,6,Fog,174<br />
2012-4-7,12,9,7,10,8,7,100,96,82,1015,1010,1007,10,2,0,37,23,,0.00,7,Fog,174<br />
2012-4-8,15,11,8,11,9,8,100,94,77,1007,1006,1004,10,4,0,35,24,,0.00,6,Fog,170<br />
2012-4-9,27,18,8,13,9,8,100,71,23,1006,1004,1003,10,5,0,42,19,,0.00,4,Fog,180<br />
2012-4-10,28,20,13,13,11,8,82,61,34,1010,1007,1005,14,11,10,32,18,,0.00,,,178<br />
2012-4-11,22,18,13,14,11,8,82,65,37,1011,1009,1007,10,10,10,23,11,,0.00,,,228<br />
2012-4-12,25,19,13,15,12,8,82,65,32,1008,1005,1002,10,10,10,24,10,,0.00,,,142<br />
2012-4-13,17,15,13,13,9,7,82,65,47,1012,1009,1004,10,10,10,58,39,76,0.00,,,328<br />
2012-4-14,18,16,13,9,8,6,72,56,43,1014,1012,1010,10,10,10,45,31,61,0.00,8,,317<br />
2012-4-15,19,14,10,13,11,8,100,78,46,1013,1011,1008,10,7,3,34,13,,0.00,4,,165<br />
2012-4-16,21,16,11,11,11,9,94,73,39,1009,1008,1006,10,10,10,27,16,,0.00,,,169<br />
2012-4-17,22,17,13,16,13,11,94,81,50,1010,1008,1006,10,9,3,24,10,,0.00,6,,176<br />
2012-4-18,21,17,13,13,11,10,88,72,44,1014,1012,1010,10,10,10,32,18,,0.00,6,,342<br />
2012-4-19,17,14,12,13,12,11,100,85,66,1009,1003,999,10,7,1,37,24,,0.00,5,Fog,175<br />
2012-4-20,18,15,12,12,11,9,100,78,52,1013,1006,1000,10,8,1,58,24,,0.00,5,,319<br />
2012-4-21,21,17,13,13,10,8,94,63,38,1015,1014,1012,10,10,10,27,13,,0.00,,,211<br />
2012-4-22,17,15,13,14,13,12,100,90,70,1014,1012,1010,10,8,0,39,21,,0.00,5,Fog,177<br />
2012-4-23,16,13,11,13,11,10,100,87,68,1016,1013,1010,10,5,0,40,19,,0.00,4,Fog,314<br />
2012-4-24,21,17,13,12,11,9,82,65,41,1020,1019,1016,10,10,10,39,32,,0.00,,,339<br />
2012-4-25,24,17,10,11,8,4,88,57,21,1020,1019,1018,10,10,10,14,10,,0.00,,,332<br />
2012-4-26,23,17,11,12,9,7,82,59,37,1019,1018,1017,10,10,10,19,6,,0.00,1,,8<br />
2012-4-27,23,17,11,14,10,6,100,67,23,1020,1019,1018,10,5,1,19,6,,0.00,2,Fog,169<br />
2012-4-28,27,20,12,15,11,4,100,65,14,1021,1020,1019,10,6,1,21,8,,0.00,1,,160<br />
2012-4-29,24,19,13,15,12,5,98,65,27,1021,1020,1019,10,8,3,23,6,,0.00,5,Fog,158<br />
2012-4-30,23,19,15,15,12,6,94,70,33,1020,1016,1013,10,9,3,27,11,,0.00,7,Rain,169<br />
2012-5-1,28,20,12,14,11,7,88,60,21,1018,1013,1010,19,10,10,50,18,69,0.00,5,,309<br />
2012-5-2,21,15,9,15,12,8,100,77,54,1017,1014,1012,10,10,10,35,16,,0.00,,,174<br />
2012-5-3,21,17,14,14,9,5,94,62,24,1016,1013,1010,10,10,8,21,11,,0.00,8,,96<br />
2012-5-4,22,19,15,16,12,9,100,72,43,1010,1006,1004,10,9,5,24,13,,0.00,8,,325<br />
2012-5-5,23,19,14,13,11,9,82,64,38,1010,1008,1006,10,10,10,37,18,,0.00,7,,333<br />
2012-5-6,23,17,11,13,12,11,83,65,38,1013,1011,1003,10,9,0,187,16,,0.00,6,,312<br />
2012-5-7,26,19,12,15,13,12,100,75,39,1013,1013,1012,10,7,1,23,8,,0.00,5,Fog,12<br />
2012-5-8,25,19,13,14,13,12,94,69,39,1016,1014,1012,10,10,10,23,10,,0.00,6,,360<br />
2012-5-9,27,22,16,16,12,8,88,58,32,1020,1017,1015,10,10,10,23,8,,0.00,7,,160<br />
2012-5-10,28,22,17,15,12,9,77,54,28,1021,1020,1017,19,11,10,18,8,,0.00,,,178<br />
2012-5-11,28,22,17,15,13,11,88,60,32,1020,1019,1016,10,10,10,19,6,,0.00,8,,163<br />
2012-5-12,26,22,17,16,13,4,83,59,15,1017,1015,1014,10,7,5,21,10,,0.00,5,,354<br />
2012-5-13,31,23,17,16,11,-3,94,54,7,1014,1010,1007,10,8,3,26,8,,0.00,6,,155<br />
2012-5-14,30,25,20,18,14,8,88,54,24,1008,1006,1003,10,10,10,29,16,,0.00,8,Rain-Thunderstorm,182<br />
2012-5-15,27,22,18,15,12,10,73,55,27,1010,1008,1006,10,8,0,129,14,,0.00,,,328<br />
2012-5-16,28,23,18,18,15,13,83,61,32,1010,1009,1009,10,10,10,21,8,,0.00,4,,354<br />
2012-5-17,28,23,18,20,18,16,100,73,39,1010,1008,1007,10,7,4,32,14,,0.00,1,,174<br />
2012-5-18,29,23,18,20,18,13,94,75,25,1013,1011,1008,10,9,3,230,14,,0.00,6,Rain,172<br />
2012-5-19,28,23,17,19,17,13,100,76,37,1017,1015,1013,10,7,1,21,11,,0.00,6,,342<br />
2012-5-20,30,23,17,19,17,16,100,73,40,1017,1015,1013,10,9,5,19,13,,0.00,7,,360<br />
2012-5-21,30,25,20,18,16,12,78,58,31,1014,1011,1009,10,10,10,26,10,,0.00,7,,138<br />
2012-5-22,22,21,19,17,16,14,78,67,49,1010,1008,1007,10,10,0,230,21,58,0.00,7,Rain,336<br />
2012-5-23,25,22,19,17,14,11,83,61,35,1007,1004,1002,10,10,10,52,29,71,0.00,8,Rain,339<br />
2012-5-24,26,22,18,18,14,10,94,61,31,1006,1003,1001,10,9,7,24,11,,0.00,7,,269<br />
2012-5-25,28,23,18,20,16,12,94,65,38,1007,1006,1005,10,10,10,35,10,,0.00,,,208<br />
2012-5-26,25,21,18,18,16,14,94,73,46,1011,1007,1004,10,10,10,35,14,,0.00,3,,343<br />
2012-5-27,25,21,17,17,14,12,88,68,39,1015,1013,1011,10,10,10,21,10,,0.00,6,Rain,172<br />
2012-5-28,26,22,18,18,17,16,88,72,47,1015,1014,1013,10,10,10,23,10,,0.00,5,,164<br />
2012-5-29,28,23,18,19,17,12,94,68,37,1012,1011,1009,10,10,10,40,16,,0.00,6,,166<br />
2012-5-30,27,23,19,21,19,17,94,76,52,1014,1012,1010,10,10,10,26,11,,0.00,4,,166<br />
2012-5-31,30,24,19,21,19,15,100,80,29,1012,1011,1010,10,8,0,26,11,,0.00,6,Fog,30<br />
2012-6-1,28,23,19,21,18,17,100,76,41,1011,1010,1008,10,9,6,37,19,,0.00,3,,354<br />
2012-6-2,27,23,20,19,17,14,88,70,42,1017,1012,1009,10,10,10,58,35,64,0.00,4,,334<br />
2012-6-3,28,24,20,18,16,12,83,61,25,1021,1019,1017,10,10,10,29,16,,0.00,2,,360<br />
2012-6-4,28,23,18,18,15,12,94,62,28,1021,1020,1017,10,10,10,29,13,,0.00,,,167<br />
2012-6-5,30,24,18,19,16,10,94,63,20,1018,1013,1009,14,10,10,26,13,,0.00,,,163<br />
2012-6-6,34,27,20,20,14,6,88,53,11,1008,1006,1004,10,10,8,23,10,,0.00,3,,159<br />
2012-6-7,31,26,20,20,17,11,88,60,26,1005,1004,1002,10,10,10,29,13,,0.00,,,355<br />
2012-6-8,26,23,21,21,19,17,94,73,53,1008,1006,1002,10,10,10,58,24,63,0.00,,,338<br />
2012-6-9,25,23,21,19,18,16,83,69,54,1016,1012,1008,10,10,10,74,45,93,0.00,3,,337<br />
2012-6-10,28,24,21,18,16,12,78,57,35,1017,1016,1014,10,10,10,53,40,72,0.00,6,,336<br />
2012-6-11,28,25,22,21,17,11,88,58,34,1015,1012,1010,10,10,10,29,23,,0.00,5,,1<br />
2012-6-12,32,26,20,20,18,14,100,67,26,1011,1010,1009,10,10,10,58,13,,0.00,,,165<br />
2012-6-13,37,29,20,21,17,7,94,54,8,1013,1011,1009,10,10,10,21,8,,0.00,,,139<br />
2012-6-14,38,30,21,23,13,4,94,44,6,1014,1013,1011,10,8,6,21,10,,0.00,,,153<br />
2012-6-15,39,31,22,22,15,8,88,44,11,1012,1011,1009,10,10,10,21,10,,0.00,,,163<br />
2012-6-16,34,29,23,20,14,6,74,42,9,1011,1010,1010,10,10,10,27,8,,0.00,,,340<br />
2012-6-17,27,25,22,21,18,12,78,67,37,1014,1012,1010,10,10,10,52,29,71,0.76,6,Rain,339<br />
2012-6-18,27,22,17,20,16,12,94,70,27,1015,1010,1007,10,10,0,37,21,,0.00,7,Rain-Thunderstorm,259<br />
2012-6-19,27,23,21,18,16,15,83,64,41,1013,1012,1010,10,10,5,42,18,61,0.00,6,Rain,299<br />
2012-6-20,30,25,20,19,15,12,73,54,24,1013,1011,1010,10,10,10,37,16,,0.00,6,Rain,308<br />
2012-6-21,28,22,17,19,15,8,88,61,19,1013,1012,1011,10,10,10,27,16,,0.76,7,Rain,188<br />
2012-6-22,28,24,21,21,19,16,94,70,38,1012,1010,1009,10,10,10,27,16,,0.00,4,,177<br />
2012-6-23,33,27,20,20,16,9,94,53,14,1012,1011,1010,10,8,4,14,5,,0.00,1,,350<br />
2012-6-24,33,28,23,22,18,12,89,60,20,1012,1012,1011,10,10,10,26,11,,0.00,,,309<br />
2012-6-25,29,24,20,21,18,12,94,65,26,1012,1012,1011,10,10,10,19,10,,0.00,1,,5<br />
2012-6-26,29,24,19,19,17,12,88,60,29,1012,1010,1009,10,10,10,19,8,,0.00,1,,10<br />
2012-6-27,32,25,18,18,15,10,83,51,20,1009,1008,1006,10,8,3,230,10,,0.00,,,176<br />
2012-6-28,31,26,20,20,17,12,78,58,25,1007,1006,1004,10,10,10,26,8,,0.00,,,171<br />
2012-6-29,23,22,20,22,19,16,88,78,63,1022,1009,1005,10,10,10,55,32,74,0.00,7,Rain-Thunderstorm,328<br />
2012-6-30,26,22,18,19,15,12,78,59,30,1013,1012,1010,10,10,8,52,34,55,0.00,7,Rain,347<br />
2012-7-1,23,21,20,19,17,13,94,73,54,1012,1011,1009,10,10,7,34,21,,0.76,7,Rain-Thunderstorm,336<br />
2012-7-2,24,21,19,17,17,15,88,70,47,1015,1014,1011,10,10,10,34,23,,0.00,5,Rain,342<br />
2012-7-3,26,22,19,19,18,17,83,70,51,1015,1013,1010,10,10,10,27,19,,0.00,6,,14<br />
2012-7-4,27,23,20,21,19,18,94,74,52,1010,1007,1004,10,10,10,18,11,,0.00,5,,353<br />
2012-7-5,27,24,22,21,21,19,88,75,55,1004,1004,1003,10,10,10,52,26,71,0.00,5,,333<br />
2012-7-6,27,25,23,22,20,18,83,71,50,1005,1004,1004,10,10,10,47,39,64,0.00,1,,336<br />
2012-7-7,29,26,23,21,20,17,83,68,43,1005,1004,1002,10,10,10,42,31,55,0.00,8,,339<br />
2012-7-8,31,27,24,22,19,17,74,61,36,1002,1001,999,10,10,10,42,24,55,0.00,,,337<br />
2012-7-9,28,26,23,21,19,17,83,66,45,1006,1002,999,10,10,10,55,40,84,0.00,5,Rain-Thunderstorm,332<br />
2012-7-10,29,26,23,20,18,16,83,63,35,1009,1007,1005,10,10,10,45,29,63,0.00,3,,335<br />
2012-7-11,29,26,22,21,19,16,78,65,37,1011,1010,1008,10,10,10,24,8,,0.00,1,,357<br />
2012-7-12,29,26,22,21,19,17,88,63,36,1011,1010,1009,10,10,10,21,10,,0.00,,,360<br />
2012-7-13,31,27,23,22,19,14,83,60,25,1010,1009,1009,10,10,10,29,13,,0.00,,,333<br />
2012-7-14,31,27,24,23,20,8,83,63,15,1010,1009,1007,10,10,10,35,16,,0.00,,,343<br />
2012-7-15,26,23,21,24,22,19,94,85,67,1013,1010,1008,10,9,0,52,23,69,0.00,8,Rain-Thunderstorm,328<br />
2012-7-16,31,27,22,21,19,16,83,62,32,1012,1011,1009,10,10,10,35,23,,0.00,8,Rain,331<br />
2012-7-17,34,28,21,23,18,12,84,58,19,1010,1008,1006,10,9,2,29,8,,0.00,,,206<br />
2012-7-18,30,27,23,24,22,20,94,71,47,1012,1010,1008,10,10,10,47,18,64,0.00,5,,326<br />
2012-7-19,29,27,24,24,22,19,94,79,58,1015,1012,1010,14,10,10,172,29,60,0.00,4,Fog,341<br />
2012-7-20,27,24,23,21,19,15,83,67,44,1017,1016,1015,10,10,10,39,31,,0.00,6,,356<br />
2012-7-21,31,26,20,22,19,18,88,67,37,1016,1015,1013,10,10,10,21,11,,0.00,6,,3<br />
2012-7-22,36,29,22,22,19,11,89,56,15,1015,1014,1013,10,10,10,16,8,,0.00,6,,266<br />
2012-7-23,36,30,25,23,19,14,83,50,21,1014,1013,1013,10,10,10,19,6,,0.00,6,Rain,101<br />
2012-7-24,38,29,21,21,15,6,83,42,7,1013,1011,1010,10,10,10,16,6,,0.00,,,22<br />
2012-7-25,34,30,25,24,19,9,94,56,12,1013,1012,1011,10,10,10,34,18,,0.00,6,,328<br />
2012-7-26,29,27,25,24,17,11,89,54,21,1015,1014,1013,10,10,10,37,29,,0.00,5,,8<br />
2012-7-27,31,26,20,21,17,13,74,55,30,1013,1011,1009,10,9,3,23,10,,0.00,1,,3<br />
2012-7-28,33,28,22,21,16,9,88,54,14,1010,1009,1008,10,10,10,21,6,,0.00,,,63<br />
2012-7-29,31,26,21,22,19,16,89,63,35,1009,1008,1007,10,10,10,21,10,,0.00,,,356<br />
2012-7-30,30,27,24,23,22,19,83,70,55,1010,1009,1008,10,10,10,42,23,,0.00,6,,339<br />
2012-7-31,28,27,24,20,16,12,69,54,32,1012,1011,1010,10,10,10,34,26,,0.00,,,359<br />
2012-8-1,29,26,22,20,17,13,69,55,35,1012,1010,1009,10,10,10,26,14,,0.00,,,353<br />
2012-8-2,29,27,24,21,19,16,74,60,38,1013,1012,1011,10,10,10,35,18,,0.00,8,,334<br />
2012-8-3,33,29,24,24,22,19,84,68,42,1022,1011,1010,10,10,10,29,16,,0.00,,,318<br />
2012-8-4,35,29,23,23,18,10,94,55,13,1011,1010,1009,10,9,3,19,8,,0.00,,,155<br />
2012-8-5,35,28,21,24,19,12,84,56,22,1009,1009,1008,10,10,10,18,6,,0.00,,,267<br />
2012-8-6,35,28,22,25,20,10,94,59,13,1009,1008,1006,10,5,0,23,6,,0.00,2,Fog,23<br />
2012-8-7,33,28,22,25,21,18,89,62,34,1009,1007,1007,10,9,8,24,10,,0.00,,,342<br />
2012-8-8,37,30,23,24,21,12,94,63,14,1008,1007,1007,10,9,6,19,10,,0.00,,Fog,347<br />
2012-8-9,32,26,19,25,23,18,94,70,38,1007,1007,1006,10,9,5,26,14,,0.00,5,Fog,328<br />
2012-8-10,36,30,24,26,22,10,100,67,12,1008,1006,1005,10,10,10,26,14,,0.00,3,,347<br />
2012-8-11,31,29,26,25,23,21,94,69,44,1010,1009,1008,10,10,10,39,24,,0.00,1,,347<br />
2012-8-12,36,29,22,25,21,12,94,63,17,1010,1008,1007,10,7,3,19,11,,0.00,,Fog,356<br />
2012-8-13,35,28,21,23,19,13,100,58,16,1007,1006,1004,10,6,0,19,6,,0.00,,Fog,172<br />
2012-8-14,33,29,25,25,22,16,89,66,33,1011,1009,1007,10,10,10,29,14,,0.00,1,,343<br />
2012-8-15,38,30,22,25,21,10,100,66,10,1009,1009,1007,10,5,0,14,6,,0.00,4,Fog,260<br />
