
HST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-15,27,23,20,21,20,18,90,79,67,1018,1017,1015,16,15,10,23,9,27,T,6,Rain,173<br />
2015-1-16,27,24,22,21,20,18,93,78,62,1020,1017,1016,16,16,11,21,7,27,0.76,6,Rain,300<br />
2015-1-17,27,24,21,19,19,17,84,76,67,1018,1016,1014,16,16,16,19,7,24,0.00,5,,330<br />
2015-1-18,29,24,18,19,17,14,93,67,40,1019,1017,1015,16,16,11,23,8,27,0.00,2,,22<br />
2015-1-19,27,23,19,21,19,18,93,78,62,1019,1017,1015,16,16,14,23,7,34,0.00,2,,142<br />
2015-1-20,28,23,18,21,19,17,93,78,62,1018,1016,1014,16,16,13,24,8,29,0.00,2,,166<br />
2015-1-21,27,23,18,19,18,17,93,76,58,1016,1015,1013,16,16,16,21,7,26,0.00,2,,127<br />
2015-1-22,27,23,19,20,19,18,93,78,62,1016,1015,1013,16,16,13,16,8,23,0.00,3,,216<br />
2015-1-23,27,24,22,23,22,19,100,87,74,1016,1015,1013,16,14,3,27,9,34,2.54,6,Rain,199<br />
2015-1-24,26,19,12,21,18,17,100,81,62,1018,1017,1015,16,16,14,29,14,42,T,4,Rain,355<br />
2015-1-25,25,22,19,17,17,16,87,74,60,1018,1016,1014,16,16,16,40,18,50,0.00,4,,18<br />
2015-1-26,27,23,19,17,16,14,81,63,45,1015,1014,1012,16,16,16,39,18,47,0.00,2,,40<br />
2015-1-27,27,23,18,18,17,16,87,69,51,1015,1014,1012,16,16,16,32,10,37,0.00,3,,39<br />
2015-1-28,27,24,21,20,18,17,84,69,54,1015,1013,1012,16,16,16,19,7,26,0.51,5,,228<br />
2015-1-29,27,24,22,22,20,19,93,80,67,1014,1012,1010,16,14,8,27,16,34,1.27,6,Rain,217<br />
2015-1-30,27,23,18,19,17,16,100,77,54,1016,1014,1012,16,16,16,21,8,24,0.00,2,,293<br />
2015-1-31,27,22,18,19,17,16,93,74,54,1017,1016,1014,16,16,16,21,9,26,0.25,3,,300<br />
2015-2-1,28,24,20,18,17,17,81,68,54,1017,1014,1011,16,16,16,27,9,35,0.00,3,,27<br />
2015-2-2,28,24,21,22,20,17,84,73,62,1013,1010,1008,16,16,14,32,18,42,0.25,5,,203<br />
2015-2-3,28,27,24,24,22,21,87,76,65,1009,1008,1007,16,14,3,40,23,50,1.78,7,Rain,246<br />
2015-2-4,28,25,22,22,20,18,87,73,58,1010,1009,1008,16,16,13,40,22,52,0.51,4,Rain,254<br />
2015-2-5,28,24,19,18,16,13,87,65,43,1011,1010,1008,16,16,16,40,15,56,0.25,4,,308<br />
2015-2-6,27,22,16,16,14,12,78,64,49,1015,1012,1011,16,16,16,35,14,47,0.25,3,,265<br />
2015-2-7,27,23,18,16,14,12,73,56,39,1018,1016,1015,16,16,16,26,9,40,0.00,3,,348<br />
2015-2-8,27,21,16,19,14,10,81,60,39,1017,1015,1012,16,16,16,19,9,26,0.51,4,,170<br />
2015-2-9,28,26,23,20,19,17,74,65,55,1013,1011,1009,16,16,16,34,23,42,0.25,3,,214<br />
2015-2-10,28,25,22,21,16,11,93,65,37,1012,1011,1009,16,16,6,39,20,50,1.52,5,Rain,273<br />
2015-2-11,28,24,20,15,13,11,68,52,36,1014,1012,1009,16,16,16,37,17,47,0.25,4,,284<br />
2015-2-12,26,22,19,16,15,14,78,66,54,1014,1013,1010,16,16,16,24,10,32,0.25,5,,182<br />
2015-2-13,28,26,23,24,19,16,100,81,62,1011,1009,1006,16,16,16,35,22,47,1.27,5,,205<br />
2015-2-14,27,23,20,24,21,13,100,79,57,1010,1006,1004,16,13,2,53,26,64,7.62,6,Rain,257<br />
2015-2-15,25,21,17,15,14,12,78,62,46,1016,1012,1010,16,16,16,21,11,27,0.51,1,,18<br />
2015-2-16,26,22,17,18,17,15,90,75,60,1017,1015,1014,16,16,16,19,8,23,0.00,2,,292<br />
2015-2-17,27,23,19,19,18,17,87,75,62,1017,1016,1014,16,15,14,16,7,23,0.51,1,,192<br />
2015-2-18,27,23,19,19,18,17,93,76,58,1017,1016,1014,16,16,11,24,8,29,0.25,3,,31<br />
2015-2-19,28,24,21,23,20,18,100,81,62,1015,1013,1012,16,14,10,24,11,32,0.51,5,Rain,218<br />
2015-2-20,25,22,19,21,19,17,100,85,69,1016,1014,1012,16,13,3,34,12,42,4.06,6,Rain,342<br />
2015-2-21,27,23,18,17,16,14,87,68,48,1016,1015,1013,16,16,16,23,13,35,0.00,2,,13<br />
2015-2-22,27,23,19,19,17,15,81,70,58,1016,1015,1013,16,16,16,24,8,29,0.25,2,,79<br />
2015-2-23,30,26,21,19,18,17,90,71,51,1017,1016,1014,16,16,16,26,12,34,0.00,3,,51<br />
2015-2-24,29,25,21,19,18,17,84,70,55,1018,1016,1014,16,16,16,29,14,39,0.00,3,,44<br />
2015-2-25,28,26,22,18,17,17,73,64,54,1017,1015,1013,16,16,16,34,18,45,0.00,4,,60<br />
2015-2-26,28,25,22,21,20,18,90,77,63,1015,1014,1012,16,16,16,23,9,26,0.25,4,,231<br />
2015-2-27,29,26,22,21,19,18,90,73,55,1015,1014,1013,16,16,14,24,7,40,2.03,5,Rain,357<br />
2015-2-28,28,25,22,19,18,17,84,71,58,1015,1014,1012,16,16,16,27,15,42,0.00,6,,354<br />
2015-3-1,29,25,21,19,18,17,79,64,48,1017,1015,1014,16,16,16,35,18,42,0.25,3,Rain,13<br />
2015-3-2,30,26,22,19,18,17,79,64,48,1018,1016,1014,16,16,16,29,15,39,0.00,3,,14<br />
2015-3-3,29,26,22,19,18,18,79,67,55,1018,1016,1014,16,16,16,32,13,45,0.76,6,,27<br />
2015-3-4,26,23,20,19,18,17,93,77,60,1017,1015,1014,16,15,3,27,14,37,5.08,7,Rain,357<br />
2015-3-5,24,22,19,19,17,16,87,74,60,1016,1014,1012,16,16,13,35,17,48,1.02,4,Rain,2<br />
2015-3-6,24,21,17,16,14,11,87,71,54,1014,1013,1012,16,16,16,37,20,52,0.00,3,,5<br />
2015-3-7,24,22,18,13,12,11,68,56,43,1014,1012,1011,16,16,16,34,19,53,0.25,5,,14<br />
2015-3-8,25,22,18,13,12,11,73,60,46,1015,1012,1011,16,16,16,29,15,45,0.51,5,,349<br />
2015-3-9,26,21,16,15,13,11,84,69,53,1016,1014,1012,16,16,16,27,10,34,0.00,3,,346<br />
2015-3-10,27,21,14,14,13,11,80,62,43,1014,1013,1011,16,16,16,24,10,32,0.00,3,,7<br />
2015-3-11,24,22,19,16,15,13,78,66,53,1013,1012,1010,16,16,16,23,5,29,0.25,7,,294<br />
2015-3-12,26,22,19,18,15,13,93,74,54,1017,1014,1011,16,16,11,34,15,42,0.25,5,Rain,331<br />
2015-3-13,24,21,17,12,10,7,68,55,41,1023,1020,1017,16,16,16,34,19,45,0.51,2,,10<br />
2015-3-14,26,22,18,12,11,9,58,49,40,1023,1021,1019,16,16,16,35,18,48,0.00,2,,32<br />
2015-3-15,27,22,18,14,13,12,73,58,42,1022,1019,1017,16,16,16,29,12,37,0.00,4,,28<br />
2015-3-16,26,22,18,16,14,13,78,62,45,1018,1017,1015,16,16,16,23,9,27,0.00,3,,283<br />
2015-3-17,27,23,18,17,16,13,84,65,45,1019,1017,1015,16,16,16,21,8,26,0.51,3,,302<br />
2015-3-18,27,23,18,18,16,14,78,63,48,1020,1017,1016,16,16,16,19,8,27,0.25,3,,270<br />
2015-3-19,27,24,20,19,17,16,81,68,54,1021,1019,1017,16,16,14,27,12,39,0.51,4,Rain,13<br />
2015-3-20,29,25,21,19,17,17,84,66,48,1021,1020,1019,16,16,3,39,14,45,0.51,4,Rain,34<br />
2015-3-21,29,26,22,19,18,17,79,67,54,1021,1019,1017,16,16,13,29,17,39,0.00,4,,47<br />
2015-3-22,29,26,23,19,18,17,79,64,48,1021,1019,1017,16,16,16,32,17,58,0.00,4,,63<br />
2015-3-23,31,27,23,18,17,14,73,57,40,1020,1018,1016,16,16,16,24,14,32,0.25,3,,53<br />
2015-3-24,29,25,21,19,18,17,79,69,58,1019,1018,1015,16,16,16,32,9,37,0.00,3,,304<br />
2015-3-25,29,25,21,19,18,17,84,66,48,1022,1019,1017,16,16,16,29,12,40,0.25,4,Rain,9<br />
2015-3-26,27,24,21,18,17,16,78,68,58,1022,1020,1019,16,16,16,37,19,52,0.51,4,,43<br />
2015-3-27,28,25,21,18,16,14,73,59,45,1022,1021,1019,16,16,16,35,21,42,0.25,2,,68<br />
2015-3-28,26,23,19,22,19,17,93,79,64,1023,1021,1020,16,14,6,24,9,29,2.03,5,Rain,4<br />
2015-3-29,27,23,20,21,19,17,100,80,60,1022,1021,1019,16,14,3,35,13,40,1.02,5,Rain,45<br />
2015-3-30,27,24,20,21,18,16,93,74,54,1021,1019,1016,16,16,11,35,21,42,T,4,Rain,63<br />
2015-3-31,26,22,18,21,19,17,100,87,74,1018,1017,1015,16,16,16,21,9,29,0.25,4,Rain,316<br />
2015-4-1,27,23,20,21,19,17,100,81,62,1016,1015,1014,16,16,16,29,14,39,0.00,5,Rain,46<br />
2015-4-2,28,24,20,20,18,18,90,74,58,1016,1015,1013,16,16,16,27,17,40,0.00,6,,55<br />
2015-4-3,29,24,19,20,19,18,100,84,67,1017,1015,1014,16,16,16,23,8,29,0.00,3,,71<br />
2015-4-4,28,26,22,21,19,17,84,69,54,1019,1017,1015,16,16,13,32,18,45,0.25,5,Rain,60<br />
2015-4-5,28,24,21,21,18,16,93,72,51,1018,1016,1015,16,16,10,40,21,60,0.51,4,Rain,63<br />
2015-4-6,27,24,21,17,14,9,73,54,35,1017,1016,1014,16,16,16,37,22,48,0.00,3,,52<br />
2015-4-7,28,24,20,19,17,16,81,68,54,1017,1016,1015,16,16,16,34,14,42,0.25,4,,58<br />
2015-4-8,29,25,21,18,16,14,68,56,43,1019,1017,1016,16,16,16,40,23,52,0.25,3,,59<br />
2015-4-9,29,26,22,18,16,15,73,60,46,1020,1018,1016,16,16,16,39,23,50,0.00,2,,52<br />
2015-4-10,29,24,19,18,15,13,70,57,43,1020,1018,1017,16,16,16,29,13,42,0.00,3,,54<br />
2015-4-11,29,26,23,18,17,16,68,56,44,1019,1018,1016,16,16,16,34,19,52,T,4,,64<br />
2015-4-12,29,25,21,18,17,16,84,66,47,1019,1018,1016,16,16,16,34,15,45,0.00,3,,39<br />
2015-4-13,29,26,22,19,18,16,79,64,48,1020,1018,1017,16,16,16,42,22,52,0.25,3,Rain,61<br />
2015-4-14,28,25,21,19,18,17,84,70,55,1020,1019,1017,16,16,16,35,20,47,T,5,,58<br />
2015-4-15,29,26,22,19,18,16,84,70,55,1019,1018,1016,16,16,16,35,21,50,0.00,4,,57<br />
2015-4-16,30,26,22,19,18,17,73,61,48,1018,1017,1015,16,16,16,39,18,47,0.00,3,,47<br />
2015-4-17,28,25,21,20,18,17,97,74,51,1020,1017,1016,16,16,11,40,22,53,1.52,3,Rain,59<br />
2015-4-18,29,26,23,18,17,17,73,61,48,1021,1019,1018,16,16,16,42,25,52,0.00,2,,57<br />
2015-4-19,29,26,23,19,17,16,74,61,47,1021,1020,1018,16,16,13,42,27,53,T,4,Rain,55<br />
2015-4-20,28,26,23,18,17,15,68,59,49,1020,1019,1017,16,16,16,40,29,58,0.00,4,,57<br />
2015-4-21,29,26,22,22,18,17,79,64,48,1018,1016,1015,16,16,11,39,24,50,T,5,Rain,62<br />
2015-4-22,28,24,19,21,19,18,100,78,55,1016,1015,1014,16,16,16,29,11,37,0.00,3,,75<br />
2015-4-23,29,25,21,21,20,18,90,73,55,1017,1015,1013,16,15,8,24,8,32,0.25,6,Rain-Tornado,163<br />
2015-4-24,27,23,20,21,20,18,97,80,62,1016,1015,1014,16,16,14,23,9,29,0.00,4,,156<br />
2015-4-25,27,24,21,21,21,20,97,84,71,1016,1015,1014,16,16,14,26,17,34,T,5,,169<br />
2015-4-26,26,24,22,22,21,20,93,85,76,1017,1015,1014,16,15,3,23,14,29,0.00,6,Rain,213<br />
2015-4-27,26,23,21,21,18,17,87,73,58,1020,1017,1016,16,16,16,42,20,56,0.00,4,,34<br />
2015-4-28,26,23,20,20,19,18,97,80,62,1020,1019,1017,16,16,14,37,19,50,0.25,4,Rain,57<br />
2015-4-29,27,24,21,18,18,17,84,71,58,1020,1019,1017,16,16,16,42,26,58,T,4,,60<br />
2015-4-30,27,24,21,19,17,15,84,68,51,1020,1019,1017,16,16,16,42,26,58,0.00,3,,65<br />
2015-5-1,26,23,19,19,17,15,100,77,54,1019,1018,1016,16,16,14,34,20,45,T,4,Rain,56<br />
2015-5-2,27,23,19,17,17,16,87,73,58,1018,1017,1015,16,16,14,39,20,48,0.00,3,,61<br />
2015-5-3,28,24,21,18,16,14,84,64,43,1017,1016,1014,16,16,14,37,20,47,T,3,Rain,64<br />
2015-5-4,29,26,22,20,17,14,90,67,43,1018,1017,1015,16,16,11,42,20,50,0.25,4,Rain-Tornado,68<br />
2015-5-5,28,24,21,20,18,16,90,72,54,1019,1017,1016,16,16,13,39,19,48,0.25,4,,61<br />
2015-5-6,28,24,21,18,17,16,79,65,51,1018,1016,1015,16,16,14,37,20,50,T,5,Rain,65<br />
2015-5-7,28,25,21,18,17,17,79,65,51,1016,1016,1014,16,16,16,35,20,47,0.00,4,,58<br />
2015-5-8,26,23,20,21,19,18,100,81,62,1018,1016,1014,16,16,14,39,21,50,0.76,5,Rain,56<br />
2015-5-9,27,24,21,19,18,17,90,72,54,1019,1017,1016,16,16,16,40,23,50,T,5,Rain,61<br />
2015-5-10,28,24,21,18,18,17,79,67,55,1020,1018,1017,16,16,16,45,24,60,0.00,4,,59<br />
2015-5-11,27,24,22,18,17,15,79,65,51,1020,1019,1017,16,16,16,40,24,53,T,5,Rain,57<br />
2015-5-12,28,25,22,17,17,16,73,60,47,1020,1018,1016,16,16,16,37,23,47,0.00,3,,48<br />
2015-5-13,29,26,22,18,17,15,73,60,46,1019,1017,1016,16,16,16,39,22,53,0.00,3,,55<br />
2015-5-14,28,24,21,20,18,17,84,71,58,1020,1017,1016,16,16,16,39,20,45,0.51,4,,63<br />
2015-5-15,28,24,20,18,17,15,84,65,46,1020,1018,1016,16,16,16,32,13,40,0.00,2,,44<br />
2015-5-16,28,22,16,20,18,13,100,76,51,1020,1019,1017,16,16,16,39,20,53,0.25,4,,56<br />
2015-5-17,28,25,22,19,18,17,79,69,58,1019,1018,1017,16,16,16,45,23,52,0.00,3,,58<br />
2015-5-18,29,26,22,18,17,16,73,60,47,1022,1019,1018,16,16,16,37,21,48,0.00,4,,60<br />
2015-5-19,29,26,22,18,17,16,73,59,44,1021,1020,1019,16,16,16,37,21,47,0.00,3,,58<br />
2015-5-20,28,21,14,19,18,18,100,78,55,1021,1019,1016,16,16,16,32,18,39,T,5,,63<br />
2015-5-21,28,25,22,19,18,17,73,64,54,1016,1014,1013,16,16,16,24,10,29,0.00,3,,200<br />
2015-5-22,29,25,21,21,19,18,84,71,58,1017,1015,1013,16,16,8,29,10,48,T,4,Rain,326<br />
2015-5-23,28,26,22,18,16,14,79,63,47,1019,1017,1016,16,16,16,34,15,45,0.00,4,,17<br />
2015-5-24,28,25,22,16,15,14,68,57,45,1019,1017,1016,16,16,16,29,11,50,0.00,6,,12<br />
2015-5-25,28,24,20,17,16,12,76,58,39,1016,1015,1013,16,16,16,23,12,29,0.00,5,,333<br />
2015-5-26,29,26,22,18,17,14,73,59,45,1015,1014,1013,16,16,11,23,9,27,T,6,Rain,354<br />
2015-5-27,28,24,21,19,18,17,78,66,54,1015,1014,1012,16,16,16,24,8,34,0.00,4,,322<br />
2015-5-28,29,26,22,21,18,17,79,65,51,1016,1014,1013,16,16,16,24,10,29,1.02,5,,360<br />
2015-5-29,30,26,21,19,18,17,84,65,45,1016,1015,1014,16,16,14,21,9,32,0.25,3,Rain,352<br />
2015-5-30,31,26,21,20,19,18,84,68,51,1016,1014,1013,16,16,16,34,12,45,0.00,4,Rain,33<br />
2015-5-31,29,26,22,21,19,19,84,70,55,1016,1015,1013,16,16,16,34,14,42,T,5,,42<br />
2015-6-1,31,27,22,22,20,19,100,78,55,1018,1016,1015,16,16,10,37,15,47,1.78,4,Rain,46<br />
2015-6-2,31,28,24,19,18,16,74,58,42,1018,1017,1016,16,16,16,35,20,45,0.00,2,,54<br />
2015-6-3,30,27,23,21,20,18,79,67,55,1017,1016,1015,16,16,16,32,14,40,0.00,4,,45<br />
2015-6-4,31,28,24,21,20,18,82,64,46,1017,1016,1015,16,16,16,32,16,42,0.00,4,,54<br />
2015-6-5,30,27,23,21,20,19,79,69,59,1017,1016,1015,16,16,16,23,9,27,0.00,3,,174<br />
2015-6-6,29,26,22,22,21,19,84,75,65,1017,1016,1014,16,16,16,26,11,32,T,3,Rain,90<br />
2015-6-7,31,27,23,19,18,16,79,61,42,1018,1016,1015,16,16,16,26,13,35,0.00,2,,42<br />
2015-6-8,31,27,23,20,18,17,84,64,43,1018,1016,1015,16,16,16,34,17,45,T,2,,52<br />
2015-6-9,31,27,23,19,18,17,74,61,48,1017,1016,1014,16,16,13,39,12,47,0.00,3,Rain,41<br />
2015-6-10,31,27,23,19,18,17,74,61,48,1016,1015,1013,16,16,16,32,15,40,0.00,3,,45<br />
2015-6-11,31,27,23,19,18,17,74,59,43,1015,1014,1013,16,16,16,34,15,47,0.00,2,,52<br />
2015-6-12,31,27,22,19,18,17,79,62,45,1015,1014,1013,16,16,16,27,10,37,0.00,3,,18<br />
2015-6-13,32,27,21,19,18,17,79,61,43,1016,1014,1013,16,16,16,27,11,37,0.00,4,,27<br />
2015-6-14,32,27,23,20,19,18,79,62,44,1015,1014,1012,16,16,16,27,10,42,0.00,3,,61<br />
2015-6-15,31,27,23,21,19,18,84,68,51,1016,1014,1012,16,16,16,29,10,37,0.00,4,,44<br />
2015-6-16,32,28,23,19,18,17,74,59,43,1016,1015,1013,16,16,16,37,18,53,0.00,4,,53<br />
2015-6-17,32,28,23,21,19,17,87,65,43,1017,1015,1013,16,16,13,35,17,47,T,5,Rain,46<br />
2015-6-18,31,28,24,21,19,18,79,63,46,1017,1016,1014,16,16,16,35,19,45,0.00,5,,54<br />
2015-6-19,32,28,24,21,19,17,76,62,48,1017,1016,1015,16,16,16,35,20,48,0.00,3,,50<br />
2015-6-20,31,27,23,21,19,18,82,65,48,1017,1016,1015,16,16,14,34,18,50,T,5,Rain,43<br />
2015-6-21,31,27,23,20,19,18,74,62,50,1016,1015,1014,16,16,16,35,17,48,0.00,4,,41<br />
2015-6-22,32,28,23,21,19,18,87,66,44,1016,1015,1014,16,16,16,29,17,42,T,3,,47<br />
2015-6-23,31,28,24,21,19,19,74,62,50,1017,1015,1014,16,16,16,35,19,47,T,3,Rain,55<br />
2015-6-24,29,27,24,23,21,19,79,69,59,1017,1016,1015,16,14,3,29,15,39,2.79,5,Rain,51<br />
2015-6-25,32,28,24,21,19,18,74,60,46,1018,1016,1015,16,16,16,37,16,48,T,3,Rain,50<br />
2015-6-26,32,28,24,21,19,18,82,66,50,1018,1017,1015,16,16,14,34,14,47,0.25,4,Rain,43<br />
2015-6-27,32,28,23,21,20,19,79,63,47,1017,1016,1014,16,16,16,32,13,40,0.00,3,,35<br />
2015-6-28,29,27,24,23,21,19,82,71,59,1016,1015,1014,16,16,16,21,8,27,0.00,5,Rain,39<br />
2015-6-29,31,27,23,23,22,21,94,78,61,1016,1014,1013,16,16,16,21,10,27,0.00,3,,184<br />
2015-6-30,30,27,23,23,21,19,84,70,55,1015,1014,1012,16,16,16,21,9,27,0.00,2,,202<br />
2015-7-1,31,27,23,22,21,19,87,73,58,1013,1012,1011,16,16,16,21,8,26,0.00,2,,227<br />
2015-7-2,32,28,23,22,21,19,76,63,50,1014,1012,1011,16,16,16,19,9,26,0.00,2,,218<br />
2015-7-3,33,29,26,23,21,19,79,63,47,1014,1013,1011,16,16,16,27,11,37,0.00,4,,68<br />
2015-7-4,32,28,23,21,20,19,82,65,47,1016,1014,1013,16,16,16,27,13,42,0.00,3,,53<br />
2015-7-5,32,28,24,21,19,18,79,63,46,1016,1014,1013,16,16,13,27,14,39,0.00,3,,42<br />
2015-7-6,32,28,25,20,19,18,74,60,46,1016,1015,1014,16,16,16,34,15,48,0.00,4,,52<br />
2015-7-7,32,28,24,23,20,19,76,63,50,1016,1015,1014,16,16,16,39,22,47,T,4,Rain,45<br />
2015-7-8,33,29,26,22,21,20,79,65,50,1016,1015,1014,16,16,14,39,23,50,T,4,Rain,57<br />
2015-7-9,32,29,26,22,20,19,71,61,50,1015,1014,1013,16,16,16,37,20,45,T,3,,41<br />
2015-7-10,32,28,25,24,22,22,88,74,59,1015,1014,1013,16,15,10,37,15,42,2.03,5,Rain,56<br />
2015-7-11,32,29,26,24,23,22,85,72,59,1016,1014,1013,16,16,8,26,11,40,T,6,Rain,17<br />
2015-7-12,31,28,26,26,24,22,91,80,68,1015,1014,1013,16,15,10,19,6,23,0.76,5,Rain,56<br />
2015-7-13,32,29,26,24,22,19,91,69,47,1015,1014,1013,16,14,4,40,16,48,0.51,5,Rain,59<br />
2015-7-14,32,29,26,23,21,21,79,66,52,1015,1014,1013,16,16,13,39,20,47,0.25,4,Rain,56<br />
2015-7-15,32,29,25,22,21,19,79,63,47,1015,1014,1013,16,16,16,35,18,48,0.00,3,,55<br />
2015-7-16,33,29,26,24,23,21,79,71,63,1017,1014,1013,16,16,16,26,13,34,T,5,Rain,53<br />
2015-7-17,32,29,26,24,23,21,85,72,59,1017,1016,1015,16,14,3,29,10,37,3.30,5,Rain,72<br />
2015-7-18,32,29,26,21,19,18,74,62,50,1017,1015,1014,16,16,16,32,16,40,0.00,4,Rain,40<br />
2015-7-19,32,28,24,21,19,17,82,63,43,1015,1014,1013,16,16,16,29,13,39,T,3,,27<br />
2015-7-20,32,28,23,21,19,18,79,63,46,1014,1013,1012,16,16,16,34,10,42,0.00,3,,37<br />
2015-7-21,33,29,26,21,20,17,74,58,41,1015,1013,1012,16,16,16,32,16,40,0.00,4,,58<br />
2015-7-22,32,28,23,23,21,20,94,72,50,1016,1014,1013,16,16,14,34,15,40,2.54,5,Rain,65<br />
2015-7-23,32,29,26,21,20,18,74,61,47,1016,1015,1014,16,16,16,37,15,47,0.00,3,,50<br />
2015-7-24,33,29,26,21,20,19,74,61,47,1016,1015,1014,16,16,16,37,21,50,0.00,4,,60<br />
2015-7-25,33,28,24,21,20,19,79,63,47,1016,1015,1013,16,16,16,23,11,34,0.00,3,,19<br />
2015-7-26,31,27,23,23,21,20,87,72,57,1015,1014,1013,16,16,16,24,10,29,0.00,3,,48<br />
2015-7-27,33,29,25,22,21,20,74,63,52,1015,1014,1013,16,16,16,32,13,40,T,3,,71<br />
2015-7-28,33,29,25,23,22,21,82,67,52,1015,1013,1012,16,16,16,32,16,39,0.00,5,,73<br />
2015-7-29,32,29,25,22,21,20,79,65,50,1015,1014,1012,16,16,16,37,19,45,0.00,3,,64<br />
2015-7-30,33,29,26,22,21,19,79,64,49,1016,1014,1013,16,16,16,35,20,42,0.00,3,,60<br />
2015-7-31,33,29,26,22,21,20,79,65,50,1016,1015,1013,16,16,14,40,24,52,T,4,Rain,62<br />
2015-8-1,32,29,26,21,20,19,74,61,47,1015,1014,1012,16,16,14,39,21,52,T,3,,53<br />
2015-8-2,32,29,26,21,19,19,71,59,47,1013,1012,1011,16,16,16,40,21,52,0.00,2,,46<br />
2015-8-3,33,29,26,21,19,17,71,56,41,1013,1012,1010,16,16,16,39,18,50,0.00,3,,35<br />
2015-8-4,33,28,23,22,21,18,82,65,47,1013,1011,1010,16,16,16,27,11,37,0.00,3,,34<br />
2015-8-5,32,29,25,23,22,21,85,71,56,1014,1013,1011,16,16,10,35,18,45,0.76,6,Rain,58<br />
2015-8-6,32,28,25,23,22,21,85,70,55,1014,1013,1011,16,16,14,26,12,42,T,5,Rain,11<br />
2015-8-7,33,29,24,25,23,21,97,75,52,1016,1013,1012,16,16,14,35,16,50,1.27,5,Rain,83<br />
2015-8-8,33,29,26,22,21,20,74,62,50,1017,1015,1014,16,16,16,40,23,53,0.00,3,,56<br />
2015-8-9,31,28,26,22,21,20,79,66,53,1016,1015,1014,16,16,13,37,20,50,T,5,Rain,58<br />
2015-8-10,32,29,26,21,20,19,74,61,47,1015,1014,1012,16,16,16,34,20,45,0.00,3,,52<br />
2015-8-11,33,29,24,22,22,21,79,64,49,1014,1013,1011,16,16,16,32,13,39,0.00,3,,46<br />
2015-8-12,34,30,26,23,22,21,79,64,49,1014,1013,1011,16,16,16,32,16,40,0.00,3,,64<br />
2015-8-13,33,30,26,23,22,21,74,63,52,1015,1013,1012,16,16,16,39,19,56,T,4,,57<br />
2015-8-14,33,29,26,23,22,21,79,68,56,1015,1014,1012,16,16,16,40,24,50,T,4,,62<br />
2015-8-15,32,29,26,22,21,20,79,66,53,1015,1014,1013,16,16,16,39,22,53,0.00,5,,54<br />
2015-8-16,32,29,26,24,22,21,74,67,59,1015,1014,1013,16,16,16,24,13,27,0.00,5,Rain,8<br />
2015-8-17,31,28,24,24,23,22,94,79,63,1013,1012,1011,16,16,16,23,9,27,0.00,4,Rain,273<br />
2015-8-18,32,28,24,24,23,22,91,77,63,1012,1010,1008,16,16,16,21,9,26,0.00,3,,164<br />
