
NOVT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-3-12,-6,-11,-15,-9,-13,-18,93,83,72,1042,1040,1037,8,5,0,14,6,,0.00,5,Fog-Snow,178<br />
2011-3-13,-7,-11,-15,-11,-14,-19,86,75,62,1041,1036,1030,6,6,6,29,18,40,0.00,3,,156<br />
2011-3-14,-3,-7,-10,-7,-10,-12,93,80,64,1029,1022,1010,8,6,1,18,11,,0.00,7,Snow,136<br />
2011-3-15,-3,-6,-8,-6,-8,-10,100,88,68,1018,1007,1002,10,3,0,32,18,47,0.00,7,Snow,323<br />
2011-3-16,-3,-8,-12,-3,-9,-14,100,84,68,1029,1024,1019,3,2,1,21,16,32,0.00,8,Snow,232<br />
2011-3-17,-2,-6,-10,-3,-8,-13,100,83,64,1037,1028,1020,10,4,2,26,14,35,0.00,7,Snow,334<br />
2011-3-18,-4,-11,-17,-10,-14,-19,92,75,59,1045,1043,1038,6,6,6,18,10,,0.00,4,,315<br />
2011-3-19,-1,-10,-19,-10,-14,-21,92,72,51,1047,1046,1044,8,6,4,21,6,,0.00,4,,295<br />
2011-3-20,-1,-8,-15,-7,-11,-17,86,75,59,1050,1049,1047,10,7,6,14,8,,0.00,4,,279<br />
2011-3-21,0,-8,-15,-6,-11,-16,92,75,55,1049,1046,1043,8,5,2,11,5,,0.00,4,Fog,250<br />
2011-3-22,-1,-8,-14,-5,-9,-15,93,87,74,1042,1039,1034,8,3,0,18,5,,0.00,4,Fog,158<br />
2011-3-23,-5,-10,-14,-8,-11,-15,100,90,80,1033,1026,1019,8,4,0,26,13,29,0.00,7,Fog-Snow,160<br />
2011-3-24,0,-5,-10,-2,-7,-12,93,84,74,1018,1011,1004,8,8,6,21,13,35,0.00,7,,165<br />
2011-3-25,3,0,-3,1,-3,-6,93,78,65,1004,996,989,10,9,4,58,27,68,0.00,5,Rain-Snow,190<br />
2011-3-26,3,-1,-4,-1,-4,-8,93,77,60,1004,1001,997,10,8,1,58,32,68,0.00,6,Rain-Snow,223<br />
2011-3-27,2,-3,-7,1,-7,-11,100,76,51,1018,1012,1005,10,5,1,47,34,61,0.00,6,Snow,219<br />
2011-3-28,2,-3,-8,1,-9,-12,100,68,51,1024,1015,1005,10,9,3,64,34,76,0.00,5,Snow,254<br />
2011-3-29,-2,-8,-13,-10,-12,-15,92,70,47,1036,1033,1025,8,7,6,21,11,32,0.00,1,,248<br />
2011-3-30,-1,-7,-13,-6,-9,-15,93,81,64,1036,1032,1024,10,6,0,29,11,40,0.00,3,Fog,169<br />
2011-3-31,0,-3,-6,-1,-4,-8,100,85,75,1024,1018,1015,10,8,1,26,18,32,0.00,6,Snow,222<br />
2011-4-1,1,-2,-4,-1,-3,-5,93,86,75,1019,1017,1014,10,7,3,18,10,,0.00,6,Snow,243<br />
2011-4-2,0,-2,-5,0,-4,-8,100,90,69,1018,1015,1013,10,5,0,18,11,29,0.00,7,Fog-Snow,297<br />
2011-4-3,-2,-6,-10,-7,-9,-12,93,78,64,1026,1022,1018,10,9,2,29,16,32,0.00,5,Snow,298<br />
2011-4-4,1,-4,-10,0,-6,-11,100,91,74,1027,1021,1014,8,3,0,40,14,50,0.00,6,Fog-Snow,222<br />
2011-4-5,5,3,1,1,0,-1,93,85,76,1025,1020,1015,8,6,5,26,18,,0.00,7,,279<br />
2011-4-6,4,0,-3,0,-2,-4,100,79,61,1026,1023,1020,6,4,2,21,10,,0.00,6,,238<br />
2011-4-7,6,2,-1,0,-2,-4,87,74,61,1020,1019,1018,10,7,5,18,11,,0.00,6,,255<br />
2011-4-8,9,3,-2,3,0,-3,100,80,53,1020,1018,1013,8,4,1,21,6,29,0.00,4,Fog,145<br />
2011-4-9,10,7,2,4,2,1,93,75,62,1012,1007,1005,8,6,6,21,16,35,0.00,6,,194<br />
2011-4-10,15,8,0,5,2,-1,100,73,41,1010,1008,1006,8,6,3,11,6,21,0.00,5,Fog,30<br />
2011-4-11,21,11,1,8,4,0,93,64,38,1011,1010,1009,10,8,5,21,10,29,0.00,4,,136<br />
2011-4-12,20,13,6,11,8,4,94,74,52,1015,1011,1009,10,8,5,26,10,35,0.00,5,Fog-Rain,191<br />
2011-4-13,11,9,7,8,8,7,100,91,82,1017,1016,1014,10,6,2,29,16,43,0.00,6,Rain,68<br />
2011-4-14,15,10,6,11,8,6,100,94,77,1016,1014,1012,6,3,0,21,14,26,0.00,8,Fog,70<br />
2011-4-15,19,14,9,10,9,7,94,77,52,1013,1010,1008,10,7,4,26,14,32,0.00,6,Rain,171<br />
2011-4-16,15,9,4,7,3,0,93,67,38,1017,1015,1013,10,9,6,29,16,40,0.00,6,,247<br />
2011-4-17,16,9,2,0,-2,-5,81,50,23,1023,1021,1017,8,5,5,29,13,40,0.00,6,,276<br />
2011-4-18,21,12,4,3,1,-2,76,48,24,1023,1019,1012,10,7,5,32,10,43,0.00,5,,170<br />
2011-4-19,15,12,8,9,3,0,100,59,41,1011,1007,1004,10,9,3,29,23,40,0.00,6,Rain,197<br />
2011-4-20,18,11,5,3,1,-1,76,51,28,1013,1011,1009,10,10,10,47,23,58,0.00,6,,209<br />
2011-4-21,14,10,7,10,6,1,100,83,41,1015,1013,1011,10,7,1,29,13,43,0.00,7,Rain,187<br />
2011-4-22,22,16,9,11,9,8,100,78,43,1012,1003,998,10,6,1,43,16,55,0.00,7,Fog-Rain,188<br />
2011-4-23,9,4,-1,6,-1,-6,100,73,42,1017,1006,995,10,8,0,58,42,72,0.00,6,Rain-Snow,275<br />
2011-4-24,12,6,0,2,-1,-5,87,60,30,1018,1016,1013,10,10,10,29,16,47,0.00,6,,230<br />
2011-4-25,12,9,6,8,4,0,93,76,57,1013,1009,1007,10,9,5,26,14,35,0.00,6,Rain,210<br />
2011-4-26,13,7,0,5,-2,-8,93,55,24,1014,1012,1008,10,9,6,32,13,47,0.00,6,Rain,286<br />
2011-4-27,8,4,0,0,-4,-8,75,51,36,1018,1014,1013,10,10,10,35,14,47,0.00,6,Rain,335<br />
2011-4-28,17,8,-1,4,-1,-7,75,55,37,1019,1017,1016,10,9,4,32,16,47,0.00,5,,285<br />
2011-4-29,19,11,4,4,1,-3,66,47,30,1020,1018,1015,10,9,4,21,11,29,0.00,5,,129<br />
2011-4-30,21,14,9,6,3,0,76,46,25,1017,1014,1013,10,10,5,32,14,43,0.00,6,Rain,198<br />
2011-5-1,15,10,6,3,-4,-9,57,37,20,1027,1025,1018,6,6,6,21,13,32,0.00,3,,348<br />
2011-5-2,15,10,6,5,-1,-6,66,44,30,1026,1024,1022,10,9,4,21,10,21,0.00,6,Rain,92<br />
2011-5-3,16,10,5,4,-3,-5,71,42,23,1026,1024,1022,8,6,4,18,13,26,0.00,3,,76<br />
2011-5-4,16,10,4,-2,-4,-6,61,38,22,1023,1020,1018,,,,18,13,29,0.00,,,62<br />
2011-5-5,12,7,2,-2,-4,-6,60,42,28,1022,1020,1018,10,10,5,26,18,40,0.00,5,,49<br />
2011-5-6,16,8,0,1,-3,-7,80,44,20,1024,1023,1022,10,10,6,26,14,40,0.00,5,,12<br />
2011-5-7,19,10,2,3,-2,-4,70,39,22,1025,1023,1020,10,9,6,29,14,40,0.00,6,,327<br />
2011-5-8,15,10,5,5,-4,-11,76,44,21,1027,1023,1020,10,10,10,29,21,43,0.00,5,Rain,13<br />
2011-5-9,16,8,0,-4,-6,-9,69,36,17,1029,1027,1025,,,,21,13,32,0.00,,,326<br />
2011-5-10,21,12,4,-3,-7,-10,57,26,12,1025,1021,1014,6,6,5,32,11,47,0.00,6,,236<br />
2011-5-11,25,18,11,-2,-4,-7,35,23,13,1014,1011,1007,10,9,6,43,19,61,0.00,6,,231<br />
2011-5-12,22,14,8,7,0,-7,93,38,22,1007,1005,1003,10,9,6,40,16,55,0.00,6,Rain-Thunderstorm,257<br />
2011-5-13,12,7,3,7,-1,-8,100,61,26,1012,1008,1005,10,9,4,29,16,40,0.00,6,Rain,326<br />
2011-5-14,16,8,1,4,-1,-6,75,52,31,1013,1010,1007,10,9,5,26,11,35,0.00,5,,192<br />
2011-5-15,13,9,5,4,-2,-8,93,52,24,1018,1012,1008,10,9,4,32,14,47,0.00,5,Fog-Rain,350<br />
2011-5-16,14,7,0,-2,-6,-8,75,40,23,1025,1023,1018,10,10,10,21,10,35,0.00,6,,322<br />
2011-5-17,16,9,2,-3,-5,-7,60,37,20,1029,1027,1025,10,9,6,11,8,21,0.00,4,,127<br />
2011-5-18,20,12,4,-2,-5,-7,57,31,16,1027,1025,1023,6,5,3,14,6,32,0.00,2,,202<br />
2011-5-19,21,13,5,0,-5,-8,61,30,14,1024,1021,1017,8,7,5,18,8,32,0.00,4,,199<br />
2011-5-20,24,16,8,8,-4,-9,59,27,11,1017,1011,1005,10,10,10,32,16,47,0.00,6,,190<br />
2011-5-21,17,13,10,11,9,7,100,77,55,1007,1005,1003,10,9,5,21,13,32,0.00,6,Rain,301<br />
2011-5-22,18,13,8,12,6,2,88,62,42,1013,1009,1008,10,10,6,29,16,40,0.00,5,Rain,306<br />
2011-5-23,18,10,3,4,1,-2,81,50,26,1015,1014,1013,10,10,10,21,13,35,0.00,6,,323<br />
2011-5-24,18,12,6,9,4,0,76,56,37,1014,1009,1005,10,10,10,26,11,35,0.00,6,Rain,104<br />
2011-5-25,14,10,7,9,7,6,94,84,59,1005,1003,1002,10,8,4,32,21,43,0.00,6,Rain,64<br />
2011-5-26,9,7,6,7,6,5,100,92,76,1006,1002,999,10,6,2,32,23,47,0.00,6,Rain,6<br />
2011-5-27,18,11,5,5,2,-2,87,56,26,1008,1006,1006,10,10,10,32,18,40,0.00,6,,300<br />
2011-5-28,20,12,5,8,6,3,100,65,37,1011,1009,1007,10,8,2,21,8,32,0.00,6,Fog,297<br />
2011-5-29,23,17,12,12,9,6,82,62,41,1013,1012,1011,10,10,8,32,11,50,0.00,6,Rain,117<br />
2011-5-30,27,17,8,14,11,7,100,62,39,1012,1008,1003,10,8,3,43,11,55,0.00,5,Fog-Rain-Thunderstorm,33<br />
2011-5-31,26,20,15,14,11,7,82,56,34,1003,1001,999,10,10,6,32,18,47,0.00,6,,197<br />
2011-6-1,23,17,10,13,10,5,100,68,36,999,998,996,10,8,4,35,11,55,0.00,5,Fog-Rain-Thunderstorm,157<br />
2011-6-2,19,14,10,13,11,8,100,77,49,1003,1002,999,10,9,5,29,14,40,0.00,5,Fog-Rain-Thunderstorm,102<br />
2011-6-3,25,18,12,16,13,10,100,74,44,1003,1002,1001,10,8,2,29,13,40,0.00,6,Fog-Rain-Thunderstorm,106<br />
2011-6-4,26,18,11,16,11,7,94,64,30,1001,1000,998,10,9,5,29,10,43,0.00,5,Fog-Rain-Thunderstorm,109<br />
2011-6-5,24,19,14,15,13,11,94,72,44,1004,1001,998,10,10,6,18,11,26,0.00,6,Rain-Thunderstorm,124<br />
2011-6-6,27,19,12,15,13,11,100,67,37,1008,1006,1004,10,8,1,18,5,18,0.00,5,Fog-Rain-Thunderstorm,141<br />
2011-6-7,30,22,15,15,13,10,88,56,30,1009,1008,1007,10,9,4,18,8,35,0.00,5,Fog,126<br />
2011-6-8,26,22,19,18,16,13,88,69,50,1010,1008,1008,10,10,6,14,6,,0.00,6,Rain,346<br />
2011-6-9,28,21,15,19,17,14,100,76,45,1009,1007,1006,10,7,2,26,5,47,0.00,6,Fog-Rain-Thunderstorm,336<br />
2011-6-10,27,21,15,19,16,14,100,81,48,1006,1004,1002,10,6,2,43,5,61,0.00,6,Fog-Rain-Thunderstorm,267<br />
2011-6-11,27,20,14,16,14,13,100,71,42,1002,1000,997,10,8,3,26,10,35,0.00,6,Fog-Rain,283<br />
2011-6-12,30,22,14,17,14,9,94,64,27,998,996,994,10,8,4,32,10,47,0.00,5,Fog-Rain-Thunderstorm,212<br />
2011-6-13,22,16,10,15,11,4,88,66,45,1001,996,994,10,10,6,43,16,58,0.00,6,Rain-Thunderstorm,235<br />
2011-6-14,20,13,6,5,3,2,81,55,32,1009,1006,1001,10,9,6,29,18,43,0.00,4,,264<br />
2011-6-15,20,13,6,7,4,2,93,54,30,1012,1010,1008,10,10,3,29,16,43,0.00,5,,279<br />
2011-6-16,24,16,8,9,6,4,76,50,27,1013,1011,1010,8,5,4,29,13,40,0.00,3,,258<br />
2011-6-17,24,20,16,16,13,8,83,66,52,1010,1008,1007,10,9,6,26,10,35,0.00,6,Rain,210<br />
2011-6-18,29,22,16,17,15,13,100,67,37,1007,1004,998,10,9,4,26,10,35,0.00,6,Rain,96<br />
2011-6-19,27,23,19,16,13,11,73,56,42,998,994,990,10,10,10,35,14,50,0.00,6,Rain-Thunderstorm,169<br />
2011-6-20,21,17,14,15,13,10,100,81,49,992,990,989,10,9,4,32,14,47,0.00,6,Rain,220<br />
2011-6-21,18,16,13,14,13,10,100,87,63,996,993,991,10,7,2,21,14,29,0.00,7,Rain,191<br />
2011-6-22,21,16,12,15,13,12,100,78,60,999,997,996,10,10,6,18,8,21,0.00,6,Rain-Thunderstorm,351<br />
2011-6-23,22,18,14,15,14,13,100,81,57,1008,1003,999,10,8,2,18,11,29,0.00,7,Rain,321<br />
2011-6-24,25,19,14,15,14,13,94,72,47,1011,1010,1008,10,9,4,14,6,,0.00,6,,320<br />
2011-6-25,26,21,17,15,12,6,88,59,34,1010,1009,1008,10,9,6,29,14,43,0.00,6,,79<br />
2011-6-26,25,21,17,14,10,8,77,49,34,1010,1009,1008,10,10,10,32,21,43,0.00,6,,104<br />
2011-6-27,25,20,16,14,11,9,77,57,36,1011,1010,1010,10,10,10,26,14,43,0.00,6,,73<br />
2011-6-28,28,21,15,13,11,9,77,52,30,1013,1012,1011,10,10,10,21,11,32,0.00,5,,48<br />
2011-6-29,31,23,15,16,12,10,88,51,29,1013,1011,1010,10,10,8,18,10,29,0.00,4,,354<br />
2011-6-30,30,22,15,17,13,11,88,55,31,1010,1006,1002,10,8,5,29,10,40,0.00,4,,310<br />
2011-7-1,20,17,13,16,9,3,83,61,37,1004,1003,1002,10,10,8,32,26,47,0.00,6,,347<br />
2011-7-2,19,14,11,9,7,3,82,61,35,1007,1005,1004,10,10,10,26,14,35,0.00,6,Rain,325<br />
2011-7-3,19,12,6,10,6,3,100,59,35,1016,1012,1008,10,10,8,21,11,35,0.00,5,Fog,319<br />
2011-7-4,26,16,7,13,7,4,87,54,33,1018,1016,1012,6,5,5,29,10,40,0.00,6,Fog,207<br />
2011-7-5,29,22,16,18,14,9,78,58,40,1013,1011,1010,10,10,10,26,14,32,0.00,6,Thunderstorm,253<br />
2011-7-6,23,19,16,15,9,4,82,55,33,1021,1017,1014,10,10,10,29,19,40,0.00,6,,24<br />
2011-7-7,23,17,12,8,5,3,67,44,27,1024,1023,1021,,,,14,11,26,0.00,,,44<br />
2011-7-8,26,19,12,12,7,5,72,47,26,1023,1019,1013,10,10,10,29,8,40,0.00,6,Rain,233<br />
2011-7-9,24,19,15,15,10,6,88,56,31,1016,1014,1012,10,10,10,26,14,40,0.00,5,,357<br />
2011-7-10,19,17,14,14,13,10,100,84,56,1014,1008,1001,10,7,3,32,13,50,0.00,6,Rain,105<br />
2011-7-11,18,16,13,14,13,12,100,89,77,1001,998,997,10,9,4,18,14,32,0.00,6,Rain-Thunderstorm,53<br />
2011-7-12,20,16,12,14,11,8,100,77,46,1001,999,998,10,8,3,21,18,32,0.00,6,Rain,27<br />
2011-7-13,16,13,11,12,9,8,94,78,63,1001,999,997,10,9,5,29,16,50,0.00,6,Rain,340<br />
2011-7-14,20,15,10,13,10,8,100,78,46,1007,1004,1001,10,10,5,26,18,40,0.00,6,Rain,289<br />
2011-7-15,24,17,11,14,12,8,100,77,36,1007,1006,1005,10,8,4,21,11,35,0.00,6,Fog-Rain,253<br />
2011-7-16,26,19,13,16,13,10,94,70,39,1009,1007,1006,10,9,6,14,5,18,0.00,5,Fog-Rain-Thunderstorm,224<br />
2011-7-17,27,20,13,15,12,7,100,63,30,1012,1010,1009,10,8,2,14,6,21,0.00,5,Fog,42<br />
2011-7-18,27,21,15,15,14,13,88,63,42,1013,1012,1010,10,10,10,14,8,14,0.00,5,,38<br />
2011-7-19,28,21,14,19,15,11,100,67,44,1011,1010,1008,10,8,4,18,6,26,0.00,4,Fog-Rain,294<br />
2011-7-20,21,18,16,19,15,9,100,83,56,1012,1009,1007,10,9,2,26,11,35,0.00,6,Rain-Thunderstorm,35<br />
2011-7-21,20,16,12,9,7,5,77,56,37,1017,1014,1012,10,10,10,29,21,40,0.00,6,,37<br />
2011-7-22,21,16,10,9,8,7,82,59,40,1018,1017,1015,10,10,10,18,16,29,0.00,6,,50<br />
2011-7-23,25,17,9,14,10,6,87,58,41,1016,1013,1010,10,9,6,18,8,32,0.00,5,,351<br />
2011-7-24,28,20,12,16,13,10,100,64,34,1012,1010,1008,10,5,3,21,8,29,0.00,2,Fog-Rain,286<br />
2011-7-25,27,22,18,18,15,11,94,65,37,1017,1011,1008,10,9,6,21,11,32,0.00,5,,357<br />
2011-7-26,26,20,14,13,11,7,88,55,30,1022,1020,1017,10,10,10,18,10,29,0.00,6,,329<br />
2011-7-27,32,24,17,19,15,12,83,59,33,1020,1016,1013,10,8,6,29,13,43,0.00,5,,299<br />
2011-7-28,23,20,17,17,13,8,100,64,41,1015,1013,1012,10,7,3,29,13,64,0.00,6,Fog-Rain-Thunderstorm,31<br />
2011-7-29,22,16,11,14,10,7,88,63,46,1014,1012,1008,10,9,6,21,13,18,0.00,6,Rain,104<br />
2011-7-30,19,16,13,13,11,10,94,76,59,1008,1005,1004,10,9,5,26,19,35,0.00,6,Rain,102<br />
2011-7-31,26,19,12,15,12,10,94,69,44,1004,998,991,10,10,10,14,13,21,0.00,6,,121<br />
2011-8-1,21,17,13,18,12,9,100,76,59,1005,997,990,10,9,3,29,18,40,0.00,6,Rain,306<br />
2011-8-2,14,12,11,13,12,9,100,90,77,1004,1001,998,10,7,2,32,14,47,0.00,6,Rain,78<br />
